name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
1pzi,-10.228,-2.063,6.767,-7.335,-3.255,-0.694,1.194,-1.126,39.800,1.307,18.200,4.22
1lee,-22.902,-1.115,8.025,-14.936,-1.684,-0.278,1.661,-2.951,-7.029,6.151,23.900,7.74
1qbn,-13.925,-1.858,11.442,-12.000,-2.369,0.287,1.855,-1.069,17.029,2.615,3.100,5.85
3gst,-28.031,-5.866,8.850,-13.648,-5.981,-1.471,1.723,-1.966,6.571,4.492,20.000,6.72
1rp7,-20.181,-0.849,18.042,-13.702,-3.315,0.354,1.938,-1.426,-72.829,1.437,13.500,8.52
1gi7,-10.116,-1.857,9.942,-8.552,-2.387,0.467,0.877,-0.416,-0.343,-0.000,0.000,4.51
1b1h,-28.829,-6.799,13.075,-16.943,-5.660,-0.570,1.719,-1.856,-12.186,1.432,39.300,7.03
1lf2,-22.127,-1.301,8.092,-14.564,-1.879,-0.245,1.609,-2.994,0.686,5.855,20.900,7.52
1jgl,-15.269,-1.046,3.333,-10.307,-2.034,-0.027,0.159,-0.041,2.429,3.704,4.400,8.7
1nfw,-14.866,-0.743,7.017,-13.663,-0.458,-0.329,0.449,-0.900,26.529,2.660,2.200,8.96
1o0n,-9.260,-1.301,7.650,-7.013,-2.582,-1.185,1.344,-1.207,21.414,-0.000,12.100,4.09
1b8n,-14.272,-1.883,11.458,-10.662,-3.973,-0.616,1.195,-0.854,11.471,0.302,9.700,10.52
1uz4,-9.081,-1.751,6.292,-6.758,-3.588,0.012,0.323,-0.171,18.886,-0.000,10.700,3.4
2j7f,-9.092,-1.386,9.408,-9.490,-3.132,0.230,0.767,-0.394,44.271,0.881,13.600,6.35
1o36,-12.493,-2.171,12.450,-11.559,-3.934,0.599,2.377,-0.654,10.857,0.338,1.600,5.96
1olx,-25.951,-5.314,17.775,-14.339,-3.441,0.264,1.733,-1.369,-78.629,1.827,14.000,4.33
2d1n,-19.988,-0.060,10.483,-14.798,-2.432,-0.271,1.419,-1.966,-30.657,2.317,29.100,8.15
1n4k,-16.958,-5.386,10.908,-6.920,-5.467,-5.027,2.647,-1.699,64.057,0.084,24.700,10.05
1xhy,-17.370,-4.330,6.717,-8.607,-4.207,-1.471,0.637,-0.705,18.800,1.605,10.500,6.18
2i3h,-20.710,-2.784,7.617,-11.629,-2.378,-1.054,1.645,-2.489,-33.386,1.449,11.600,7.4
1swr,-18.014,-3.716,7.308,-9.245,-3.656,-0.018,0.216,-0.260,-28.800,1.456,11.300,6.92
1g2l,-20.587,-1.869,13.350,-15.557,-1.965,0.787,1.947,-2.960,-3.914,4.617,10.200,7.24
1ex8,-18.997,-7.404,24.292,-18.758,-9.034,4.916,4.990,-2.546,43.614,1.566,24.100,6.33
2hb3,-21.908,-0.965,8.008,-15.672,-1.725,-0.650,1.613,-3.518,4.457,4.027,23.500,11.35
1wdn,-15.177,-4.355,6.542,-7.200,-4.796,-1.107,0.388,-0.281,10.214,-0.000,9.300,6.3
1qji,-24.796,-1.544,8.583,-14.393,-1.827,-1.827,2.545,-4.285,-13.186,5.497,34.400,4.85
1x8j,-10.778,-0.094,0.842,-6.698,-0.006,0.002,0.088,-0.024,8.443,5.949,0.600,6.96
1ch8,-16.236,-6.449,20.617,-14.210,-4.645,0.972,2.410,-1.264,38.157,-0.000,10.700,7
1mtr,-39.112,-1.466,9.050,-16.037,-2.947,-0.428,1.528,-1.675,-229.286,4.768,22.000,8.4
2j4i,-20.777,-0.605,7.492,-15.524,-0.787,-0.993,0.982,-1.865,-24.029,1.740,8.500,9
1owe,-11.738,-2.022,9.117,-9.299,-2.359,0.039,0.731,-0.614,0.914,-0.000,0.000,6.2
1dud,-13.134,-1.731,8.508,-8.552,-3.871,-0.792,1.481,-1.389,23.686,2.042,17.600,4.82
2f6t,-24.366,-2.995,8.558,-10.075,-3.556,-1.236,1.058,-1.279,-86.229,2.308,6.700,4.62
2olb,-29.908,-8.771,14.133,-15.939,-6.298,-0.337,1.821,-1.785,-21.500,1.074,42.700,5.54
1bn4,-8.297,0.913,5.158,-7.507,-0.806,-0.935,0.620,-0.532,20.800,2.434,4.300,9.31
1egh,-6.506,-0.781,7.683,-6.104,-3.879,-0.770,0.304,-0.230,52.071,-0.000,7.500,5.7
1bq4,-12.132,-9.990,10.592,-6.653,-2.079,1.057,2.275,-2.164,33.400,-0.000,0.000,5.22
1ogg,-19.553,-2.430,9.950,-14.108,-3.439,-1.793,3.247,-3.319,37.986,2.435,36.500,5.19
1gz4,-13.673,-2.114,17.667,-12.883,-3.093,0.682,2.505,-1.597,2.443,0.672,17.500,3.7
1lnm,-15.402,-0.061,3.542,-11.801,-0.584,-0.099,0.406,-0.446,6.029,4.832,5.700,8.7
2j7d,-12.743,-3.973,9.050,-9.987,-4.699,-0.130,0.848,-0.525,50.500,-0.000,17.400,7.13
1ppk,-20.082,-1.545,8.267,-12.952,-3.471,-0.877,1.673,-2.855,-5.729,2.132,28.200,7.66
1ecq,-5.556,-0.685,10.758,-7.745,-3.065,0.614,0.786,-0.520,42.486,-0.000,16.000,3
1b5i,-26.818,-7.192,14.008,-14.481,-5.338,-0.781,1.969,-1.837,-21.800,1.074,36.000,7.05
1mh5,-18.768,-1.341,7.967,-13.296,-1.694,-0.745,1.865,-2.467,9.957,4.107,22.700,9.21
1fkf,-23.677,-0.816,6.108,-14.253,-2.114,-0.436,0.639,-2.272,20.657,9.070,17.500,9.4
1zoh,-13.987,0.051,3.533,-8.483,-0.000,0.000,0.000,0.000,-6.443,6.902,0.000,7
1g36,-15.422,-1.639,11.283,-11.984,-2.252,0.394,1.277,-1.324,5.500,3.140,2.200,7.17
2a4m,-5.126,-0.098,4.558,-5.096,-0.493,-0.896,0.460,-0.126,11.586,-0.000,7.500,4.52
1m7d,-14.110,-1.796,10.017,-11.907,-3.138,-1.379,2.091,-2.637,50.914,0.970,26.300,6.23
1x38,-13.849,-2.214,8.725,-10.913,-3.662,-0.365,0.649,-0.526,31.700,1.011,9.300,8.77
1c5t,-7.520,-1.781,7.650,-7.176,-2.165,0.256,0.451,-0.125,22.471,-0.000,0.000,4.1
1a9m,-26.324,-0.769,12.417,-16.190,-3.476,-1.403,3.138,-3.639,-45.243,3.810,25.700,6.92
1bai,-31.284,-1.301,14.942,-18.571,-4.905,-1.528,4.874,-5.622,-42.814,5.651,39.400,7.7
1m5w,-7.401,-1.605,8.667,-6.236,1.086,-0.689,0.633,-0.429,-13.229,-0.000,14.900,4.27
1z71,-17.376,-0.559,6.625,-15.213,-1.552,-0.739,1.168,-2.210,44.514,3.190,7.300,9.18
2ces,-11.859,-4.276,7.808,-8.435,-4.291,0.101,0.505,-0.214,38.800,-0.000,12.900,7.25
1hos,-27.899,-0.783,9.575,-16.720,-3.400,-1.641,3.279,-6.210,2.214,5.991,30.300,8.55
1c5y,-9.125,-2.222,7.975,-7.576,-2.441,0.243,0.458,-0.107,13.857,-0.000,0.000,4.2
1fzo,-39.360,-5.386,13.983,-21.128,-5.678,-2.450,5.056,-6.471,-33.000,5.393,32.400,7.89
1sr7,-18.352,-0.533,4.100,-15.575,-0.994,0.049,0.558,-0.974,42.329,6.016,7.700,10.1
1fzq,-18.169,-8.259,14.950,-11.836,-5.764,0.616,2.170,-1.495,36.614,-0.000,17.900,7.62
1utl,-6.884,-1.382,3.475,-5.215,-0.848,0.009,0.134,-0.214,-1.914,-0.000,7.900,2.47
1ik4,-8.554,-2.373,7.958,-6.584,-3.862,-0.442,0.333,-0.253,43.671,-0.000,6.500,7.41
1tcw,-17.762,-0.901,6.450,-11.465,-1.742,-0.667,1.669,-3.030,-10.714,3.164,23.200,6.02
1e2l,-13.104,-1.074,6.092,-9.079,-1.975,0.216,0.539,-0.571,1.671,3.306,7.700,4.29
1nfx,-17.579,-0.640,8.558,-14.645,-0.449,-0.422,0.815,-1.407,3.157,2.996,7.300,8.52
1a4w,-24.388,-2.441,10.842,-13.275,-2.974,-0.276,1.464,-3.592,-23.400,5.182,12.000,5.92
1g48,-8.114,1.032,4.942,-6.456,-0.639,-0.330,0.606,-0.676,8.000,3.569,1.600,8.41
1bp0,-11.384,-1.517,9.142,-7.935,-4.951,-0.618,0.812,-0.730,26.400,0.210,10.700,5.4
2iko,-23.441,-2.972,9.833,-10.514,-2.708,-0.264,1.261,-1.121,-84.471,3.845,0.400,5.45
2bt9,-9.523,-1.690,4.867,-5.957,-3.212,-0.953,0.306,-0.195,26.486,0.612,11.600,6.19
1pdz,-4.384,-0.187,5.467,-4.025,-2.212,-0.733,0.292,-0.191,27.400,-0.000,7.100,3.7
2evl,-29.902,-2.308,4.633,-15.189,-2.356,-0.926,1.002,-2.799,41.200,14.817,69.900,6.7
1z4o,-10.512,-2.165,11.675,-9.794,-3.921,-1.289,1.061,-0.637,64.314,-0.000,21.000,4.52
1o3i,-12.601,-2.154,10.000,-9.930,-3.101,0.235,0.887,-0.445,1.000,-0.000,0.200,7.3
1pme,-12.205,-0.355,6.033,-10.073,-0.389,-0.195,0.745,-1.337,23.786,4.101,0.800,9.4
2h4n,-5.352,0.755,5.008,-5.177,-1.118,0.055,0.340,-0.276,-2.857,0.522,0.000,8.7
1laf,-18.788,-5.003,10.525,-8.873,-5.465,-0.926,0.550,-0.287,-12.914,-0.000,13.800,7.85
1hvr,-27.290,-0.883,7.783,-18.582,-2.169,-0.103,1.108,-3.759,-1.171,6.162,13.800,9.51
1ghw,-8.423,-1.728,9.908,-8.293,-1.802,0.330,1.008,-0.300,10.714,-0.000,0.900,4.2
1hmt,-17.286,-1.782,2.475,-8.052,-1.339,0.000,-0.171,-0.059,-9.514,7.755,35.300,5.79
1ndv,-16.783,-3.986,9.467,-10.143,-1.658,0.178,1.211,-0.993,-7.100,3.302,1.700,5.92
1ajv,-22.584,-1.329,9.008,-17.818,-2.295,-0.182,1.442,-2.780,21.243,3.821,14.000,7.72
1b6k,-26.970,-2.866,9.817,-16.626,-4.127,-0.601,1.975,-3.499,1.043,4.894,28.800,8.74
1koj,-14.236,-1.865,9.458,-8.615,-4.612,-0.361,0.942,-0.721,-15.557,-0.000,27.200,6.7
1lah,-15.556,-4.827,5.833,-6.692,-4.722,-1.043,0.327,-0.207,3.786,-0.000,14.500,7.52
1atl,-10.186,0.997,5.533,-10.308,-0.886,-0.363,0.891,-1.440,8.443,0.739,18.800,6.28
1sdt,-26.343,-1.475,11.000,-18.612,-1.693,-1.256,2.296,-3.287,-19.357,3.724,27.300,9.27
1t32,-22.898,-1.332,7.533,-15.515,-2.046,-0.736,1.270,-4.059,11.714,3.999,9.700,7.42
1f3e,-10.225,-0.008,7.575,-6.874,-1.821,-0.742,0.301,-0.086,-10.386,1.317,0.000,6.7
1c88,-14.306,-4.498,7.958,-9.589,-3.699,-0.026,0.736,-0.485,26.529,0.318,0.000,5.29
1j4r,-20.422,-0.299,4.942,-12.881,-1.027,-0.322,0.689,-4.372,16.214,6.314,17.600,7.72
1b55,-17.012,-7.544,15.900,-10.489,-1.678,-6.088,4.065,-2.351,78.729,-0.000,19.600,7.4
456c,-11.752,1.992,6.242,-13.444,-1.198,-0.176,0.675,-1.680,17.443,0.338,7.200,9.77
1msn,-25.863,-1.339,9.342,-18.052,-1.864,-0.636,1.896,-3.207,-12.614,4.670,11.700,9.09
1o2h,-9.449,-2.459,10.275,-10.693,1.714,0.095,0.925,-0.652,7.700,-0.000,3.300,7.17
1h2t,-25.498,-5.211,21.933,-18.522,-6.434,-1.141,6.327,-4.104,40.600,4.677,36.000,7.89
2ccb,-8.916,-0.860,5.150,-7.883,-1.156,-0.047,1.484,-1.250,15.129,1.603,22.400,7.45
1yc4,-10.470,-0.609,6.950,-9.129,-1.144,0.082,0.824,-1.131,9.229,1.667,3.200,6.55
1pzo,-10.442,-0.218,4.475,-7.683,-0.525,-0.242,0.581,-0.905,2.200,2.929,1.200,3.32
2mas,-10.949,-1.930,9.075,-9.264,-2.955,0.065,0.762,-0.693,26.014,0.674,11.500,7.52
1ai4,-8.629,-1.434,4.758,-6.247,-1.112,-0.730,0.378,-0.211,20.800,1.562,5.300,2.5
1sdu,-25.697,-1.801,10.925,-17.954,-2.001,-1.266,2.325,-3.309,-16.829,3.196,26.200,10.07
1bhx,-22.271,-1.930,11.142,-12.779,-3.300,-0.545,1.475,-1.955,-40.443,3.132,11.500,6.84
1v2w,-13.827,-1.969,9.575,-9.024,-3.045,0.101,1.704,-1.730,3.386,2.853,8.500,4.01
2j7e,-11.358,-1.785,8.733,-10.224,-3.989,-0.197,0.758,-0.437,47.757,0.881,15.700,7.32
1lgw,-5.551,-0.230,2.425,-4.360,-0.519,-0.101,0.095,-0.041,10.329,1.846,0.000,4
1tom,-21.381,-2.644,5.758,-11.397,-2.898,-0.592,0.997,-2.229,-29.186,2.775,16.300,8.3
1f0u,-18.451,-2.067,10.717,-13.731,-3.282,0.036,1.497,-1.665,2.843,2.277,12.000,7.16
1sh9,-23.920,-1.047,8.758,-16.109,-2.171,-1.007,2.266,-4.956,-8.914,3.166,28.900,6.03
2b07,-18.147,-4.216,8.675,-12.129,-2.414,0.679,0.935,-1.940,25.929,4.074,6.000,6.43
1ghv,-10.158,-1.727,9.850,-8.656,-2.214,0.416,0.906,-0.302,0.014,0.338,0.000,4.35
1tkb,-18.211,1.141,14.058,-13.236,-1.786,0.645,1.638,-1.419,-68.100,3.576,10.200,8
2ypi,-4.862,-0.194,6.633,-5.283,-1.769,-0.653,0.294,-0.226,30.200,-0.000,5.100,4.82
1hbv,-19.804,-0.989,8.192,-14.655,-1.185,-0.877,1.517,-2.875,0.771,2.807,20.100,6.37
1b52,-25.209,-6.345,12.833,-14.017,-5.513,-0.513,1.837,-1.810,-15.557,1.074,38.200,7.12
1ui0,-6.879,-0.648,4.517,-5.405,-1.922,0.000,0.000,0.000,3.143,-0.000,0.000,7.06
2cht,-13.094,-2.181,6.350,-7.927,-2.484,0.230,0.579,-0.514,-28.586,0.357,1.900,5.52
1m2p,-9.261,-0.431,5.567,-8.748,-0.747,-0.158,0.366,-0.364,24.529,1.994,2.500,6.11
1qkb,-27.624,-7.095,12.158,-14.312,-6.224,-0.477,1.579,-1.724,-17.414,1.729,34.700,7.35
1h46,-8.478,0.313,4.883,-9.304,-0.004,0.077,0.321,-0.441,5.114,0.674,9.600,3.57
4er1,-31.172,-2.151,10.200,-19.651,-2.129,-0.785,2.642,-5.119,-8.371,7.607,34.700,6.62
1bhf,-19.085,-4.624,9.325,-11.639,-3.128,-0.347,3.319,-3.598,-8.300,1.455,31.700,4.38
1qbv,-19.687,-1.997,7.683,-12.188,-2.320,-0.445,1.263,-1.731,-23.629,2.775,11.100,5.39
1h1d,-10.556,-0.303,4.450,-7.680,-1.392,0.087,0.590,-0.664,22.843,4.450,7.500,8.22
1w4q,-9.566,-0.837,8.483,-8.225,-2.821,-1.041,1.064,-0.948,28.257,-0.000,12.400,5.26
1w5v,-26.505,-1.638,12.933,-21.747,-3.386,-1.016,3.188,-4.659,35.257,2.857,27.400,8.15
1t7d,-19.528,-2.165,7.875,-11.451,-1.749,-1.319,2.012,-1.195,-21.057,4.060,12.900,6.03
1o2o,-11.600,-2.284,11.575,-10.919,-2.901,0.294,1.109,-0.662,25.029,-0.000,4.100,6.36
1v2n,-13.495,-1.834,11.725,-12.106,-2.104,0.594,0.964,-1.180,21.943,2.076,0.000,5.9
1mq5,-18.608,-0.872,8.717,-17.231,-0.921,-0.136,0.942,-1.724,16.400,1.583,3.000,9
1pfu,-9.257,-2.286,3.825,-4.891,-1.411,-0.564,0.393,-0.305,3.629,1.499,17.300,2.72
1g4j,-8.374,1.025,5.083,-6.339,-0.632,-0.359,0.633,-0.688,5.900,3.850,1.700,8.7
1n5r,-16.246,-0.683,4.283,-7.831,-0.492,-0.035,0.454,-1.420,-68.800,3.060,11.700,5.66
2j75,-11.642,-4.328,7.483,-7.283,-4.928,0.355,0.385,-0.182,32.757,0.127,12.600,6.65
1hi5,-7.505,-3.314,11.325,-7.016,-2.136,0.158,2.538,-1.809,24.314,-0.000,15.700,4.04
1gyy,-7.400,-2.108,3.500,-6.073,-1.299,0.158,0.322,-0.305,37.243,1.995,1.400,3.64
1hvh,-18.352,-1.098,9.433,-14.310,-1.649,-0.470,2.180,-4.325,47.214,5.320,19.500,7.96
2i80,-8.006,-0.400,3.892,-9.238,-0.420,0.029,0.253,2.722,22.000,3.180,3.300,5.4
1sqo,-12.464,-2.011,11.975,-10.420,-2.558,0.276,1.399,-0.615,-9.786,-0.000,0.000,7.46
2pcp,-14.905,-0.967,2.858,-10.211,-0.562,-0.046,-0.082,-0.804,-8.129,2.917,3.000,8.7
1txr,-11.715,0.466,6.783,-9.957,-2.259,-0.045,1.340,-1.479,4.529,1.981,16.000,7.74
1sqt,-12.458,-1.783,10.225,-10.929,-2.325,0.130,0.987,-0.779,4.757,-0.000,1.700,6.2
2f35,-15.562,-3.720,7.025,-7.834,-3.609,-1.053,1.020,-1.286,11.286,1.681,8.300,5.4
1gjd,-14.828,-2.926,11.350,-12.244,-3.339,-0.267,1.066,-0.217,17.671,-0.000,0.000,5.22
1i5r,-31.720,-1.563,14.733,-23.306,-3.575,-0.920,1.224,-1.466,27.400,8.161,33.600,8.52
1hii,-27.715,-1.592,7.900,-15.705,-3.612,-0.531,2.043,-4.306,-26.471,5.759,27.200,7.28
7std,-15.149,-0.256,2.267,-9.677,-0.293,-0.126,0.283,-1.160,4.971,6.044,4.900,10.72
1vyg,-16.913,-2.525,3.400,-10.391,-0.466,0.000,-0.195,-0.905,32.057,7.085,15.800,8
1e3v,-10.172,1.391,2.267,-6.958,-0.569,-0.077,0.549,-0.609,14.314,6.745,14.100,4.34
966c,-10.134,1.668,5.958,-11.501,-1.181,-0.204,0.661,-1.709,14.857,-0.000,4.900,7.64
1gaf,-13.503,-1.137,6.242,-9.962,-2.252,-0.333,0.470,-0.755,20.586,2.857,14.400,8
1met,-26.524,-1.318,8.275,-16.566,-3.361,-0.198,1.437,-3.920,14.286,7.510,22.000,9.4
1v2t,-13.996,-1.927,9.400,-8.857,-3.307,0.077,1.670,-1.696,2.029,2.853,8.500,4.71
1izh,-28.835,-1.596,12.742,-20.148,-4.532,-1.511,3.336,-4.674,12.129,4.027,27.000,7.7
2aj8,-22.159,-2.633,7.008,-10.250,-1.428,-0.249,0.678,-1.257,-64.500,4.899,1.200,6.2
1sw2,-9.368,-2.295,3.733,-5.821,-1.112,-0.675,0.112,-0.006,-2.043,-0.000,3.000,7.22
1nwl,-6.912,-2.458,6.992,-4.389,0.574,-0.427,1.051,-1.694,6.543,1.432,11.800,2.39
1sld,-20.656,-0.716,9.200,-12.177,-1.291,-0.761,3.532,-4.530,-30.257,5.723,14.800,6.57
2qwf,-12.891,-4.089,11.400,-9.292,-3.706,-0.373,1.826,-1.649,27.814,-0.000,5.500,5.67
2avo,-25.352,-1.491,10.783,-17.500,-1.712,-1.292,2.319,-3.380,-16.371,3.902,26.600,8.85
1nh0,-27.478,-1.958,13.250,-20.121,-4.366,-1.353,4.195,-4.883,9.243,2.910,30.400,9.74
1gi4,-10.595,-1.614,9.600,-8.754,-2.346,0.488,0.824,-0.481,3.043,1.011,0.000,7.19
2f7o,-12.623,-3.137,6.700,-6.896,-3.589,-0.746,0.450,-0.057,4.100,-0.000,8.100,7.44
1hvk,-33.115,-1.038,13.167,-20.257,-3.188,-1.562,4.505,-6.650,-33.414,7.003,31.700,10.96
1iiq,-31.369,-3.620,12.750,-19.591,-5.016,-1.738,3.738,-4.945,11.243,4.702,32.200,7.48
1x8t,-19.310,-8.134,16.450,-12.171,-9.039,0.168,2.090,-1.442,71.129,-0.000,14.100,7.8
1qbq,-11.546,-0.342,3.650,-8.345,-0.626,-0.277,0.306,-0.742,26.757,5.116,15.600,8.3
1dmp,-23.134,-1.423,9.633,-16.620,-3.124,-0.142,1.759,-3.799,8.557,3.589,14.500,9.55
2ihq,-15.999,-0.738,4.792,-11.413,-0.760,0.067,0.518,-0.833,-11.229,3.759,2.200,8.49
2cf9,-20.141,-2.046,8.767,-13.499,-2.228,0.392,0.643,-1.862,-12.043,3.467,3.700,7.82
1g7v,-7.077,-0.471,11.917,-8.275,-0.608,-2.773,2.190,-1.576,53.286,-0.000,41.700,6.4
1jev,-30.112,-7.346,14.992,-18.651,-6.349,-0.534,2.084,-2.239,1.157,1.074,36.900,6.89
1g53,-8.782,0.997,5.067,-6.962,-0.591,-0.327,0.616,-0.736,5.871,3.569,1.500,9.04
1njc,-14.930,-5.228,12.317,-8.862,-4.705,-0.532,1.018,-0.737,21.957,-0.000,10.400,5.55
1nm6,-21.113,-1.186,7.442,-14.577,-1.540,-0.053,0.321,-1.021,-12.214,4.537,3.700,10.05
1xkk,-18.774,-0.874,10.367,-17.272,-0.619,-0.033,1.315,-1.347,39.714,5.537,6.500,8.52
1px4,-11.454,-1.051,6.350,-7.065,-2.935,-0.518,0.529,-0.446,-3.986,1.182,15.800,3.23
1w5y,-25.995,-1.283,12.892,-20.991,-3.342,-0.879,3.542,-4.939,40.914,4.411,32.100,8.48
1tni,-8.740,-1.653,3.950,-6.420,-1.225,-0.015,0.184,-0.329,-2.743,-0.000,7.400,4
1c1v,-9.693,-2.063,12.042,-9.977,-2.111,0.728,1.560,-0.606,7.271,-0.000,1.100,7.64
1g45,-8.692,0.996,4.867,-6.440,-0.640,-0.387,0.561,-0.689,0.343,3.407,0.800,8.64
1u1w,-9.307,-1.561,7.408,-7.746,-2.889,0.060,0.393,-0.139,23.357,0.338,0.100,5.85
1b2h,-27.799,-8.243,13.750,-14.969,-5.701,-0.384,1.754,-1.750,-17.443,1.074,42.900,4.54
1okl,-9.965,-0.218,4.208,-7.232,-1.189,-0.130,0.278,-0.356,8.414,2.998,0.000,6.03
1pzp,-7.977,0.327,3.675,-7.231,-0.005,0.074,0.596,-0.747,4.600,2.195,0.500,3.31
2avm,-35.903,-3.334,14.367,-19.815,-6.501,-1.864,4.341,-5.369,-46.386,4.492,55.500,5.7
1sdv,-25.334,-1.470,11.008,-18.223,-1.735,-1.243,2.291,-3.299,-12.400,3.512,26.000,8.74
1ws1,-14.630,1.308,6.267,-11.461,-2.265,-0.330,0.882,-2.035,-21.243,0.794,19.800,9.55
1r4w,-16.918,-3.872,7.458,-8.987,-3.431,-1.633,1.024,-1.014,1.314,0.357,19.100,4.05
1h6h,-16.406,-1.938,9.917,-8.649,-4.698,-3.395,2.280,-2.365,56.057,3.232,32.800,5.3
2i0a,-21.001,-0.892,8.650,-15.705,-1.739,-0.301,1.830,-3.819,9.486,3.886,20.100,11.4
1p1o,-16.994,-4.787,8.183,-8.243,-5.195,-1.118,0.468,-0.410,8.614,-0.000,6.700,5.76
1zp8,-21.307,-0.217,8.892,-16.537,-1.158,-0.690,1.809,-4.186,23.629,4.996,22.500,8.77
1fiv,-37.175,-2.778,13.950,-22.544,-5.738,-1.561,3.776,-5.504,-25.129,5.337,34.700,6.59
1gwv,-8.941,-1.206,7.500,-7.639,-2.436,-1.607,1.563,-1.149,41.814,0.253,28.500,2.57
1amw,-7.632,-0.374,11.867,-8.755,-1.486,0.083,2.700,-1.860,21.357,1.446,11.800,4.54
2cbu,-11.652,-3.781,7.225,-8.154,-4.481,0.307,0.375,-0.116,36.014,0.357,9.600,5.68
1k22,-24.166,-2.441,10.975,-13.954,-3.891,-1.516,1.866,-2.292,-21.157,2.986,12.000,8.4
1n51,-24.699,-3.746,9.050,-13.818,-1.745,-1.172,1.646,-2.300,-58.014,1.497,15.100,4.85
1mrx,-22.938,-0.945,8.658,-16.258,-1.867,-0.647,1.662,-3.161,-13.086,3.307,10.600,7.26
1zhy,-18.961,-0.156,0.842,-10.506,-0.188,0.000,-0.173,-0.184,5.686,10.630,17.400,6.52
1fkh,-19.653,-0.468,2.683,-10.415,-0.971,-0.159,0.044,-2.534,-7.271,7.144,12.100,8.15
1hvs,-30.436,-1.703,12.483,-18.489,-4.029,-1.437,4.680,-7.004,-26.786,4.643,31.100,10.3
2bvd,-15.413,-6.204,8.317,-9.378,-5.732,-0.333,1.149,-0.885,50.343,-0.000,24.000,6
1xap,-21.820,-1.855,2.542,-12.487,-1.486,0.002,0.020,-0.409,12.000,8.982,0.000,8.7
1v2l,-7.544,-1.502,6.692,-6.063,-1.673,0.289,0.371,-0.137,-1.657,-0.000,0.000,4.29
1e6q,-11.059,-3.151,7.667,-7.660,-4.166,0.211,0.488,-0.257,22.943,0.014,12.200,3.15
1onz,-13.156,-4.542,7.383,-8.663,-1.941,0.584,1.319,-1.895,25.314,2.355,1.500,5.1
2hxm,-14.045,-2.627,8.083,-10.160,-3.609,-0.028,0.501,-0.676,23.314,1.117,8.300,5.22
1i9o,-8.750,0.931,4.900,-6.731,-0.693,-0.379,0.594,-0.815,9.557,3.730,1.000,8.42
1d4p,-17.857,-2.000,8.658,-12.068,-1.724,0.181,0.598,-0.969,-15.914,3.105,3.100,6.3
2gvv,-9.410,-0.280,4.708,-6.491,-2.015,-0.722,0.503,-0.714,9.371,1.432,6.700,3.9
1grp,-7.792,-4.292,6.683,-4.952,-3.625,1.179,0.747,-0.610,21.614,-0.000,7.300,3.72
1gi1,-2.899,-2.183,10.108,-8.438,4.912,0.828,0.930,-0.366,6.114,-0.000,0.200,5.47
1fv0,-9.855,-0.705,5.100,-10.628,-0.178,-0.565,0.541,-0.029,46.057,2.472,2.700,5.93
1nu3,-8.017,0.124,1.800,-4.392,-0.446,-0.281,0.201,-0.160,-9.257,3.332,9.200,4
1b3f,-27.469,-6.382,14.450,-15.837,-5.689,-0.491,2.034,-1.969,-25.314,1.074,38.400,6.89
1sb1,-21.197,-0.319,8.242,-14.053,-1.948,-0.796,1.601,-2.842,-14.414,4.124,9.100,6.89
1bnq,-7.872,0.308,6.108,-8.066,-0.856,-0.369,0.706,-0.693,9.214,0.611,11.000,9.49
1ro7,-26.419,-5.377,21.642,-18.857,-8.172,-1.990,5.213,-4.089,42.314,0.119,35.500,3.18
1hi3,-7.684,-3.683,9.325,-5.684,-1.318,-1.246,3.346,-1.900,23.043,0.391,13.900,4.19
1str,-20.902,-1.025,11.058,-12.338,-2.335,-2.086,5.704,-5.349,-33.143,3.435,29.900,4.77
1sbg,-22.310,-1.225,7.717,-14.862,-2.553,-0.690,1.756,-3.644,1.800,4.091,21.700,7.74
1w3j,-7.937,-1.709,6.050,-6.495,-3.394,-0.013,0.274,-0.160,30.629,-0.000,10.200,6.32
1gja,-13.969,-2.963,10.142,-9.804,-3.421,-0.338,0.859,-0.330,4.271,-0.000,0.000,5.42
1i9q,-8.662,1.015,4.992,-6.522,-0.641,-0.428,0.557,-0.650,5.543,3.730,1.000,8.41
1o0f,-11.657,-3.620,10.825,-7.746,-2.465,-1.261,2.601,-1.456,8.871,-0.000,12.100,5.3
1mfd,-11.129,-0.677,7.067,-9.220,-1.987,-1.863,2.864,-2.920,45.271,1.390,30.400,5.31
1xgi,-12.586,-2.022,7.108,-8.274,-1.889,-1.079,0.825,-1.289,14.186,1.057,0.000,4.85
1uwf,-10.862,-3.260,7.225,-7.233,-4.027,-0.430,0.531,-0.550,50.757,1.539,21.700,6.82
1ua4,-12.576,-1.475,13.992,-10.322,-2.092,-1.310,1.349,-0.892,29.043,1.938,13.800,4.22
1xbo,-16.053,-3.416,10.033,-13.837,-3.412,0.409,0.727,-1.345,56.929,2.071,12.900,6.04
1igb,-7.435,3.130,4.200,-7.790,-0.958,-0.261,0.480,-0.516,7.471,3.049,5.300,6.4
1xq0,-11.778,0.919,6.283,-8.145,-0.662,-0.419,0.894,-1.617,1.286,4.780,6.700,6.34
1m7y,-32.152,-10.919,15.067,-14.014,-7.967,-2.840,1.691,-1.167,22.800,1.510,13.700,10.96
