name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
3bgs,-8.505,-180.639,60.032,3,5.599,9.42
2ate,-7.616,-162.804,81.001,5,5.832,7.07
3dxh,-6.267,-111.660,67.622,6,6.001,3.19
2qd7,-11.797,-305.826,97.046,13,6.356,9.1
3d8y,-5.882,-91.655,52.589,3,5.737,3.4
1ex8,-9.853,-288.364,189.356,13,6.636,6.33
2ha5,-6.564,-110.061,16.984,4,5.088,4.34
2hb3,-12.088,-318.883,99.738,14,6.328,11.35
3ryy,-6.561,-116.179,41.482,5,5.489,7.42
4a6b,-14.154,-389.183,110.720,17,6.596,8.38
1wdn,-5.564,-97.162,47.265,4,4.991,6.3
1qji,-10.442,-297.557,135.376,23,6.610,4.85
1x8j,-9.950,-208.981,42.295,0,5.671,6.96
1fh7,-8.104,-177.279,80.149,2,5.584,5.24
2cgf,-7.950,-158.529,71.047,0,5.823,6.41
2yi7,-8.909,-188.129,57.285,4,5.852,8.32
1ch8,-8.694,-214.304,127.306,6,6.236,7
3ms9,-6.647,-116.466,36.677,2,5.220,5.22
1wur,-9.275,-239.492,134.064,8,6.256,6.66
1jsv,-6.511,-150.095,118.580,3,5.580,5.7
1mtr,-12.129,-335.976,138.975,12,6.391,8.4
2j4i,-10.576,-260.610,89.711,11,6.325,9
3vd9,-7.538,-148.135,50.614,3,5.473,4
3si4,-9.764,-230.401,74.450,8,5.911,3.88
1owe,-7.997,-167.403,64.341,4,5.670,6.2
3sur,-7.757,-155.275,54.894,1,5.389,4.15
1dud,-7.696,-146.388,47.425,6,5.961,4.82
2f6t,-6.917,-144.979,86.377,7,5.954,4.62
2olb,-9.777,-258.550,90.886,19,6.007,5.54
1bn4,-6.930,-129.901,58.492,6,5.892,9.31
3v7t,-8.635,-188.907,78.454,7,6.205,7.21
4e4l,-10.026,-219.715,56.410,2,5.809,8.77
2cen,-14.323,-404.809,126.987,17,6.521,8.3
1egh,-5.263,-86.942,51.729,3,5.050,5.7
1bq4,-6.412,-126.055,79.196,6,5.835,5.22
2ojg,-9.822,-206.535,29.435,4,5.635,5.64
3hvi,-12.087,-329.400,136.548,9,6.310,8.3
1ogg,-11.823,-316.115,121.570,12,6.435,5.19
3iae,-11.116,-316.767,165.044,12,6.460,3.89
2nmx,-6.729,-118.571,36.120,5,5.489,5.57
3djv,-6.622,-116.186,53.313,4,5.778,4.55
1gz4,-8.931,-190.996,62.477,8,6.229,3.7
1lnm,-10.905,-256.132,81.505,1,5.925,8.7
3d83,-12.226,-315.660,96.351,9,6.153,8.36
4dff,-8.245,-163.406,49.074,3,5.746,7.46
3zsq,-9.076,-229.501,106.397,14,6.275,4.96
2j7d,-9.151,-218.972,93.026,3,5.576,7.13
1ppk,-7.825,-202.692,110.567,19,6.252,7.66
2pwg,-7.763,-166.966,74.105,0,5.248,4.82
1ecq,-5.070,-111.849,111.319,5,5.268,3
2bys,-11.788,-296.155,82.682,6,5.824,9.52
3mxd,-12.172,-331.407,126.325,13,6.438,8.83
1w11,-8.669,-223.727,117.251,13,6.136,8.22
3d2e,-9.692,-235.477,101.160,8,6.229,6.42
1b5i,-9.237,-235.145,84.291,17,5.969,7.05
2z94,-4.618,-40.886,14.096,0,5.050,5.85
2nmz,-11.970,-349.088,163.337,16,6.509,8.37
1mh5,-10.238,-272.907,108.013,16,6.166,9.21
1fkf,-12.015,-312.794,136.011,6,6.689,9.4
3tfu,-9.256,-237.639,120.716,8,5.987,3.28
1zoh,-7.843,-141.779,60.792,0,6.184,7
1jys,-5.847,-83.610,16.220,0,4.906,3.52
1g36,-9.895,-226.093,71.629,6,6.050,7.17
3ipq,-15.582,-434.199,112.741,14,6.367,7.57
3ok9,-11.821,-332.106,143.138,14,6.404,11.23
3acl,-10.721,-254.088,73.163,6,5.989,6.22
2q5k,-12.813,-364.895,137.320,17,6.443,11.3
1om1,-9.849,-222.622,66.637,2,5.674,6.77
2a4m,-5.259,-110.022,106.302,3,5.323,4.52
3p3s,-7.231,-134.344,68.301,1,5.921,7.59
1m7d,-10.072,-244.819,96.770,8,6.237,6.23
3qwc,-9.391,-218.816,78.183,8,5.999,4.26
1x38,-8.242,-189.260,95.981,2,5.621,8.77
1c5t,-6.259,-104.298,38.613,1,5.182,4.1
2zmm,-8.314,-185.952,85.732,9,6.235,7.6
1nfy,-10.226,-229.218,65.272,5,6.138,8.89
1a9m,-9.965,-270.850,104.488,23,6.394,6.92
2vpn,-6.282,-112.130,42.911,1,4.963,6.72
3aqt,-6.144,-98.971,19.162,0,4.701,6.72
1fkb,-10.814,-274.806,140.433,6,6.817,9.7
3ekt,-11.591,-315.979,125.925,13,6.305,10.59
3p3t,-7.890,-155.064,37.553,5,5.514,7.24
2uxi,-7.667,-160.762,68.827,4,5.613,7.3
1bai,-10.498,-332.148,159.325,35,6.744,7.7
2ves,-10.236,-258.458,108.193,7,6.041,7.7
3a1s,-7.199,-150.091,89.361,6,6.107,4.83
1m5w,-5.138,-104.053,96.789,5,5.366,4.27
3r6c,-9.763,-231.589,91.433,3,5.835,4.72
3pbb,-7.861,-162.203,48.693,9,5.769,7.02
1z71,-10.165,-248.489,93.791,9,6.217,9.18
2ces,-8.113,-182.703,82.425,1,5.319,7.25
1ogd,-5.677,-96.194,53.984,0,5.011,3.03
3uxd,-6.870,-116.069,30.477,0,5.231,4.41
2xm2,-6.706,-153.892,109.225,3,5.456,4.62
1hos,-11.918,-354.981,154.410,24,6.647,8.55
3fx6,-5.895,-142.445,126.743,7,5.599,6.8
3ekw,-12.309,-379.089,180.062,22,6.557,7.96
2v3u,-5.012,-79.881,40.917,2,4.664,3
1c5y,-6.251,-109.628,48.994,1,5.182,4.2
2qv7,-7.452,-157.974,87.219,6,6.057,3.66
2fu8,-5.702,-87.385,36.929,4,5.380,4.7
3b92,-8.611,-177.929,40.109,6,5.649,8
1fzo,-11.648,-392.721,224.217,31,6.856,7.89
1sr7,-12.454,-326.128,121.167,5,6.258,10.1
2qg2,-9.931,-213.739,49.291,2,5.772,5.4
1fzq,-7.697,-167.520,92.823,6,6.107,7.62
1utl,-5.841,-91.635,21.167,3,4.913,2.47
3vfb,-12.285,-331.400,114.503,14,6.399,9.04
3g08,-14.119,-418.271,104.721,34,6.556,8.16
3s54,-11.199,-303.210,124.939,13,6.305,9.64
1ik4,-5.132,-100.961,85.756,4,5.142,7.41
3kmc,-7.425,-175.746,85.232,16,6.031,6.4
3k1j,-9.605,-224.371,85.562,6,6.057,6.4
3djx,-6.475,-114.174,58.180,4,5.778,2.81
2qrm,-8.675,-189.550,76.305,3,5.832,4.03
1tcw,-8.001,-192.077,92.684,16,6.289,6.02
3n0n,-6.954,-131.712,66.161,5,5.943,7.3
1e2l,-7.567,-151.794,61.671,2,5.530,4.29
1bm7,-8.361,-181.633,68.327,4,5.639,7.52
3jzg,-6.625,-148.226,70.665,21,6.227,4.4
3eeb,-9.454,-257.438,152.566,12,6.492,5.89
2y8c,-8.836,-223.459,111.293,13,6.241,6.4
1nfx,-10.841,-247.028,62.673,6,6.225,8.52
1xow,-10.743,-242.449,57.639,0,5.650,9.28
2i2b,-7.299,-134.672,46.376,1,5.468,2.44
2pqb,-8.249,-207.852,126.047,9,6.127,7.2
1a4w,-10.311,-275.663,122.995,15,6.422,5.92
1lcp,-4.904,-61.558,28.344,3,5.124,6.64
1g48,-6.780,-123.364,54.328,5,5.787,8.41
3cow,-10.167,-245.733,88.568,8,6.132,6.9
3oim,-7.899,-163.023,76.391,3,5.938,6.74
1bp0,-7.335,-143.849,61.427,4,5.730,5.4
4ffs,-11.031,-261.441,58.200,7,5.818,10.44
3zq9,-7.719,-163.122,77.356,4,5.787,6.02
2oxy,-6.941,-108.745,46.805,0,6.063,6.52
2iko,-9.566,-215.136,66.735,5,5.875,5.45
2bt9,-6.195,-111.772,56.287,1,5.182,6.19
2zgx,-8.979,-208.176,74.518,8,5.809,6.74
3kdm,-10.513,-235.892,59.389,0,5.664,7
1o5e,-8.107,-211.631,153.184,3,5.892,5.74
2v2h,-4.674,-64.194,43.608,3,5.050,3.77
3hl7,-10.429,-243.688,74.165,5,5.984,7.64
1ypg,-12.011,-291.241,76.702,5,6.132,8
1pdz,-5.194,-72.329,28.481,3,5.050,3.7
2evl,-12.846,-374.397,98.186,34,6.584,6.7
3juq,-7.896,-160.618,62.357,3,5.701,4.91
1z4o,-7.335,-156.835,82.292,3,5.561,4.52
3kdd,-12.474,-352.026,148.092,13,6.460,8.46
3c2o,-5.899,-100.354,46.017,2,5.118,3.35
1o3i,-7.256,-154.102,96.870,2,5.841,7.3
1pme,-9.720,-219.645,72.066,4,5.933,9.4
2h4n,-5.107,-55.976,17.490,3,5.403,8.7
3hmo,-10.870,-267.095,109.507,2,6.147,7.52
1laf,-6.647,-135.234,55.634,6,5.177,7.85
3cm2,-7.112,-163.003,108.112,10,6.201,6.47
3iob,-8.093,-157.931,47.189,2,5.646,3.42
2pvj,-9.797,-228.976,78.178,5,5.853,8.1
1hvr,-15.208,-419.518,130.263,8,6.407,9.51
2xn5,-8.157,-167.061,56.035,5,5.799,6.69
3g2k,-9.419,-213.669,79.822,3,5.878,4.79
2nsl,-7.613,-167.449,89.631,5,5.826,4.68
3m96,-8.095,-163.139,65.874,5,6.129,7.22
1ghw,-6.075,-158.002,160.457,2,5.534,4.2
1ft7,-4.783,-63.390,38.550,3,5.118,5.18
1hmt,-6.990,-146.706,40.709,16,5.650,5.79
1ndv,-9.334,-204.580,59.537,6,5.938,5.92
1w13,-9.214,-232.758,100.121,14,6.170,8.7
1ajv,-13.156,-363.843,136.679,10,6.353,7.72
3t3c,-11.403,-295.625,98.880,13,6.305,10.23
3s5y,-6.439,-127.765,68.564,1,5.100,7.41
2clh,-9.926,-229.692,66.318,6,5.802,4.06
3ffg,-12.234,-306.571,97.168,7,6.424,9.08
2oiq,-13.119,-341.399,97.900,8,6.203,5
2zq2,-9.545,-228.880,85.669,9,6.029,6.56
1b6k,-12.626,-349.806,137.650,13,6.523,8.74
1koj,-6.435,-138.188,85.570,7,5.557,6.7
1lah,-5.809,-104.110,42.136,4,4.899,7.52
1oxr,-6.118,-99.820,31.733,3,5.193,5.19
3b26,-8.715,-185.115,64.345,1,5.624,6.64
1atl,-7.478,-166.803,78.438,10,5.826,6.28
1sdt,-13.576,-376.015,123.402,14,6.421,9.27
3ibl,-6.022,-97.413,25.785,11,5.717,7.84
3hub,-11.402,-290.574,108.342,7,6.241,8.09
1uml,-11.454,-283.734,72.386,11,6.099,7.52
1t32,-12.095,-305.728,99.995,9,6.508,7.42
3b24,-5.749,-87.960,32.374,2,5.136,4.38
3p9l,-11.528,-396.013,205.824,40,6.872,5.3
3g35,-6.076,-107.274,63.118,4,5.646,4.68
3cd5,-10.490,-264.197,94.793,12,6.251,7.9
1f3e,-6.505,-115.867,52.518,0,5.258,6.7
1c88,-6.562,-134.114,83.111,4,5.602,5.29
2pou,-6.716,-113.814,48.066,2,5.717,7.42
1j4r,-9.256,-258.408,145.818,17,6.437,7.72
3c8a,-7.982,-201.956,88.106,22,6.223,6.18
2wq5,-8.514,-230.038,177.208,2,6.132,3.74
3ove,-7.375,-192.732,135.240,15,6.319,6.57
2yaz,-8.793,-185.515,54.157,4,5.730,5.14
2pqc,-7.853,-209.983,155.297,7,6.006,5.74
1b55,-7.103,-200.799,186.916,8,6.214,7.4
3qps,-9.085,-217.850,109.045,4,6.012,5.6
456c,-9.893,-244.377,102.394,7,6.052,9.77
1msn,-12.568,-342.633,124.307,12,6.355,9.09
3v78,-12.304,-315.580,100.211,2,5.753,5.54
3qfy,-6.069,-103.511,40.662,1,4.998,6.12
3f5j,-12.772,-363.067,163.753,10,6.502,4.28
2qdt,-5.132,-69.958,25.693,5,5.176,5.19
1o2h,-7.352,-185.844,142.457,4,5.818,7.17
3ckz,-7.391,-173.937,103.385,8,5.812,8.72
2qrp,-9.256,-213.236,90.707,2,5.844,6.2
1h2t,-10.449,-283.639,151.926,12,6.698,7.89
1oar,-8.872,-208.121,104.037,1,5.768,7.4
2pyi,-8.674,-196.874,82.040,6,5.898,3.75
2ccb,-6.861,-137.580,82.117,5,5.933,7.45
1yc4,-8.701,-173.946,36.095,3,5.599,6.55
2v77,-6.908,-145.836,66.150,10,5.670,5.06
1pzo,-7.152,-126.352,39.051,5,5.808,3.32
2ce9,-8.717,-230.453,109.030,24,6.656,6.03
3vfa,-11.829,-323.504,126.377,14,6.399,9.19
3gs6,-6.198,-131.700,95.978,9,5.943,6.59
2mas,-8.433,-182.977,64.721,2,5.417,7.52
3lvw,-6.245,-125.813,66.325,11,5.730,2.67
4ase,-12.057,-298.177,75.679,8,6.118,11
1ai4,-6.228,-113.882,52.343,2,5.124,2.5
2qhd,-6.542,-113.260,11.477,10,5.299,5.38
3i51,-6.297,-106.721,44.441,0,5.182,7.7
3lpi,-12.000,-325.614,120.354,15,6.487,8.52
4dv8,-8.941,-217.565,84.671,13,6.009,9.24
2w9h,-8.184,-181.980,77.222,5,5.674,6.37
3dnd,-7.015,-121.866,26.371,2,5.247,4.8
3e6y,-7.295,-179.954,136.953,11,6.481,5.6
2ojj,-10.374,-237.714,64.928,7,6.127,8.7
3b4p,-7.457,-150.620,56.547,3,5.390,5.4
3gvb,-6.727,-126.845,58.707,2,5.398,2.59
2vwl,-9.828,-237.808,93.762,9,6.223,7.02
2yz3,-6.513,-114.667,34.675,6,5.412,6.66
3lp7,-5.914,-117.146,64.617,7,5.263,5.44
3qkd,-13.127,-388.704,178.944,16,6.733,8.38
1sdu,-13.233,-365.904,124.501,14,6.421,10.07
2xbp,-11.014,-276.286,100.213,8,6.229,5.02
4tln,-1.557,-65.246,221.487,4,4.991,3.72
3hww,-4.285,-58.158,48.784,4,4.984,7.12
3lgs,-7.941,-156.873,50.377,1,5.468,4.61
3dyo,-7.492,-145.718,48.767,3,5.473,2.3
1bhx,-9.468,-227.879,86.237,11,6.153,6.84
1v2w,-7.467,-155.263,63.990,11,6.071,4.01
2j7e,-9.040,-218.268,95.816,4,5.606,7.32
3qfd,-10.029,-318.223,166.105,33,6.703,4.17
1lgw,-6.512,-111.964,22.342,0,4.710,4
3kdb,-12.907,-359.435,136.128,13,6.448,9.85
1tom,-9.462,-223.621,77.912,9,5.962,8.3
3t6b,-11.098,-329.894,170.691,18,6.497,6.36
1f0u,-9.117,-225.071,100.583,11,6.132,7.16
1sh9,-12.110,-328.906,98.912,22,6.580,6.03
2b07,-9.061,-208.077,87.294,9,6.328,6.43
1ghv,-7.471,-154.941,73.467,2,5.538,4.35
1tkb,-8.988,-203.031,74.310,8,6.050,8
3rz7,-6.054,-144.109,137.184,9,6.178,8.96
3nuj,-11.154,-300.305,118.851,13,6.225,9.39
2v25,-5.363,-100.544,65.665,3,4.913,5.72
3vbd,-7.244,-149.173,81.673,3,5.766,8.07
3m37,-10.639,-254.270,83.117,8,6.281,9.04
2ypi,-4.723,-63.704,39.856,3,5.050,4.82
1hbv,-10.809,-289.706,111.116,17,6.376,6.37
2vvc,-10.390,-248.960,81.787,9,6.223,8.52
1b52,-9.230,-233.000,82.860,16,5.936,7.12
1ui0,-5.049,-74.133,37.426,0,4.719,7.06
3rt4,-11.334,-346.780,144.878,31,6.567,8.8
2cht,-6.624,-124.787,62.128,2,5.430,5.52
3q2j,-7.196,-143.619,66.068,4,5.656,4.18
2r5p,-13.766,-376.205,112.650,14,6.421,8.48
3hkt,-6.586,-142.991,111.180,5,6.004,5.39
2w08,-4.305,-42.029,30.199,4,5.293,3.42
1kui,-9.059,-213.808,77.807,12,6.094,3.77
3dbu,-6.282,-97.453,37.803,4,5.768,8.06
3udd,-11.542,-271.547,55.306,7,6.014,7.1
2qmg,-12.459,-334.019,113.285,13,6.411,9.15
3k8q,-7.813,-161.099,52.814,5,5.502,11.28
1m2p,-8.345,-176.844,71.806,1,5.656,6.11
2pu1,-4.880,-82.837,70.654,3,5.153,5.85
1qkb,-9.296,-239.522,90.987,16,5.930,7.35
1trd,-4.898,-71.509,44.390,4,5.142,5.4
1h46,-7.554,-155.689,59.780,5,5.550,3.57
4er1,-12.937,-404.058,189.055,24,6.706,6.62
2ews,-9.457,-220.343,86.498,8,6.227,6.62
1bhf,-6.900,-178.286,109.443,24,6.456,4.38
2qtn,-7.071,-135.694,61.747,5,5.820,3.42
1qbv,-10.041,-237.462,65.865,10,5.949,5.39
1h1d,-6.684,-141.008,98.124,7,6.089,8.22
1w4q,-5.913,-110.714,84.852,4,5.787,5.26
1w5v,-14.432,-411.939,141.623,15,6.534,8.15
1t7d,-7.570,-216.080,183.178,13,6.528,6.03
2za0,-7.827,-167.310,76.012,4,5.717,6.64
1o2o,-7.621,-185.317,123.026,5,5.838,6.36
3npc,-13.652,-361.240,99.391,10,6.268,8.34
1v2n,-10.018,-225.226,64.785,4,5.925,5.9
2ot1,-5.775,-104.645,83.969,5,5.932,4
3suf,-9.385,-271.208,195.580,10,6.642,7.56
1mq5,-10.000,-238.570,91.338,8,6.286,9
1pfu,-5.026,-63.144,24.768,4,5.226,2.72
1g4j,-6.439,-114.823,64.579,5,5.940,8.7
1k9s,-8.508,-183.168,70.240,2,5.649,6.52
3own,-13.687,-381.495,142.751,11,6.540,7.47
1n5r,-8.718,-188.000,64.724,7,6.029,5.66
2j75,-7.134,-146.672,63.293,1,5.100,6.65
3mfw,-5.951,-106.542,53.369,3,5.177,3.52
4dsu,-5.589,-80.603,20.127,0,4.771,2.82
3gi6,-11.584,-317.665,130.252,15,6.497,11.22
1hi5,-5.457,-84.669,66.747,6,6.057,4.04
1gyy,-6.144,-104.983,43.885,2,5.204,3.64
1ndz,-12.665,-329.879,92.608,11,6.213,8.11
1hvh,-12.115,-353.594,179.441,10,6.381,7.96
4fcf,-8.984,-219.133,97.769,12,6.231,8.62
3iog,-5.421,-71.062,39.208,2,5.606,5.52
3l59,-6.896,-121.730,44.799,2,5.534,3.7
3p5l,-6.817,-118.328,44.513,2,5.569,7.39
2i80,-6.777,-174.596,143.781,5,5.631,5.4
2p7g,-9.773,-215.133,47.081,2,5.430,6.53
1sqo,-7.737,-162.861,70.756,3,5.576,7.46
3lpp,-8.854,-225.048,116.193,10,6.052,6.22
3ocz,-8.694,-176.853,50.491,4,5.895,7.46
3t8v,-10.483,-317.843,166.392,21,6.327,6.59
2qpu,-7.153,-146.072,90.010,5,6.153,3.6
1txr,-8.294,-186.449,67.155,9,5.731,7.74
3odu,-8.965,-188.086,53.333,6,6.012,8.14
2cgr,-9.109,-221.074,93.517,9,5.956,7.28
1sqt,-8.072,-169.970,72.348,4,5.855,6.2
2b1i,-8.258,-218.437,157.565,4,5.991,6.82
2f35,-6.894,-146.239,87.837,6,5.811,5.4
1gjd,-7.326,-162.697,110.819,4,6.064,5.22
4arw,-8.400,-178.277,61.918,6,5.864,7.13
2euk,-14.807,-446.230,97.517,41,6.697,6.6
3pju,-9.615,-237.992,145.164,2,6.554,4.88
2jf4,-10.926,-278.008,105.996,4,5.818,8.15
1qxl,-11.822,-301.762,79.934,13,6.160,7.96
3tmk,-13.119,-383.543,172.210,16,6.792,6.87
3s2v,-7.562,-164.933,90.710,6,5.981,6.8
3eft,-5.819,-128.375,130.147,5,6.041,7.92
2wr8,-10.618,-265.719,95.900,7,5.954,5.44
2vc9,-7.405,-157.123,69.034,3,5.324,8.44
2qtg,-8.209,-163.337,48.768,3,5.691,5.08
3g2j,-6.787,-134.420,65.073,4,5.468,4.75
1i5r,-14.830,-431.539,161.485,13,6.518,8.52
3mi3,-5.220,-85.402,42.072,5,4.998,5.45
4e67,-9.586,-289.782,157.970,28,6.733,6.48
3t01,-4.101,-41.160,36.624,0,4.852,4.48
1f8e,-6.696,-139.208,80.599,6,5.674,4.82
3p8z,-10.634,-262.040,88.830,10,6.233,6.09
1toi,-5.501,-87.246,36.813,3,5.011,4.05
1hii,-11.654,-317.237,105.059,19,6.352,7.28
1hee,-7.074,-142.562,54.055,6,5.412,5.34
3sus,-8.064,-166.975,59.196,1,5.398,4.15
2brm,-9.497,-216.950,71.063,5,5.800,5.89
2p95,-9.425,-212.386,71.440,7,6.089,9.37
3s8x,-6.714,-128.222,68.860,5,5.826,7.3
7std,-9.408,-202.848,50.237,5,5.808,10.72
2fzc,-5.388,-123.231,118.148,9,5.717,2.7
2wzf,-8.118,-180.903,88.909,6,6.001,7
1vyg,-8.544,-193.857,48.048,14,5.718,8
3gcp,-11.089,-263.882,79.023,3,5.948,7.82
2hw2,-10.484,-323.011,249.004,5,6.713,2.97
4dcs,-7.191,-166.017,119.523,6,6.107,5.1
1e3v,-8.687,-188.677,76.182,4,5.972,4.34
3l79,-7.173,-139.756,65.889,2,5.621,2.46
3c56,-6.321,-144.934,104.892,9,5.733,7.89
6rnt,-5.728,-89.620,58.848,4,5.850,2.37
3po1,-7.777,-168.008,75.392,5,5.687,4.02
2hzl,-4.176,-50.647,31.051,1,4.478,6.57
966c,-9.400,-220.473,83.087,7,5.969,7.64
4b6r,-8.784,-206.630,94.369,4,5.737,5.85
2fmb,-11.801,-361.677,171.437,25,6.678,8.7
3exe,-9.062,-219.691,101.306,8,6.055,6.96
1gaf,-7.695,-157.131,50.400,8,5.717,8
2wf5,-7.352,-144.532,58.329,3,5.561,6
1met,-13.981,-389.883,136.584,10,6.339,9.4
3mtw,-6.455,-123.385,52.397,8,5.538,7.04
3qbc,-5.752,-92.300,51.356,0,5.231,4.97
1v2t,-7.431,-153.698,63.179,11,6.071,4.71
1izh,-12.303,-378.065,173.948,23,6.533,7.7
1fd0,-14.068,-369.815,104.908,3,5.994,8.4
3ivc,-10.684,-259.660,80.047,7,5.938,4.12
2aj8,-8.728,-202.062,98.723,3,5.884,6.2
3qt6,-7.150,-149.334,74.960,7,5.808,5.37
4ad3,-8.605,-204.139,102.236,4,5.787,4.62
1sw2,-6.257,-106.475,22.368,2,4.771,7.22
3hkn,-4.175,-220.973,369.891,19,6.550,5.35
2ydt,-8.186,-163.558,42.549,4,5.584,5.52
1nwl,-5.215,-138.053,155.869,14,6.151,2.39
2weh,-5.909,-89.333,33.921,1,5.252,5.95
2xbw,-10.670,-262.689,96.951,8,6.279,8
3d1x,-12.679,-367.028,155.412,16,6.509,8.66
3cz1,-7.665,-145.658,26.825,5,5.362,7.26
1dhi,-8.405,-206.927,111.277,10,6.118,7.26
3miy,-10.038,-229.562,60.074,8,5.990,7.68
3sm2,-11.500,-295.902,90.456,13,6.225,9.7
1sld,-9.717,-250.769,138.352,10,6.649,6.57
3rm9,-7.372,-135.206,40.050,2,5.481,4.77
3shc,-9.378,-220.952,81.274,8,5.959,5.72
3i73,-2.139,-176.929,432.712,6,6.057,5.49
3tao,-5.102,-73.792,36.739,4,5.142,5.14
3fvl,-6.459,-128.143,62.661,6,5.403,6.07
3bvb,-11.526,-300.546,100.906,13,6.305,5.49
3ng4,-4.728,-63.944,38.422,3,5.011,5.43
3d6p,-6.102,-99.735,55.229,3,5.747,3.75
1hi4,-5.961,-120.662,104.595,6,6.057,4.49
2xc4,-10.262,-254.545,102.228,9,6.284,8.05
2qwf,-6.667,-148.350,95.411,9,5.838,5.67
3ryv,-6.402,-109.791,39.933,4,5.430,7.07
3sr4,-10.769,-263.749,81.245,8,5.989,6.54
2avo,-13.076,-361.867,126.107,14,6.421,8.85
3n35,-6.025,-108.901,62.559,3,5.399,3.37
2qd8,-11.930,-313.521,103.680,13,6.356,9.07
1nh0,-11.691,-369.074,184.815,26,6.598,9.74
1gi4,-7.284,-140.983,58.136,2,5.534,7.19
2f7o,-6.813,-142.559,78.142,1,5.193,7.44
3bu1,-6.281,-107.924,21.493,2,4.719,8.15
3m89,-7.918,-169.949,85.259,8,6.301,6.16
3s78,-5.334,-63.727,13.171,1,5.094,6.47
2zx7,-8.568,-201.484,98.710,4,5.769,10.49
1o3l,-7.285,-154.306,93.337,4,5.961,6.54
3jzh,-6.192,-172.161,137.881,25,6.508,3.4
1hvk,-13.202,-410.693,181.232,25,6.678,10.96
1iiq,-12.723,-390.194,169.478,24,6.556,7.48
2wlz,-9.851,-227.143,75.955,6,6.045,4.6
1x8t,-7.887,-210.099,153.564,7,6.006,7.8
8a3h,-9.367,-231.030,112.714,4,5.903,4.06
3l4y,-8.624,-220.485,121.105,10,6.052,7
1qbq,-8.415,-169.423,31.090,8,5.711,8.3
2eg7,-5.630,-95.315,56.766,2,5.226,5.89
1dmp,-13.767,-370.002,116.886,8,6.285,9.55
2qzr,-8.665,-207.108,112.626,3,5.903,7.26
1o5c,-6.865,-197.580,198.159,4,5.949,5.22
2pwc,-13.423,-357.804,111.077,10,6.384,6.57
3gy2,-7.648,-168.344,81.866,5,5.646,5.74
4gqr,-7.636,-167.112,99.309,1,5.762,3.96
3s77,-5.087,-56.940,15.155,1,5.100,7.21
3ehx,-9.330,-218.591,78.750,7,5.850,7.6
3str,-8.032,-242.453,206.345,12,6.462,8.4
1nje,-7.822,-161.998,66.779,4,5.727,3.8
3uxl,-4.962,-75.198,45.620,2,4.920,5.57
2x7u,-7.833,-158.080,71.228,3,5.943,5.27
2ihq,-10.533,-245.977,76.114,1,5.727,8.49
2uxz,-13.730,-382.286,117.658,18,6.563,8.48
2xp7,-6.895,-125.673,45.113,3,5.447,5.77
2cf9,-11.680,-284.622,78.995,6,6.105,7.82
3qxv,-9.658,-258.310,134.110,10,6.118,8.4
2r59,-9.881,-273.254,141.814,13,6.205,8.19
2cej,-13.448,-371.965,120.321,16,6.522,8.62
3i6o,-12.808,-346.527,128.459,10,6.446,10.35
3v7x,-7.330,-152.125,69.760,8,5.897,8.57
1g7v,-6.112,-124.950,81.047,12,6.026,6.4
1jev,-11.485,-316.443,111.844,17,6.138,6.89
1b8o,-8.388,-178.903,67.504,2,5.606,10.64
3ujd,-5.614,-94.055,47.721,4,5.215,4.69
2wyg,-9.721,-215.823,63.387,7,6.157,8.7
1g53,-7.072,-133.724,56.655,5,5.787,9.04
3b50,-7.468,-166.331,88.671,6,5.734,7.55
1njc,-7.918,-166.676,69.882,4,5.727,5.55
1nm6,-11.302,-267.770,89.211,2,6.235,10.05
1xkk,-13.011,-347.806,112.104,11,6.365,8.52
1jaq,-6.584,-137.017,66.705,11,5.711,4.48
1px4,-7.492,-149.202,55.237,3,5.473,3.23
3s45,-10.936,-294.306,120.405,13,6.225,8.49
2jiw,-7.523,-158.797,67.594,3,5.380,4.59
3v3l,-9.254,-221.640,101.281,9,6.326,6.43
2h3e,-6.905,-157.838,94.001,7,5.537,5.7
1w5y,-14.068,-404.680,151.389,15,6.585,8.48
3ppq,-5.769,-89.260,13.495,2,4.645,4.55
1tni,-5.848,-101.528,39.670,4,5.011,4
1c1v,-8.429,-185.680,79.020,4,5.812,7.64
1g45,-6.807,-124.077,51.742,5,5.730,8.64
1u1w,-6.463,-124.944,59.051,1,5.031,5.85
4a95,-9.577,-230.900,83.250,7,5.750,5.76
3hp9,-6.657,-129.941,76.093,5,5.844,4.59
3kqr,-4.235,-38.213,16.873,3,4.956,4.43
1b2h,-9.575,-246.518,82.356,18,5.972,4.54
1eb2,-8.564,-225.618,141.789,9,6.151,6.01
3djp,-6.103,-109.325,70.954,4,5.781,4.2
1okl,-7.412,-147.677,62.673,2,5.522,6.03
2jfh,-7.037,-150.652,78.571,11,6.024,3.06
1pzp,-9.342,-201.309,44.052,6,5.721,3.31
3drg,-14.388,-466.005,198.799,32,6.885,7
2avm,-11.401,-351.930,139.716,35,6.650,5.7
1sdv,-13.430,-370.689,121.921,14,6.421,8.74
1ws1,-7.500,-180.105,94.413,14,5.990,9.55
2xdk,-6.482,-114.608,43.411,1,5.148,3.6
2v2q,-7.438,-156.794,81.099,7,6.029,4.15
1eoc,-6.112,-113.666,59.264,1,5.050,6.05
