name,vina_affinity,vina_gauss1,vina_gauss2,vina_repulsion,vina_hydrophobic,HB,rbond,affinity
1iiq,-8.79979,160.63082,2569.84952,9.19407,86.03150,9.53372,22,7.48
1x8t,-7.57836,125.14628,1485.02790,14.78550,20.34527,19.01333,11,7.8
1qbq,-5.99353,63.20024,1109.67857,1.76193,49.29468,1.88043,11,8.3
1dmp,-11.81989,125.13454,2153.02311,3.71682,89.67724,5.37282,12,9.55
2ihq,-10.27591,107.63322,1525.37350,5.25619,50.82866,2.58739,1,8.49
2cf9,-10.46188,110.06894,1727.91164,3.03508,49.64122,4.12356,7,7.82
1g7v,-2.36924,66.17124,1215.86205,8.14092,0.00000,4.65695,19,6.4
1jev,-9.08023,166.22565,2176.93188,9.73454,47.18160,12.29481,18,6.89
1g53,-6.80353,55.78678,965.03674,2.86002,33.28045,4.20034,4,9.04
1njc,-6.90828,84.42307,1107.08751,6.67291,0.82905,9.86820,6,5.55
1nm6,-13.28329,122.43455,1744.87647,2.48970,51.19107,3.02706,2,10.05
1xkk,-9.54682,141.44251,2142.63645,3.99968,69.06944,0.91422,11,8.52
1px4,-5.50312,55.32465,902.37557,3.26058,7.69021,5.03833,7,3.23
1w5y,-11.63631,166.82068,2746.01789,7.23110,95.32249,7.61070,17,8.48
1tni,-2.83114,68.95235,609.49967,3.98078,4.42504,2.00000,5,4
1c1v,-6.87223,79.00309,1287.75026,3.58237,9.66087,3.91823,7,7.64
1g45,-6.17681,48.48218,891.47811,2.40512,31.05095,4.11096,5,8.64
1u1w,-7.60954,77.92286,883.48179,4.06608,19.13467,6.68702,3,5.85
1b2h,-7.93638,131.99469,1767.84437,6.22340,24.32871,11.66429,20,4.54
1okl,-6.08332,59.82275,945.82592,3.83644,39.94514,3.04485,3,6.03
1pzp,-5.70873,51.16276,1077.85604,1.57419,37.73115,0.00000,5,3.31
2avm,-8.21346,156.92075,2589.08098,6.27511,72.21352,10.53202,30,5.7
1sdv,-11.19101,140.09616,2375.43296,4.28981,87.78234,5.08815,14,8.74
1ws1,-5.88648,94.87496,1361.46885,6.27403,31.97124,5.80803,11,9.55
1r4w,-4.89356,87.18830,1080.10017,5.77941,16.57569,5.71943,11,4.05
1h6h,-4.37358,75.14000,983.83003,3.73237,0.01016,8.08616,23,5.3
2i0a,-8.61049,122.79968,2198.06851,5.01910,54.44006,4.27376,15,11.4
1p1o,-7.43682,89.43126,927.74467,6.01047,0.00000,10.28246,4,5.76
1zp8,-7.05460,126.07792,2267.24576,9.13330,55.71935,5.45054,17,8.77
1fiv,-9.41086,187.90688,2887.32193,11.78948,103.83818,11.02360,23,6.59
1gwv,-5.52608,66.17452,950.27524,1.71596,0.00000,3.91343,12,2.57
1amw,-5.46073,70.92462,1303.69232,3.46660,0.00000,2.60108,9,4.54
2cbu,-7.05325,87.29100,886.23152,6.61457,11.08886,9.14785,4,5.68
1k22,-9.04510,121.53545,1617.73060,4.70322,48.20541,6.68291,11,8.4
1n51,-8.95332,116.93893,1783.28709,5.22383,35.67543,5.85788,10,4.85
1mrx,-10.33793,137.14865,2072.64435,6.39145,72.05534,5.21020,10,7.26
1zhy,-9.75739,60.20372,1622.67588,1.54570,88.35244,1.00000,6,6.52
1fkh,-7.10266,85.43343,1352.59453,2.96042,68.18941,2.26259,10,8.15
1hvs,-9.82547,142.57696,2572.78294,4.04037,78.33105,6.17188,21,10.3
2bvd,-6.97616,93.38809,1096.28343,6.71677,4.51356,10.80545,10,6
1xap,-14.41042,99.82424,1721.65118,1.82841,135.03085,2.22021,3,8.7
1v2l,-5.32305,58.91678,593.18263,1.70529,6.02950,3.16067,2,4.29
1e6q,-6.50731,78.21514,921.47522,5.42823,0.00000,7.96823,5,3.15
1onz,-7.30414,80.72703,1241.15347,6.18086,39.26231,6.42525,5,5.1
2hxm,-7.34889,108.45904,1202.89959,4.60970,14.69276,7.68126,9,5.22
1i9o,-6.79744,61.91350,951.61884,2.59457,32.54414,3.60385,4,8.42
1d4p,-10.04889,97.54310,1444.66770,2.17762,46.44550,3.35346,5,6.3
2gvv,-5.83952,48.10011,912.35365,2.70645,27.76737,3.84242,5,3.9
1grp,-5.27813,41.01893,717.60618,3.46994,3.46014,7.84695,6,3.72
1gi1,-6.42183,81.35467,976.00993,5.48604,9.45318,6.64917,4,5.47
1fv0,-8.02361,85.31660,1399.74889,4.16517,21.89174,2.86292,3,5.93
1nu3,-3.81735,33.98203,607.48385,1.50116,39.07858,0.82228,5,4
1b3f,-7.60210,139.10533,1894.83745,8.55699,20.54174,11.38614,18,6.89
1sb1,-8.13295,114.17840,1727.23193,5.53649,54.20285,2.92983,10,6.89
1bnq,-6.17276,62.90023,1089.45582,2.24551,10.48123,3.70883,7,9.49
1ro7,-10.95635,179.77064,2321.99568,10.26187,15.02634,16.41827,17,3.18
1hi3,-4.45131,61.14782,887.83750,3.55737,0.00000,4.27429,8,4.19
1str,-6.16738,86.91927,1760.62706,2.57074,34.35664,4.30586,22,4.77
1sbg,-9.17870,107.62373,2061.48712,3.34956,77.26810,4.43730,15,7.74
1w3j,-5.65688,72.75525,687.01284,5.53840,0.00000,8.51974,4,6.32
1gja,-7.99569,91.69923,1079.99408,3.78008,7.53326,6.31402,4,5.42
1i9q,-6.37551,51.31845,944.15182,2.55751,28.88920,4.25213,5,8.41
1o0f,-6.00514,85.99079,942.78152,3.65875,0.00000,6.15944,8,5.3
1mfd,-5.97223,69.77244,1268.52559,1.96910,20.21342,2.95430,15,5.31
1xgi,-5.51025,79.75591,1023.66952,5.87388,14.17516,5.85018,5,4.85
1uwf,-5.77901,65.52341,936.32424,5.37379,12.03471,8.66038,9,6.82
1ua4,-7.70721,81.53836,1598.23972,5.14692,0.00000,5.74040,7,4.22
1xbo,-9.33461,127.95168,1600.05347,4.56257,48.11757,7.03454,11,6.04
1igb,-4.36098,67.91286,855.33830,5.02686,45.70718,1.78144,4,6.4
1xq0,-5.89750,60.35491,1173.71012,2.40834,20.33351,2.13881,7,6.34
1m7y,-8.96243,145.48434,1613.45083,9.87162,22.55828,15.33148,12,10.96
1thz,-5.61735,94.57751,1213.42188,6.18677,43.09889,3.08221,7,5.15
1gnm,-4.83897,109.80542,2023.73704,12.90800,39.56548,9.31456,20,6.25
2tpi,-6.36341,73.54608,1036.69313,3.09012,16.89301,4.80522,7,4.31
1d3d,-8.94761,121.45985,1737.24345,2.73148,67.00558,1.00000,10,9.09
2h4k,-6.37995,74.44678,1053.67055,3.94790,28.81097,4.20118,5,5.49
2c80,-5.76713,104.29634,1206.04076,6.43901,25.52589,9.50926,16,5.33
2f1g,-4.40393,99.31443,1566.15319,7.99867,19.23350,2.39940,10,7.54
2cbz,-6.60710,118.63265,953.81597,5.48414,0.00000,9.45692,10,3.93
1r9l,-4.55084,62.98517,599.07259,2.54843,0.00000,3.23262,2,5.4
1gj6,-8.55527,116.57772,1340.60771,6.01900,19.24922,6.61462,5,7
2ewa,-11.39425,129.95609,1407.16592,3.13529,88.47952,0.64977,2,7.94
1kyv,-8.82938,143.81630,1495.79987,6.01456,12.87834,7.18253,9,5.92
1qxk,-8.04530,139.34029,1715.75560,5.39416,43.57074,8.11857,17,5.05
2h6b,-5.66663,59.50119,788.77704,5.02744,35.71746,5.60947,3,5.39
2csn,-5.26231,49.24656,954.59743,1.50333,29.08659,0.37110,5,4.41
2i3i,-8.11982,109.55619,1200.77367,3.15781,44.96452,3.31423,6,7.3
1stc,-11.11066,118.64363,1978.47228,5.57921,75.09608,3.38874,7,8.1
1wht,-5.84280,80.14065,942.48731,6.58612,41.78863,6.65551,5,3.7
1pvn,-8.85539,113.52368,1574.58702,8.46998,0.00000,11.78362,7,9.82
1rd4,-8.18644,111.60008,1512.91350,3.66319,67.22062,0.82497,7,7.74
1dhj,-7.99397,93.86788,1434.40407,3.17109,35.21717,5.32989,10,6.55
1hnn,-7.32532,82.40855,940.23324,3.35038,44.11411,2.47089,2,6.24
1b6l,-11.21685,104.93252,2070.08762,4.33228,47.34693,6.29833,8,8.3
1hxb,-10.55228,137.93384,2403.47998,5.21945,82.37550,5.25304,14,9.92
1jq8,-1.65504,156.36078,1981.83834,19.88549,60.79382,3.66438,19,6
2fpz,-4.93858,60.00145,670.53943,2.97801,4.85172,3.09678,1,3.96
1os0,-7.94444,97.04510,1643.55333,3.77412,62.99971,5.12758,14,6.03
1v0k,-6.26624,79.14189,969.71838,5.13105,0.00000,7.50348,7,5.1
2bo4,-3.34117,41.01043,649.12405,4.40241,3.81991,5.41622,6,4.61
1f57,-2.93393,33.03839,366.44497,2.37784,0.00000,3.90664,3,5.64
1q8w,-7.70394,62.21565,1194.55169,2.44101,26.81120,2.28448,2,5.24
1yej,-7.41806,127.57015,1538.86215,3.90644,60.91892,3.31830,14,7.46
1bnn,-6.48051,62.78704,1052.38729,3.91206,22.03082,4.53800,4,10
1c1u,-7.45616,75.10096,1199.74383,2.32872,8.85872,3.00854,4,8.25
1t4v,-7.70909,95.20451,1375.45738,2.74662,54.17173,3.65915,10,7.68
1dy4,-8.57244,104.44896,1178.84427,2.98544,57.69170,4.28684,7,4.36
1rbp,-8.85493,65.10292,1355.20096,0.54310,81.45176,0.00000,6,6.72
3pcn,-3.87104,56.19903,878.11585,6.66720,33.04699,4.20646,4,3.66
1xge,-5.80968,52.72774,681.29183,3.36045,0.29292,6.07987,1,4.68
1mai,-4.81467,64.15149,811.94128,5.50697,0.00000,9.85544,14,6.68
1qbs,-11.68846,132.83545,2183.73877,2.62387,89.95804,5.03605,14,9.47
1od8,-6.95690,86.20251,969.13924,5.37088,5.91086,8.20783,6,5.1
1bzj,-8.28832,103.95257,1142.38878,7.13955,81.57641,6.43663,5,4.66
3pcg,-2.72234,54.41209,787.24513,7.29666,32.49150,3.60433,3,2.3
1hps,-8.73189,125.58346,2317.42882,5.48729,71.50569,5.70103,18,9.22
2fgv,-11.27353,140.48885,2452.77398,4.91087,80.12361,5.44284,13,6.12
5yas,-5.34000,43.25427,766.70377,1.93222,34.99736,1.73947,3,3.26
1m2x,-3.93906,56.21039,642.23907,2.71206,12.21800,2.00000,3,4.15
1q65,-6.58663,96.90058,1068.20356,4.41565,18.04165,5.15178,7,5.46
1njd,-6.69294,88.86803,1136.88319,6.35420,0.68210,8.73760,7,5.57
1c83,-7.58447,103.51304,1029.42157,6.12682,39.55380,6.29474,3,4.85
2avs,-11.27406,141.61494,2356.44191,4.06665,81.65348,5.44948,14,7.57
1qb6,-7.21482,97.76433,1271.02187,4.70094,27.77180,5.67835,9,6.06
1hvj,-9.88308,152.35973,2535.73940,4.95134,82.21110,6.69028,20,11.4
2aog,-8.30925,157.14778,2582.72075,5.69449,63.82456,10.70123,30,6.28
1no6,-7.35195,80.34230,1240.31558,6.96432,44.82576,6.99190,4,4.41
1g46,-6.57052,52.86617,924.52956,2.37587,32.29762,4.27797,5,8.8
1srg,-6.11203,120.70174,1267.79921,10.80201,68.79051,5.42225,4,5.3
1nw4,-8.28554,90.65816,1245.89885,3.29864,1.52690,5.19216,5,9.07
1qbo,-8.64304,111.65439,1477.08016,4.48179,23.87013,5.13771,7,7.74
1x39,-7.30515,103.14247,1275.76143,7.34854,5.63617,9.52663,8,9.22
3jdw,-3.00483,35.73763,654.25275,4.46576,4.80025,4.80618,6,3.6
1c86,-6.37145,93.14051,1003.00758,7.78188,21.17425,8.14753,3,4.7
1uho,-8.23431,85.60094,1694.72042,2.37666,41.83445,1.41691,8,9.22
1qft,-4.10080,65.36820,574.22049,3.64117,9.54884,3.62456,3,8.77
1cet,-4.51200,54.57103,748.84317,1.01963,41.17163,0.39042,8,2.89
2fw6,-6.12387,76.18626,897.08565,6.20816,1.87532,10.04605,6,2.92
1aid,-6.60155,46.02739,1230.51399,0.60260,46.56974,0.00000,7,4.82
1xpz,-6.34631,51.43156,1097.61311,1.71699,19.97833,3.42202,7,7.08
1hpx,-8.54484,121.40168,2169.77989,4.55760,46.51979,4.23829,15,11.26
1erb,-8.31471,56.58653,1495.11396,0.50639,68.97156,0.00000,7,8.1
1ctt,-8.28695,88.41355,1293.10315,4.14601,7.58077,5.77207,5,4.52
1m83,-10.22965,137.92849,1916.22151,9.34919,0.00000,14.76893,10,3.4
1ejn,-8.67391,100.55181,1371.11920,5.36012,7.29364,7.33307,4,5.62
1e6s,-4.55911,80.52381,866.52632,7.88410,0.00000,8.59644,7,3.22
1n3i,-8.18841,100.16866,1310.84216,4.68211,5.61399,5.97511,5,8.89
1qbr,-13.16674,173.08672,2678.25468,5.87963,92.67327,8.32389,14,10.57
1vyf,-4.94383,47.27238,1139.61681,2.03533,54.33538,2.59485,15,8.05
1mu6,-8.67322,102.73412,1542.81362,2.08333,42.17604,2.36948,8,8.38
1iy7,-7.22535,63.58551,1071.04018,5.06151,25.28473,8.72467,6,6.19
1lyb,-7.22040,117.18125,2025.87648,6.29132,48.11791,10.06975,24,11.42
1g3e,-5.70200,64.64204,920.56307,2.57358,4.80299,4.51655,7,5.38
1z6s,-6.16804,90.35698,906.00981,3.99429,0.00000,5.87893,6,4.34
1qbu,-11.07040,111.50908,2179.38454,3.96187,74.26750,6.31721,12,10.24
2afw,-4.39191,54.55520,651.49870,2.43960,8.53209,2.74724,3,4.77
1o33,-7.45270,79.22168,978.97096,4.17970,3.71363,6.90487,3,5.74
2c92,-8.96993,165.17356,1829.51999,9.38851,7.00006,13.84126,16,5.68
1drk,-6.56659,78.69094,742.26048,6.12267,0.00000,9.94068,4,6.82
1o86,-7.31386,93.45993,1581.35946,4.10044,40.60530,5.44768,13,9.57
1mmr,-8.11265,97.02501,1298.49980,3.38321,23.63373,5.61381,8,5.4
1zgi,-8.84727,106.51787,1619.45608,1.44352,38.71032,0.31172,7,5.34
1i80,-5.80459,70.67840,655.17811,2.00854,2.20360,2.60244,0,6.41
1kzk,-11.64122,144.53039,2254.46494,4.31191,80.47932,4.23830,11,10.39
1k1y,-8.32377,117.80490,2089.19689,6.11446,7.38650,9.84317,22,3.22
1w7g,-6.74916,101.46845,1639.46987,3.55263,27.21642,2.81895,13,5.1
1tnh,-4.75219,47.47701,584.58184,1.65077,3.64377,2.93693,2,3.37
4ts1,-4.47271,70.13423,920.01755,5.61214,14.03971,4.26127,5,4.94
2fqt,-5.07810,78.00512,1161.72599,7.22664,2.73524,8.94919,12,6.14
1b8y,-9.49364,115.86050,1635.52352,2.96525,46.87427,1.89580,6,7.85
1t5f,-4.07036,50.03095,840.37212,5.27196,4.96548,6.81581,9,4.22
7upj,-9.35735,81.43614,1644.56477,2.92091,40.40972,4.38401,7,8.49
1i9n,-6.30927,55.85808,912.97298,3.36066,32.84800,4.38798,4,8.66
1efy,-8.08195,93.00955,1010.28935,1.64085,42.19974,1.49453,3,8.22
1m1b,-4.65150,52.93338,710.17086,4.30141,0.00000,6.00901,3,4.66
1tlp,-6.04397,95.11738,1534.21548,5.88576,22.02841,5.98972,15,7.55
1ajn,-5.22653,49.54326,842.28561,2.01932,32.58991,1.00000,3,2.63
1kmy,-6.02793,72.40129,904.22368,3.85928,32.57947,2.71344,3,5.1
1j14,-5.51226,62.65662,621.26606,2.45995,5.82696,4.12211,2,4.49
2qwc,-5.47748,66.98016,1022.13718,5.68212,8.85260,7.71621,9,3.55
2hs1,-8.67527,115.00329,2074.99736,5.91633,51.12229,6.21865,14,8.48
1y3p,-8.64382,148.17032,2548.56687,11.19357,7.35732,11.40629,19,4.82
1jet,-7.19959,122.34890,1539.36573,6.34991,21.35385,9.52991,16,7.25
1ydd,-4.86384,62.95544,713.91770,3.75237,3.44376,4.56572,3,7.07
1b3g,-7.50895,127.33502,1727.11693,7.38582,33.85126,10.78626,18,6.7
1gvx,-8.09360,143.03522,2610.66760,4.06600,67.64505,8.54079,32,7.22
2bal,-8.56653,63.09775,1390.46795,1.38457,42.11921,2.70664,6,6.31
1k21,-7.98107,104.73655,1511.31044,5.11152,50.66777,6.98702,11,8.38
1utm,-3.80616,27.44291,535.39220,0.45445,3.65473,1.50001,3,3.01
1lyx,-3.09845,50.53695,607.47713,5.18774,0.00000,5.52691,5,4.54
2cex,-6.20280,53.64955,1128.62147,3.34657,7.71362,6.05831,9,4.7
1ohr,-10.56275,120.61537,2079.50439,2.93343,67.14759,4.17112,12,8.7
1ws4,-5.00964,59.78491,599.15437,2.50864,0.00000,5.23171,6,3
1w96,-11.65348,113.10009,1727.07210,3.21664,56.83138,4.84509,6,8.41
2fxu,-7.97998,131.87240,1787.15619,2.84572,95.65085,3.34943,20,8.15
1o0m,-5.87637,69.62024,999.69522,4.37288,2.31256,6.63733,8,5.15
1f0r,-8.57858,121.93989,1477.30910,3.97517,36.75849,2.00000,5,7.66
1wc1,-6.76286,89.12527,1546.10052,4.05403,0.00000,4.73490,11,4
1njs,-9.57608,142.04604,1826.20611,7.77884,28.30132,13.51099,17,7.82
2fgu,-10.85694,148.46071,2408.62900,6.29096,87.04864,5.67201,13,9.18
2boh,-7.79381,133.35514,1668.09947,5.56424,37.51782,0.90561,6,8.52
2boj,-4.10718,42.41450,568.44052,5.20285,0.00000,7.87973,4,5.77
1tcx,-9.24804,102.70378,2075.76360,3.49880,79.37907,4.89829,15,6.95
1eld,-2.62344,108.92120,1501.42426,13.85645,52.95979,3.70283,9,6.7
1v0l,-6.85376,77.42725,898.21765,4.66385,5.99913,8.14086,6,7.55
1kel,-6.90702,108.50521,1221.22009,4.95822,56.24918,5.75272,12,7.28
1zpa,-5.48249,133.06470,2285.98098,10.92722,47.97160,4.06757,19,8.4
1nq7,-9.84798,71.94275,1570.90415,1.55809,75.65577,2.21103,6,6.8
1mfa,-5.80778,65.58812,1189.97195,2.21519,20.77513,3.74324,15,5.04
1b0h,-9.50564,165.69573,2210.01130,9.37016,66.76587,11.77329,18,6.7
5tmp,-9.38685,215.01102,2770.89122,11.34835,17.58416,12.97787,24,7.47
1utn,-4.34325,45.95419,543.40107,2.00724,4.51275,3.09758,2,3.49
1g2o,-8.85456,107.20712,1365.70520,4.80407,1.70248,6.44065,5,10.55
1hlk,-6.64868,50.28738,1128.35386,0.83395,13.63304,0.73065,4,5
1d4l,-10.36022,106.73414,2184.37193,5.21831,62.40164,6.03376,11,8.77
1y0l,-7.75516,81.26994,1192.27075,2.78174,64.12075,2.21029,6,9
1bnv,-6.37802,62.11077,1127.90683,4.13637,12.06629,5.23743,5,8.77
1swg,-6.14256,73.57172,1001.43054,4.10953,29.15241,4.41007,5,7.36
1bdq,-9.17309,118.86946,2043.52022,3.61109,76.10596,4.34404,15,6.34
1lke,-12.28353,85.76692,1685.48988,1.89166,64.47934,2.83311,4,7.52
1uv6,-2.82401,46.55210,668.53721,1.97998,0.00000,0.07141,4,5.12
1fkw,-7.24354,90.43358,1192.67197,3.97629,0.00000,4.59655,5,5.05
1c84,-7.46568,95.39650,1059.13449,5.76577,58.38695,4.63368,3,5
1duv,-8.16105,111.40734,1099.92519,10.62924,2.04530,19.87916,10,11.8
1ydk,-5.37470,87.03821,1086.64587,5.41956,15.71467,9.44609,16,5.89
1ssq,-2.78384,38.66536,475.44248,3.43787,0.00000,3.97514,4,6
1ii5,-5.22304,65.07056,675.24164,4.90544,9.13058,8.35223,7,6.62
1c4u,-7.78168,120.13735,1721.15277,7.29345,47.45501,4.26202,8,10.37
1nvs,-10.55327,83.96172,1599.24152,3.74934,56.58671,1.86325,2,7.82
2c94,-8.88199,151.65633,1833.69418,6.73395,7.24081,11.41865,17,6.82
1d4k,-10.90513,120.76721,2460.96542,6.14184,82.23471,6.53977,13,9.22
1ajx,-11.21358,120.04370,2172.01670,3.23365,74.31223,5.21527,12,7.91
3kiv,-2.27405,54.01441,429.33269,5.83709,20.25186,5.22367,6,4.7
1cnw,-4.19135,63.27794,1087.39752,2.93685,21.51798,2.10015,14,7.72
1g85,-3.42589,21.85519,664.21948,1.12033,36.16140,0.00000,6,5.48
1gu1,-7.85069,74.31994,883.19387,4.92352,6.71786,9.69883,4,4.52
1q1g,-8.11619,105.42104,1299.42922,4.47866,1.44492,5.57613,5,8.57
1ppc,-8.13297,105.29519,1527.17823,4.13670,34.58549,5.60670,10,6.16
1q91,-9.19066,112.76090,1392.12216,4.06629,34.48316,4.01669,5,4.15
1ro6,-8.06996,79.61702,1132.90243,1.79341,49.12829,1.83258,4,6.46
1f4x,-5.57577,72.49515,943.99585,3.39122,5.33094,5.50335,9,5.59
1cny,-4.36113,59.44059,1058.93071,1.39496,21.47920,1.74552,16,7.85
1c1r,-7.64023,76.26040,1116.97422,2.00742,4.45495,3.85065,4,7.63
1o30,-7.46912,120.11864,1330.83294,6.38189,16.68404,7.82642,9,6.77
1v11,-8.40317,142.90263,1521.66984,6.18850,26.89282,6.64819,9,3.98
1n1m,-5.00499,53.04049,745.65711,4.34023,25.28188,4.70602,3,5.7
1qb9,-7.89862,107.81535,1540.87897,6.01584,23.45783,5.70648,7,7.44
2am4,-8.96285,121.58442,1937.09847,6.14403,8.74482,9.41174,14,3.72
2f34,-6.97127,73.59431,1143.44647,3.67824,7.24112,7.40552,9,6.89
2fzg,-0.59666,85.64973,1226.34584,13.91245,1.81383,5.25645,8,3.38
1bwa,-13.08460,162.41196,2687.24075,6.02465,78.00047,9.73803,14,7.6
2gyi,-3.49070,58.09078,719.13002,4.53557,0.00000,4.17263,6,7
3pcf,-4.16579,52.45103,806.33794,5.58547,25.72614,3.91933,2,6.05
1o3d,-8.52718,107.12267,1221.13817,4.76311,13.05084,6.74209,5,7.13
1ppl,-8.16874,130.59060,1969.95998,4.75747,63.05525,6.80329,19,8.55
1kjr,-6.39441,96.92479,1166.09728,4.06927,4.28565,7.33755,14,6.06
1b4h,-6.92392,125.36696,1676.46157,7.81255,19.91025,11.17661,19,5.46
1dfo,-8.67077,118.88779,1703.46617,4.77911,48.63317,5.60195,11,6.7
1ydb,-5.63036,67.79572,736.32663,3.35087,3.64492,4.98623,3,8.24
2j79,-6.01801,88.24219,908.48898,7.54624,0.00000,9.81859,6,5.96
1g35,-11.00830,136.10926,2403.16888,6.62209,66.41494,8.59679,14,8.14
1ogx,-7.91853,43.84952,1050.71800,2.31360,55.31096,2.00000,1,6.09
1bn3,-6.93691,61.85122,1037.13472,4.11651,23.77436,5.16735,3,9.89
1ceb,-4.29823,51.19387,555.45846,4.49024,34.80420,4.73461,3,6
1gai,-8.71400,122.72599,1953.77445,6.41334,15.15431,11.98310,22,8
1ez9,-5.21437,107.16842,1533.74984,2.78390,0.00000,4.05927,29,5.1
2j47,-8.27027,98.06573,1396.66361,6.82623,28.27612,8.50261,7,5.41
1xh9,-12.44276,171.34939,2202.29084,7.12965,39.61037,8.60467,8,7.77
2gv7,-8.36187,124.37136,1855.28081,5.91687,9.86751,8.27437,13,7.85
1kc7,-1.71283,56.73501,549.16144,8.77004,0.00000,7.70306,4,5.52
1xka,-7.69411,146.07044,1530.32991,5.51975,36.68053,3.78575,10,6.88
1gj8,-5.91684,92.03098,1261.40462,5.78010,11.27933,4.54192,7,6.96
2ca8,-3.91345,72.43044,912.37114,7.90860,1.27374,9.39698,11,4.66
1m4h,-7.98386,171.12824,2811.51628,7.88736,76.01221,10.69709,33,9.52
2f2h,-8.45768,106.48027,1732.94970,7.98844,16.46486,10.76012,12,5.7
1li6,-3.48645,28.39795,472.05261,1.27508,22.70462,0.54361,0,3.8
1a8i,-8.36146,74.59517,1078.35802,3.62638,0.00000,7.92976,5,5.52
1v1m,-8.62604,142.61149,1551.11306,6.36180,26.80342,7.21946,9,3.94
1lpk,-9.10873,153.13346,1609.83906,4.20875,61.79814,3.05128,11,7.55
1pyn,-7.75830,144.68317,1718.91089,6.20200,39.88902,10.12483,19,5.49
2bq7,-7.09899,119.30477,1514.34893,4.60479,37.36963,0.16107,6,7.05
1msm,-11.51107,155.04827,2326.87330,6.42545,86.10275,5.28103,11,10.48
1kzn,-8.89530,116.33848,1739.45471,2.59810,48.84195,3.37363,12,8.92
1aaq,-6.45454,106.06796,1982.93311,9.08323,47.27405,8.89561,19,8.4
1w3l,-7.74429,121.59796,1421.78334,8.45262,0.00000,14.29813,16,6.28
1g54,-7.03079,57.39782,1044.78597,2.06190,31.62993,3.54111,5,8.82
2cc7,-6.74068,82.73896,898.56944,3.26533,18.24063,2.15400,0,8.01
1dzk,-2.68527,25.52115,887.43597,3.59636,19.59576,0.00000,3,6.1
2aoc,-8.21247,168.40846,2632.90984,6.57975,67.54527,10.57189,30,4.89
1gcz,-6.69075,99.73324,1041.19986,6.56750,48.99118,4.99841,4,5.13
1o2w,-5.54664,100.41709,1043.39685,6.75234,9.91147,7.13429,8,5.85
1if8,-5.62939,53.13248,987.11343,3.27787,34.30010,3.98654,7,9.64
1qan,-8.38410,116.92929,1681.31980,4.37373,3.99292,5.54703,10,4.48
1ctu,-7.89609,96.54446,1367.33306,7.52569,6.13238,8.76117,6,11.92
1uz1,-6.32227,74.74384,755.78900,5.73205,4.48686,9.10784,4,6.89
1r0p,-10.75399,113.63650,1912.09633,3.65855,50.07388,2.77102,8,8
1zsf,-7.73935,153.53794,2500.50826,9.92493,75.45776,8.19664,22,9.92
1gar,-7.28418,145.67205,2036.99871,8.86249,19.30219,13.18195,23,10
1v2s,-5.52736,59.57230,588.94727,2.02985,4.90508,4.06252,2,4.17
1lag,-6.09014,85.62947,778.61972,4.85704,1.66906,7.31398,4,6.3
4rsk,-5.18665,55.35758,876.73754,3.65163,1.86845,5.98792,8,4.32
1xk9,-4.32446,101.79944,1022.17700,9.09604,65.54572,2.59656,3,6.85
1gj7,-7.34638,106.99742,1384.83910,7.25219,16.80614,6.16233,5,7.89
2bpv,-9.17117,96.59353,2226.95475,3.58170,55.13687,4.81140,15,7.67
1pa9,-4.94479,82.64157,887.96601,7.38251,19.90937,6.46319,3,4.6
5std,-11.75577,86.91443,1721.09673,1.69404,124.99320,0.44198,5,10.49
1g4o,-6.38533,49.00255,835.58425,2.15804,32.17685,3.95739,4,8.25
1tx7,-5.75603,66.44226,801.34410,4.07713,2.73865,6.12308,4,4.6
1kav,-7.30786,99.91845,1154.81164,6.17036,82.57493,6.33912,10,5.82
1pro,-11.83698,140.89883,2265.35282,4.14864,74.93989,6.76028,13,11.3
1qy2,-5.13841,37.55131,743.61051,0.85047,19.96370,1.00000,2,5.74
2dri,-6.83764,78.48382,737.91104,5.82199,0.00000,10.10156,4,6.89
1n4h,-8.83054,59.95540,1415.68353,0.89764,61.33509,0.99148,5,6.55
1wvj,-8.84459,108.67378,1140.74238,7.46926,31.80952,10.31064,4,6.73
1hvi,-10.09065,154.64043,2605.21277,5.65049,83.00264,8.17061,21,10.92
1f5l,-6.58348,65.72020,908.81698,3.03976,0.73285,4.86939,3,5.28
1ony,-7.14895,118.27489,1651.69889,7.72825,46.28979,10.19005,16,6.77
1tq4,-8.67228,125.36662,1300.80941,7.90196,0.00000,13.08558,8,6.19
2arm,-1.97703,68.89261,878.65962,7.48168,14.74719,2.37241,6,8.13
1ikt,-6.03497,76.11657,1437.39784,2.09997,54.49755,0.60217,13,3.4
1i7z,-8.65363,83.31113,1487.79463,1.33844,43.70162,0.23751,5,6.4
1m7i,-7.37403,94.68851,2273.32692,5.30976,12.20754,5.84428,22,5.4
1jyq,-7.02696,157.77322,1836.38303,14.47857,61.70382,18.05868,23,8.7
1adl,-5.52735,47.27983,1216.89176,1.07022,49.83544,2.12305,14,5.36
1epo,-9.08823,141.75769,2118.93724,7.09054,53.77694,9.67794,17,7.96
1bnu,-6.85754,58.48218,1072.66857,2.32446,9.19717,4.22149,5,9.7
1pph,-7.62996,91.27182,1274.62166,3.21962,15.44339,5.65240,8,5.92
1k1m,-8.42978,108.65846,1469.62349,5.08519,23.87336,7.01258,8,7.4
2a5b,-5.63281,56.82676,1156.33308,2.87785,4.25884,1.82882,5,3.93
