name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
3ryz,29.7204,38.2540,-191.2700,0.8498,7.6838,8.62
4nh7,46.5527,49.5140,-247.5700,0.0537,2.9075,8.4
3mz6,26.7762,34.3260,-171.6300,3.9599,3.5899,7.2
5amd,34.4667,40.6480,-203.2400,0.7895,5.3918,8.55
3tvc,45.0780,51.8600,-259.3000,3.9599,2.8221,7.74
2gsu,47.8878,54.4780,-272.3900,4.4901,2.1001,3.59
1v0k,39.4192,42.5960,-212.9800,2.9108,0.2660,5.1
4o2p,32.6424,38.2680,-191.3400,3.0520,2.5736,6.7
3c2f,25.4110,28.6180,-143.0900,1.7895,1.4175,2
1a28,33.6383,34.3120,-171.5600,0.4817,0.1920,8.29
1c5y,26.7691,26.8440,-134.2200,0.0195,0.0554,4.2
3oaf,42.2233,44.6660,-223.3300,1.4444,0.9983,8.8
2qtg,32.7350,34.1900,-170.9500,0.1113,1.3436,5.08
2ole,25.5815,36.6540,-183.2700,6.2053,4.8672,7.25
1v1j,28.9546,29.2920,-146.4600,0.0832,0.2542,4.82
3udd,52.0615,53.5940,-267.9700,0.0354,1.4971,7.1
3o84,32.2176,35.2260,-176.1300,0.3666,2.6418,7.24
4q3t,13.0631,25.3920,-126.9600,10.8325,1.4965,6.48
4z0k,47.5001,49.9900,-249.9500,0.9434,1.5465,6.34
2ewa,45.8265,48.4160,-242.0800,0.3831,2.2064,7.94
5c3p,20.5729,24.5920,-122.9600,3.5223,0.4968,4.46
2qi1,47.2354,52.4940,-262.4700,0.6818,4.5769,7.3
3gcs,46.9294,52.1740,-260.8700,0.5676,4.6770,7.25
1xka,51.7718,57.6520,-288.2600,2.7994,3.0807,6.88
2whp,43.1314,48.9740,-244.8700,4.7690,1.0736,4
4dy6,58.8637,68.6360,-343.1800,3.1362,6.6360,4.4
4ufi,33.9690,34.3040,-171.5200,0.0000,0.3350,6.2
4n5d,39.6260,39.6260,-198.1300,0.0000,0.0000,3.22
4k4j,31.4565,33.8860,-169.4300,0.0149,2.4147,6.12
1kpm,12.6091,21.0840,-105.4200,5.4914,2.9835,5.8
4itp,26.8805,32.4900,-162.4500,2.9291,2.6803,7.27
2wej,22.0290,26.5400,-132.7000,3.4040,1.1070,6.08
2oxx,17.3194,18.8740,-94.3700,1.5546,0.0000,6.7
3tk2,22.2325,23.9280,-119.6400,0.6873,1.0082,4.62
3p58,24.0355,26.0160,-130.0800,1.3102,0.6703,7.6
3kv2,25.4764,27.1280,-135.6400,1.3824,0.2692,7.32
3d8w,29.2613,33.7000,-168.5000,0.4164,4.0223,8.15
8cpa,45.6707,55.4340,-277.1700,6.3274,3.4360,9.15
1onz,25.1031,33.5940,-167.9700,4.1828,4.3081,5.1
1i2s,15.6223,20.0420,-100.2100,0.1245,4.2951,3.31
4leq,56.5856,59.6080,-298.0400,2.7298,0.2926,6.54
2w8y,37.7012,44.6360,-223.1800,6.4514,0.4834,9.09
1gi4,38.1308,41.4860,-207.4300,3.1526,0.2026,7.19
1k6t,42.3854,47.5980,-237.9900,1.4725,3.7402,7.62
1od8,40.0444,43.5120,-217.5600,3.2600,0.2075,5.1
3cm2,36.2240,39.5800,-197.9000,0.9154,2.4406,6.47
1hi4,27.2746,37.2540,-186.2700,6.5558,3.4236,4.49
4bi7,20.5979,25.3000,-126.5000,4.2981,0.4039,4.58
3dnt,66.9788,80.9860,-404.9300,12.6261,1.3812,4.74
1ezq,60.4538,67.2000,-336.0000,4.2743,2.4718,9.05
4f6u,38.5363,42.4760,-212.3800,0.0208,3.9189,6.15
3uxk,23.3459,30.5160,-152.5800,7.1539,0.0162,4.93
2ygf,30.9174,37.8360,-189.1800,4.5596,2.3590,5.09
4m7j,40.2035,44.9440,-224.7200,0.3648,4.3758,6.11
1t7j,34.8648,41.4580,-207.2900,2.3362,4.2570,8.7
3tao,27.2997,27.9520,-139.7600,0.1879,0.4644,5.14
2qtt,37.4531,40.2260,-201.1300,2.2695,0.5034,4.32
2ctc,29.7023,30.5300,-152.6500,0.2174,0.6103,3.89
3ehx,33.3412,42.9180,-214.5900,6.9886,2.5882,7.6
4zeb,52.0997,56.2980,-281.4900,0.1870,4.0113,6.52
4u0f,28.9669,29.3240,-146.6200,0.0029,0.3542,5.92
2mas,39.8839,41.2580,-206.2900,0.7462,0.6279,7.52
5ahw,32.2347,38.0440,-190.2200,5.4034,0.4058,5.17
1uwt,39.3823,45.3400,-226.7000,5.7269,0.2308,5.97
3n2p,33.7021,41.1420,-205.7100,3.4151,4.0248,7.82
2bmk,34.8453,40.8040,-204.0200,2.5569,3.4018,5.62
2oag,52.9041,57.7000,-288.5000,1.8202,2.9757,8.47
4rux,26.3747,30.9140,-154.5700,3.3168,1.2225,7.92
1ew9,11.2973,15.0260,-75.1300,3.7130,0.0157,3.22
3gqz,16.4282,20.9160,-104.5800,2.7297,1.7581,2.17
2a4m,0.0486,11.9360,-59.6800,8.2779,3.6094,4.52
1laf,35.4561,36.3940,-181.9700,0.6309,0.3070,7.85
3m37,49.9809,62.6660,-313.3300,2.9666,9.7185,9.04
3lpl,24.1463,25.6440,-128.2200,0.8484,0.6492,5.62
4bck,23.6303,28.7560,-143.7800,1.3345,3.7912,8.4
2gss,20.7791,24.6120,-123.0600,1.0724,2.7605,4.94
3t2w,34.5413,36.2580,-181.2900,1.2491,0.4676,7.46
4hfp,43.9979,50.7940,-253.9700,0.8946,5.9015,7.38
2wzf,55.8320,58.6220,-293.1100,1.4392,1.3508,7
2cc7,36.4540,36.4540,-182.2700,0.0000,0.0000,8.01
3nyd,27.8722,30.4420,-152.2100,2.5465,0.0233,3.48
1pxp,34.7300,37.0660,-185.3300,2.2580,0.0781,6.66
1cps,20.2113,27.7820,-138.9100,3.8717,3.6990,6.66
1tsy,39.7863,43.2020,-216.0100,2.9595,0.4563,4.96
4gu6,26.8612,32.7680,-163.8400,0.6111,5.2957,7.36
1b38,51.9403,63.7020,-318.5100,4.8539,6.9078,6.6
4k9y,51.9502,57.2440,-286.2200,0.6241,4.6696,6.95
3r4m,19.7508,22.0360,-110.1800,0.0376,2.2476,5.92
2d1n,47.9640,57.1520,-285.7600,6.0395,3.1484,8.15
2g8r,17.4238,22.0240,-110.1200,1.6312,2.9689,3.99
2j7b,41.0559,49.1100,-245.5500,8.0329,0.0212,6.62
2xib,36.2729,38.1280,-190.6400,1.8551,0.0000,7.26
4m12,50.8749,57.8060,-289.0300,2.3190,4.6122,6.05
3wvm,28.7131,29.0040,-145.0200,-0.0000,0.2909,5.71
4dsy,24.9523,31.8200,-159.1000,5.7598,1.1078,4.43
4nxv,35.5436,38.9740,-194.8700,0.3146,3.1158,5.42
4ufj,32.0877,34.5220,-172.6100,2.4149,0.0195,4.28
2p4s,39.2397,40.5340,-202.6700,0.7690,0.5252,9.51
4dq2,69.6087,71.9640,-359.8200,0.2460,2.1093,7.52
1efy,42.8101,43.5080,-217.5400,0.2111,0.4868,8.22
3dhv,41.8240,45.2200,-226.1000,2.5611,0.8349,2.96
4k7n,14.0003,15.1220,-75.6100,1.1217,0.0000,3.48
3ni5,27.2575,35.5380,-177.6900,2.0059,6.2746,7.55
1nq7,31.0503,31.3220,-156.6100,0.0894,0.1823,6.8
4ayu,20.2755,22.2060,-111.0300,1.6271,0.3033,4.73
1vzq,52.8052,55.3680,-276.8400,1.2510,1.3118,7.44
3ies,66.9172,71.3320,-356.6600,0.5932,3.8216,9.92
3q71,52.8256,56.7460,-283.7300,0.9599,2.9605,5.22
1w3j,36.1007,36.6880,-183.4400,0.5675,0.0198,6.32
1v2s,26.6045,26.9520,-134.7600,0.3350,0.0126,4.17
4gny,23.3164,24.1360,-120.6800,0.0000,0.8196,4.22
5upj,21.5832,24.5220,-122.6100,1.4744,1.4643,7.12
1mrx,40.6933,48.8920,-244.4600,5.5596,2.6391,7.26
4bqg,32.9907,33.3420,-166.7100,0.0000,0.3513,6.22
3uug,41.8387,44.4580,-222.2900,1.0524,1.5669,4.51
2p16,43.4043,53.1420,-265.7100,3.8630,5.8746,10.1
4erf,27.9213,33.9140,-169.5700,2.4044,3.5883,9.4
3nu5,37.9033,44.5720,-222.8600,3.2903,3.3784,8.35
1lyx,21.3245,24.9780,-124.8900,2.8052,0.8484,4.54
3bqc,34.3485,34.5320,-172.6600,0.1835,0.0000,5.73
1jqy,35.5942,41.7280,-208.6400,3.6308,2.5030,4.92
1m0n,48.2990,56.3200,-281.6000,6.5217,1.4993,2.22
2wl0,54.2834,59.5300,-297.6500,1.5338,3.7128,7.8
1o5g,37.5799,44.3040,-221.5200,2.3950,4.3291,4.96
4b7p,36.3249,41.3240,-206.6200,0.1675,4.8317,9.46
3pcf,25.4954,29.1860,-145.9300,3.6881,0.0025,6.05
2xn5,28.6524,33.6200,-168.1000,0.6490,4.3186,6.69
1m2q,28.3372,33.6280,-168.1400,3.6491,1.6417,6.1
1m7d,36.9863,38.9840,-194.9200,0.0430,1.9548,6.23
2wgj,46.1846,46.6480,-233.2400,0.0580,0.4054,8.7
2ojj,34.8561,37.7940,-188.9700,0.6861,2.2517,8.7
2ovv,41.3754,43.6460,-218.2300,0.8680,1.4026,7.92
4fl1,25.8166,33.0620,-165.3100,2.4400,4.8053,3.28
1usk,26.4931,27.0420,-135.2100,0.5285,0.0205,6.4
3d2e,69.2524,74.0840,-370.4200,1.6622,3.1694,6.42
4a6s,26.3562,27.6240,-138.1200,0.8545,0.4133,5.2
3hv8,75.2340,76.6980,-383.4900,0.3792,1.0848,6.98
3qxt,54.8720,57.6040,-288.0200,0.3483,2.3837,5.22
3nzk,38.6495,48.3520,-241.7600,7.0250,2.6775,9.27
1e6s,30.9197,37.6940,-188.4700,6.7729,0.0014,3.22
4qjp,33.0939,50.9720,-254.8600,5.0380,12.8401,8.6
3ewc,38.1704,48.9560,-244.7800,8.8388,1.9469,7.7
2vuk,27.6934,28.4880,-142.4400,0.0775,0.7171,3.9
2wr8,75.9913,78.2680,-391.3400,0.9744,1.3023,5.44
1hii,50.4717,55.0460,-275.2300,1.0496,3.5247,7.28
2o4z,15.9722,17.3320,-86.6600,1.1392,0.2206,6.25
3gvu,54.9237,61.4360,-307.1800,3.9712,2.5410,8
3oku,26.5235,32.9420,-164.7100,3.1567,3.2619,6.36
4q6e,30.7219,38.1800,-190.9000,4.0310,3.4272,6.18
3t5u,26.9622,28.7020,-143.5100,0.3547,1.3850,7.59
1k6c,42.3860,47.7520,-238.7600,2.7245,2.6415,7.48
3o9d,43.1895,49.6800,-248.4000,2.8625,3.6280,10.72
3qfy,25.4095,26.0080,-130.0400,0.4764,0.1221,6.12
2vc7,25.5942,33.4740,-167.3700,4.0871,3.7926,3.36
1xh5,48.8991,59.5200,-297.6000,4.5672,6.0537,5.47
2y5g,39.7700,42.1420,-210.7100,1.0370,1.3350,6.84
3cdb,38.3307,48.1440,-240.7200,0.3238,9.4895,7.02
4isi,46.1199,51.1460,-255.7300,3.0954,1.9306,8.14
3upv,35.8852,43.8720,-219.3600,0.0982,7.8886,5.3
4mmm,13.5687,15.4200,-77.1000,1.3223,0.5290,3.82
3n0n,27.0697,37.1740,-185.8700,3.5071,6.5972,7.3
2pvk,37.3323,39.8840,-199.4200,0.4280,2.1237,8.3
4i3z,39.7999,50.6160,-253.0800,6.7080,4.1081,4.29
1ua4,35.5109,39.7460,-198.7300,3.1304,1.1047,4.22
1hvh,29.4926,40.7420,-203.7100,8.9224,2.3270,7.96
2ha5,17.7545,19.6920,-98.4600,0.0000,1.9375,4.34
4cg9,52.1572,55.6460,-278.2300,2.5639,0.9249,6.21
1n0s,49.2662,55.9380,-279.6900,3.3705,3.3013,7.45
3hs4,27.1957,30.7600,-153.8000,0.8152,2.7491,8
3g0e,29.5390,32.1420,-160.7100,0.3213,2.2817,7.7
2e9u,34.4266,34.5180,-172.5900,0.0914,0.0000,8.1
3qfd,60.9120,70.8880,-354.4400,3.6228,6.3532,4.17
2aoe,57.1464,66.9280,-334.6400,3.1832,6.5984,7.62
4f6w,48.5630,57.0840,-285.4200,0.0485,8.4725,7.52
2j4g,39.7460,43.0540,-215.2700,3.2925,0.0155,6.6
1kv1,27.9372,31.2760,-156.3800,0.0354,3.3034,5.94
3arr,45.7227,46.5360,-232.6800,0.0149,0.7984,5.4
4aia,37.0041,37.1280,-185.6400,0.1239,0.0000,3.66
4ij1,26.8348,31.8140,-159.0700,1.6178,3.3614,5.4
1gnn,24.9353,43.5520,-217.7600,11.8772,6.7396,5.68
4bco,31.3229,42.7280,-213.6400,5.2891,6.1159,6.88
2xm2,34.3174,38.7080,-193.5400,2.7934,1.5971,4.62
4oak,16.4832,24.0860,-120.4300,5.3531,2.2497,4.22
1ghz,33.4733,35.3000,-176.5000,0.0901,1.7366,4.8
5dgw,36.9387,46.1780,-230.8900,5.0061,4.2332,11.05
1fcz,47.7460,49.1920,-245.9600,0.7910,0.6550,9.22
2fqo,27.6560,33.2220,-166.1100,4.4751,1.0909,6.43
1d3d,44.2779,46.3800,-231.9000,0.0383,2.0638,9.09
1oyq,43.5966,48.6140,-243.0700,1.5895,3.4279,6.96
2avo,49.3281,53.4440,-267.2200,0.4652,3.6507,8.85
3ppp,21.4660,24.1420,-120.7100,0.2386,2.4374,5.22
1ajn,19.9860,22.2760,-111.3800,1.0859,1.2041,2.63
3jup,33.6445,35.4200,-177.1000,1.2863,0.4892,5.58
1v0l,41.3650,42.7660,-213.8300,1.1042,0.2968,7.55
1wc1,56.1294,64.9500,-324.7500,4.8967,3.9239,4
1qf0,55.1360,60.1200,-300.6000,2.6714,2.3126,7.38
4ovf,18.0214,18.7700,-93.8500,0.0529,0.6956,4.13
3liw,44.0124,51.2560,-256.2800,4.0230,3.2206,7.6
4iif,34.7813,35.2340,-176.1700,0.4527,0.0000,5.18
2xyf,47.8895,53.9700,-269.8500,2.4466,3.6338,8.44
1pgp,27.2177,30.6320,-153.1600,2.1379,1.2764,5.7
4zei,32.1745,34.4100,-172.0500,1.3476,0.8879,5.88
2ypo,21.3022,22.3860,-111.9300,0.0000,1.0838,4.68
5a5q,21.5602,22.3080,-111.5400,0.3720,0.3758,4.68
2doo,37.0533,41.6800,-208.4000,0.8708,3.7559,7.17
4w9j,57.0673,61.7220,-308.6100,0.8738,3.7809,6.23
1tq4,59.5831,63.9820,-319.9100,3.4305,0.9684,6.19
1mes,46.9625,49.0080,-245.0400,0.2707,1.7748,7.7
4aje,18.7300,27.6320,-138.1600,7.4641,1.4379,3.68
4b35,12.8762,14.1720,-70.8600,0.0727,1.2231,2.89
2uwo,29.7773,38.6400,-193.2000,5.4499,3.4129,8.7
2wk6,21.1378,23.8400,-119.2000,2.7022,0.0000,3.32
3tu7,52.4148,57.7260,-288.6300,2.3111,3.0001,8.09
3kmc,37.9696,48.3960,-241.9800,9.0200,1.4065,6.4
1a4k,29.1498,34.3060,-171.5300,1.2554,3.9009,8
1jak,42.6037,45.5980,-227.9900,1.1163,1.8780,5.57
1mrw,39.0608,47.2980,-236.4900,5.0624,3.1748,9.7
4tz2,26.9782,29.1660,-145.8300,1.8955,0.2923,3.46
3tfp,30.5225,43.7840,-218.9200,8.7889,4.4727,6.47
2v2v,42.3160,43.1300,-215.6500,0.0243,0.7896,4.07
1jmg,30.2552,40.1540,-200.7700,8.8357,1.0630,6.07
2b9a,9.6656,17.3560,-86.7800,6.0326,1.6579,8.05
4rpo,20.7891,20.8040,-104.0200,0.0149,0.0000,7.64
4rj8,31.4754,36.5940,-182.9700,3.0303,2.0883,7.77
5dit,43.3590,50.4220,-252.1100,0.0178,7.0453,6.15
2j4i,36.4153,44.8620,-224.3100,4.4976,3.9492,9
4iwz,32.4404,36.3440,-181.7200,0.6259,3.2778,7.29
1v2l,25.7803,26.4240,-132.1200,0.5710,0.0727,4.29
1g85,14.0707,16.8340,-84.1700,1.5686,1.1947,5.48
2uy3,35.9446,37.6800,-188.4000,1.7354,0.0000,3.22
1kyv,58.9729,61.3840,-306.9200,1.1811,1.2300,5.92
3v5t,32.8995,39.2460,-196.2300,3.9137,2.4328,8.22
3exh,64.0853,74.8800,-374.4000,7.2930,3.5018,4.88
4ck3,24.2971,28.5500,-142.7500,1.1115,3.1414,3.57
2g94,58.9036,64.7220,-323.6100,1.5463,4.2721,9.52
1tpw,30.7932,31.5300,-157.6500,0.2013,0.5355,3.3
2g72,42.6817,45.7960,-228.9800,1.6219,1.4924,6.5
1ejn,46.5655,48.2340,-241.1700,1.0470,0.6215,5.62
1fl3,33.0506,38.2980,-191.4900,4.6129,0.6345,6.8
2cli,46.9053,51.1500,-255.7500,1.7883,2.4564,4.3
5boj,15.8447,16.7320,-83.6600,0.1953,0.6920,7
3s45,35.6343,43.4020,-217.0100,2.5560,5.2118,8.49
4czs,54.9343,61.1960,-305.9800,0.4905,5.7711,5
2vhj,35.5916,53.1740,-265.8700,12.5360,5.0465,3.9
3qin,16.2550,23.6660,-118.3300,5.9293,1.4817,6.87
1br6,50.9789,51.4060,-257.0300,0.1773,0.2498,3.22
3oil,31.6894,35.4560,-177.2800,3.3593,0.4074,5.68
3fvk,38.6241,41.4460,-207.2300,0.4288,2.3931,8.82
3sug,34.3272,49.0260,-245.1300,3.8216,10.8772,6.21
3qto,36.5671,40.4520,-202.2600,1.7242,2.1608,4.13
6std,33.9439,37.0780,-185.3900,0.0291,3.1050,8.64
1jyq,57.5184,75.7380,-378.6900,5.2119,13.0077,8.7
3pe1,39.7750,42.1980,-210.9900,0.9462,1.4768,9.65
2avm,62.8722,68.7560,-343.7800,0.2775,5.6063,5.7
2wb5,45.3132,47.7100,-238.5500,0.2990,2.0978,9.13
3rsr,42.0402,48.1160,-240.5800,1.4369,4.6389,4.36
1o5c,28.8057,35.6180,-178.0900,2.3104,4.5019,5.22
3tt4,35.6730,43.2960,-216.4800,6.0809,1.5421,8.28
2weq,28.6048,33.7020,-168.5100,3.9721,1.1251,5.9
3vhk,33.4169,35.0000,-175.0000,0.0078,1.5752,4.6
1p19,26.0171,36.0540,-180.2700,8.5199,1.5169,4.11
1fkh,38.8311,45.5700,-227.8500,2.5809,4.1580,8.15
2pov,35.3997,38.3140,-191.5700,0.6560,2.2583,7.12
1trd,27.0074,28.8460,-144.2300,1.0089,0.8296,5.4
4b9z,64.6559,71.7340,-358.6700,2.6104,4.4676,4.09
3eax,13.5838,22.1400,-110.7000,2.4732,6.0829,4.92
3e3c,26.2807,30.0420,-150.2100,2.0646,1.6968,5.62
3re4,26.4376,28.8300,-144.1500,1.1607,1.2317,7.4
3o9p,49.6898,55.2260,-276.1300,0.7802,4.7560,6.52
2f8g,36.4246,45.0540,-225.2700,5.1950,3.4343,8.7
1o3j,36.9983,37.2220,-186.1100,0.1889,0.0347,6.77
1qk4,59.1155,60.4320,-302.1600,0.3605,0.9559,4.21
4gih,24.5156,30.0940,-150.4700,0.6535,4.9249,8.32
2jfz,50.1719,53.7360,-268.6800,0.0126,3.5515,5.24
3ivc,30.2674,39.5980,-197.9900,5.6095,3.7210,4.12
2bal,28.0260,31.9580,-159.7900,0.0000,3.9320,6.31
3p5l,24.0245,24.7040,-123.5200,0.0170,0.6625,7.39
3oy0,24.7048,31.9200,-159.6000,2.2736,4.9416,8
2vfk,37.6792,39.5120,-197.5600,1.3200,0.5128,3.71
3d7z,38.3532,42.8340,-214.1700,1.2254,3.2554,7.92
1jvu,28.7299,37.1560,-185.7800,4.5937,3.8324,5.15
4b6r,35.8154,40.1240,-200.6200,3.6406,0.6680,5.85
3qtv,34.6950,40.1340,-200.6700,2.8893,2.5497,4.65
2zxg,37.5527,45.1420,-225.7100,4.4424,3.1470,8.82
1y3p,61.2600,77.3720,-386.8600,8.0125,8.0995,4.82
2tpi,18.7447,20.4760,-102.3800,0.0869,1.6444,4.31
3f8e,0.3240,13.4100,-67.0500,8.4833,4.6027,7.23
3pcg,12.8694,25.8760,-129.3800,12.3247,0.6818,2.3
2xxr,23.6277,24.6400,-123.2000,0.0530,0.9593,6.55
2hkf,56.1167,69.2000,-346.0000,3.2550,9.8284,6.38
1pdz,20.1669,22.0640,-110.3200,1.2404,0.6567,3.7
4mmp,35.6109,36.0520,-180.2600,0.1073,0.3338,7.71
2g9q,13.0594,15.0440,-75.2200,1.9736,0.0110,6.4
4jyt,46.2313,55.5120,-277.5600,4.3353,4.9454,7.4
4dv8,53.0634,59.2520,-296.2600,5.1431,1.0455,9.24
4rr6,48.2438,49.2880,-246.4400,0.0813,0.9629,6
4h7q,20.2850,21.7460,-108.7300,0.2191,1.2420,5.06
1mq5,44.6553,55.0380,-275.1900,6.2317,4.1511,9
3bug,15.0426,15.3700,-76.8500,0.0000,0.3274,3.18
4i71,70.2609,73.7200,-368.6000,2.6133,0.8458,7.74
1igj,37.9853,40.8960,-204.4800,1.4350,1.4757,10
1ec1,62.2776,70.3380,-351.6900,3.4652,4.5952,8.92
1ctu,32.8259,41.9620,-209.8100,5.8850,3.2511,11.92
4i8w,25.6171,41.2320,-206.1600,9.6042,6.0107,10.9
1qbo,39.5809,43.1580,-215.7900,1.6245,1.9526,7.74
2w9h,31.9645,34.1180,-170.5900,0.0038,2.1497,6.37
4en4,19.8985,20.3640,-101.8200,0.3195,0.1460,5.52
2wjg,48.0768,53.5960,-267.9800,3.5697,1.9496,7.1
3acl,43.5264,45.5280,-227.6400,0.0497,1.9519,6.22
1jcx,48.0655,54.2220,-271.1100,3.2986,2.8580,5.15
4u5o,23.2890,25.8000,-129.0000,2.1847,0.3263,2.42
5er1,30.7441,39.9920,-199.9600,1.5206,7.7273,6.02
1azm,24.1723,27.6860,-138.4300,0.3697,3.1440,6.1
4m0f,66.0515,70.4600,-352.3000,2.5739,1.8346,8.77
4fm8,34.7791,36.9640,-184.8200,0.0004,2.1845,5.97
4z83,33.5787,35.1400,-175.7000,1.0791,0.4822,7.4
2ovy,44.2003,46.7300,-233.6500,0.2946,2.2351,8.4
4io6,21.7805,22.4620,-112.3100,0.2946,0.3869,4.82
4hdb,33.0078,45.2320,-226.1600,8.3719,3.8523,8.05
3rf5,27.9529,28.3320,-141.6600,0.2258,0.1533,5.63
3bbf,45.9502,47.5640,-237.8200,-0.0000,1.6138,5.28
2y7p,22.1893,22.1940,-110.9700,0.0038,0.0009,5.47
3ljo,36.0324,40.5800,-202.9000,1.0213,3.5263,6.62
4eo6,21.6955,25.3220,-126.6100,0.0354,3.5911,8.7
2y82,32.0969,44.5300,-222.6500,5.8702,6.5628,8.4
3kku,18.3675,22.9180,-114.5900,3.4394,1.1112,5.7
5aut,24.2365,31.1180,-155.5900,2.6232,4.2583,5.17
4j46,33.9661,35.7920,-178.9600,0.0135,1.8124,5.28
4yik,59.6259,64.6800,-323.4000,1.0297,4.0244,6.89
1bdq,40.7449,43.3940,-216.9700,0.5501,2.0989,6.34
4pmm,59.0418,66.2720,-331.3600,0.7373,6.4929,7.57
3rdv,26.9567,38.8600,-194.3000,0.2329,11.6704,4.91
1hdq,30.5463,33.7980,-168.9900,2.5615,0.6902,5.82
3okv,38.4559,39.8540,-199.2700,0.4819,0.9162,6.23
3zps,33.8215,50.8720,-254.3600,6.5162,10.5342,8.3
3d52,33.8958,49.6660,-248.3300,9.2324,6.5378,3.28
3ppr,25.1339,25.7120,-128.5600,0.1596,0.4185,2.82
4zb6,42.3198,54.8460,-274.2300,3.8416,8.6846,6.28
1nw7,41.1849,42.4640,-212.3200,0.3340,0.9451,5.09
3sv2,37.2655,41.8020,-209.0100,1.9604,2.5760,4.19
1n4k,37.1136,39.1500,-195.7500,0.3597,1.6767,10.05
4fl2,46.1892,54.6060,-273.0300,3.0396,5.3772,3.66
2wc3,56.5610,60.2860,-301.4300,2.7584,0.9667,6.08
3f34,13.0593,15.5800,-77.9000,0.1889,2.3318,3.16
4mpn,18.4571,23.3080,-116.5400,1.6628,3.1881,6.62
1k1m,43.6338,50.4300,-252.1500,2.5193,4.2770,7.4
1o1s,48.1121,57.0180,-285.0900,5.3255,3.5804,7.31
3rz8,30.8284,34.4880,-172.4400,2.0546,1.6050,8.17
1if7,32.0413,36.8200,-184.1000,2.0216,2.7572,10.52
4m2v,32.1141,34.5300,-172.6500,0.6753,1.7407,7.44
3lbz,21.8400,28.9220,-144.6100,2.1436,4.9384,3.86
3c2u,44.3430,46.8280,-234.1400,0.9909,1.4942,2.9
2xjj,27.9204,29.3360,-146.6800,0.1731,1.2424,6.51
3i4b,39.9033,42.3960,-211.9800,0.2847,2.2080,8.15
1v2r,29.9718,34.2600,-171.3000,1.6086,2.6797,3.55
3lp7,24.1426,28.5960,-142.9800,3.9106,0.5428,5.44
1ikt,28.3441,33.5720,-167.8600,3.3091,1.9188,3.4
3ery,64.9960,93.2380,-466.1900,8.8993,19.3427,5.66
4u54,20.3234,22.6160,-113.0800,1.6043,0.6884,2.06
1e3g,34.7894,36.8860,-184.4300,2.0966,0.0000,9
1ele,36.1241,42.7920,-213.9600,2.8936,3.7744,6.85
4x8v,41.8412,49.0680,-245.3400,1.4698,5.7570,6.89
2gkl,18.5933,23.6320,-118.1600,4.8013,0.2375,5.35
2cbu,45.1795,45.3380,-226.6900,0.1585,0.0000,5.68
4agm,15.3207,18.0940,-90.4700,1.1594,1.6139,3.98
2flr,40.9664,47.7220,-238.6100,2.6840,4.0716,6.1
1qxl,50.5356,56.3280,-281.6400,1.6497,4.1427,7.96
2ate,36.6992,38.2600,-191.3000,0.0500,1.5108,7.07
1g3d,32.8777,35.9720,-179.8600,2.6557,0.4385,5.55
1nu3,9.7511,12.4820,-62.4100,1.8132,0.9176,4
4dmw,32.5865,35.3660,-176.8300,1.5994,1.1801,4.94
1kv5,21.0876,24.1480,-120.7400,2.1947,0.8657,4.22
3m3c,28.7980,31.1200,-155.6000,0.3670,1.9551,4.06
4u71,28.9624,41.9500,-209.7500,11.4995,1.4880,5.22
4b5w,8.4584,14.3740,-71.8700,5.9151,0.0005,3.33
3ccw,35.6418,39.9180,-199.5900,0.5961,3.6801,7.87
1c5c,34.9282,41.5080,-207.5400,1.4967,5.0830,6.96
4qxo,29.0311,31.4440,-157.2200,0.0174,2.3955,5.51
1tng,8.6007,8.9940,-44.9700,0.2386,0.1546,2.93
1c5x,28.2617,28.3500,-141.7500,0.0517,0.0366,6.68
4q8y,23.3242,24.9720,-124.8600,1.6478,0.0000,2.64
5c2a,40.5678,41.5020,-207.5100,0.0359,0.8984,8.32
2ybu,66.7858,68.4480,-342.2400,1.0834,0.5787,6.38
3g5k,34.4292,43.6660,-218.3300,7.7106,1.5262,9.52
2f7i,16.0300,22.5800,-112.9000,3.2521,3.2979,7.1
1ch8,57.3423,65.8600,-329.3000,3.8034,4.7143,7
4n7m,39.0215,39.3180,-196.5900,0.2931,0.0035,5.47
4ww6,30.8443,37.4600,-187.3000,1.2920,5.3236,10.21
4o6w,63.7656,71.9200,-359.6000,0.4846,7.6698,8.52
3d51,40.9522,46.3680,-231.8400,5.4043,0.0114,4.15
3d8z,19.6032,22.2360,-111.1800,0.0270,2.6058,3.37
4qew,33.4635,38.6760,-193.3800,0.0323,5.1803,7.07
4jv6,34.3684,36.1580,-180.7900,0.4012,1.3884,6.66
1fh8,42.7946,44.8640,-224.3200,1.7273,0.3422,6.89
2vxn,29.3286,32.1380,-160.6900,2.3944,0.4150,5
4iuo,29.2658,30.0820,-150.4100,0.0294,0.7868,3.64
4wa9,44.6803,47.5560,-237.7800,0.4054,2.4702,8.42
2eg7,23.4599,35.9980,-179.9900,12.3417,0.1964,5.89
1i80,23.6660,23.6660,-118.3300,0.0000,0.0000,6.41
1qy2,24.0712,24.9600,-124.8000,0.0000,0.8888,5.74
4dcs,58.8336,60.1120,-300.5600,0.5260,0.7525,5.1
3ga5,53.2451,53.7860,-268.9300,0.1866,0.3543,5.49
