name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
1ghw,5.71,5.67,5.58,5.88,435.5,2.7,37.8,0.00,152.0,0.0,4.2
1hmt,5.99,5.95,6.53,5.51,496.7,2.4,151.8,5.90,365.3,16.0,5.79
1ndv,6.36,6.27,6.37,6.43,551.6,2.2,69.3,1.46,228.8,2.0,5.92
1ajv,8.72,8.45,9.32,8.39,983.1,3.5,166.4,6.32,445.6,10.0,7.72
1b6k,8.82,8.37,9.48,8.61,967.6,6.8,143.9,6.01,454.1,10.0,8.74
1koj,5.30,5.23,5.55,5.11,422.9,8.6,0.0,0.00,0.0,6.0,6.7
1lah,5.18,5.11,5.43,5.01,310.3,8.6,22.5,0.36,43.1,4.0,7.52
1atl,5.78,5.67,5.92,5.75,543.8,1.6,44.3,1.81,189.8,7.0,6.28
1sdt,8.82,8.72,9.15,8.59,1050.3,2.2,173.7,5.50,449.5,10.0,9.27
1t32,8.47,8.03,9.37,8.00,831.6,3.7,138.1,6.18,337.3,3.0,7.42
1f3e,5.44,5.39,5.77,5.15,354.5,2.9,41.3,1.27,48.4,0.0,6.7
1c88,6.09,6.09,6.27,5.91,459.2,7.5,45.6,0.28,51.2,0.0,5.29
1j4r,6.43,6.56,7.02,5.71,717.9,1.9,118.0,4.78,182.4,15.0,7.72
1b55,5.55,5.52,5.79,5.35,515.3,9.3,0.0,0.00,0.0,8.0,7.4
456c,6.74,6.70,6.78,6.73,687.0,3.8,74.0,1.70,229.1,6.0,9.77
1msn,9.00,8.71,9.45,8.84,980.2,2.9,179.7,6.06,500.7,7.0,9.09
1o2h,6.45,6.29,6.50,6.57,557.5,4.8,53.4,1.07,211.5,2.0,7.17
1h2t,6.78,6.81,6.98,6.54,889.0,10.1,0.0,0.00,0.0,12.0,7.89
1oar,6.71,7.01,7.00,6.11,540.9,1.5,147.2,2.87,125.5,0.0,7.4
2ccb,5.14,5.17,5.05,5.21,407.7,2.0,33.1,0.34,138.5,5.0,7.45
1yc4,6.09,6.05,6.31,5.90,493.9,1.9,66.4,1.75,137.3,1.0,6.55
1pzo,5.65,5.40,6.13,5.43,392.5,1.0,64.2,3.31,204.8,4.0,3.32
2mas,6.11,5.99,6.41,5.94,489.0,6.8,38.5,1.01,84.8,2.0,7.52
1ai4,5.13,5.14,5.29,4.94,320.0,1.3,52.6,1.31,103.2,2.0,2.5
1sdu,8.85,8.59,9.42,8.55,1024.7,3.4,163.7,6.14,443.1,10.0,10.07
1bhx,6.66,6.65,6.99,6.35,674.5,3.5,90.3,2.95,196.6,8.0,6.84
1v2w,5.45,5.26,5.87,5.22,444.8,4.6,24.8,1.91,101.8,7.0,4.01
2j7e,5.83,5.78,5.99,5.73,532.3,6.7,9.5,0.00,35.1,4.0,7.32
1lgw,5.03,5.03,5.18,4.87,250.1,0.9,60.0,1.35,118.2,0.0,4
1tom,6.78,6.72,6.95,6.67,617.8,4.5,103.2,2.70,271.7,6.0,8.3
1f0u,7.09,7.00,7.48,6.78,687.0,5.3,99.1,3.14,213.7,6.0,7.16
1sh9,7.68,7.34,8.19,7.50,915.5,1.8,117.8,5.78,431.8,15.0,6.03
2b07,6.68,6.51,7.27,6.26,652.8,3.2,72.8,3.48,155.8,6.0,6.43
1ghv,5.87,5.73,5.98,5.89,444.1,5.0,26.9,0.34,104.6,0.0,4.35
1tkb,6.82,6.85,6.88,6.72,676.3,6.0,89.9,1.76,220.7,7.0,8
2ypi,4.44,4.42,4.61,4.29,239.8,3.7,0.0,0.00,0.0,3.0,4.82
1hbv,7.65,7.24,8.23,7.49,834.0,1.9,121.3,5.93,442.1,12.0,6.37
1b52,6.54,6.48,6.70,6.44,712.8,8.2,52.6,1.60,186.0,12.0,7.12
1ui0,4.85,4.78,5.00,4.77,256.9,4.0,10.1,0.00,30.8,0.0,7.06
2cht,5.51,5.50,5.69,5.35,407.9,4.0,36.6,0.72,70.3,2.0,5.52
1m2p,6.28,6.32,6.62,5.89,479.3,1.6,97.2,2.53,133.7,0.0,6.11
1qkb,6.90,6.79,7.14,6.76,733.9,9.2,72.3,2.26,228.3,12.0,7.35
1h46,5.92,5.77,6.04,5.95,483.2,0.0,78.2,2.66,285.7,5.0,3.57
4er1,9.19,8.98,9.84,8.74,1110.8,3.6,216.1,8.06,559.6,17.0,6.62
1bhf,5.78,5.75,5.73,5.85,599.2,4.9,69.7,2.13,303.6,16.0,4.38
1qbv,6.62,6.62,6.83,6.40,648.6,3.0,94.2,2.70,221.3,7.0,5.39
1h1d,5.71,5.55,6.26,5.32,410.5,4.5,45.6,2.28,73.0,3.0,8.22
1w4q,5.30,5.26,5.46,5.19,426.7,5.7,5.9,0.00,24.2,4.0,5.26
1w5v,9.50,9.50,9.92,9.09,1182.2,5.3,190.0,5.56,408.8,11.0,8.15
1t7d,6.61,6.23,7.41,6.19,634.1,3.3,62.6,4.53,202.2,8.0,6.03
1o2o,6.27,6.05,6.42,6.34,560.2,4.5,35.0,1.18,178.1,3.0,6.36
1v2n,6.91,6.79,7.13,6.80,602.6,3.4,84.3,2.09,203.6,0.0,5.9
1mq5,7.52,7.31,7.57,7.67,809.5,0.8,78.8,2.26,305.5,2.0,9
1pfu,4.51,4.54,4.65,4.34,249.4,2.3,24.4,0.61,50.0,4.0,2.72
1g4j,5.10,5.00,5.44,4.86,338.6,1.9,31.7,1.60,78.3,3.0,8.7
1n5r,5.87,5.63,6.48,5.51,444.8,0.7,82.5,4.26,223.8,6.0,5.66
2j75,5.49,5.37,5.79,5.31,357.9,8.3,12.6,0.13,8.0,1.0,6.65
1hi5,4.88,4.88,5.05,4.71,369.6,4.9,0.0,0.00,0.0,5.0,4.04
1gyy,5.30,5.23,5.66,5.03,304.7,1.8,52.5,1.78,86.3,0.0,3.64
1hvh,7.89,7.70,8.74,7.22,849.3,2.3,149.2,6.49,307.6,10.0,7.96
2i80,6.43,6.22,6.82,6.27,525.1,1.0,83.0,3.21,235.9,2.0,5.4
1sqo,6.05,5.96,5.99,6.20,514.0,3.6,29.8,0.00,139.4,0.0,7.46
2pcp,6.91,6.82,7.14,6.76,570.5,0.0,135.5,3.83,331.6,2.0,8.7
1txr,6.40,6.39,6.67,6.15,515.0,5.4,113.9,3.04,249.6,7.0,7.74
1sqt,5.94,5.94,5.89,5.97,550.6,3.1,28.1,0.00,97.1,2.0,6.2
2f35,5.62,5.35,6.11,5.41,417.4,7.0,18.6,1.69,88.8,5.0,5.4
1gjd,6.52,6.10,6.82,6.65,533.7,4.3,32.0,1.77,218.6,0.0,5.22
2euk,8.53,8.97,9.57,7.04,1075.1,6.5,361.5,12.48,613.2,39.0,6.6
1i5r,9.95,10.08,10.56,9.20,1269.8,6.7,221.2,6.45,368.5,13.0,8.52
1hii,8.49,8.09,9.08,8.30,899.5,5.6,158.4,6.26,488.6,11.0,7.28
7std,7.05,6.83,7.48,6.84,526.9,1.0,163.6,5.40,421.9,4.0,10.72
1vyg,6.61,6.63,6.99,6.20,580.4,2.6,175.9,5.69,405.4,14.0,8
1e3v,6.48,6.22,7.20,6.01,453.2,1.9,123.2,5.21,271.7,4.0,4.34
966c,6.26,6.34,6.02,6.41,620.1,4.2,61.9,0.34,210.3,6.0,7.64
1gaf,5.91,5.92,6.21,5.60,509.9,4.8,67.4,2.06,128.9,7.0,8
1met,8.66,8.56,9.72,7.71,930.8,3.6,200.5,7.84,324.1,10.0,9.4
1v2t,5.52,5.31,5.95,5.31,444.6,5.4,24.7,1.91,108.8,7.0,4.71
1izh,9.19,8.84,9.86,8.88,1084.2,7.3,175.8,6.91,509.0,15.0,7.7
2aj8,6.25,6.23,6.55,5.97,547.9,2.2,67.2,1.98,118.7,2.0,6.2
1sw2,4.72,4.70,4.88,4.59,301.8,2.0,0.0,0.00,0.0,1.0,7.22
1nwl,5.14,5.20,5.18,5.03,437.0,2.2,49.0,1.34,151.9,9.0,2.39
1sld,6.60,6.61,7.12,6.07,669.7,2.6,100.2,3.83,169.6,9.0,6.57
2qwf,5.74,5.54,5.93,5.74,481.2,4.8,24.6,1.15,146.8,5.0,5.67
2avo,8.58,8.43,8.89,8.40,1002.5,2.7,160.5,5.21,442.2,10.0,8.85
1nh0,8.73,8.58,9.36,8.26,1086.3,7.5,165.6,6.30,414.2,18.0,9.74
1gi4,5.83,5.66,6.06,5.76,429.7,5.1,25.1,0.67,85.5,0.0,7.19
2f7o,5.26,5.12,5.50,5.14,336.6,5.8,9.5,0.25,33.9,1.0,7.44
1hvk,9.28,8.96,10.13,8.76,1125.0,5.4,182.6,7.68,472.4,15.0,10.96
1iiq,9.08,8.68,9.79,8.77,1070.1,8.1,166.0,6.91,503.0,16.0,7.48
1x8t,6.67,6.47,7.05,6.49,580.4,14.3,26.6,0.53,62.0,5.0,7.8
1qbq,5.87,5.84,5.83,5.95,453.0,2.2,107.0,2.62,342.4,8.0,8.3
1dmp,8.64,8.41,9.53,7.99,918.7,3.8,174.6,6.91,357.6,8.0,9.55
2ihq,7.17,7.36,7.48,6.69,633.4,1.1,147.5,3.27,186.7,0.0,8.49
2cf9,7.31,7.19,7.54,7.19,741.1,3.5,100.0,2.95,272.5,5.0,7.82
1g7v,4.36,4.56,4.36,4.16,427.8,1.5,0.0,0.00,0.0,11.0,6.4
1jev,7.72,7.92,7.63,7.62,953.9,9.7,103.6,1.37,234.7,13.0,6.89
1g53,5.54,5.34,6.03,5.24,359.7,3.0,53.6,2.61,130.0,3.0,9.04
1njc,5.48,5.41,5.65,5.38,446.1,5.8,5.6,0.00,27.8,3.0,5.55
1nm6,7.63,7.46,7.74,7.69,771.5,2.5,101.5,2.64,318.0,2.0,10.05
1xkk,8.05,8.19,8.40,7.55,938.8,1.0,159.2,4.52,277.2,8.0,8.52
1px4,5.42,5.22,5.77,5.28,382.3,4.5,21.3,1.31,90.9,3.0,3.23
1w5y,9.35,9.23,9.94,8.89,1170.1,4.8,168.4,5.86,379.3,11.0,8.48
1tni,4.92,4.85,4.88,5.03,312.1,1.9,34.3,0.67,169.5,4.0,4
1c1v,5.94,5.91,5.81,6.11,534.2,2.9,33.2,0.00,151.6,2.0,7.64
1g45,5.49,5.26,6.03,5.17,331.0,2.9,57.6,2.95,145.0,3.0,8.64
1u1w,5.72,5.62,6.00,5.56,387.1,4.8,40.9,1.01,82.0,0.0,5.85
1b2h,6.60,6.68,6.73,6.38,767.1,8.9,61.0,1.43,149.4,14.0,4.54
1okl,5.68,5.65,5.99,5.39,377.0,2.6,68.9,1.94,113.7,1.0,6.03
1pzp,5.83,5.76,6.15,5.58,424.8,0.0,88.8,3.03,205.1,3.0,3.31
2avm,8.49,8.23,9.04,8.19,1082.0,10.9,142.1,5.90,451.4,23.0,5.7
1sdv,8.61,8.53,8.81,8.49,1030.8,2.2,161.4,4.83,444.2,10.0,8.74
1ws1,6.47,6.29,6.66,6.46,619.2,5.5,69.7,2.43,266.4,9.0,9.55
1r4w,5.43,5.39,5.57,5.33,459.6,6.3,29.1,0.78,106.6,8.0,4.05
1h6h,4.78,4.68,5.34,4.32,424.3,8.3,0.8,1.77,9.0,15.0,5.3
2i0a,7.79,7.56,8.28,7.54,887.3,2.8,114.1,4.78,339.0,10.0,11.4
1p1o,5.42,5.29,5.72,5.26,392.9,8.6,0.0,0.00,0.0,3.0,5.76
1zp8,7.75,7.51,8.44,7.31,925.3,1.6,119.5,5.86,332.8,13.0,8.77
1fiv,10.06,9.78,10.54,9.86,1225.1,9.0,221.0,7.28,626.6,17.0,6.59
1gwv,4.97,4.98,5.11,4.81,403.9,3.1,0.0,0.00,0.0,4.0,2.57
1amw,5.26,5.28,5.42,5.10,480.4,4.1,0.0,0.00,0.0,5.0,4.54
2cbu,5.75,5.60,6.04,5.62,409.6,6.9,16.2,0.36,36.4,0.0,5.68
1k22,7.07,7.08,7.22,6.91,723.0,5.6,96.7,2.28,229.1,7.0,8.4
1n51,7.00,6.81,7.12,7.07,736.5,5.3,69.7,2.19,283.9,8.0,4.85
1mrx,8.62,8.16,9.03,8.67,895.5,2.5,145.2,5.44,507.1,5.0,7.26
1zhy,8.01,8.02,8.48,7.54,681.8,0.5,236.4,6.78,473.7,5.0,6.52
1fkh,7.00,6.60,8.03,6.39,587.0,2.0,131.8,6.93,322.0,8.0,8.15
1hvs,8.64,8.35,9.34,8.23,1050.3,4.5,154.0,6.66,431.2,15.0,10.3
2bvd,5.64,5.60,5.88,5.44,477.3,7.3,10.9,0.13,7.2,4.0,6
1xap,8.89,9.05,9.44,8.19,733.6,1.9,285.5,7.08,445.5,0.0,8.7
1v2l,5.06,5.00,5.00,5.19,292.6,2.6,27.1,0.00,124.1,0.0,4.29
1e6q,5.34,5.23,5.58,5.19,387.3,5.6,0.0,0.00,0.0,1.0,3.15
1onz,6.35,6.09,6.86,6.10,456.5,4.6,64.0,2.61,154.2,0.0,5.1
2hxm,5.78,5.70,5.86,5.77,515.2,5.8,20.9,0.34,102.5,5.0,5.22
1i9o,5.23,5.06,5.72,4.91,342.5,1.9,36.4,2.28,85.8,3.0,8.42
1d4p,7.07,6.98,7.32,6.89,643.1,2.8,104.1,2.82,241.8,2.0,6.3
2gvv,5.65,5.46,5.85,5.65,369.2,3.6,66.1,2.15,235.1,4.0,3.9
1grp,4.79,4.74,4.98,4.65,258.0,7.6,10.8,0.00,23.2,4.0,3.72
1gi1,5.62,5.54,5.61,5.71,424.2,3.5,24.1,0.00,107.9,0.0,5.47
1fv0,6.36,6.23,6.89,5.97,583.9,1.0,50.9,2.53,80.4,1.0,5.93
1nu3,5.05,5.06,5.19,4.91,260.0,0.0,91.3,2.49,225.6,4.0,4
1b3f,6.70,6.82,6.77,6.52,813.2,7.8,55.3,1.07,134.7,13.0,6.89
1sb1,7.25,7.16,7.26,7.32,757.2,1.8,113.3,2.99,365.3,7.0,6.89
1bnq,5.29,5.22,5.38,5.27,429.1,3.6,25.5,0.80,125.5,6.0,9.49
1ro7,7.61,7.49,7.77,7.57,959.6,12.9,20.1,0.34,114.3,11.0,3.18
1hi3,4.66,4.65,4.82,4.50,310.1,4.0,0.0,0.00,0.0,4.0,4.19
1str,5.91,6.00,6.05,5.68,672.6,4.6,59.3,2.02,170.3,15.0,4.77
1sbg,8.29,7.84,8.95,8.08,857.8,3.2,155.9,6.73,497.4,10.0,7.74
1w3j,5.11,4.99,5.36,4.96,322.7,6.0,0.0,0.00,0.0,1.0,6.32
1gja,6.02,5.90,5.98,6.19,483.5,4.8,29.5,0.00,146.2,0.0,5.42
1i9q,5.25,5.09,5.73,4.93,344.9,1.9,38.3,2.28,87.7,3.0,8.41
1o0f,5.15,5.09,5.37,4.99,388.6,6.3,0.0,0.00,0.0,4.0,5.3
1mfd,5.51,5.52,5.64,5.37,518.7,3.3,27.9,0.89,88.9,7.0,5.31
1xgi,5.65,5.49,5.87,5.59,416.2,3.2,31.0,1.07,112.9,1.0,4.85
1uwf,5.38,5.22,5.76,5.17,381.4,6.6,22.2,1.24,70.0,5.0,6.82
1ua4,5.97,5.90,6.19,5.81,581.0,5.8,0.0,0.00,0.0,3.0,4.22
1xbo,6.98,6.97,7.54,6.42,698.2,4.1,91.3,3.23,112.3,5.0,6.04
1igb,5.92,5.92,6.25,5.61,363.0,4.5,107.1,2.75,192.8,3.0,6.4
1xq0,5.81,5.51,6.44,5.49,445.3,2.7,43.1,3.12,134.6,4.0,6.34
1m7y,6.79,6.69,7.11,6.58,683.0,13.4,38.8,0.86,88.7,9.0,10.96
1thz,6.43,6.15,6.90,6.25,484.9,3.0,67.6,2.81,189.5,0.0,5.15
1gnm,7.03,6.96,6.86,7.26,785.9,7.1,100.9,2.29,404.1,15.0,6.25
2tpi,5.96,5.58,6.21,6.09,478.2,3.9,35.5,2.11,252.2,5.0,4.31
1d3d,7.35,7.20,7.50,7.36,782.9,0.7,119.4,3.87,392.4,8.0,9.09
2h4k,5.97,5.73,6.55,5.63,441.3,3.1,60.0,3.08,145.8,3.0,5.49
2c80,5.89,5.79,6.17,5.72,556.0,8.7,56.3,2.22,199.2,14.0,5.33
2f1g,6.18,6.23,5.82,6.48,634.4,1.2,68.5,0.72,289.0,7.0,7.54
2cbz,5.24,5.20,5.48,5.05,430.7,8.6,0.0,0.00,0.0,7.0,3.93
1r9l,4.76,4.72,4.94,4.63,296.8,2.8,0.0,0.00,0.0,1.0,5.4
1gj6,6.76,6.58,6.77,6.93,605.5,3.9,56.5,1.00,224.6,0.0,7
2ewa,7.20,7.22,7.75,6.63,634.4,0.9,139.5,4.26,197.6,1.0,7.94
1kyv,6.74,6.44,7.16,6.63,673.2,6.8,26.7,1.80,140.6,5.0,5.92
1qxk,6.34,6.53,6.51,6.00,728.9,5.1,76.9,1.98,136.8,13.0,5.05
2h6b,5.70,5.59,6.03,5.49,331.8,5.6,70.9,1.97,151.7,2.0,5.39
2csn,5.39,5.37,5.71,5.09,381.3,0.3,63.3,2.27,119.7,3.0,4.41
2i3i,6.72,6.44,7.10,6.63,604.1,2.7,75.1,3.18,262.9,4.0,7.3
1stc,8.00,8.01,8.49,7.50,797.1,2.5,151.7,4.33,246.2,2.0,8.1
1wht,5.76,5.83,5.83,5.61,399.7,5.4,82.2,1.31,162.1,4.0,3.7
1pvn,6.30,6.16,6.60,6.13,605.1,8.9,0.0,0.00,0.0,3.0,9.82
1rd4,7.11,7.12,7.41,6.80,665.1,0.2,139.7,4.00,288.9,4.0,7.74
1dhj,6.19,6.23,6.51,5.83,602.8,3.4,62.8,2.00,95.5,6.0,6.55
1hnn,5.72,5.77,5.95,5.42,415.3,2.0,69.3,1.60,93.5,1.0,6.24
1b6l,7.94,7.55,8.37,7.89,845.0,3.4,101.7,4.30,367.7,6.0,8.3
1hxb,8.82,8.45,9.41,8.61,995.6,3.1,156.8,6.26,470.3,9.0,9.92
1jq8,6.95,6.88,7.30,6.67,751.4,2.1,123.6,4.58,338.2,13.0,6
2fpz,5.10,5.00,5.08,5.23,324.5,2.1,16.2,0.00,111.9,0.0,3.96
1os0,7.04,6.91,7.56,6.64,674.4,4.7,125.7,4.64,293.3,10.0,6.03
1v0k,5.46,5.37,5.71,5.31,428.0,6.2,0.0,0.00,0.0,2.0,5.1
2bo4,4.47,4.51,4.53,4.37,241.7,3.8,15.8,0.00,38.1,4.0,4.61
1f57,4.14,4.09,4.32,3.99,143.3,3.7,0.0,0.00,0.0,2.0,5.64
1q8w,5.97,5.97,6.26,5.67,472.0,1.5,69.0,1.94,107.7,1.0,5.24
1yej,6.36,6.58,6.39,6.10,691.0,4.2,98.2,2.06,195.1,12.0,7.46
1bnn,5.71,5.58,6.04,5.50,405.1,4.2,46.7,1.62,107.6,2.0,10
1c1u,5.95,5.88,5.80,6.19,512.7,3.7,33.8,0.00,179.2,2.0,8.25
1t4v,6.56,6.33,7.07,6.27,604.2,3.0,95.9,4.29,278.2,9.0,7.68
1dy4,6.44,6.39,6.49,6.44,550.8,4.1,99.1,2.28,287.7,6.0,4.36
1rbp,7.36,7.55,7.25,7.29,576.8,0.0,207.3,3.81,436.2,1.0,6.72
3pcn,5.13,5.19,5.23,4.97,294.1,3.0,59.6,0.97,106.4,2.0,3.66
1xge,4.96,4.83,5.17,4.86,276.0,5.9,3.3,0.00,20.4,1.0,4.68
1mai,5.04,4.95,5.31,4.85,339.5,9.6,0.0,0.00,0.0,6.0,6.68
1qbs,8.60,8.39,9.71,7.70,921.4,3.9,184.4,7.84,324.1,10.0,9.47
1od8,5.67,5.54,5.96,5.50,438.3,6.9,10.3,0.36,23.9,2.0,5.1
1bzj,6.55,6.56,7.15,5.94,488.2,5.8,108.6,3.21,104.6,2.0,4.66
3pcg,5.17,5.19,5.28,5.04,295.8,2.2,62.9,1.31,137.5,2.0,2.3
1hps,8.60,8.18,9.18,8.43,963.4,4.9,157.7,6.54,516.6,13.0,9.22
2fgv,9.06,8.55,9.81,8.83,1021.3,3.6,153.0,6.89,490.4,9.0,6.12
5yas,4.64,4.61,4.78,4.52,282.8,0.8,0.0,0.00,0.0,0.0,3.26
1m2x,4.75,4.69,4.94,4.61,280.9,2.0,22.4,0.89,71.2,3.0,4.15
1q65,5.63,5.61,5.93,5.36,454.4,5.4,40.6,1.27,66.7,5.0,5.46
1njd,5.58,5.48,5.78,5.47,451.8,7.9,5.9,0.00,29.4,4.0,5.57
1c83,6.15,6.09,6.58,5.78,461.9,5.4,56.9,1.60,51.7,0.0,4.85
2avs,8.68,8.53,8.94,8.55,1025.9,3.6,156.3,4.87,440.7,10.0,7.57
1qb6,6.21,6.14,6.45,6.05,562.4,3.8,54.1,1.64,139.2,4.0,6.06
1hvj,8.86,8.55,9.66,8.36,1060.6,4.6,170.6,7.34,449.5,15.0,11.4
2aog,8.35,8.05,8.90,8.11,1075.5,10.7,126.0,5.63,440.7,23.0,6.28
1no6,6.61,6.21,7.31,6.30,461.7,4.9,72.6,3.62,192.5,0.0,4.41
1g46,5.41,5.24,5.85,5.13,340.9,2.0,56.5,2.61,141.5,3.0,8.8
1srg,6.73,6.74,6.90,6.56,539.3,1.5,117.9,2.66,242.1,0.0,5.3
1nw4,5.69,5.67,5.86,5.53,527.8,3.7,4.7,0.00,1.2,2.0,9.07
1qbo,6.70,6.57,6.80,6.72,661.0,3.0,63.4,1.73,222.7,4.0,7.74
1x39,6.33,6.12,6.60,6.26,569.7,7.8,17.5,0.67,88.4,3.0,9.22
3jdw,4.40,4.39,4.49,4.33,219.7,4.3,9.1,0.00,42.3,4.0,3.6
1c86,5.94,5.95,6.10,5.76,437.9,6.6,43.9,0.28,50.3,0.0,4.7
1uho,6.90,6.69,7.23,6.79,681.7,1.6,88.7,3.52,288.5,6.0,9.22
1qft,4.75,4.78,4.84,4.65,283.0,3.3,16.5,0.00,31.6,2.0,8.77
1cet,5.39,5.14,6.04,5.00,340.3,0.5,75.6,4.25,204.5,6.0,2.89
2fw6,5.29,5.18,5.49,5.19,369.1,8.2,7.2,0.00,37.4,4.0,2.92
1aid,6.36,5.99,7.19,5.92,480.7,0.0,109.8,5.89,301.4,6.0,4.82
1xpz,5.67,5.41,6.35,5.27,404.7,2.8,48.9,3.29,119.1,4.0,7.08
1hpx,7.78,7.45,8.46,7.42,884.9,2.2,112.9,5.68,344.8,11.0,11.26
1erb,7.57,7.66,7.47,7.58,612.0,0.0,204.0,4.01,473.0,1.0,8.1
1ctt,5.93,5.86,6.19,5.75,541.5,4.6,14.1,0.47,23.7,2.0,4.52
1m83,7.08,6.89,7.49,6.87,763.5,15.3,0.0,0.00,0.0,7.0,3.4
1ejn,6.64,6.38,6.77,6.78,622.4,4.8,40.8,1.33,220.5,3.0,5.62
1e6s,5.27,5.16,5.52,5.12,367.5,5.7,0.0,0.00,0.0,1.0,3.22
1n3i,5.95,5.94,6.19,5.71,563.0,4.9,18.5,0.42,9.7,3.0,8.89
1qbr,10.08,9.72,11.15,9.37,1158.0,6.9,196.0,7.84,406.8,8.0,10.57
1vyf,5.79,5.66,6.30,5.41,462.2,2.5,127.8,5.40,351.6,15.0,8.05
1mu6,6.28,6.29,6.23,6.32,664.7,1.9,57.7,1.28,205.8,7.0,8.38
1iy7,5.94,5.72,6.32,5.77,396.4,6.8,56.0,1.98,156.9,3.0,6.19
1lyb,7.93,7.34,8.60,7.85,859.7,7.5,127.4,6.67,538.6,18.0,11.42
1g3e,5.44,5.27,5.57,5.48,379.0,4.7,20.5,0.53,117.5,2.0,5.38
1z6s,5.15,5.09,5.36,4.99,383.5,5.5,0.0,0.00,0.0,3.0,4.34
1qbu,8.62,8.33,9.34,8.18,915.6,4.0,166.4,6.41,405.3,8.0,10.24
2afw,4.80,4.75,4.90,4.74,282.2,3.9,17.4,0.27,68.7,3.0,4.77
1o33,5.69,5.59,5.75,5.74,436.0,4.4,18.7,0.00,86.9,0.0,5.74
2c92,6.87,6.81,7.10,6.69,801.5,13.4,18.9,0.36,62.7,12.0,5.68
1drk,5.54,5.32,5.92,5.40,333.3,10.1,0.0,0.00,0.0,0.0,6.82
1o86,6.54,6.29,7.05,6.27,625.2,6.3,69.1,3.41,220.1,10.0,9.57
1mmr,6.52,6.27,6.71,6.59,596.4,5.5,50.0,1.77,231.4,5.0,5.4
1zgi,6.63,6.61,6.50,6.78,704.3,0.5,70.1,1.41,261.7,5.0,5.34
1i80,5.00,4.89,5.22,4.88,311.6,2.8,6.0,0.34,27.0,0.0,6.41
1kzk,8.93,8.62,9.42,8.77,976.1,2.8,172.6,6.06,490.3,7.0,10.39
1k1y,6.55,6.57,6.74,6.34,807.3,6.1,13.1,0.53,37.5,9.0,3.22
1w7g,5.97,5.99,6.17,5.76,668.2,1.6,37.3,1.67,113.2,9.0,5.1
1tnh,4.86,4.80,4.86,4.91,280.9,2.7,17.3,0.00,87.7,1.0,3.37
4ts1,5.23,5.25,5.14,5.30,373.5,3.6,33.6,0.00,120.5,3.0,4.94
2fqt,5.31,5.34,5.40,5.20,464.3,7.5,13.8,0.00,48.3,8.0,6.14
1b8y,7.30,7.22,7.61,7.08,740.8,3.0,100.0,3.01,231.5,4.0,7.85
1t5f,4.66,4.64,4.69,4.64,297.2,5.1,10.7,0.00,72.0,6.0,4.22
7upj,7.43,7.11,7.77,7.41,664.6,3.2,113.2,3.91,364.3,3.0,8.49
1i9n,5.38,5.18,5.91,5.05,334.7,2.8,47.9,2.61,113.3,3.0,8.66
1efy,5.99,6.04,6.04,5.90,475.2,1.6,74.2,1.31,161.2,1.0,8.22
1m1b,4.84,4.74,5.09,4.70,267.9,5.4,0.0,0.00,0.0,1.0,4.66
1tlp,6.34,6.00,6.92,6.12,593.7,4.3,55.3,3.65,226.5,9.0,7.55
1ajn,5.22,5.25,5.42,4.99,337.7,0.6,60.5,1.64,111.8,2.0,2.63
1kmy,6.04,5.81,6.48,5.83,383.5,2.4,78.8,2.95,198.6,0.0,5.1
1j14,5.15,5.06,5.09,5.30,307.5,2.9,25.5,0.00,130.7,0.0,4.49
2qwc,5.34,5.19,5.46,5.36,373.0,6.8,14.6,0.27,100.3,4.0,3.55
2hs1,7.75,7.55,8.28,7.41,870.1,4.0,113.2,4.64,302.7,10.0,8.48
1y3p,7.02,7.07,7.17,6.82,903.3,8.5,11.1,0.00,15.9,9.0,4.82
1jet,6.41,6.37,6.57,6.29,679.2,8.2,55.4,1.60,181.0,12.0,7.25
1ydd,4.96,4.81,5.13,4.93,281.4,3.3,14.3,0.52,81.7,1.0,7.07
1b3g,6.88,6.81,7.10,6.73,757.9,7.4,81.2,2.62,249.2,13.0,6.7
1gvx,8.24,8.15,8.88,7.70,1080.7,9.2,143.3,5.92,361.3,23.0,7.22
2bal,6.72,6.46,7.19,6.52,575.8,2.2,79.7,3.33,226.6,2.0,6.31
1k21,6.80,6.71,7.18,6.53,659.8,6.4,99.3,3.35,249.2,10.0,8.38
1utm,4.61,4.56,4.50,4.76,249.6,1.3,19.1,0.00,130.4,2.0,3.01
1lyx,4.63,4.56,4.85,4.47,248.3,5.8,0.0,0.00,0.0,3.0,4.54
2cex,5.29,5.16,5.42,5.30,396.0,4.8,13.1,0.47,100.5,4.0,4.7
1ohr,8.34,7.90,8.88,8.24,877.6,2.5,137.7,5.77,463.5,7.0,8.7
1ws4,4.72,4.68,4.89,4.57,298.7,3.2,0.0,0.00,0.0,2.0,3
1w96,7.93,7.61,8.75,7.43,748.3,4.1,133.1,5.59,292.2,4.0,8.41
2fxu,7.89,7.51,8.77,7.38,818.7,3.9,180.4,8.22,506.3,17.0,8.15
1o0m,5.37,5.26,5.64,5.20,413.0,6.8,5.3,0.34,21.4,4.0,5.15
1f0r,6.60,6.70,6.58,6.52,665.6,1.9,82.2,1.42,188.0,4.0,7.66
1wc1,5.80,5.75,6.04,5.60,566.6,8.7,0.0,0.00,0.0,7.0,4
