name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
1v2j,-5.906,-96.633,29.043,1,4.796,3.25
2j7g,-8.871,-202.298,77.899,3,5.569,7
4dkq,-8.810,-195.202,70.307,7,5.969,6.6
1qf0,-9.742,-246.794,100.276,13,6.199,7.38
2vvs,-7.900,-181.672,93.986,7,5.867,7.34
4p5d,-10.669,-281.183,136.030,5,6.127,5.82
4ahu,-7.124,-128.116,28.468,1,5.082,2.27
3sbh,-6.782,-130.823,69.521,5,5.820,7.28
3r0y,-6.530,-178.890,144.097,20,6.399,4.84
2vmc,-5.300,-79.187,49.412,3,5.399,2.94
2vxn,-4.858,-77.119,57.233,4,5.142,5
1pzi,-6.488,-148.087,118.257,5,5.805,4.22
3f78,-5.318,-69.804,23.256,3,5.215,3.1
4mmp,-7.359,-160.573,84.248,6,5.734,7.71
1d7j,-4.718,-58.587,10.667,2,4.478,3.3
4gzw,-7.821,-190.097,115.833,14,6.514,4.52
3gi4,-11.956,-323.038,122.991,14,6.518,10.8
1s89,-5.507,-89.716,42.672,3,5.050,5.24
4jv8,-9.721,-221.057,75.716,1,5.698,5.85
2j94,-9.385,-203.550,61.442,7,6.190,6.27
3ijh,-6.227,-130.726,92.822,6,5.691,4
3d91,-11.880,-342.015,145.903,18,6.453,9.15
3el4,-12.180,-339.042,132.305,16,6.509,7.17
3i7e,-11.315,-291.188,93.255,14,6.332,10.85
3b3x,-4.042,-89.902,129.922,5,5.258,3.6
2pnc,-7.331,-136.260,42.821,2,5.443,3.33
3djq,-6.338,-107.591,55.873,6,6.001,2.98
3ip6,-5.761,-96.276,35.100,1,4.754,6.6
3dri,-6.045,-139.872,97.239,18,6.168,4.42
1lee,-11.344,-308.067,117.220,15,6.275,7.74
4u8w,-11.240,-319.860,156.254,13,6.369,11.24
3uw4,-7.668,-180.023,104.331,11,6.213,7.77
3o9e,-12.010,-324.991,113.194,15,6.355,11.3
2oi0,-8.855,-181.603,43.642,4,5.740,7.55
3dc3,-5.300,-62.175,17.812,3,5.403,8.31
1qbn,-8.883,-207.852,93.780,7,6.069,5.85
4qsv,-6.275,-96.665,32.444,2,5.489,2
2r1y,-5.944,-104.549,59.353,3,5.403,4.51
3zyf,-5.600,-98.662,77.469,4,5.711,4.85
4zhm,-9.317,-308.475,289.000,8,6.951,8.05
4wn5,-11.002,-269.255,33.967,19,5.876,7.41
2oax,-12.366,-284.575,50.127,2,6.031,8.65
3g2h,-8.291,-177.602,72.142,3,5.727,3.82
3gst,-9.476,-254.106,130.277,13,6.219,6.72
4qj0,-9.237,-224.337,105.152,9,6.273,7.32
1rp7,-9.205,-214.484,84.574,8,6.087,8.52
4wk1,-9.473,-216.319,110.271,2,6.489,5.89
1gi7,-7.252,-138.793,56.091,2,5.538,4.51
4gih,-8.321,-183.167,75.282,6,5.855,8.32
1odi,-8.377,-171.014,52.652,2,5.588,4.21
4abb,-6.243,-96.412,21.442,1,5.100,4.51
3gtc,-5.060,-67.411,46.053,2,5.425,2.35
4ish,-10.023,-242.673,105.907,5,6.227,8.72
1pxo,-8.977,-207.547,87.246,4,5.796,8.7
4o3f,-8.445,-210.665,127.221,5,5.959,5.56
1b1h,-10.582,-285.796,101.476,18,6.083,7.03
2p4s,-8.779,-192.624,66.444,3,5.599,9.51
4m3p,-4.821,-60.918,23.915,3,4.928,5.4
4k6i,-13.228,-332.806,79.024,3,5.853,6.2
2g8r,-5.380,-96.933,93.845,4,5.875,3.99
4mo8,-6.014,-97.108,39.127,5,5.522,8
3kyq,-7.423,-144.941,20.946,16,5.864,4.22
4bzs,-9.206,-236.873,109.342,15,6.283,7.12
4agm,-6.529,-112.960,68.302,5,6.244,3.98
4qyy,-10.884,-276.937,107.227,8,6.185,7.3
4axd,-8.736,-212.011,113.055,8,6.227,4.43
5c8n,-9.609,-233.107,98.031,7,6.055,7.55
3ocp,-7.442,-142.527,66.121,1,5.796,7.57
1n3z,-6.344,-103.194,45.397,4,5.781,4.2
4mc1,-11.610,-300.176,106.078,10,6.307,7.85
2p53,-6.927,-136.763,72.265,5,5.823,7.46
5fl5,-6.818,-112.388,36.402,4,5.817,8.19
1lf2,-11.077,-301.426,120.394,15,6.275,7.52
1ndw,-8.380,-182.672,58.720,6,5.557,5.23
3h5b,-11.636,-327.800,145.644,14,6.399,10
2r9x,-7.244,-155.382,92.176,6,5.999,4.85
3pb9,-6.792,-119.341,27.110,2,5.063,6.58
3s0d,-7.071,-132.200,20.081,6,5.051,7.05
3nes,-7.734,-164.680,72.498,6,5.794,5.62
4d1j,-6.102,-105.777,47.177,1,5.100,6.31
3gcs,-10.330,-264.395,110.699,9,6.140,7.25
2pvl,-9.866,-234.215,87.734,4,5.858,7.62
4z1e,-7.066,-132.164,60.079,4,5.847,8.24
3umq,-3.906,-29.711,4.137,2,4.478,4.62
4k55,-4.282,-55.733,57.970,7,5.576,5.51
2pym,-11.690,-309.544,113.239,12,6.343,6.82
1jgl,-10.336,-229.605,55.656,0,5.606,8.7
4aci,-5.407,-96.155,61.899,5,5.258,2.22
3lir,-9.733,-242.089,79.956,16,6.166,6.92
1zfk,-7.236,-139.135,58.648,6,5.911,7.92
1nfw,-9.860,-216.120,59.802,5,6.080,8.96
1o0n,-6.365,-109.560,56.060,4,5.781,4.09
4l50,-6.962,-148.939,76.910,7,5.606,6.06
1hdq,-6.161,-111.786,49.873,6,5.412,5.82
3hv8,-9.359,-221.642,129.570,2,6.554,6.98
1b8n,-8.489,-188.330,81.421,2,5.660,10.52
2oag,-8.867,-202.396,96.805,4,6.107,8.47
3f16,-7.316,-156.110,72.227,7,5.670,8.23
3d4y,-7.599,-171.168,90.852,1,5.319,5.7
1uz4,-6.592,-121.893,47.899,1,5.082,3.4
4zzy,-9.440,-217.018,89.121,3,5.982,5.6
2j7f,-7.923,-193.590,117.592,2,5.497,6.35
1o36,-5.307,-200.895,291.187,8,6.197,5.96
3ip5,-4.567,-67.179,40.010,1,4.500,6.22
3bex,-6.367,-124.385,57.254,7,5.399,5.57
4elh,-10.759,-276.054,110.797,9,6.221,8.09
4u5s,-6.490,-183.198,143.762,23,6.399,2.41
1olx,-8.884,-220.732,113.539,8,6.052,4.33
2x6x,-8.982,-236.006,145.582,11,6.539,3.68
4h75,-8.710,-307.479,198.399,42,6.886,6.6
4h81,-7.421,-148.227,47.009,3,5.215,5.12
2h21,-9.553,-218.967,72.302,7,5.992,6.54
4ykk,-4.760,-79.954,55.766,2,4.664,2.77
4ax9,-10.010,-278.650,145.896,14,6.328,9.57
2i6b,-8.349,-215.326,150.057,3,5.992,7.17
2d1n,-10.470,-279.233,87.515,21,6.143,8.15
4r4i,-7.904,-169.550,93.900,7,6.422,6.27
3ao2,-8.178,-143.248,20.067,1,5.687,3.77
2h15,-7.750,-154.283,64.100,3,5.823,5.67
3hk1,-7.301,-139.094,44.201,8,5.826,6.17
5efc,-6.509,-134.016,99.164,8,6.271,4.85
4ht2,-6.210,-109.686,74.047,3,5.905,6.54
2rk8,-5.020,-69.281,31.291,1,4.836,3.64
2e27,-10.308,-232.556,54.321,5,5.835,9.35
4nue,-7.479,-157.729,85.785,5,5.984,6.82
1n4k,-7.296,-151.240,83.089,6,6.040,10.05
4gq4,-8.060,-168.909,78.254,4,6.031,7.66
3c2f,-6.358,-130.915,93.264,7,5.966,2
2ptz,-5.366,-99.876,69.580,3,5.043,7.82
3s71,-6.622,-105.612,24.038,1,5.283,8.64
4z84,-9.924,-234.125,88.234,3,5.870,5.82
2rio,-8.377,-192.913,98.475,6,6.057,4.69
1xhy,-7.177,-150.085,68.133,4,5.385,6.18
4bf1,-7.997,-150.746,45.214,3,5.875,8.62
3l4u,-8.773,-207.502,86.772,8,5.844,7.52
4wkn,-10.267,-233.758,56.320,4,5.684,9.72
4dkp,-8.369,-171.591,54.360,5,5.852,5.72
3kdc,-12.516,-347.249,138.717,13,6.509,9.28
1f8b,-6.921,-145.008,78.292,6,5.674,5.4
4f1l,-7.443,-154.263,59.707,5,5.456,5.12
2web,-10.023,-267.104,118.480,15,6.292,5.12
5aoj,-7.410,-134.491,62.694,2,6.120,4.68
2i3h,-7.664,-173.432,86.404,12,6.158,7.4
3u10,-8.589,-177.606,64.694,1,5.796,5.44
2p7a,-6.630,-110.616,23.010,0,4.956,6.1
3c8e,-6.107,-127.574,77.704,11,5.730,4.15
3kmx,-7.327,-141.696,42.220,7,5.610,4.82
3c8b,-8.043,-211.814,102.952,22,6.223,6.1
4hf4,-11.182,-275.516,90.953,6,6.103,8.62
1swr,-7.327,-154.974,69.551,5,5.498,6.92
4jss,-5.240,-66.536,17.894,0,4.860,3.3
4w9k,-9.407,-251.996,131.852,15,6.429,6.54
1ypj,-11.707,-283.389,78.884,5,6.110,7.02
4in9,-9.732,-242.257,92.315,14,6.285,4.97
4etz,-6.288,-128.152,134.166,2,6.554,6.3
3f7h,-7.787,-178.688,92.945,12,6.253,7.09
1g2l,-11.402,-288.511,87.655,12,6.266,7.24
2qrg,-8.835,-195.613,76.356,3,5.784,5.18
2xd9,-8.592,-182.230,61.506,2,5.599,6.46
4ei4,-9.465,-197.716,43.065,1,5.599,8.74
5bry,-11.837,-324.892,124.326,15,6.384,11.82
3bgs,-8.505,-180.639,60.032,3,5.599,9.42
2ate,-7.616,-162.804,81.001,5,5.832,7.07
3dxh,-6.267,-111.660,67.622,6,6.001,3.19
2qd7,-11.797,-305.826,97.046,13,6.356,9.1
3d8y,-5.882,-91.655,52.589,3,5.737,3.4
1ex8,-9.853,-288.364,189.356,13,6.636,6.33
4k7o,-4.170,-75.352,103.595,1,5.113,4.3
2ha5,-6.564,-110.061,16.984,4,5.088,4.34
4jz1,-10.747,-291.276,141.417,9,6.258,6.7
2hb3,-12.088,-318.883,99.738,14,6.328,11.35
3ryy,-6.561,-116.179,41.482,5,5.489,7.42
2jdm,-5.626,-94.213,56.699,1,5.182,5.4
4b2i,-6.192,-98.853,19.036,0,4.771,3
4a6b,-14.154,-389.183,110.720,17,6.596,8.38
1wdn,-5.564,-97.162,47.265,4,4.991,6.3
1qji,-10.442,-297.557,135.376,23,6.610,4.85
1x8j,-9.950,-208.981,42.295,0,5.671,6.96
1fh7,-8.104,-177.279,80.149,2,5.584,5.24
2cgf,-7.950,-158.529,71.047,0,5.823,6.41
2yi7,-8.909,-188.129,57.285,4,5.852,8.32
4qjx,-8.018,-176.657,85.223,7,6.050,7.28
4att,-7.203,-155.804,93.560,4,5.781,6.98
1ch8,-8.694,-214.304,127.306,6,6.236,7
3ms9,-6.647,-116.466,36.677,2,5.220,5.22
1wur,-9.275,-239.492,134.064,8,6.256,6.66
4ijh,-6.067,-98.344,65.271,3,6.004,4.33
4cwo,-9.734,-211.431,54.897,2,5.734,5.21
1jsv,-6.511,-150.095,118.580,3,5.580,5.7
3zbx,-11.587,-274.036,66.041,3,5.878,8.22
4z93,-9.871,-214.931,58.305,4,6.026,7.35
1mtr,-12.129,-335.976,138.975,12,6.391,8.4
2j4i,-10.576,-260.610,89.711,11,6.325,9
3vd9,-7.538,-148.135,50.614,3,5.473,4
4c6u,-7.661,-154.188,54.710,3,5.473,4.59
4uoh,-7.564,-155.573,76.204,6,6.057,4.77
3si4,-9.764,-230.401,74.450,8,5.911,3.88
1owe,-7.997,-167.403,64.341,4,5.670,6.2
3sur,-7.757,-155.275,54.894,1,5.389,4.15
1dud,-7.696,-146.388,47.425,6,5.961,4.82
2f6t,-6.917,-144.979,86.377,7,5.954,4.62
2olb,-9.777,-258.550,90.886,19,6.007,5.54
1bn4,-6.930,-129.901,58.492,6,5.892,9.31
3v7t,-8.635,-188.907,78.454,7,6.205,7.21
4e4l,-10.026,-219.715,56.410,2,5.809,8.77
2cen,-14.323,-404.809,126.987,17,6.521,8.3
1egh,-5.263,-86.942,51.729,3,5.050,5.7
1bq4,-6.412,-126.055,79.196,6,5.835,5.22
2ojg,-9.822,-206.535,29.435,4,5.635,5.64
4nja,-6.669,-143.562,117.259,4,6.157,6.22
3hvi,-12.087,-329.400,136.548,9,6.310,8.3
1ogg,-11.823,-316.115,121.570,12,6.435,5.19
3iae,-11.116,-316.767,165.044,12,6.460,3.89
2nmx,-6.729,-118.571,36.120,5,5.489,5.57
3djv,-6.622,-116.186,53.313,4,5.778,4.55
1gz4,-8.931,-190.996,62.477,8,6.229,3.7
1lnm,-10.905,-256.132,81.505,1,5.925,8.7
3d83,-12.226,-315.660,96.351,9,6.153,8.36
4s1g,-9.896,-245.207,103.782,7,6.053,9.22
4qf7,-7.275,-180.140,144.399,2,5.841,8.6
4dff,-8.245,-163.406,49.074,3,5.746,7.46
3zsq,-9.076,-229.501,106.397,14,6.275,4.96
2j7d,-9.151,-218.972,93.026,3,5.576,7.13
3zps,-8.467,-350.937,349.593,23,6.592,8.3
1ppk,-7.825,-202.692,110.567,19,6.252,7.66
2pwg,-7.763,-166.966,74.105,0,5.248,4.82
1ecq,-5.070,-111.849,111.319,5,5.268,3
2bys,-11.788,-296.155,82.682,6,5.824,9.52
3mxd,-12.172,-331.407,126.325,13,6.438,8.83
1w11,-8.669,-223.727,117.251,13,6.136,8.22
3d2e,-9.692,-235.477,101.160,8,6.229,6.42
4llj,-6.385,-101.534,21.805,0,4.991,3.42
1b5i,-9.237,-235.145,84.291,17,5.969,7.05
2z94,-4.618,-40.886,14.096,0,5.050,5.85
2nmz,-11.970,-349.088,163.337,16,6.509,8.37
1mh5,-10.238,-272.907,108.013,16,6.166,9.21
1fkf,-12.015,-312.794,136.011,6,6.689,9.4
187l,-7.319,-137.002,20.148,0,4.664,3.37
3tfu,-9.256,-237.639,120.716,8,5.987,3.28
1zoh,-7.843,-141.779,60.792,0,6.184,7
1jys,-5.847,-83.610,16.220,0,4.906,3.52
4i7k,-7.011,-128.780,16.917,0,4.522,3.04
4ury,-7.357,-141.259,44.714,4,5.472,2.22
1g36,-9.895,-226.093,71.629,6,6.050,7.17
3ipq,-15.582,-434.199,112.741,14,6.367,7.57
4np2,-5.484,-81.674,48.164,2,5.430,2.26
4omc,-10.830,-330.630,153.818,29,6.629,10.78
3ok9,-11.821,-332.106,143.138,14,6.404,11.23
3acl,-10.721,-254.088,73.163,6,5.989,6.22
2q5k,-12.813,-364.895,137.320,17,6.443,11.3
4az5,-7.754,-156.677,58.042,1,5.398,5.99
1om1,-9.849,-222.622,66.637,2,5.674,6.77
2a4m,-5.259,-110.022,106.302,3,5.323,4.52
4xy8,-8.347,-172.938,65.297,2,5.765,6.4
3p3s,-7.231,-134.344,68.301,1,5.921,7.59
1m7d,-10.072,-244.819,96.770,8,6.237,6.23
4pp0,-8.769,-210.497,85.447,8,5.670,4.4
3qwc,-9.391,-218.816,78.183,8,5.999,4.26
1x38,-8.242,-189.260,95.981,2,5.621,8.77
1c5t,-6.259,-104.298,38.613,1,5.182,4.1
5cqu,-8.496,-161.696,43.513,7,6.393,6.54
4rqv,-7.672,-142.435,51.298,3,5.940,5.05
2zmm,-8.314,-185.952,85.732,9,6.235,7.6
1nfy,-10.226,-229.218,65.272,5,6.138,8.89
4q09,-7.376,-153.437,84.806,6,6.096,8.17
1a9m,-9.965,-270.850,104.488,23,6.394,6.92
2vpn,-6.282,-112.130,42.911,1,4.963,6.72
3aqt,-6.144,-98.971,19.162,0,4.701,6.72
1fkb,-10.814,-274.806,140.433,6,6.817,9.7
4us3,-9.087,-199.793,50.563,3,5.323,5.32
3ekt,-11.591,-315.979,125.925,13,6.305,10.59
3p3t,-7.890,-155.064,37.553,5,5.514,7.24
4tkh,-6.599,-121.580,25.109,11,5.421,5.74
2uxi,-7.667,-160.762,68.827,4,5.613,7.3
1bai,-10.498,-332.148,159.325,35,6.744,7.7
2ves,-10.236,-258.458,108.193,7,6.041,7.7
2a5s,-5.723,-102.762,49.271,4,5.011,6.7
3a1s,-7.199,-150.091,89.361,6,6.107,4.83
1m5w,-5.138,-104.053,96.789,5,5.366,4.27
3r6c,-9.763,-231.589,91.433,3,5.835,4.72
3pbb,-7.861,-162.203,48.693,9,5.769,7.02
3ttp,-11.350,-299.233,108.698,13,6.305,9.12
4lm0,-5.731,-80.938,22.399,1,5.100,3.25
1z71,-10.165,-248.489,93.791,9,6.217,9.18
3jy0,-8.779,-166.799,30.720,2,5.817,8.3
4n8q,-5.682,-87.275,34.786,1,5.044,3.42
2ces,-8.113,-182.703,82.425,1,5.319,7.25
1ogd,-5.677,-96.194,53.984,0,5.011,3.03
3uxd,-6.870,-116.069,30.477,0,5.231,4.41
4bb9,-7.216,-150.801,77.973,3,5.561,6
2xm2,-6.706,-153.892,109.225,3,5.456,4.62
1hos,-11.918,-354.981,154.410,24,6.647,8.55
3fx6,-5.895,-142.445,126.743,7,5.599,6.8
3ekw,-12.309,-379.089,180.062,22,6.557,7.96
2v3u,-5.012,-79.881,40.917,2,4.664,3
1dgm,-7.266,-132.437,45.422,2,5.588,5.05
4qp2,-6.190,-93.353,23.353,0,5.124,3.03
1c5y,-6.251,-109.628,48.994,1,5.182,4.2
2qv7,-7.452,-157.974,87.219,6,6.057,3.66
3w5n,-7.201,-145.652,61.039,0,5.100,3.87
2fu8,-5.702,-87.385,36.929,4,5.380,4.7
3b92,-8.611,-177.929,40.109,6,5.649,8
1fzo,-11.648,-392.721,224.217,31,6.856,7.89
1sr7,-12.454,-326.128,121.167,5,6.258,10.1
2qg2,-9.931,-213.739,49.291,2,5.772,5.4
1fzq,-7.697,-167.520,92.823,6,6.107,7.62
1utl,-5.841,-91.635,21.167,3,4.913,2.47
1jvu,-5.690,-117.296,109.802,4,5.778,5.15
5e2r,-8.203,-169.801,64.698,4,5.864,7.06
3vfb,-12.285,-331.400,114.503,14,6.399,9.04
1f8c,-6.791,-142.289,80.810,6,5.674,7.4
3g08,-14.119,-418.271,104.721,34,6.556,8.16
3s54,-11.199,-303.210,124.939,13,6.305,9.64
1ik4,-5.132,-100.961,85.756,4,5.142,7.41
3kmc,-7.425,-175.746,85.232,16,6.031,6.4
3k1j,-9.605,-224.371,85.562,6,6.057,6.4
3djx,-6.475,-114.174,58.180,4,5.778,2.81
2qrm,-8.675,-189.550,76.305,3,5.832,4.03
1tcw,-8.001,-192.077,92.684,16,6.289,6.02
3n0n,-6.954,-131.712,66.161,5,5.943,7.3
1e2l,-7.567,-151.794,61.671,2,5.530,4.29
4ibe,-7.132,-132.963,70.607,5,6.248,4.15
1bm7,-8.361,-181.633,68.327,4,5.639,7.52
3jzg,-6.625,-148.226,70.665,21,6.227,4.4
4qge,-8.821,-212.360,102.852,7,5.997,9.3
4j44,-5.813,-112.588,67.576,13,5.922,5.73
4gu9,-7.810,-145.578,31.950,2,5.434,4.37
3eeb,-9.454,-257.438,152.566,12,6.492,5.89
2y8c,-8.836,-223.459,111.293,13,6.241,6.4
1nfx,-10.841,-247.028,62.673,6,6.225,8.52
1xow,-10.743,-242.449,57.639,0,5.650,9.28
2i2b,-7.299,-134.672,46.376,1,5.468,2.44
2pqb,-8.249,-207.852,126.047,9,6.127,7.2
1a4w,-10.311,-275.663,122.995,15,6.422,5.92
1lcp,-4.904,-61.558,28.344,3,5.124,6.64
1g48,-6.780,-123.364,54.328,5,5.787,8.41
1loq,-6.996,-141.251,78.450,4,5.781,3.7
4p6w,-12.156,-315.244,118.234,5,6.258,9.15
3cow,-10.167,-245.733,88.568,8,6.132,6.9
3oim,-7.899,-163.023,76.391,3,5.938,6.74
1bp0,-7.335,-143.849,61.427,4,5.730,5.4
4ffs,-11.031,-261.441,58.200,7,5.818,10.44
4lzr,-8.088,-173.169,75.744,6,5.989,4.7
3zq9,-7.719,-163.122,77.356,4,5.787,6.02
2oxy,-6.941,-108.745,46.805,0,6.063,6.52
2iko,-9.566,-215.136,66.735,5,5.875,5.45
3mna,-6.018,-113.886,79.331,7,5.919,7.39
2bt9,-6.195,-111.772,56.287,1,5.182,6.19
3ts4,-10.902,-287.759,100.482,17,6.337,8.72
2zgx,-8.979,-208.176,74.518,8,5.809,6.74
3kdm,-10.513,-235.892,59.389,0,5.664,7
1o5e,-8.107,-211.631,153.184,3,5.892,5.74
2yhw,-7.116,-149.923,75.515,3,5.399,5.6
4fzj,-5.236,-56.803,13.535,1,5.278,3.15
2v2h,-4.674,-64.194,43.608,3,5.050,3.77
3hl7,-10.429,-243.688,74.165,5,5.984,7.64
4yhq,-11.106,-322.030,168.138,13,6.369,8.77
4i8n,-7.308,-162.322,98.098,9,6.180,4.46
1ypg,-12.011,-291.241,76.702,5,6.132,8
1pdz,-5.194,-72.329,28.481,3,5.050,3.7
2evl,-12.846,-374.397,98.186,34,6.584,6.7
3juq,-7.896,-160.618,62.357,3,5.701,4.91
4wa9,-11.203,-267.805,69.305,6,5.956,8.42
1z4o,-7.335,-156.835,82.292,3,5.561,4.52
3kdd,-12.474,-352.026,148.092,13,6.460,8.46
3c2o,-5.899,-100.354,46.017,2,5.118,3.35
2ypp,-7.167,-142.058,49.863,3,5.204,4.41
1o3i,-7.256,-154.102,96.870,2,5.841,7.3
1pme,-9.720,-219.645,72.066,4,5.933,9.4
2h4n,-5.107,-55.976,17.490,3,5.403,8.7
3vvy,-10.500,-250.876,84.686,2,5.753,4.84
3hmo,-10.870,-267.095,109.507,2,6.147,7.52
1laf,-6.647,-135.234,55.634,6,5.177,7.85
3cm2,-7.112,-163.003,108.112,10,6.201,6.47
3iob,-8.093,-157.931,47.189,2,5.646,3.42
2pvj,-9.797,-228.976,78.178,5,5.853,8.1
1hvr,-15.208,-419.518,130.263,8,6.407,9.51
2xn5,-8.157,-167.061,56.035,5,5.799,6.69
4ovh,-6.435,-126.527,86.004,6,6.011,4.85
4g4p,-5.498,-95.959,48.842,4,4.991,6.89
3g2k,-9.419,-213.669,79.822,3,5.878,4.79
2zwz,-7.303,-154.903,71.929,1,5.177,7.79
2nsl,-7.613,-167.449,89.631,5,5.826,4.68
3m96,-8.095,-163.139,65.874,5,6.129,7.22
2obf,-10.433,-250.627,85.629,4,5.867,8.85
1ghw,-6.075,-158.002,160.457,2,5.534,4.2
1ft7,-4.783,-63.390,38.550,3,5.118,5.18
4c1y,-5.480,-86.139,50.132,1,5.182,3.6
1hmt,-6.990,-146.706,40.709,16,5.650,5.79
4ibf,-6.529,-118.228,76.256,6,6.286,4.43
186l,-8.216,-168.296,25.141,3,4.899,4.85
1ndv,-9.334,-204.580,59.537,6,5.938,5.92
1w13,-9.214,-232.758,100.121,14,6.170,8.7
1ajv,-13.156,-363.843,136.679,10,6.353,7.72
2o4z,-3.989,-32.843,18.611,1,4.718,6.25
3t3c,-11.403,-295.625,98.880,13,6.305,10.23
3s5y,-6.439,-127.765,68.564,1,5.100,7.41
4zls,-12.110,-351.779,154.795,17,6.465,9.09
2clh,-9.926,-229.692,66.318,6,5.802,4.06
1lbk,-5.921,-115.850,66.683,11,5.730,3.18
3ffg,-12.234,-306.571,97.168,7,6.424,9.08
2oiq,-13.119,-341.399,97.900,8,6.203,5
2zq2,-9.545,-228.880,85.669,9,6.029,6.56
1b6k,-12.626,-349.806,137.650,13,6.523,8.74
4kwf,-9.015,-197.123,59.264,2,5.468,4.82
1koj,-6.435,-138.188,85.570,7,5.557,6.7
1lah,-5.809,-104.110,42.136,4,4.899,7.52
1oxr,-6.118,-99.820,31.733,3,5.193,5.19
3b26,-8.715,-185.115,64.345,1,5.624,6.64
1atl,-7.478,-166.803,78.438,10,5.826,6.28
1sdt,-13.576,-376.015,123.402,14,6.421,9.27
3ibl,-6.022,-97.413,25.785,11,5.717,7.84
5caq,-9.647,-223.408,82.258,5,5.992,8.57
3hub,-11.402,-290.574,108.342,7,6.241,8.09
1uml,-11.454,-283.734,72.386,11,6.099,7.52
1t32,-12.095,-305.728,99.995,9,6.508,7.42
3b24,-5.749,-87.960,32.374,2,5.136,4.38
3p9l,-11.528,-396.013,205.824,40,6.872,5.3
1i2s,-5.553,-98.737,58.209,5,5.258,3.31
3zlr,-12.367,-328.543,117.486,10,6.370,9.26
3g35,-6.076,-107.274,63.118,4,5.646,4.68
3cd5,-10.490,-264.197,94.793,12,6.251,7.9
4abh,-6.616,-116.874,37.439,2,5.177,4.15
4mrg,-4.919,-63.306,36.536,0,5.005,2.96
1f3e,-6.505,-115.867,52.518,0,5.258,6.7
1c88,-6.562,-134.114,83.111,4,5.602,5.29
2pou,-6.716,-113.814,48.066,2,5.717,7.42
3tzm,-11.177,-260.947,64.936,4,5.951,7.77
1j4r,-9.256,-258.408,145.818,17,6.437,7.72
3c8a,-7.982,-201.956,88.106,22,6.223,6.18
2wq5,-8.514,-230.038,177.208,2,6.132,3.74
3ove,-7.375,-192.732,135.240,15,6.319,6.57
2yaz,-8.793,-185.515,54.157,4,5.730,5.14
2pqc,-7.853,-209.983,155.297,7,6.006,5.74
4jc1,-5.687,-97.090,76.435,4,5.881,4.3
4r76,-7.618,-165.682,80.361,7,5.861,7.85
1b55,-7.103,-200.799,186.916,8,6.214,7.4
3qps,-9.085,-217.850,109.045,4,6.012,5.6
4qrh,-9.708,-257.412,139.456,12,6.535,5.15
456c,-9.893,-244.377,102.394,7,6.052,9.77
4rfd,-6.631,-116.221,34.365,6,5.502,8.05
4wrb,-9.203,-211.038,77.368,6,5.892,6.19
1msn,-12.568,-342.633,124.307,12,6.355,9.09
4abe,-6.624,-117.314,37.096,2,5.160,3.4
3v78,-12.304,-315.580,100.211,2,5.753,5.54
3qfy,-6.069,-103.511,40.662,1,4.998,6.12
3f5j,-12.772,-363.067,163.753,10,6.502,4.28
4n7u,-4.292,-55.474,56.631,7,5.568,6.29
2qdt,-5.132,-69.958,25.693,5,5.176,5.19
1o2h,-7.352,-185.844,142.457,4,5.818,7.17
4xu1,-11.659,-305.499,110.203,11,6.321,9.49
3ckz,-7.391,-173.937,103.385,8,5.812,8.72
2qrp,-9.256,-213.236,90.707,2,5.844,6.2
4n3l,-9.422,-252.966,137.593,15,6.546,7
1h2t,-10.449,-283.639,151.926,12,6.698,7.89
1oar,-8.872,-208.121,104.037,1,5.768,7.4
4elf,-11.101,-288.166,112.973,10,6.298,8.03
2pyi,-8.674,-196.874,82.040,6,5.898,3.75
2ccb,-6.861,-137.580,82.117,5,5.933,7.45
1yc4,-8.701,-173.946,36.095,3,5.599,6.55
4oag,-6.622,-147.521,116.138,6,6.057,6.3
2v77,-6.908,-145.836,66.150,10,5.670,5.06
1pzo,-7.152,-126.352,39.051,5,5.808,3.32
2ce9,-8.717,-230.453,109.030,24,6.656,6.03
3wq6,-12.963,-373.712,161.049,12,6.397,4.59
2zjw,-8.624,-189.099,84.199,0,5.710,7.7
3vfa,-11.829,-323.504,126.377,14,6.399,9.19
4hwo,-8.463,-207.760,118.613,6,5.994,8.54
3gs6,-6.198,-131.700,95.978,9,5.943,6.59
4ew2,-7.817,-184.654,95.584,13,6.174,6.68
2mas,-8.433,-182.977,64.721,2,5.417,7.52
3lvw,-6.245,-125.813,66.325,11,5.730,2.67
4ase,-12.057,-298.177,75.679,8,6.118,11
1ai4,-6.228,-113.882,52.343,2,5.124,2.5
2qhd,-6.542,-113.260,11.477,10,5.299,5.38
3i51,-6.297,-106.721,44.441,0,5.182,7.7
3lpi,-12.000,-325.614,120.354,15,6.487,8.52
4dv8,-8.941,-217.565,84.671,13,6.009,9.24
2w9h,-8.184,-181.980,77.222,5,5.674,6.37
4xxh,-9.044,-224.275,117.642,6,6.045,5
3ouj,-4.986,-69.737,29.500,4,4.984,6.05
4r75,-8.310,-196.352,96.537,5,5.670,7.24
4ibg,-8.223,-174.341,79.678,6,6.225,3.97
4lj5,-8.979,-195.216,67.667,6,6.057,6.29
3dnd,-7.015,-121.866,26.371,2,5.247,4.8
3e6y,-7.295,-179.954,136.953,11,6.481,5.6
2ojj,-10.374,-237.714,64.928,7,6.127,8.7
