name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
3axz,-8.492,-0.108,-7.266,-2.322,-0.664,0.938,58,8,0,0,7,0,1.000,3.43
3s3v,-8.304,-0.125,-7.849,-3.020,-0.415,0.804,84,3,2,0,5,1,0.929,6.23
1sbg,-9.710,-0.140,-10.696,-6.824,-0.664,2.010,94,6,2,0,12,3,1.000,7.74
1bhf,-9.294,-0.094,-9.447,-5.326,-0.913,2.010,71,4,7,0,11,4,0.862,4.38
3mfv,-8.830,-0.198,-7.788,-1.561,-1.411,0.402,28,3,14,0,2,1,1.000,2.52
4eb8,-7.678,-0.108,-7.381,-2.769,-0.332,0.938,62,4,0,0,5,2,1.000,9.82
1o3l,-8.822,-0.162,-9.098,-3.905,-0.913,0.938,73,7,4,0,6,1,1.000,6.54
3tif,-10.229,-0.073,-7.193,-2.038,-1.411,1.474,52,11,6,0,9,2,1.000,5.38
2qg0,-7.443,-0.072,-7.171,-3.363,-0.332,1.742,53,4,0,0,11,2,0.824,5.72
4or4,-7.448,-0.060,-6.968,-2.107,-0.581,0.938,37,5,2,0,3,4,0.818,4.57
3l59,-6.221,-0.081,-6.592,-1.629,-0.415,0.670,26,3,2,0,5,0,0.917,3.7
2q63,-10.080,-0.135,-10.603,-7.082,-0.581,2.278,108,6,1,0,16,1,1.000,7.18
4ayq,-8.586,-0.202,-8.046,-1.583,-1.245,0.000,32,7,8,0,0,0,1.000,7.33
4kwf,-8.129,-0.148,-7.890,-3.527,-0.083,0.938,109,1,0,0,1,6,1.000,4.82
2reg,-7.411,-0.154,-6.293,-1.177,-0.166,0.268,72,2,0,0,2,0,1.000,5.64
4ngm,-11.945,-0.157,-10.386,-4.548,-1.826,1.206,77,7,15,0,9,0,1.000,10.35
4cpy,-8.277,-0.168,-8.572,-2.677,-1.079,0.402,39,1,12,0,3,0,1.000,6.31
4j93,-6.690,-0.124,-7.823,-3.243,-0.166,0.804,58,2,0,0,6,0,1.000,4.7
2fzg,-8.678,-0.072,-6.800,-2.296,-1.162,1.876,21,3,11,0,11,3,1.000,3.38
1gyy,-7.340,-0.140,-7.042,-2.111,-0.249,0.536,69,1,2,0,3,1,1.000,3.64
4u1b,-8.879,-0.216,-8.030,-1.835,-1.245,0.268,45,3,12,0,1,1,1.000,5.31
4i7l,-5.881,-0.208,-6.677,-1.376,-0.083,0.000,40,1,0,0,0,0,1.000,3.99
4lzr,-6.457,-0.120,-8.685,-4.590,-0.083,1.206,58,1,0,0,9,0,1.000,4.7
4b8y,-9.147,-0.088,-9.452,-4.559,-0.747,1.072,85,9,0,0,6,2,0.778,8.05
2qg2,-7.707,-0.088,-7.337,-3.644,-0.083,1.608,80,1,0,0,12,0,1.000,5.4
3f5k,-10.161,-0.067,-8.982,-5.531,-0.913,2.680,82,9,2,0,16,4,0.867,4.62
4k3h,-8.453,-0.166,-9.522,-5.376,-0.000,1.072,113,0,0,0,8,0,1.000,6.85
2qd6,-9.070,-0.083,-8.549,-5.462,-0.415,2.546,78,5,0,0,15,4,1.000,8.68
4agc,-9.642,-0.156,-9.591,-5.279,-0.166,1.072,129,2,0,0,8,0,1.000,10.7
1odj,-7.442,-0.055,-6.316,-2.291,-0.415,1.608,49,3,2,0,9,3,1.000,4.1
1lbf,-10.315,-0.138,-8.402,-2.277,-1.577,0.670,46,11,8,0,3,2,1.000,7.85
4j7e,-6.431,-0.062,-7.519,-3.239,-0.000,0.938,54,0,0,0,5,2,0.593,4.85
3pcj,-6.320,-0.115,-6.486,-1.370,-0.166,0.268,40,1,1,0,0,2,1.000,7.22
1u1w,-7.567,-0.168,-7.069,-1.589,-0.664,0.402,39,7,1,0,2,1,1.000,5.85
3r6c,-8.759,-0.147,-8.887,-4.077,-0.664,1.072,89,1,7,0,6,2,1.000,4.72
1g2k,-10.864,-0.145,-11.752,-7.497,-0.913,1.876,106,3,8,0,12,2,1.000,7.96
4br3,-8.794,-0.109,-8.812,-5.068,-0.000,1.474,136,0,0,0,9,2,0.885,5.72
1sw1,-7.592,-0.162,-6.842,-1.611,-0.415,0.402,57,1,4,0,2,1,1.000,7.3
1rmz,-7.166,-0.092,-7.145,-3.152,-0.249,1.474,46,3,0,0,7,4,1.000,8
4u73,-8.505,-0.231,-7.993,-1.581,-1.328,0.134,31,4,12,0,0,1,1.000,5.18
3ta0,-10.873,-0.062,-7.138,-2.302,-1.494,1.876,50,7,11,0,9,5,1.000,3.47
2rin,-7.342,-0.043,-5.651,-1.639,-0.000,1.206,81,0,0,0,6,3,1.000,4
4i54,-7.608,-0.090,-7.747,-4.207,-0.332,2.010,59,4,0,0,14,1,1.000,6.96
2rcn,-9.352,-0.077,-7.380,-1.804,-1.162,0.804,43,11,3,0,2,4,0.900,6
2we3,-10.985,-0.117,-8.501,-1.827,-1.992,0.536,41,12,12,0,4,0,1.000,4.43
2q6f,-10.104,-0.098,-10.018,-6.765,-0.581,2.546,99,7,0,0,16,3,1.000,5.44
1ai4,-6.601,-0.115,-6.600,-1.803,-0.249,0.670,44,3,0,0,4,1,1.000,2.5
5cbm,-7.174,-0.102,-6.842,-1.949,-0.747,1.072,27,5,4,0,6,2,1.000,7.77
3nq3,-6.377,-0.173,-7.297,-2.347,-0.000,0.268,66,0,0,0,0,2,1.000,3.78
2zjw,-6.366,-0.097,-7.361,-3.266,-0.083,1.206,54,1,0,0,8,1,1.000,7.7
4jym,-6.594,-0.120,-6.537,-1.855,-0.000,0.536,74,0,0,0,4,0,1.000,5.04
3ryz,-7.036,-0.061,-6.675,-2.299,-0.498,1.340,31,2,4,0,10,0,0.818,8.62
4nh7,-8.465,-0.115,-9.005,-5.012,-0.249,1.474,92,3,0,0,11,0,0.957,8.4
3mz6,-6.151,-0.072,-6.793,-2.079,-0.166,0.670,38,2,0,0,2,3,0.562,7.2
5amd,-7.748,-0.156,-9.112,-3.766,-0.664,0.536,39,4,4,0,4,0,1.000,8.55
3tvc,-10.503,-0.152,-10.087,-5.698,-0.913,1.742,108,4,7,0,12,1,1.000,7.74
2gsu,-9.765,-0.108,-7.692,-1.835,-1.577,0.938,38,5,14,0,7,0,1.000,3.59
1v0k,-8.567,-0.151,-7.928,-2.269,-1.245,0.804,30,6,9,0,6,0,1.000,5.1
4o2p,-8.281,-0.124,-9.444,-4.998,-0.166,0.938,99,2,0,0,7,0,0.880,6.7
3c2f,-8.147,-0.066,-6.669,-0.844,-1.411,0.804,8,7,10,0,5,1,1.000,2
1a28,-7.075,-0.143,-8.517,-3.886,-0.083,0.670,61,1,0,0,4,1,0.905,8.29
1c5y,-6.973,-0.114,-6.583,-2.073,-0.498,1.206,42,2,4,0,9,0,1.000,4.2
3oaf,-6.938,-0.075,-6.867,-2.957,-0.166,1.474,51,2,0,0,10,1,0.929,8.8
2qtg,-8.509,-0.157,-8.353,-3.007,-0.664,0.536,66,5,3,0,3,1,1.000,5.08
2ole,-7.295,-0.085,-7.754,-3.627,-0.249,1.340,58,1,2,0,8,2,0.818,7.25
1v1j,-7.905,-0.144,-7.087,-1.626,-0.913,0.670,28,9,2,0,5,0,1.000,4.82
3udd,-8.799,-0.114,-8.523,-4.830,-0.083,1.608,114,1,0,0,10,2,1.000,7.1
3o84,-7.815,-0.118,-8.160,-4.384,-0.166,1.608,91,2,0,0,8,4,1.000,7.24
4q3t,-8.884,-0.171,-7.444,-1.351,-1.411,0.536,21,3,14,0,3,1,1.000,6.48
4z0k,-8.642,-0.074,-7.451,-4.160,-0.083,2.010,108,1,0,0,15,0,1.000,6.34
2ewa,-8.971,-0.153,-9.348,-4.985,-0.083,0.938,133,1,0,0,7,0,1.000,7.94
5c3p,-7.953,-0.235,-7.571,-1.108,-1.245,0.000,16,5,10,0,0,0,1.000,4.46
2qi1,-9.467,-0.113,-9.749,-6.879,-0.332,2.680,103,4,0,0,17,3,1.000,7.3
3gcs,-8.503,-0.112,-8.803,-4.861,-0.332,1.608,85,4,0,0,10,2,1.000,7.25
1xka,-9.682,-0.092,-7.900,-4.596,-0.498,2.412,114,2,4,0,15,3,1.000,6.88
2whp,-8.153,-0.082,-6.692,-2.999,-0.083,1.608,107,1,0,0,9,3,1.000,4
4dy6,-10.956,-0.078,-9.049,-3.677,-1.494,1.340,62,13,5,0,5,5,0.900,4.4
4ufi,-7.286,-0.116,-6.374,-1.162,-0.664,0.670,31,8,0,0,4,1,1.000,6.2
4n5d,-6.587,-0.068,-6.176,-2.081,-0.083,1.206,72,1,0,0,8,1,1.000,3.22
4k4j,-8.442,-0.208,-9.787,-4.371,-0.332,0.134,93,1,3,0,1,0,0.950,6.12
1kpm,-8.924,-0.174,-10.598,-6.420,-0.166,1.206,114,2,0,0,8,1,0.966,5.8
4itp,-6.422,-0.144,-8.244,-3.664,-0.166,0.804,42,2,0,0,5,1,1.000,7.27
2wej,-5.817,-0.110,-6.323,-1.609,-0.166,0.670,24,2,0,0,4,1,1.000,6.08
2oxx,-5.777,-0.068,-6.165,-1.885,-0.000,0.938,40,0,0,0,6,1,1.000,6.7
3tk2,-7.429,-0.186,-7.451,-2.086,-0.415,0.268,58,3,2,0,2,0,1.000,4.62
3p58,-6.261,-0.092,-6.320,-2.442,-0.000,1.340,54,0,0,0,7,3,1.000,7.6
3kv2,-8.317,-0.148,-6.995,-1.119,-1.328,0.670,17,2,14,0,4,1,1.000,7.32
3d8w,-7.439,-0.137,-7.825,-2.262,-0.747,0.402,26,5,4,0,1,2,1.000,8.15
8cpa,-10.260,-0.134,-9.499,-4.095,-1.660,1.474,47,9,11,0,9,2,0.905,9.15
1onz,-8.599,-0.144,-8.972,-3.594,-0.830,0.670,56,5,5,0,5,0,0.947,5.1
1i2s,-6.978,-0.107,-6.606,-1.145,-0.913,0.670,14,4,7,0,4,1,1.000,3.31
4leq,-9.310,-0.126,-8.748,-3.906,-0.830,1.206,79,10,0,0,7,2,1.000,6.54
2w8y,-9.765,-0.172,-10.711,-6.214,-0.083,0.804,137,1,0,0,5,1,0.931,9.09
1gi4,-8.231,-0.123,-7.559,-2.500,-0.913,1.072,51,7,4,0,7,1,0.786,7.19
1k6t,-9.487,-0.138,-11.575,-8.003,-0.498,2.144,101,5,1,0,15,1,1.000,7.62
1od8,-8.348,-0.164,-8.179,-2.284,-1.079,0.402,37,8,5,0,3,0,1.000,5.1
3cm2,-7.802,-0.089,-8.424,-3.461,-0.415,0.670,61,2,3,0,5,0,0.714,6.47
1hi4,-7.956,-0.051,-6.601,-2.295,-0.830,1.742,41,4,6,0,6,7,1.000,4.49
4bi7,-6.971,-0.060,-5.755,-0.460,-0.747,0.670,10,5,4,0,4,1,1.000,4.58
3dnt,-11.427,-0.075,-7.546,-2.327,-1.743,1.742,58,6,15,0,10,3,1.000,4.74
1ezq,-11.114,-0.136,-9.859,-5.719,-0.664,1.742,145,4,4,0,13,0,1.000,9.05
4f6u,-9.716,-0.146,-9.458,-4.846,-0.332,0.938,123,4,0,0,4,3,0.955,6.15
3uxk,-5.783,-0.150,-6.714,-1.598,-0.166,0.268,28,2,0,0,1,1,1.000,4.93
2ygf,-8.313,-0.093,-8.918,-4.810,-0.498,1.608,66,6,0,0,10,2,0.897,5.09
4m7j,-9.657,-0.080,-9.146,-3.589,-1.411,1.072,44,12,5,0,8,0,0.778,6.11
1t7j,-8.513,-0.098,-8.631,-5.008,-0.415,2.010,70,5,0,0,14,1,1.000,8.7
3tao,-6.329,-0.028,-5.497,-0.451,-0.498,0.670,7,6,0,0,3,2,1.000,5.14
2qtt,-8.425,-0.125,-7.601,-2.306,-0.747,0.670,58,6,3,0,5,0,1.000,4.32
2ctc,-8.335,-0.274,-8.510,-2.047,-1.245,0.000,31,2,13,0,0,0,1.000,3.89
3ehx,-9.217,-0.125,-8.215,-3.641,-0.830,1.474,79,3,7,0,10,1,1.000,7.6
4zeb,-10.081,-0.066,-7.607,-2.720,-1.411,1.742,32,17,0,0,11,2,0.941,6.52
4u0f,-7.206,-0.159,-8.721,-3.924,-0.249,0.670,66,3,0,0,5,0,1.000,5.92
2mas,-9.134,-0.206,-8.515,-2.505,-1.328,0.536,43,6,10,0,3,1,1.000,7.52
5ahw,-8.680,-0.110,-7.628,-2.333,-0.747,0.670,55,9,0,0,4,1,1.000,5.17
1uwt,-8.194,-0.130,-6.911,-1.399,-0.830,0.536,44,5,5,0,3,1,1.000,5.97
3n2p,-6.696,-0.112,-7.792,-3.263,-0.249,0.938,38,3,0,0,6,1,1.000,7.82
2bmk,-8.048,-0.078,-6.853,-2.311,-0.664,1.340,49,0,8,0,6,4,1.000,5.62
2oag,-8.434,-0.091,-8.050,-4.561,-0.415,2.144,82,2,3,0,14,2,0.952,8.47
4rux,-6.264,-0.118,-6.870,-2.290,-0.166,0.804,36,2,0,0,5,1,1.000,7.92
1ew9,-4.765,0.055,-4.887,-0.473,-0.000,0.804,12,0,0,0,6,0,1.000,3.22
3gqz,-7.013,-0.130,-7.559,-2.730,-0.415,0.804,58,0,5,0,6,0,1.000,2.17
2a4m,-5.568,-0.097,-6.678,-2.532,-0.000,1.072,39,0,0,0,7,1,1.000,4.52
1laf,-9.830,-0.223,-7.899,-1.404,-1.411,0.134,50,9,8,0,1,0,1.000,7.85
3m37,-10.573,-0.087,-8.429,-5.259,-0.498,2.546,138,4,2,0,19,0,1.000,9.04
3lpl,-6.342,-0.002,-5.242,-0.464,-0.498,0.938,8,5,1,0,5,2,1.000,5.62
4bck,-6.899,-0.095,-7.782,-4.057,-0.249,1.742,46,3,0,0,12,1,1.000,8.4
2gss,-6.450,-0.112,-7.338,-2.541,-0.249,0.670,39,1,2,0,5,0,0.846,4.94
3t2w,-7.839,-0.161,-7.792,-2.344,-0.498,0.268,57,6,0,0,1,1,1.000,7.46
4hfp,-8.762,-0.082,-8.075,-3.852,-0.747,1.742,60,5,4,0,9,4,0.870,7.38
2wzf,-9.196,-0.045,-6.341,-1.869,-0.996,1.742,45,11,1,0,11,2,1.000,7
2cc7,-7.103,-0.122,-7.413,-2.801,-0.332,0.938,61,2,2,0,5,2,1.000,8.01
3nyd,-6.079,-0.016,-5.414,-1.402,-0.000,1.206,39,0,0,0,8,1,1.000,3.48
1pxp,-7.473,-0.117,-7.917,-4.141,-0.166,1.608,75,2,0,0,8,4,1.000,6.66
1cps,-7.668,-0.174,-7.997,-2.453,-0.996,0.670,25,5,7,0,5,0,1.000,6.66
1tsy,-7.607,-0.099,-7.203,-1.825,-0.830,0.670,23,10,0,0,1,4,1.000,4.96
4gu6,-8.319,-0.125,-9.105,-5.246,-0.249,1.608,84,3,0,0,11,1,1.000,7.36
1b38,-10.310,-0.075,-7.528,-2.258,-1.660,1.608,36,9,11,0,10,2,1.000,6.6
4k9y,-9.873,-0.149,-10.574,-5.745,-0.415,0.804,124,5,0,0,5,1,0.962,6.95
3r4m,-6.091,-0.100,-6.823,-2.511,-0.166,1.072,36,2,0,0,8,0,1.000,5.92
2d1n,-9.602,-0.129,-9.467,-5.461,-0.664,1.876,82,8,0,0,9,5,1.000,8.15
2g8r,-6.875,-0.073,-7.042,-2.264,-0.498,0.938,33,2,4,0,6,1,0.800,3.99
2j7b,-8.204,-0.137,-7.133,-1.404,-0.913,0.402,37,7,4,0,2,1,1.000,6.62
2xib,-8.401,-0.229,-7.511,-1.399,-1.162,0.268,34,6,8,0,1,1,1.000,7.26
4m12,-9.989,-0.138,-8.659,-3.932,-0.581,1.072,107,7,0,0,8,0,1.000,6.05
3wvm,-7.373,-0.185,-8.922,-3.774,-0.332,0.402,61,1,3,0,3,0,0.944,5.71
4dsy,-7.591,-0.169,-7.747,-2.152,-0.913,0.536,33,2,9,0,2,2,1.000,4.43
4nxv,-8.285,-0.044,-6.458,-1.820,-1.162,1.742,18,6,8,0,10,3,0.900,5.42
4ufj,-7.887,-0.165,-7.035,-1.389,-0.830,0.402,35,10,0,0,2,1,1.000,4.28
2p4s,-7.988,-0.133,-7.736,-2.773,-0.415,0.670,69,5,0,0,3,2,1.000,9.51
4dq2,-12.392,-0.137,-10.292,-4.818,-1.328,1.072,115,12,4,0,4,4,1.000,7.52
1efy,-7.878,-0.125,-7.724,-3.463,-0.249,1.206,79,3,0,0,7,2,1.000,8.22
3dhv,-8.502,-0.051,-6.402,-2.045,-0.747,1.608,49,6,3,0,9,3,1.000,2.96
4k7n,-6.001,-0.191,-6.933,-1.383,-0.332,0.000,21,4,0,0,0,0,0.857,3.48
3ni5,-6.726,-0.055,-6.868,-2.741,-0.249,1.340,36,3,0,0,7,3,0.692,7.55
1nq7,-8.417,-0.198,-10.159,-4.794,-0.415,0.268,73,2,3,0,2,0,0.913,6.8
4ayu,-6.240,-0.051,-5.774,-1.130,-0.498,1.072,23,4,2,0,3,5,0.857,4.73
1vzq,-9.116,-0.125,-9.332,-5.058,-0.664,1.608,84,4,4,0,8,4,0.958,7.44
3ies,-11.017,-0.083,-8.793,-5.240,-0.747,2.412,124,6,3,0,14,4,0.960,9.92
3q71,-9.988,-0.028,-6.211,-2.996,-1.079,3.082,49,11,2,0,16,7,1.000,5.22
1w3j,-7.296,-0.131,-6.529,-1.183,-0.664,0.536,34,8,0,0,3,1,1.000,6.32
1v2s,-6.763,-0.127,-6.364,-1.586,-0.498,0.938,36,2,4,0,7,0,1.000,4.17
4gny,-6.749,-0.140,-7.603,-3.055,-0.000,0.670,69,0,0,0,1,4,1.000,4.22
5upj,-6.907,-0.141,-8.465,-3.936,-0.249,0.938,57,3,0,0,6,1,0.950,7.12
1mrx,-10.079,-0.129,-9.979,-6.356,-0.415,2.010,113,2,3,0,15,0,0.964,7.26
4bqg,-7.190,-0.113,-7.146,-2.783,-0.083,0.938,67,1,0,0,7,0,1.000,6.22
3uug,-8.761,-0.168,-7.398,-1.420,-1.162,0.402,36,9,5,0,2,1,1.000,4.51
2p16,-9.058,-0.078,-7.885,-5.047,-0.166,2.546,118,2,0,0,18,1,0.960,10.1
4erf,-7.643,-0.115,-8.910,-4.247,-0.249,0.804,68,0,3,0,5,1,0.800,9.4
3nu5,-8.979,-0.113,-9.165,-5.893,-0.332,2.278,87,4,0,0,13,4,1.000,8.35
1lyx,-6.582,-0.026,-5.456,-0.461,-0.581,0.804,10,4,3,0,5,1,1.000,4.54
3bqc,-7.175,-0.118,-7.577,-3.482,-0.083,1.206,77,1,0,0,9,0,1.000,5.73
1jqy,-8.800,-0.094,-8.312,-3.502,-0.664,1.072,75,7,1,0,6,2,0.850,4.92
1m0n,-9.785,-0.102,-7.777,-3.005,-1.162,1.608,60,7,7,0,10,2,1.000,2.22
2wl0,-11.494,-0.146,-12.672,-8.685,-0.913,2.144,124,7,4,0,14,2,1.000,7.8
1o5g,-8.909,-0.118,-8.531,-4.608,-0.581,1.876,84,3,4,0,12,2,0.952,4.96
4b7p,-7.989,-0.127,-9.398,-5.022,-0.498,1.340,68,4,2,0,8,2,1.000,9.46
3pcf,-7.251,-0.186,-7.261,-1.596,-0.581,0.134,46,5,2,0,1,0,1.000,6.05
2xn5,-7.910,-0.110,-7.535,-3.025,-0.498,1.206,59,4,2,0,7,2,1.000,6.69
1m2q,-7.702,-0.111,-7.434,-3.039,-0.249,1.072,75,3,0,0,8,0,1.000,6.1
1m7d,-8.148,-0.073,-7.777,-3.854,-0.581,1.876,57,7,0,0,11,3,1.000,6.23
3m3e,-7.598,-0.073,-7.758,-2.648,-0.830,0.938,40,10,0,0,5,2,0.650,4.43
2wgj,-8.000,-0.091,-7.961,-4.319,-0.166,1.742,87,2,0,0,13,0,0.905,8.7
2ojj,-8.112,-0.099,-8.300,-5.079,-0.415,2.412,66,5,0,0,15,3,1.000,8.7
2ovv,-6.983,-0.151,-9.752,-5.472,-0.000,0.938,89,0,0,0,6,1,1.000,7.92
4fl1,-8.402,-0.059,-7.032,-1.941,-1.079,1.206,33,6,7,0,8,1,0.900,3.28
1usk,-8.123,-0.206,-7.074,-1.377,-0.747,0.268,46,7,2,0,2,0,1.000,6.4
3d2e,-12.718,-0.134,-9.365,-2.359,-2.324,0.536,44,20,8,0,2,2,1.000,6.42
4a6s,-7.383,-0.158,-8.689,-2.609,-0.996,0.134,23,11,1,0,1,0,0.750,5.2
3hv8,-10.005,-0.051,-7.553,-3.834,-0.913,2.412,75,7,4,0,11,7,0.900,6.98
3qxt,-9.931,-0.090,-8.196,-3.807,-0.913,1.742,82,6,5,0,12,1,0.950,5.22
3nzk,-8.276,-0.121,-9.084,-4.791,-0.415,1.340,77,5,0,0,9,1,1.000,9.27
1e6s,-7.752,-0.144,-7.096,-1.399,-0.747,0.268,39,6,3,0,2,0,1.000,3.22
4qjp,-8.198,-0.121,-9.106,-4.647,-0.581,1.340,56,2,5,0,9,1,0.952,8.6
3ewc,-8.309,-0.116,-7.652,-3.008,-0.498,1.072,67,6,0,0,7,1,1.000,7.7
2vuk,-7.135,-0.142,-7.770,-3.624,-0.000,1.072,91,0,0,0,6,2,1.000,3.9
2wr8,-11.814,-0.171,-9.671,-3.463,-1.660,0.670,84,12,8,0,5,0,1.000,5.44
1hii,-9.854,-0.152,-11.437,-6.812,-0.747,1.340,87,9,0,0,10,0,1.000,7.28
3gvu,-10.213,-0.163,-11.247,-6.635,-0.332,0.938,139,4,0,0,5,2,1.000,8
3oku,-7.933,-0.161,-9.414,-4.068,-0.664,0.536,53,2,6,0,4,0,0.850,6.36
4q6e,-6.364,-0.099,-7.396,-3.218,-0.166,1.206,41,2,0,0,8,1,0.929,6.18
3t5u,-5.918,-0.058,-5.857,-1.628,-0.083,1.072,29,1,0,0,6,2,1.000,7.59
1k6c,-9.456,-0.126,-10.897,-7.593,-0.498,2.412,99,5,1,0,16,2,1.000,7.48
3o9d,-9.756,-0.120,-10.149,-6.577,-0.498,2.144,97,6,0,0,11,5,1.000,10.72
3qfy,-7.372,-0.187,-7.090,-1.393,-0.747,0.268,29,5,4,0,2,0,1.000,6.12
2vc7,-7.345,-0.140,-7.745,-3.433,-0.166,1.072,67,2,0,0,7,1,1.000,3.36
1xh5,-10.711,-0.142,-11.314,-6.906,-0.664,1.474,121,5,3,0,11,0,0.970,5.47
2y5g,-8.449,-0.072,-7.437,-4.816,-0.083,2.680,93,1,0,0,19,1,0.955,6.84
3cdb,-10.436,-0.139,-11.599,-7.178,-1.079,1.876,85,7,6,0,12,2,0.970,7.02
4isi,-9.751,-0.128,-9.428,-4.988,-0.830,1.608,91,6,4,0,11,1,0.958,8.14
3upv,-9.553,-0.089,-10.138,-4.964,-1.162,1.206,61,7,7,0,8,1,0.788,5.3
4mmm,-6.146,-0.155,-7.383,-1.833,-0.332,0.000,27,4,0,0,0,0,0.667,3.82
3n0n,-6.557,-0.079,-7.188,-2.927,-0.249,1.206,35,3,0,0,8,1,0.923,7.3
2pvk,-8.315,-0.107,-8.119,-3.909,-0.332,1.340,76,3,1,0,7,3,1.000,8.3
4i3z,-9.607,-0.096,-7.819,-2.013,-1.660,1.072,24,8,12,0,7,1,1.000,4.29
1ua4,-8.477,-0.094,-7.383,-2.324,-0.913,1.072,35,5,6,0,7,1,1.000,4.22
1hvh,-8.759,-0.091,-9.205,-5.901,-0.498,2.412,76,6,0,0,15,3,0.917,7.96
2ha5,-5.819,-0.063,-5.847,-1.835,-0.000,1.206,38,0,0,0,8,1,1.000,4.34
4cg9,-9.050,-0.187,-9.322,-4.640,-0.000,0.536,146,0,0,0,4,0,1.000,6.21
1n0s,-9.424,-0.179,-9.694,-4.616,-0.664,0.804,114,2,6,0,4,2,1.000,7.45
3hs4,-6.902,-0.099,-6.503,-1.374,-0.581,0.670,19,3,4,0,5,0,1.000,8
3g0e,-7.384,-0.112,-7.680,-3.636,-0.166,1.340,70,2,0,0,10,0,1.000,7.7
2e9u,-7.022,-0.065,-6.786,-3.412,-0.166,2.010,53,2,0,0,13,2,1.000,8.1
3qfd,-11.269,-0.103,-11.071,-6.331,-0.996,1.474,107,10,2,0,8,3,0.757,4.17
2aoe,-11.271,-0.116,-12.053,-7.198,-1.245,1.608,84,10,5,0,8,4,0.975,7.62
4f6w,-10.916,-0.143,-11.953,-7.743,-0.332,1.340,148,4,0,0,8,2,0.944,7.52
2j4g,-8.333,-0.144,-7.519,-2.556,-0.415,0.670,78,5,0,0,3,2,1.000,6.6
1kv1,-6.906,-0.148,-8.323,-3.258,-0.249,0.402,53,3,0,0,3,0,0.933,5.94
3arr,-7.573,-0.107,-7.366,-3.054,-0.166,1.072,87,2,0,0,8,0,1.000,5.4
4aia,-6.454,-0.065,-5.932,-1.403,-0.249,0.938,42,3,0,0,5,2,1.000,3.66
4ij1,-8.001,-0.149,-8.050,-3.138,-0.498,0.804,74,0,6,0,5,1,1.000,5.4
1gnn,-9.494,-0.090,-9.012,-5.242,-0.830,2.278,69,10,0,0,13,4,1.000,5.68
4bco,-8.474,-0.115,-9.014,-5.289,-0.249,1.742,90,3,0,0,10,3,0.957,6.88
2xm2,-8.057,-0.133,-7.351,-1.871,-0.664,0.402,48,7,1,0,2,1,1.000,4.62
4oak,-7.783,-0.157,-6.949,-1.354,-0.913,0.536,26,6,5,0,3,1,1.000,4.22
1ghz,-7.851,-0.122,-7.539,-2.697,-0.830,1.206,42,6,4,0,9,0,1.000,4.8
5dgw,-9.337,-0.113,-10.067,-6.629,-0.498,2.278,83,6,0,0,13,4,1.000,11.05
1fcz,-10.052,-0.193,-10.416,-5.083,-0.249,0.134,138,1,2,0,1,0,0.917,9.22
2fqo,-8.699,-0.149,-7.746,-2.036,-1.162,0.670,32,8,6,0,3,2,1.000,6.43
1d3d,-8.565,-0.129,-10.106,-6.949,-0.083,2.144,111,1,0,0,12,4,0.938,9.09
1oyq,-9.098,-0.098,-9.049,-4.775,-0.664,1.608,89,4,4,0,11,1,0.828,6.96
2avo,-10.025,-0.124,-10.796,-7.492,-0.498,2.412,115,5,1,0,14,4,1.000,8.85
3ppp,-6.397,-0.109,-6.089,-1.107,-0.166,0.402,38,2,0,0,3,0,1.000,5.22
1ajn,-6.148,-0.102,-6.549,-1.784,-0.083,0.536,35,1,0,0,3,1,1.000,2.63
3jup,-7.690,-0.157,-7.889,-2.792,-0.415,0.536,62,1,4,0,2,2,1.000,5.58
1v0l,-8.145,-0.170,-8.100,-2.288,-0.996,0.402,38,6,6,0,3,0,1.000,7.55
1wc1,-9.776,-0.058,-7.023,-2.053,-1.494,1.742,36,11,7,0,8,5,0.900,4
1qf0,-10.073,-0.194,-11.998,-6.320,-0.996,0.536,96,8,4,0,3,1,1.000,7.38
4ovf,-6.369,-0.152,-7.800,-2.735,-0.249,0.402,39,1,2,0,3,0,1.000,4.13
3liw,-10.153,-0.108,-9.115,-5.460,-0.581,2.144,117,3,4,0,14,2,0.897,7.6
4iif,-8.525,-0.227,-8.169,-1.840,-1.245,0.134,32,6,9,0,1,0,1.000,5.18
2xyf,-10.593,-0.151,-12.765,-8.057,-0.830,1.340,101,6,4,0,10,0,1.000,8.44
1pgp,-7.299,-0.002,-5.251,-0.677,-0.830,1.474,9,8,2,0,5,6,1.000,5.7
4zei,-7.269,-0.068,-6.164,-1.137,-0.747,0.938,19,9,0,0,5,2,1.000,5.88
2ypo,-7.234,-0.199,-7.608,-2.077,-0.581,0.268,38,3,4,0,2,0,1.000,4.68
5a5q,-6.289,-0.125,-7.595,-2.064,-0.581,0.268,21,3,4,0,1,1,1.000,4.68
2doo,-8.202,-0.106,-8.081,-4.656,-0.083,1.876,93,1,0,0,10,4,1.000,7.17
