name,cyscore,cyscore_hydrophobic,cyscore_Vdw,cyscore_HBond,cyscore_Ent,affinity
2p7a,-2.6799,184.317,16.933,-0.000,0,6.1
3c8e,-2.4664,122.232,25.228,6.214,6,4.15
3kmx,-2.8555,162.878,25.606,16.857,6,4.82
3c8b,-2.8829,94.671,34.067,17.893,6,6.1
4hf4,-4.3863,180.878,46.335,-0.000,6,8.62
1swr,-3.8975,250.451,29.665,2.464,4,6.92
1ypj,-4.4671,180.037,45.335,10.964,4,7.02
3f7h,-4.5029,247.976,39.686,8.964,6,7.09
1g2l,-5.1368,237.244,50.091,10.393,6,7.24
2qrg,-4.1008,193.134,38.914,-0.000,4,5.18
2xd9,-4.0565,222.098,33.004,-0.000,1,6.46
4ei4,-3.6674,219.707,27.646,0.071,1,8.74
3bgs,-3.7542,212.098,30.758,6.679,3,9.42
2ate,-2.9848,169.744,27.341,0.107,6,7.07
3dxh,-1.4447,39.744,20.464,0.286,6,3.19
2qd7,-6.1372,335.159,53.377,-0.000,6,9.1
3d8y,-1.2771,29.585,16.804,0.357,3,3.4
1ex8,-4.9792,179.037,54.459,16.929,6,6.33
2ha5,-1.3892,52.878,17.501,-0.000,6,4.34
2hb3,-6.2772,352.866,53.300,-0.000,6,11.35
3ryy,-2.9508,160.268,26.155,-0.000,4,7.42
4a6b,-6.8110,349.598,61.426,-0.000,6,8.38
1wdn,-2.3683,145.293,19.017,11.679,4,6.3
1qji,-5.2017,239.793,51.146,0.107,6,4.85
1x8j,-2.5693,127.524,22.081,-0.000,0,6.96
1fh7,-3.0302,176.976,25.261,1.429,4,5.24
2cgf,-3.4669,194.622,27.116,-0.000,0,6.41
2yi7,-3.7838,182.293,36.828,-0.000,6,8.32
1ch8,-3.5247,95.159,43.333,17.286,6,7
3ms9,-2.7055,169.976,20.836,-0.000,3,5.22
1wur,-5.0030,204.427,51.916,13.750,6,6.66
1jsv,-2.6210,168.415,19.597,4.929,3,5.7
1mtr,-6.9165,430.500,53.339,-0.000,6,8.4
2j4i,-5.3604,246.427,52.661,0.036,6,9
3vd9,-2.4030,116.207,24.059,-0.000,4,4
3si4,-3.9777,184.915,39.320,0.143,6,3.88
1owe,-2.8589,100.110,30.357,9.821,2,6.2
3sur,-3.4621,175.854,29.886,-0.000,1,4.15
1dud,-1.9898,26.573,29.930,0.250,6,4.82
2f6t,-3.2805,160.524,32.383,8.500,6,4.62
2olb,-5.6641,327.354,46.678,18.893,6,5.54
1bn4,-2.9822,168.537,27.452,-0.000,6,9.31
3v7t,-4.0637,173.707,42.320,4.714,6,7.21
4e4l,-4.5121,254.756,36.296,0.964,2,8.77
2cen,-8.0122,454.354,66.386,-0.000,6,8.3
1egh,-2.0170,115.829,18.510,-0.000,4,5.7
1bq4,-0.8558,-34.488,15.787,17.643,0,5.22
2ojg,-3.3297,184.415,28.088,1.929,3,5.64
3hvi,-7.1296,380.207,62.393,0.286,6,8.3
1ogg,-4.4701,210.829,43.923,1.643,6,5.19
3iae,-7.5467,451.183,60.014,0.036,6,3.89
2nmx,-2.7288,170.000,21.719,1.500,4,5.57
3djv,-1.6019,24.354,23.962,0.286,6,4.55
1gz4,-3.9718,171.720,41.188,5.643,6,3.7
1lnm,-4.9820,273.793,40.274,-0.000,1,8.7
3d83,-5.9947,346.293,49.987,-0.000,6,8.36
4dff,-2.2886,102.439,24.036,-0.000,4,7.46
3zsq,-4.0132,204.244,38.139,0.250,6,4.96
2j7d,-3.4161,199.659,27.906,7.643,4,7.13
1ppk,-4.2951,209.622,41.596,-0.000,6,7.66
2pwg,-2.2527,132.622,16.623,6.500,0,4.82
1ecq,-1.7531,155.341,9.752,5.857,4,3
2bys,-5.7063,325.244,47.696,0.107,6,9.52
3mxd,-6.5538,371.427,55.083,0.500,6,8.83
1w11,-4.9638,270.878,43.658,8.643,6,8.22
3d2e,-4.5182,203.232,45.503,2.143,6,6.42
1b5i,-4.5280,223.988,42.661,14.893,6,7.05
2z94,-0.3563,-41.317,10.074,-0.000,0,5.85
2nmz,-6.2149,317.610,56.587,-0.000,6,8.37
1mh5,-4.9860,268.232,44.587,1.429,6,9.21
1fkf,-5.3931,297.256,47.096,-0.000,6,9.4
3tfu,-3.5483,134.390,39.400,7.714,6,3.28
1zoh,-3.0067,172.732,23.048,-0.000,0,7
1jys,-1.4208,52.122,14.307,2.250,0,3.52
1g36,-4.0672,199.378,37.855,10.821,4,7.17
3ipq,-8.4161,525.000,63.643,4.893,6,7.57
3ok9,-6.0419,345.695,50.742,-0.000,6,11.23
3acl,-4.9827,216.537,50.741,-0.000,6,6.22
2q5k,-7.5703,434.817,62.301,-0.000,6,11.3
1om1,-3.7338,196.963,31.862,1.464,2,6.77
2a4m,-1.7882,136.195,11.454,2.500,3,4.52
3p3s,-3.6047,265.085,21.213,3.286,1,7.59
1m7d,-3.5676,152.329,37.862,-0.000,6,6.23
3qwc,-4.3909,223.549,40.717,0.107,6,4.26
1x38,-3.2974,139.841,32.317,1.714,2,8.77
1c5t,-2.8170,132.244,24.693,10.286,0,4.1
2zmm,-3.9477,225.659,34.393,6.500,6,7.6
1nfy,-5.0342,209.610,50.474,0.250,4,8.89
1a9m,-6.0538,314.793,54.587,0.000,6,6.92
2vpn,-2.9053,200.195,18.467,11.286,1,6.72
3aqt,-2.6223,184.805,16.042,-0.000,0,6.72
1fkb,-4.8012,248.476,44.314,-0.000,6,9.7
3ekt,-5.7005,325.951,48.035,2.607,6,10.59
3p3t,-3.1312,220.634,23.420,-0.000,6,7.24
2uxi,-2.3993,157.329,18.509,-0.000,4,7.3
1bai,-5.8839,277.378,56.535,0.857,6,7.7
2ves,-5.0272,326.159,37.743,0.143,6,7.7
3a1s,-2.6395,117.915,28.038,11.429,6,4.83
1m5w,-1.4228,53.402,18.412,3.036,6,4.27
3r6c,-3.4715,154.585,33.462,7.500,3,4.72
3pbb,-3.4969,205.707,30.429,1.607,6,7.02
1z71,-5.5862,304.463,49.036,0.036,6,9.18
2ces,-2.8798,160.622,22.932,8.036,1,7.25
1ogd,-1.8477,91.756,15.874,-0.000,0,3.03
3uxd,-2.5626,163.037,17.629,3.286,0,4.41
2xm2,-2.9129,184.671,21.486,-0.000,2,4.62
1hos,-6.4880,338.268,58.090,-0.000,6,8.55
3fx6,-1.3636,97.122,11.801,16.786,6,6.8
3ekw,-7.0963,376.500,62.362,-0.000,6,7.96
2v3u,-1.7022,130.280,9.928,11.750,2,3
1c5y,-2.4912,97.024,24.217,8.786,0,4.2
2qv7,-2.3977,67.610,30.974,0.000,6,3.66
2fu8,-1.7196,74.915,17.845,-0.000,3,4.7
3b92,-3.9608,194.512,38.548,-0.000,6,8
1fzo,-6.9426,363.780,61.474,4.250,6,7.89
1sr7,-7.3108,462.951,54.516,1.786,6,10.1
2qg2,-3.4121,132.524,35.939,4.857,4,5.4
1fzq,-3.7125,167.829,37.664,11.286,6,7.62
1utl,-1.8031,94.878,16.555,3.179,3,2.47
3vfb,-6.9599,417.244,55.543,-0.000,6,9.04
3g08,-7.7553,482.256,59.345,-0.000,6,8.16
3s54,-6.0284,395.439,44.551,2.071,6,9.64
1ik4,-2.0323,121.146,18.100,-0.000,4,7.41
3kmc,-2.7802,104.244,32.165,-0.000,6,6.4
3k1j,-3.7819,155.110,40.552,2.107,6,6.4
3djx,-1.6521,46.073,22.119,0.036,6,2.81
2qrm,-3.6952,145.463,38.049,1.071,3,4.03
1tcw,-3.2749,123.463,37.046,0.107,6,6.02
3n0n,-3.2372,174.939,27.906,1.143,3,7.3
1e2l,-3.1463,171.244,26.465,-0.000,2,4.29
1bm7,-3.6900,278.902,22.049,2.714,3,7.52
3jzg,-3.0134,160.610,28.707,3.429,6,4.4
3eeb,-2.2426,-3.085,36.603,12.964,6,5.89
2y8c,-3.7315,190.646,35.686,-0.000,6,6.4
1nfx,-5.2443,229.744,52.352,-0.000,6,8.52
1xow,-5.4278,336.939,38.551,1.750,0,9.28
2i2b,-2.4315,131.293,20.116,3.143,1,2.44
2pqb,-3.4676,96.963,42.149,20.786,6,7.2
1a4w,-3.8255,161.183,40.239,7.571,6,5.92
1lcp,-1.2488,28.744,15.917,14.607,3,6.64
1g48,-2.3512,99.024,24.742,-0.000,4,8.41
3cow,-5.3127,268.244,49.377,0.000,6,6.9
3oim,-2.8408,133.659,28.329,-0.000,4,6.74
1bp0,-2.9167,151.829,27.630,6.143,6,5.4
4ffs,-5.3062,313.256,43.459,11.679,6,10.44
3zq9,-2.6932,141.268,25.470,10.464,6,6.02
2oxy,-2.2086,119.683,17.777,0.250,0,6.52
2iko,-3.5478,195.927,30.496,16.786,4,5.45
2bt9,-2.1592,117.537,18.542,-0.000,2,6.19
2zgx,-4.0098,205.073,36.326,11.321,4,6.74
3kdm,-4.3416,248.805,33.352,-0.000,0,7
1o5e,-4.2565,239.366,34.132,8.071,2,5.74
2v2h,-1.2924,45.780,16.262,1.750,4,3.77
3hl7,-3.2186,148.549,31.425,0.071,4,7.64
1ypg,-4.3479,164.098,45.478,11.500,4,8
1pdz,-1.0776,53.707,12.114,4.071,4,3.7
2evl,-6.3645,417.537,46.881,-0.000,6,6.7
3juq,-2.3254,108.390,21.494,13.393,2,4.91
1z4o,-2.5742,74.732,31.393,1.893,4,4.52
3kdd,-6.9246,345.780,63.525,-0.000,6,8.46
3c2o,-1.8853,88.805,16.348,10.393,0,3.35
1o3i,-2.8986,132.537,26.503,9.000,1,7.3
1pme,-4.1710,249.402,33.845,0.250,4,9.4
2h4n,-2.0167,52.146,23.638,-0.000,1,8.7
3hmo,-3.5567,175.427,32.471,1.321,3,7.52
1laf,-2.6843,191.854,18.948,19.893,6,7.85
3cm2,-3.7154,199.232,34.048,9.464,6,6.47
3iob,-3.7598,205.305,31.309,0.000,2,3.42
2pvj,-4.2609,208.207,40.636,0.607,6,8.1
1hvr,-7.4478,412.037,63.233,-0.000,6,9.51
2xn5,-4.0018,228.390,33.290,-0.000,4,6.69
3g2k,-4.4281,165.707,46.309,-0.000,3,4.79
2nsl,-2.6531,150.488,24.217,0.071,6,4.68
3m96,-3.8242,188.232,37.314,-0.000,6,7.22
1ghw,-2.6383,133.915,22.551,9.357,1,4.2
1ft7,-1.8698,110.585,15.783,-0.000,3,5.18
1hmt,-3.7186,273.439,25.514,3.536,6,5.79
1ndv,-3.3347,168.317,30.099,16.321,4,5.92
1w13,-4.8840,246.366,45.401,8.964,6,8.7
1ajv,-7.0902,394.695,60.112,-0.000,6,7.72
3t3c,-5.5510,296.671,49.449,0.143,6,10.23
3s5y,-2.3134,125.451,19.062,4.071,1,7.41
2clh,-4.2631,237.415,37.829,0.036,6,4.06
3ffg,-6.8418,307.378,66.703,4.571,6,9.08
2oiq,-5.3988,291.159,47.896,0.179,6,5
2zq2,-4.5076,213.134,43.229,10.393,6,6.56
1b6k,-6.7021,384.902,55.187,11.393,6,8.74
1koj,-2.0028,49.659,27.314,1.750,6,6.7
1lah,-2.0882,145.024,14.777,16.929,4,7.52
1oxr,-1.1800,31.305,15.816,-0.000,4,5.19
3b26,-2.9253,133.500,26.952,4.607,1,6.64
1atl,-3.6335,209.695,32.000,-0.000,6,6.28
1sdt,-7.8348,455.317,63.700,-0.000,6,9.27
3ibl,-2.5486,133.573,25.323,-0.000,6,7.84
3hub,-5.6978,327.134,46.135,-0.000,4,8.09
1uml,-4.9619,266.866,44.452,0.179,6,7.52
1t32,-5.7045,276.732,54.010,0.893,6,7.42
3b24,-1.7891,91.427,17.319,4.393,4,4.38
3p9l,-7.6985,423.622,65.172,7.821,6,5.3
3g35,-2.9396,133.744,28.535,-0.000,3,4.68
3cd5,-5.3074,295.805,45.770,6.321,6,7.9
1f3e,-2.0413,81.317,19.754,4.143,0,6.7
1c88,-3.2823,165.646,27.306,14.250,0,5.29
2pou,-3.0704,126.598,30.671,-0.000,2,7.42
1j4r,-4.7714,254.646,43.149,-0.000,6,7.72
3c8a,-2.2873,43.159,31.725,13.679,6,6.18
2wq5,-2.9093,128.671,28.083,0.179,2,3.74
3ove,-3.7887,161.951,39.586,8.286,6,6.57
2yaz,-3.4776,155.902,35.477,1.179,6,5.14
2pqc,-3.3217,144.561,34.529,17.071,6,5.74
1b55,-2.6073,125.622,26.964,3.821,6,7.4
3qps,-1.7731,27.305,24.888,-0.000,4,5.6
456c,-4.5471,224.280,43.507,-0.000,6,9.77
1msn,-7.3460,399.939,63.196,-0.000,6,9.09
3v78,-5.9736,384.634,42.080,0.036,2,5.54
3qfy,-1.3860,26.232,17.552,0.643,1,6.12
3f5j,-4.6761,225.366,45.248,-0.000,6,4.28
2qdt,-1.5487,73.232,16.177,-0.000,4,5.19
1o2h,-2.9922,130.378,30.568,8.536,4,7.17
3ckz,-3.0912,172.890,26.997,22.393,6,8.72
2qrp,-4.4885,191.866,43.467,-0.000,2,6.2
1h2t,-5.8173,291.268,53.370,14.429,6,7.89
1oar,-3.8017,187.110,32.817,1.107,0,7.4
2pyi,-3.4076,98.939,40.645,0.607,4,3.75
2ccb,-2.4471,111.805,25.222,-0.000,4,7.45
1yc4,-3.3979,172.073,30.622,0.000,3,6.55
2v77,-3.0289,199.354,23.925,13.357,6,5.06
1pzo,-2.7872,163.220,24.041,-0.000,4,3.32
2ce9,-4.1650,220.732,37.645,18.393,6,6.03
3vfa,-6.6670,387.537,54.829,-0.000,6,9.19
3gs6,-1.4937,71.573,17.270,3.286,6,6.59
2mas,-2.5861,93.268,27.565,1.214,2,7.52
3lvw,-2.1150,78.427,25.061,13.071,6,2.67
4ase,-6.4667,407.951,49.500,-0.000,6,11
1ai4,-2.5759,166.866,18.719,-0.000,2,2.5
2qhd,-1.7340,96.305,17.946,-0.000,6,5.38
3i51,-3.1279,211.805,20.159,-0.000,0,7.7
3lpi,-6.5840,319.585,61.703,-0.000,6,8.52
4dv8,-4.7796,256.646,43.013,0.429,6,9.24
2w9h,-2.8450,186.805,22.822,11.607,6,6.37
3dnd,-2.1366,121.500,17.738,0.179,2,4.8
3e6y,-2.6256,147.134,24.829,-0.000,6,5.6
2ojj,-4.2902,224.451,39.074,2.036,6,8.7
3b4p,-2.7955,151.524,23.374,8.679,2,5.4
3gvb,-2.3305,78.939,25.555,1.393,2,2.59
2vwl,-5.6924,240.963,57.516,-0.000,6,7.02
2yz3,-2.1982,88.866,24.949,-0.000,6,6.66
3lp7,-0.7229,-10.707,15.448,13.857,6,5.44
3qkd,-6.9579,400.707,57.480,0.000,6,8.38
1sdu,-7.5084,443.293,60.397,-0.000,6,10.07
2xbp,-5.0813,236.012,49.430,10.429,6,5.02
4tln,-0.7575,16.829,10.787,0.429,3,3.72
3hww,-0.3805,8.732,6.303,-0.000,3,7.12
3lgs,-3.5663,183.866,30.233,5.179,1,4.61
3dyo,-1.8823,65.329,22.538,0.500,4,2.3
1bhx,-4.7951,243.890,44.380,9.643,6,6.84
1v2w,-2.8701,135.390,29.352,10.214,6,4.01
2j7e,-3.1836,186.793,26.933,1.250,4,7.32
3qfd,-5.9100,288.561,55.542,1.929,6,4.17
1lgw,-2.0904,145.780,12.971,-0.000,0,4
3kdb,-8.3222,487.476,66.939,-0.000,6,9.85
1tom,-3.7281,179.915,36.825,2.107,6,8.3
3t6b,-5.9028,307.354,52.949,8.214,6,6.36
1f0u,-4.3886,185.756,45.404,9.464,6,7.16
1sh9,-6.9562,399.354,57.616,-0.000,6,6.03
2b07,-4.3860,230.451,40.129,7.679,6,6.43
1ghv,-2.4142,88.159,24.710,10.143,1,4.35
1tkb,-4.4876,230.976,41.848,0.036,6,8
3rz7,-3.2947,168.610,31.972,-0.000,6,8.96
3nuj,-6.0538,385.878,46.133,0.143,6,9.39
2v25,-1.8928,121.793,14.196,14.536,3,5.72
3vbd,-2.8337,126.415,28.480,-0.000,4,8.07
3m37,-5.6930,232.878,59.012,2.000,6,9.04
2ypi,-1.2800,66.439,13.630,1.643,4,4.82
1hbv,-6.0674,369.439,48.257,0.821,6,6.37
2vvc,-6.3582,306.695,59.961,-0.000,6,8.52
1b52,-4.1296,187.488,41.277,13.643,6,7.12
1ui0,-1.7156,89.598,14.214,0.036,0,7.06
3rt4,-7.3251,348.524,69.003,-0.000,6,8.8
2cht,-2.4573,115.512,22.793,7.643,2,5.52
3q2j,-2.5534,149.268,21.693,0.179,4,4.18
2r5p,-8.2184,509.207,62.854,-0.000,6,8.48
3hkt,-2.7822,130.329,29.093,-0.000,6,5.39
2w08,-0.7592,29.878,11.104,-0.000,6,3.42
1kui,-4.2994,199.695,42.839,-0.000,6,3.77
3dbu,-2.8820,109.817,30.543,-0.000,3,8.06
3udd,-5.8973,292.732,54.941,-0.000,6,7.1
2qmg,-6.9733,344.000,64.257,4.607,6,9.15
3k8q,-3.3604,201.707,27.528,6.036,4,11.28
1m2p,-2.7511,111.207,27.194,1.750,1,6.11
2pu1,-1.6732,48.293,19.541,4.607,2,5.85
1qkb,-4.4804,237.244,40.430,14.000,6,7.35
1trd,-1.7455,85.024,18.238,-0.000,4,5.4
1h46,-3.2147,180.951,29.348,-0.000,6,3.57
4er1,-7.0695,378.561,61.729,0.000,6,6.62
2ews,-4.7657,235.659,45.171,3.750,6,6.62
1bhf,-3.7769,198.976,34.896,11.250,6,4.38
2qtn,-1.2296,-13.720,23.103,-0.000,6,3.42
1qbv,-4.5839,251.476,40.636,4.250,6,5.39
1h1d,-2.0863,103.341,22.146,1.714,6,8.22
1w4q,-1.7063,82.415,18.565,0.500,6,5.26
1w5v,-8.5212,459.366,73.167,-0.000,6,8.15
1t7d,-3.3273,152.463,34.254,2.750,6,6.03
2za0,-2.6523,152.720,24.551,-0.000,6,6.64
1o2o,-3.3324,187.122,29.339,9.143,6,6.36
3npc,-7.5394,416.659,64.013,-0.000,6,8.34
1v2n,-4.2706,218.159,36.722,11.393,2,5.9
2ot1,-2.6040,123.451,26.681,0.929,6,4
3suf,-6.7346,347.378,60.455,3.107,6,7.56
1mq5,-6.4587,312.134,59.554,0.000,4,9
1pfu,-2.0049,122.317,17.400,4.036,4,2.72
1g4j,-2.6397,134.720,24.681,-0.000,4,8.7
1k9s,-3.2087,118.683,33.351,6.536,2,6.52
3own,-7.6313,440.159,62.552,-0.000,6,7.47
1n5r,-1.5572,44.463,21.532,0.357,6,5.66
2j75,-2.4261,124.866,20.483,11.036,1,6.65
3mfw,-0.8755,13.146,12.491,11.357,3,3.52
4dsu,-1.9803,112.207,15.365,0.000,0,2.82
3gi6,-6.0186,329.061,52.380,-0.000,6,11.22
1hi5,-1.4640,43.780,20.172,2.536,6,4.04
1gyy,-1.7352,85.207,15.552,1.929,1,3.64
1ndz,-5.5543,326.988,45.899,-0.000,6,8.11
1hvh,-6.0574,436.305,40.199,-0.000,6,7.96
4fcf,-3.8791,276.902,27.572,-0.000,6,8.62
3iog,-1.9968,82.902,20.236,1.714,2,5.52
3l59,-1.4031,32.927,17.075,13.893,2,3.7
3p5l,-2.9713,149.512,26.512,-0.000,2,7.39
2i80,-4.3375,272.524,32.912,-0.000,4,5.4
2p7g,-4.6375,331.012,29.090,-0.000,2,6.53
1sqo,-3.6740,171.744,33.671,9.393,2,7.46
3lpp,-3.1388,141.927,32.555,8.107,6,6.22
3ocz,-2.6000,64.451,33.590,2.071,6,7.46
3t8v,-6.4657,348.780,56.139,9.286,6,6.59
2qpu,-0.5813,-62.793,20.143,0.107,6,3.6
1txr,-3.9792,249.622,32.265,-0.000,6,7.74
3odu,-2.4112,72.024,30.287,8.821,6,8.14
2cgr,-4.4899,241.512,40.351,6.857,6,7.28
1sqt,-3.5953,131.927,38.481,9.393,4,6.2
2b1i,-5.0287,276.098,43.680,0.964,6,6.82
2f35,-1.3190,27.378,18.671,5.786,4,5.4
1gjd,-3.6059,155.341,34.688,8.071,2,5.22
4arw,-3.2402,189.232,28.116,0.179,6,7.13
2euk,-8.7535,605.415,59.175,-0.000,6,6.6
3pju,-5.5841,217.744,55.529,18.250,2,4.88
2jf4,-3.9127,170.622,38.625,5.893,4,8.15
1qxl,-4.7826,251.549,43.680,-0.000,6,7.96
3tmk,-7.0695,259.000,75.274,16.393,6,6.87
3s2v,-3.1789,145.829,31.243,13.321,4,6.8
3eft,-3.4543,223.085,25.377,-0.000,3,7.92
2wr8,-5.2919,309.037,43.916,7.714,6,5.44
2vc9,-2.5067,129.073,22.064,3.500,2,8.44
2qtg,-3.6531,203.817,30.954,5.000,4,5.08
3g2j,-2.6817,122.000,26.193,-0.000,3,4.75
1i5r,-7.0894,324.720,68.199,5.357,6,8.52
3mi3,-0.8799,12.963,13.894,8.893,4,5.45
4e67,-5.8406,279.841,55.649,-0.000,6,6.48
3t01,-0.5464,13.220,6.957,-0.000,1,4.48
1f8e,-2.0430,80.293,21.348,28.393,4,4.82
3p8z,-4.7628,219.817,46.880,7.036,6,6.09
1toi,-1.7061,102.756,14.113,5.607,3,4.05
1hii,-6.8109,412.280,53.975,-0.000,6,7.28
1hee,-2.9556,171.951,24.483,8.679,4,5.34
3sus,-3.6731,196.707,30.465,-0.000,1,4.15
2brm,-3.3849,210.768,27.048,0.107,4,5.89
2p95,-5.2685,235.500,50.804,-0.000,4,9.37
3s8x,-3.2464,178.171,30.136,-0.000,6,7.3
7std,-4.6420,329.268,30.580,-0.000,4,10.72
2fzc,-1.4315,38.390,20.109,8.286,6,2.7
2wzf,-3.1124,105.780,36.796,-0.000,6,7
1vyg,-3.7301,235.317,30.157,4.893,6,8
3gcp,-4.2142,228.988,36.886,0.500,4,7.82
2hw2,-5.9581,320.037,52.575,0.036,6,2.97
4dcs,-3.5284,161.037,35.593,16.429,6,5.1
1e3v,-2.4102,140.915,20.619,-0.000,4,4.34
3l79,-2.9237,121.146,29.141,1.286,2,2.46
3c56,-2.8595,169.598,25.333,5.286,6,7.89
6rnt,-1.8742,93.988,19.501,3.571,6,2.37
3po1,-4.7462,283.244,38.620,3.857,6,4.02
2hzl,-1.2995,73.988,9.825,5.321,0,6.57
966c,-4.0648,204.146,38.910,-0.000,6,7.64
4b6r,-3.5594,219.134,28.587,-0.000,4,5.85
2fmb,-6.8953,378.537,59.206,-0.000,6,8.7
3exe,-4.0440,195.232,39.396,6.750,6,6.96
1gaf,-3.8806,248.037,31.026,-0.000,6,8
2wf5,-2.0876,15.366,31.404,1.679,4,6
1met,-6.7095,398.256,54.171,-0.000,6,9.4
3mtw,-2.2325,119.902,21.836,13.071,6,7.04
3qbc,-1.6308,54.805,17.074,1.179,0,4.97
1v2t,-2.5335,99.866,28.730,9.321,6,4.71
1izh,-7.8839,458.195,64.048,0.500,6,7.7
1fd0,-6.9048,451.963,47.513,1.536,2,8.4
3ivc,-4.0907,193.805,40.474,1.036,6,4.12
2aj8,-2.8538,115.902,29.143,6.643,3,6.2
3qt6,-3.4362,181.671,32.086,9.500,6,5.37
4ad3,-2.9780,182.622,25.107,0.036,6,4.62
1sw2,-1.8535,108.829,14.909,5.857,2,7.22
3hkn,-2.0825,113.878,20.909,-0.000,6,5.35
2ydt,-2.2605,79.524,26.784,4.393,6,5.52
1nwl,-1.0754,11.622,18.465,-0.000,6,2.39
2weh,-2.5793,125.463,23.078,-0.000,1,5.95
2xbw,-6.9691,339.037,64.336,0.643,6,8
3d1x,-7.3354,415.500,61.193,-0.000,6,8.66
3cz1,-2.2182,106.341,22.554,-0.000,4,7.26
1dhi,-3.2100,197.768,26.981,7.357,6,7.26
3miy,-3.0565,127.451,33.412,0.000,6,7.68
3sm2,-6.2341,380.915,49.335,0.179,6,9.7
1sld,-4.2123,196.744,41.928,-0.000,6,6.57
3rm9,-2.0044,96.915,18.225,12.964,2,4.77
3shc,-4.9113,282.268,41.281,0.143,6,5.72
3i73,-2.5531,195.646,17.952,1.464,6,5.49
3tao,-1.9099,89.415,20.025,1.786,4,5.14
3fvl,-1.7782,67.720,21.107,6.643,6,6.07
3bvb,-6.3437,372.963,51.871,0.107,6,5.49
3ng4,-1.2500,65.439,12.165,-0.000,3,5.43
3d6p,-0.7830,-27.988,16.487,0.357,3,3.75
1hi4,-1.5019,58.659,19.032,0.643,6,4.49
2xc4,-6.1696,267.524,61.883,-0.000,6,8.05
2qwf,-3.0464,171.841,26.626,18.607,6,5.67
3ryv,-2.8293,145.744,25.510,-0.000,3,7.07
3sr4,-4.4980,226.756,42.142,8.857,6,6.54
2avo,-7.6866,473.061,59.442,-0.000,6,8.85
3n35,-2.0889,111.049,18.296,-0.000,2,3.37
2qd8,-6.1615,335.793,53.654,-0.000,6,9.07
1nh0,-7.1809,362.183,65.216,1.786,6,9.74
1gi4,-2.8292,103.549,28.899,10.036,1,7.19
2f7o,-2.2927,116.817,20.104,11.286,2,7.44
3bu1,-1.9140,137.695,12.380,5.250,2,8.15
3m89,-3.3725,139.524,36.555,0.036,6,6.16
3s78,-2.3615,105.427,22.306,-0.000,1,6.47
2zx7,-3.3556,162.220,30.648,13.107,3,10.49
1o3l,-2.8244,117.634,28.391,9.536,3,6.54
3jzh,-3.2068,166.805,30.771,3.500,6,3.4
1hvk,-8.9502,549.171,68.646,1.571,6,10.96
1iiq,-7.4753,421.329,62.086,10.893,6,7.48
2wlz,-4.0111,220.341,36.207,-0.000,6,4.6
1x8t,-3.8460,215.817,33.701,16.036,6,7.8
8a3h,-3.8610,240.598,30.725,7.143,6,4.06
3l4y,-2.9115,136.780,30.201,-0.000,6,7
1qbq,-3.6000,224.073,29.716,2.214,6,8.3
2eg7,-1.8973,72.366,19.294,5.214,1,5.89
1dmp,-6.5267,373.988,54.029,9.321,6,9.55
2qzr,-2.9141,116.049,29.696,14.107,3,7.26
1o5c,-2.1615,87.195,23.955,1.250,4,5.22
2pwc,-5.9080,310.146,52.391,15.643,6,6.57
3gy2,-3.4598,152.085,33.486,10.036,3,5.74
4gqr,-1.5993,46.098,18.309,-0.000,1,3.96
3s77,-2.3972,102.585,23.159,-0.000,1,7.21
3ehx,-3.8826,194.854,37.374,-0.000,6,7.6
3str,-5.5096,270.817,51.925,0.071,6,8.4
1nje,-3.1282,165.024,28.677,17.250,6,3.8
3uxl,-2.3179,157.280,15.209,7.464,1,5.57
2x7u,-2.5509,111.110,27.416,-0.000,6,5.27
2ihq,-5.2018,300.110,40.941,-0.000,2,8.49
2uxz,-7.7496,433.585,65.045,-0.000,6,8.48
2xp7,-2.3488,115.573,20.458,11.250,1,5.77
2cf9,-4.1681,164.366,44.064,11.393,6,7.82
3qxv,-4.9318,326.878,36.886,0.143,6,8.4
2r59,-6.4294,336.902,56.729,16.607,6,8.19
2cej,-7.8080,440.988,65.013,-0.000,6,8.62
3i6o,-7.0249,376.561,61.320,-0.000,6,10.35
3v7x,-3.4477,202.671,30.143,-0.000,6,8.57
1g7v,-1.2007,20.537,19.025,4.821,6,6.4
1jev,-5.8406,287.488,54.033,17.429,6,6.89
1b8o,-3.4412,158.354,32.007,6.464,2,10.64
3ujd,-2.4688,153.256,21.104,2.821,6,4.69
2wyg,-5.0853,231.805,49.806,-0.000,6,8.7
1g53,-2.8226,142.622,26.393,-0.000,4,9.04
3b50,-2.1066,53.695,26.904,7.107,4,7.55
1njc,-3.0932,168.817,27.707,17.536,6,5.55
1nm6,-5.9527,327.268,48.562,0.821,2,10.05
1xkk,-6.3894,353.000,54.875,0.857,6,8.52
1jaq,-2.2696,62.354,29.742,-0.000,6,4.48
1px4,-2.3968,117.061,23.848,0.500,4,3.23
3s45,-5.5065,328.463,44.949,2.000,6,8.49
2jiw,-3.2226,166.012,27.942,6.179,2,4.59
3v3l,-3.5923,175.207,35.058,10.929,6,6.43
2h3e,-2.9825,147.927,27.274,49.821,6,5.7
1w5y,-8.3381,480.720,67.974,-0.000,6,8.48
3ppq,-1.4310,69.415,13.707,-0.000,2,4.55
1tni,-1.9602,92.829,19.623,4.643,4,4
1c1v,-2.4916,76.512,27.641,14.607,2,7.64
