name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1m2x,-6.295,-0.090,-6.482,-2.087,-0.249,1.072,37,1,2,0,5,3,0.889,4.15
1gvw,-9.312,-0.111,-10.310,-5.902,-0.664,1.474,80,8,0,0,6,5,0.938,6.96
1g7f,-10.256,-0.126,-10.137,-4.580,-1.411,1.072,65,8,9,0,7,1,0.926,5.47
3r1v,-6.303,-0.170,-8.276,-3.460,-0.000,0.402,59,0,0,0,3,0,1.000,6.92
3roc,-7.917,-0.106,-8.494,-4.718,-0.166,1.608,75,2,0,0,12,0,1.000,8.19
1yqj,-9.289,-0.138,-10.031,-6.389,-0.166,1.742,124,2,0,0,10,3,1.000,8.14
3f7i,-8.978,-0.139,-10.084,-4.604,-0.664,0.402,79,5,3,0,2,1,0.821,7.34
1cbx,-9.566,-0.251,-8.978,-2.502,-1.660,0.402,35,3,17,0,2,1,1.000,6.35
2csn,-6.500,-0.106,-7.133,-2.738,-0.249,1.072,38,1,2,0,7,1,1.000,4.41
2wzm,-11.652,-0.085,-8.547,-2.945,-1.992,1.608,42,11,13,0,9,3,0.867,5.22
3neo,-7.604,-0.175,-10.106,-5.341,-0.083,0.536,83,0,1,0,3,1,1.000,5.92
3th9,-8.750,-0.100,-8.601,-5.680,-0.249,2.546,93,3,0,0,15,4,1.000,7.7
2xxt,-8.225,-0.172,-7.797,-2.285,-0.830,0.536,46,4,6,0,3,1,1.000,8.05
1m1b,-7.791,-0.172,-6.942,-0.913,-1.079,0.268,15,7,6,0,2,0,1.000,4.66
1ogg,-9.630,-0.085,-8.857,-4.398,-0.581,1.340,94,7,0,0,9,1,0.760,5.19
1wur,-10.819,-0.087,-7.992,-2.269,-1.577,1.072,56,17,2,0,5,3,1.000,6.66
1m0o,-9.530,-0.116,-8.011,-2.786,-1.079,1.072,58,6,7,0,7,1,1.000,2.31
2vk2,-8.772,-0.221,-7.868,-1.405,-1.245,0.000,34,6,9,0,0,0,1.000,6.89
1q8w,-6.662,-0.110,-7.421,-3.109,-0.166,1.072,49,1,1,0,6,2,1.000,5.24
1f0r,-8.656,-0.089,-7.962,-4.371,-0.249,1.876,106,2,1,0,12,2,1.000,7.66
1ghv,-7.848,-0.126,-7.606,-2.981,-0.747,1.340,46,5,4,0,8,2,1.000,4.35
2psv,-8.876,-0.114,-8.969,-5.480,-0.415,2.144,81,5,0,0,12,4,1.000,7.24
1v2j,-6.833,-0.111,-6.218,-1.574,-0.498,1.072,37,2,4,0,8,0,1.000,3.25
3r4p,-7.980,-0.084,-8.081,-4.541,-0.332,2.010,71,4,0,0,12,3,1.000,7.96
2p4j,-11.254,-0.123,-11.235,-8.001,-0.830,2.814,124,10,0,0,14,7,1.000,8.96
1y0l,-7.361,-0.120,-7.507,-2.793,-0.166,0.670,80,2,0,0,3,2,0.857,9
2i4w,-10.198,-0.104,-10.311,-7.224,-0.415,2.546,110,5,0,0,15,4,1.000,11.59
1ew8,-9.183,-0.264,-7.326,-0.467,-1.909,0.268,11,3,20,0,1,1,1.000,2.26
6rnt,-7.313,-0.031,-5.939,-1.148,-0.913,1.340,17,2,9,0,9,1,0.900,2.37
4f5y,-9.683,-0.051,-7.564,-3.928,-0.830,2.412,65,9,1,0,12,6,0.900,5.43
3ocz,-8.367,-0.046,-6.281,-2.575,-0.498,2.010,74,3,3,0,11,4,1.000,7.46
3f48,-6.547,-0.201,-6.427,-0.711,-0.498,0.000,17,6,0,0,0,0,1.000,6.29
3agl,-13.128,-0.074,-9.861,-5.497,-1.826,2.680,90,9,13,0,16,4,0.757,7.8
2vw1,-8.468,-0.118,-7.569,-2.261,-1.162,1.072,36,6,8,0,6,2,1.000,3.52
2o4n,-10.069,-0.130,-10.693,-7.338,-0.415,2.278,117,5,0,0,11,6,1.000,7.82
4b73,-7.510,-0.093,-7.543,-3.633,-0.166,1.474,70,2,0,0,10,1,1.000,7.21
3iue,-9.191,-0.109,-8.260,-3.820,-0.830,1.608,70,5,5,0,10,2,0.944,5.82
3s0d,-6.471,-0.173,-7.122,-2.306,-0.000,0.402,55,0,0,0,2,1,1.000,7.05
1o0f,-8.231,-0.089,-7.611,-2.035,-1.162,0.804,27,6,8,0,4,2,1.000,5.3
3fj7,-6.842,-0.088,-6.098,-0.701,-0.581,0.402,21,7,0,0,2,1,1.000,3.71
4ha5,-6.957,-0.128,-8.171,-3.693,-0.332,1.072,49,2,2,0,8,0,0.941,7.24
4ad2,-7.834,-0.083,-6.960,-1.799,-0.747,0.804,38,6,3,0,2,4,0.750,6.2
2o4r,-9.476,-0.199,-11.184,-5.736,-0.498,0.268,99,6,0,0,1,1,0.926,9.4
3lzz,-6.321,-0.041,-6.377,-2.333,-0.166,1.340,50,1,1,0,6,4,1.000,3.84
2j7e,-8.972,-0.141,-7.900,-2.573,-0.913,0.804,63,7,4,0,6,0,1.000,7.32
1t32,-9.265,-0.115,-10.860,-7.320,-0.332,2.010,119,4,0,0,14,1,0.875,7.42
1gj8,-7.859,-0.069,-6.945,-3.641,-0.498,2.412,61,4,2,0,17,1,0.889,6.96
1ai5,-6.471,-0.109,-6.638,-1.790,-0.166,0.536,41,2,0,0,3,1,1.000,3.72
2fu8,-5.955,-0.093,-6.524,-1.995,-0.249,0.938,29,1,2,0,4,3,0.889,4.7
2hs1,-8.863,-0.114,-9.532,-6.177,-0.415,2.278,79,5,0,0,13,4,1.000,8.48
2fxu,-10.094,-0.119,-11.155,-7.079,-0.332,1.474,138,4,0,0,11,0,0.775,8.15
1a69,-7.848,-0.102,-7.162,-2.301,-0.581,0.938,54,5,2,0,5,2,1.000,5.3
4b74,-9.311,-0.106,-8.195,-4.087,-0.498,1.608,93,5,1,0,11,1,1.000,7.66
2on6,-7.166,-0.076,-6.655,-2.528,-0.249,1.340,51,3,0,0,7,3,1.000,6.76
2weo,-6.680,-0.155,-6.921,-1.607,-0.498,0.402,24,2,4,0,3,0,1.000,6.93
3afk,-7.684,-0.078,-7.801,-2.206,-0.913,0.536,35,11,0,0,3,1,0.722,3.6
3f8f,-8.359,-0.087,-8.536,-4.843,-0.083,1.608,123,0,1,0,9,3,0.926,6.63
1qaw,-7.588,-0.169,-7.747,-2.133,-0.664,0.268,36,7,1,0,2,0,1.000,5.12
3ekw,-10.214,-0.133,-12.004,-8.132,-0.664,2.010,101,8,0,0,13,2,1.000,7.96
4fm7,-8.107,-0.113,-8.932,-5.124,-0.332,1.742,75,2,2,0,12,1,0.917,7.24
1bgq,-7.125,-0.110,-7.974,-3.847,-0.249,1.340,56,3,0,0,8,2,0.944,8.57
1bp0,-7.672,-0.110,-7.408,-1.813,-0.913,0.536,25,11,0,0,1,3,1.000,5.4
2usn,-8.085,-0.104,-8.117,-3.958,-0.415,1.474,72,3,2,0,6,5,0.842,6.51
3g34,-5.609,-0.063,-6.486,-1.740,-0.332,0.804,13,2,2,0,6,0,1.000,2.96
1szd,-10.001,-0.065,-7.540,-3.221,-1.245,2.144,55,10,5,0,12,4,1.000,4.54
1zp8,-9.216,-0.091,-9.478,-7.093,-0.249,3.082,103,3,0,0,21,2,1.000,8.77
1fkf,-9.174,-0.080,-9.802,-5.643,-0.415,1.474,87,5,0,0,7,4,0.750,9.4
1qji,-8.817,-0.099,-10.371,-6.448,-0.581,1.876,81,7,0,0,12,2,0.892,4.85
3k97,-6.768,-0.117,-7.908,-3.596,-0.166,1.072,55,2,0,0,5,3,0.944,8
1x38,-9.307,-0.204,-9.296,-3.267,-1.079,0.268,69,7,6,0,2,0,1.000,8.77
1jmf,-7.566,-0.070,-6.626,-1.816,-0.664,1.072,27,8,0,0,1,7,1.000,5.77
2c97,-8.222,-0.071,-6.489,-1.647,-0.830,1.206,33,8,2,0,7,2,1.000,6.14
2q88,-8.521,-0.198,-7.193,-1.413,-0.830,0.268,52,3,7,0,2,0,1.000,5.8
1b8o,-7.609,-0.125,-7.589,-2.543,-0.498,0.670,48,6,0,0,3,2,1.000,10.64
1x1z,-9.278,-0.117,-7.800,-1.975,-1.411,0.804,33,10,7,0,5,1,1.000,11.06
1sw2,-7.563,-0.129,-6.247,-1.150,-0.415,0.536,51,1,4,0,3,1,1.000,7.22
3g08,-10.752,-0.165,-13.322,-8.327,-0.581,0.804,138,3,4,0,5,1,0.949,8.16
2r38,-10.573,-0.124,-10.807,-7.337,-0.664,2.412,108,4,4,0,15,3,1.000,7.44
2xef,-14.241,-0.094,-11.217,-7.121,-1.826,2.948,130,8,14,0,17,5,0.865,9.84
4eoh,-4.971,-0.014,-5.397,-1.168,-0.083,1.072,15,1,0,0,7,1,0.857,4.3
1bnv,-7.406,-0.143,-8.791,-3.394,-0.581,0.402,36,3,4,0,2,1,1.000,8.77
3gtc,-6.205,-0.019,-5.509,-1.599,-0.166,1.474,41,0,2,0,11,0,0.778,2.35
2rkd,-7.880,-0.201,-7.030,-0.701,-1.245,0.134,14,2,13,0,1,0,1.000,2.72
1x39,-9.394,-0.179,-9.153,-3.226,-1.245,0.536,55,9,6,0,2,2,1.000,9.22
1f0t,-8.450,-0.066,-7.206,-3.417,-0.581,2.010,69,3,4,0,13,2,0.842,6
2r2m,-9.220,-0.094,-8.031,-3.674,-0.747,1.608,66,5,4,0,11,1,1.000,7.33
3rlp,-6.298,-0.057,-6.248,-2.421,-0.083,1.474,45,1,0,0,11,0,1.000,7.08
3fh7,-10.782,-0.132,-8.787,-4.864,-0.581,1.876,142,3,4,0,12,2,1.000,7.6
1c5t,-7.280,-0.138,-6.871,-2.061,-0.664,1.072,36,4,4,0,7,1,1.000,4.1
1pph,-8.301,-0.116,-8.703,-3.408,-0.747,0.670,59,5,4,0,5,0,0.773,5.92
2aj8,-7.872,-0.125,-8.466,-3.452,-0.332,0.536,79,1,3,0,4,0,0.944,6.2
1kjr,-7.786,-0.049,-7.163,-3.559,-0.664,2.278,50,8,0,0,14,3,0.864,6.06
1c83,-8.817,-0.159,-8.074,-2.562,-0.830,0.536,66,4,6,0,4,0,1.000,4.85
3ffg,-9.995,-0.082,-8.893,-6.157,-0.332,2.814,127,4,0,0,19,2,0.969,9.08
3axz,-8.492,-0.108,-7.266,-2.322,-0.664,0.938,58,8,0,0,7,0,1.000,3.43
3s3v,-8.304,-0.125,-7.849,-3.020,-0.415,0.804,84,3,2,0,5,1,0.929,6.23
1sbg,-9.710,-0.140,-10.696,-6.824,-0.664,2.010,94,6,2,0,12,3,1.000,7.74
1bhf,-9.294,-0.094,-9.447,-5.326,-0.913,2.010,71,4,7,0,11,4,0.862,4.38
1o3l,-8.822,-0.162,-9.098,-3.905,-0.913,0.938,73,7,4,0,6,1,1.000,6.54
3tif,-10.229,-0.073,-7.193,-2.038,-1.411,1.474,52,11,6,0,9,2,1.000,5.38
2qg0,-7.443,-0.072,-7.171,-3.363,-0.332,1.742,53,4,0,0,11,2,0.824,5.72
3l59,-6.221,-0.081,-6.592,-1.629,-0.415,0.670,26,3,2,0,5,0,0.917,3.7
2q63,-10.080,-0.135,-10.603,-7.082,-0.581,2.278,108,6,1,0,16,1,1.000,7.18
2reg,-7.411,-0.154,-6.293,-1.177,-0.166,0.268,72,2,0,0,2,0,1.000,5.64
2fzg,-8.678,-0.072,-6.800,-2.296,-1.162,1.876,21,3,11,0,11,3,1.000,3.38
1gyy,-7.340,-0.140,-7.042,-2.111,-0.249,0.536,69,1,2,0,3,1,1.000,3.64
4b8y,-9.147,-0.088,-9.452,-4.559,-0.747,1.072,85,9,0,0,6,2,0.778,8.05
2qg2,-7.707,-0.088,-7.337,-3.644,-0.083,1.608,80,1,0,0,12,0,1.000,5.4
3f5k,-10.161,-0.067,-8.982,-5.531,-0.913,2.680,82,9,2,0,16,4,0.867,4.62
2qd6,-9.070,-0.083,-8.549,-5.462,-0.415,2.546,78,5,0,0,15,4,1.000,8.68
4agc,-9.642,-0.156,-9.591,-5.279,-0.166,1.072,129,2,0,0,8,0,1.000,10.7
1odj,-7.442,-0.055,-6.316,-2.291,-0.415,1.608,49,3,2,0,9,3,1.000,4.1
1lbf,-10.315,-0.138,-8.402,-2.277,-1.577,0.670,46,11,8,0,3,2,1.000,7.85
3pcj,-6.320,-0.115,-6.486,-1.370,-0.166,0.268,40,1,1,0,0,2,1.000,7.22
1u1w,-7.567,-0.168,-7.069,-1.589,-0.664,0.402,39,7,1,0,2,1,1.000,5.85
3r6c,-8.759,-0.147,-8.887,-4.077,-0.664,1.072,89,1,7,0,6,2,1.000,4.72
1g2k,-10.864,-0.145,-11.752,-7.497,-0.913,1.876,106,3,8,0,12,2,1.000,7.96
1sw1,-7.592,-0.162,-6.842,-1.611,-0.415,0.402,57,1,4,0,2,1,1.000,7.3
1rmz,-7.166,-0.092,-7.145,-3.152,-0.249,1.474,46,3,0,0,7,4,1.000,8
3ta0,-10.873,-0.062,-7.138,-2.302,-1.494,1.876,50,7,11,0,9,5,1.000,3.47
2rin,-7.342,-0.043,-5.651,-1.639,-0.000,1.206,81,0,0,0,6,3,1.000,4
2rcn,-9.352,-0.077,-7.380,-1.804,-1.162,0.804,43,11,3,0,2,4,0.900,6
2we3,-10.985,-0.117,-8.501,-1.827,-1.992,0.536,41,12,12,0,4,0,1.000,4.43
2q6f,-10.104,-0.098,-10.018,-6.765,-0.581,2.546,99,7,0,0,16,3,1.000,5.44
1ai4,-6.601,-0.115,-6.600,-1.803,-0.249,0.670,44,3,0,0,4,1,1.000,2.5
3ryz,-7.036,-0.061,-6.675,-2.299,-0.498,1.340,31,2,4,0,10,0,0.818,8.62
3mz6,-6.151,-0.072,-6.793,-2.079,-0.166,0.670,38,2,0,0,2,3,0.562,7.2
2gsu,-9.765,-0.108,-7.692,-1.835,-1.577,0.938,38,5,14,0,7,0,1.000,3.59
1v0k,-8.567,-0.151,-7.928,-2.269,-1.245,0.804,30,6,9,0,6,0,1.000,5.1
3c2f,-8.147,-0.066,-6.669,-0.844,-1.411,0.804,8,7,10,0,5,1,1.000,2
1c5y,-6.973,-0.114,-6.583,-2.073,-0.498,1.206,42,2,4,0,9,0,1.000,4.2
2qtg,-8.509,-0.157,-8.353,-3.007,-0.664,0.536,66,5,3,0,3,1,1.000,5.08
1v1j,-7.905,-0.144,-7.087,-1.626,-0.913,0.670,28,9,2,0,5,0,1.000,4.82
3udd,-8.799,-0.114,-8.523,-4.830,-0.083,1.608,114,1,0,0,10,2,1.000,7.1
3o84,-7.815,-0.118,-8.160,-4.384,-0.166,1.608,91,2,0,0,8,4,1.000,7.24
2ewa,-8.971,-0.153,-9.348,-4.985,-0.083,0.938,133,1,0,0,7,0,1.000,7.94
2qi1,-9.467,-0.113,-9.749,-6.879,-0.332,2.680,103,4,0,0,17,3,1.000,7.3
1xka,-9.682,-0.092,-7.900,-4.596,-0.498,2.412,114,2,4,0,15,3,1.000,6.88
2whp,-8.153,-0.082,-6.692,-2.999,-0.083,1.608,107,1,0,0,9,3,1.000,4
4dy6,-10.956,-0.078,-9.049,-3.677,-1.494,1.340,62,13,5,0,5,5,0.900,4.4
1kpm,-8.924,-0.174,-10.598,-6.420,-0.166,1.206,114,2,0,0,8,1,0.966,5.8
2wej,-5.817,-0.110,-6.323,-1.609,-0.166,0.670,24,2,0,0,4,1,1.000,6.08
2oxx,-5.777,-0.068,-6.165,-1.885,-0.000,0.938,40,0,0,0,6,1,1.000,6.7
3p58,-6.261,-0.092,-6.320,-2.442,-0.000,1.340,54,0,0,0,7,3,1.000,7.6
3d8w,-7.439,-0.137,-7.825,-2.262,-0.747,0.402,26,5,4,0,1,2,1.000,8.15
8cpa,-10.260,-0.134,-9.499,-4.095,-1.660,1.474,47,9,11,0,9,2,0.905,9.15
1onz,-8.599,-0.144,-8.972,-3.594,-0.830,0.670,56,5,5,0,5,0,0.947,5.1
2w8y,-9.765,-0.172,-10.711,-6.214,-0.083,0.804,137,1,0,0,5,1,0.931,9.09
1gi4,-8.231,-0.123,-7.559,-2.500,-0.913,1.072,51,7,4,0,7,1,0.786,7.19
1k6t,-9.487,-0.138,-11.575,-8.003,-0.498,2.144,101,5,1,0,15,1,1.000,7.62
1od8,-8.348,-0.164,-8.179,-2.284,-1.079,0.402,37,8,5,0,3,0,1.000,5.1
3cm2,-7.802,-0.089,-8.424,-3.461,-0.415,0.670,61,2,3,0,5,0,0.714,6.47
1hi4,-7.956,-0.051,-6.601,-2.295,-0.830,1.742,41,4,6,0,6,7,1.000,4.49
3dnt,-11.427,-0.075,-7.546,-2.327,-1.743,1.742,58,6,15,0,10,3,1.000,4.74
1ezq,-11.114,-0.136,-9.859,-5.719,-0.664,1.742,145,4,4,0,13,0,1.000,9.05
3uxk,-5.783,-0.150,-6.714,-1.598,-0.166,0.268,28,2,0,0,1,1,1.000,4.93
2ygf,-8.313,-0.093,-8.918,-4.810,-0.498,1.608,66,6,0,0,10,2,0.897,5.09
1t7j,-8.513,-0.098,-8.631,-5.008,-0.415,2.010,70,5,0,0,14,1,1.000,8.7
3tao,-6.329,-0.028,-5.497,-0.451,-0.498,0.670,7,6,0,0,3,2,1.000,5.14
2qtt,-8.425,-0.125,-7.601,-2.306,-0.747,0.670,58,6,3,0,5,0,1.000,4.32
2ctc,-8.335,-0.274,-8.510,-2.047,-1.245,0.000,31,2,13,0,0,0,1.000,3.89
3ehx,-9.217,-0.125,-8.215,-3.641,-0.830,1.474,79,3,7,0,10,1,1.000,7.6
2mas,-9.134,-0.206,-8.515,-2.505,-1.328,0.536,43,6,10,0,3,1,1.000,7.52
1uwt,-8.194,-0.130,-6.911,-1.399,-0.830,0.536,44,5,5,0,3,1,1.000,5.97
3n2p,-6.696,-0.112,-7.792,-3.263,-0.249,0.938,38,3,0,0,6,1,1.000,7.82
2bmk,-8.048,-0.078,-6.853,-2.311,-0.664,1.340,49,0,8,0,6,4,1.000,5.62
2oag,-8.434,-0.091,-8.050,-4.561,-0.415,2.144,82,2,3,0,14,2,0.952,8.47
1ew9,-4.765,0.055,-4.887,-0.473,-0.000,0.804,12,0,0,0,6,0,1.000,3.22
3gqz,-7.013,-0.130,-7.559,-2.730,-0.415,0.804,58,0,5,0,6,0,1.000,2.17
2a4m,-5.568,-0.097,-6.678,-2.532,-0.000,1.072,39,0,0,0,7,1,1.000,4.52
1laf,-9.830,-0.223,-7.899,-1.404,-1.411,0.134,50,9,8,0,1,0,1.000,7.85
3m37,-10.573,-0.087,-8.429,-5.259,-0.498,2.546,138,4,2,0,19,0,1.000,9.04
3lpl,-6.342,-0.002,-5.242,-0.464,-0.498,0.938,8,5,1,0,5,2,1.000,5.62
2wzf,-9.196,-0.045,-6.341,-1.869,-0.996,1.742,45,11,1,0,11,2,1.000,7
2cc7,-7.103,-0.122,-7.413,-2.801,-0.332,0.938,61,2,2,0,5,2,1.000,8.01
3nyd,-6.079,-0.016,-5.414,-1.402,-0.000,1.206,39,0,0,0,8,1,1.000,3.48
1pxp,-7.473,-0.117,-7.917,-4.141,-0.166,1.608,75,2,0,0,8,4,1.000,6.66
1cps,-7.668,-0.174,-7.997,-2.453,-0.996,0.670,25,5,7,0,5,0,1.000,6.66
1tsy,-7.607,-0.099,-7.203,-1.825,-0.830,0.670,23,10,0,0,1,4,1.000,4.96
1b38,-10.310,-0.075,-7.528,-2.258,-1.660,1.608,36,9,11,0,10,2,1.000,6.6
3r4m,-6.091,-0.100,-6.823,-2.511,-0.166,1.072,36,2,0,0,8,0,1.000,5.92
2d1n,-9.602,-0.129,-9.467,-5.461,-0.664,1.876,82,8,0,0,9,5,1.000,8.15
2g8r,-6.875,-0.073,-7.042,-2.264,-0.498,0.938,33,2,4,0,6,1,0.800,3.99
2j7b,-8.204,-0.137,-7.133,-1.404,-0.913,0.402,37,7,4,0,2,1,1.000,6.62
2xib,-8.401,-0.229,-7.511,-1.399,-1.162,0.268,34,6,8,0,1,1,1.000,7.26
4dsy,-7.591,-0.169,-7.747,-2.152,-0.913,0.536,33,2,9,0,2,2,1.000,4.43
2p4s,-7.988,-0.133,-7.736,-2.773,-0.415,0.670,69,5,0,0,3,2,1.000,9.51
1efy,-7.878,-0.125,-7.724,-3.463,-0.249,1.206,79,3,0,0,7,2,1.000,8.22
3dhv,-8.502,-0.051,-6.402,-2.045,-0.747,1.608,49,6,3,0,9,3,1.000,2.96
3ni5,-6.726,-0.055,-6.868,-2.741,-0.249,1.340,36,3,0,0,7,3,0.692,7.55
1nq7,-8.417,-0.198,-10.159,-4.794,-0.415,0.268,73,2,3,0,2,0,0.913,6.8
1vzq,-9.116,-0.125,-9.332,-5.058,-0.664,1.608,84,4,4,0,8,4,0.958,7.44
3ies,-11.017,-0.083,-8.793,-5.240,-0.747,2.412,124,6,3,0,14,4,0.960,9.92
1w3j,-7.296,-0.131,-6.529,-1.183,-0.664,0.536,34,8,0,0,3,1,1.000,6.32
1v2s,-6.763,-0.127,-6.364,-1.586,-0.498,0.938,36,2,4,0,7,0,1.000,4.17
5upj,-6.907,-0.141,-8.465,-3.936,-0.249,0.938,57,3,0,0,6,1,0.950,7.12
1mrx,-10.079,-0.129,-9.979,-6.356,-0.415,2.010,113,2,3,0,15,0,0.964,7.26
3uug,-8.761,-0.168,-7.398,-1.420,-1.162,0.402,36,9,5,0,2,1,1.000,4.51
2p16,-9.058,-0.078,-7.885,-5.047,-0.166,2.546,118,2,0,0,18,1,0.960,10.1
4erf,-7.643,-0.115,-8.910,-4.247,-0.249,0.804,68,0,3,0,5,1,0.800,9.4
3nu5,-8.979,-0.113,-9.165,-5.893,-0.332,2.278,87,4,0,0,13,4,1.000,8.35
1lyx,-6.582,-0.026,-5.456,-0.461,-0.581,0.804,10,4,3,0,5,1,1.000,4.54
1jqy,-8.800,-0.094,-8.312,-3.502,-0.664,1.072,75,7,1,0,6,2,0.850,4.92
1m0n,-9.785,-0.102,-7.777,-3.005,-1.162,1.608,60,7,7,0,10,2,1.000,2.22
2wl0,-11.494,-0.146,-12.672,-8.685,-0.913,2.144,124,7,4,0,14,2,1.000,7.8
1o5g,-8.909,-0.118,-8.531,-4.608,-0.581,1.876,84,3,4,0,12,2,0.952,4.96
3pcf,-7.251,-0.186,-7.261,-1.596,-0.581,0.134,46,5,2,0,1,0,1.000,6.05
2xn5,-7.910,-0.110,-7.535,-3.025,-0.498,1.206,59,4,2,0,7,2,1.000,6.69
1m2q,-7.702,-0.111,-7.434,-3.039,-0.249,1.072,75,3,0,0,8,0,1.000,6.1
1m7d,-8.148,-0.073,-7.777,-3.854,-0.581,1.876,57,7,0,0,11,3,1.000,6.23
3m3e,-7.598,-0.073,-7.758,-2.648,-0.830,0.938,40,10,0,0,5,2,0.650,4.43
2wgj,-8.000,-0.091,-7.961,-4.319,-0.166,1.742,87,2,0,0,13,0,0.905,8.7
2ojj,-8.112,-0.099,-8.300,-5.079,-0.415,2.412,66,5,0,0,15,3,1.000,8.7
2ovv,-6.983,-0.151,-9.752,-5.472,-0.000,0.938,89,0,0,0,6,1,1.000,7.92
4fl1,-8.402,-0.059,-7.032,-1.941,-1.079,1.206,33,6,7,0,8,1,0.900,3.28
1usk,-8.123,-0.206,-7.074,-1.377,-0.747,0.268,46,7,2,0,2,0,1.000,6.4
3d2e,-12.718,-0.134,-9.365,-2.359,-2.324,0.536,44,20,8,0,2,2,1.000,6.42
3hv8,-10.005,-0.051,-7.553,-3.834,-0.913,2.412,75,7,4,0,11,7,0.900,6.98
3qxt,-9.931,-0.090,-8.196,-3.807,-0.913,1.742,82,6,5,0,12,1,0.950,5.22
3nzk,-8.276,-0.121,-9.084,-4.791,-0.415,1.340,77,5,0,0,9,1,1.000,9.27
1e6s,-7.752,-0.144,-7.096,-1.399,-0.747,0.268,39,6,3,0,2,0,1.000,3.22
3ewc,-8.309,-0.116,-7.652,-3.008,-0.498,1.072,67,6,0,0,7,1,1.000,7.7
2vuk,-7.135,-0.142,-7.770,-3.624,-0.000,1.072,91,0,0,0,6,2,1.000,3.9
2wr8,-11.814,-0.171,-9.671,-3.463,-1.660,0.670,84,12,8,0,5,0,1.000,5.44
1hii,-9.854,-0.152,-11.437,-6.812,-0.747,1.340,87,9,0,0,10,0,1.000,7.28
3oku,-7.933,-0.161,-9.414,-4.068,-0.664,0.536,53,2,6,0,4,0,0.850,6.36
1k6c,-9.456,-0.126,-10.897,-7.593,-0.498,2.412,99,5,1,0,16,2,1.000,7.48
3qfy,-7.372,-0.187,-7.090,-1.393,-0.747,0.268,29,5,4,0,2,0,1.000,6.12
2vc7,-7.345,-0.140,-7.745,-3.433,-0.166,1.072,67,2,0,0,7,1,1.000,3.36
1xh5,-10.711,-0.142,-11.314,-6.906,-0.664,1.474,121,5,3,0,11,0,0.970,5.47
2y5g,-8.449,-0.072,-7.437,-4.816,-0.083,2.680,93,1,0,0,19,1,0.955,6.84
3cdb,-10.436,-0.139,-11.599,-7.178,-1.079,1.876,85,7,6,0,12,2,0.970,7.02
3upv,-9.553,-0.089,-10.138,-4.964,-1.162,1.206,61,7,7,0,8,1,0.788,5.3
3n0n,-6.557,-0.079,-7.188,-2.927,-0.249,1.206,35,3,0,0,8,1,0.923,7.3
2pvk,-8.315,-0.107,-8.119,-3.909,-0.332,1.340,76,3,1,0,7,3,1.000,8.3
4i3z,-9.607,-0.096,-7.819,-2.013,-1.660,1.072,24,8,12,0,7,1,1.000,4.29
1ua4,-8.477,-0.094,-7.383,-2.324,-0.913,1.072,35,5,6,0,7,1,1.000,4.22
1hvh,-8.759,-0.091,-9.205,-5.901,-0.498,2.412,76,6,0,0,15,3,0.917,7.96
2ha5,-5.819,-0.063,-5.847,-1.835,-0.000,1.206,38,0,0,0,8,1,1.000,4.34
1n0s,-9.424,-0.179,-9.694,-4.616,-0.664,0.804,114,2,6,0,4,2,1.000,7.45
3hs4,-6.902,-0.099,-6.503,-1.374,-0.581,0.670,19,3,4,0,5,0,1.000,8
3g0e,-7.384,-0.112,-7.680,-3.636,-0.166,1.340,70,2,0,0,10,0,1.000,7.7
3qfd,-11.269,-0.103,-11.071,-6.331,-0.996,1.474,107,10,2,0,8,3,0.757,4.17
2aoe,-11.271,-0.116,-12.053,-7.198,-1.245,1.608,84,10,5,0,8,4,0.975,7.62
2j4g,-8.333,-0.144,-7.519,-2.556,-0.415,0.670,78,5,0,0,3,2,1.000,6.6
1kv1,-6.906,-0.148,-8.323,-3.258,-0.249,0.402,53,3,0,0,3,0,0.933,5.94
4aia,-6.454,-0.065,-5.932,-1.403,-0.249,0.938,42,3,0,0,5,2,1.000,3.66
1gnn,-9.494,-0.090,-9.012,-5.242,-0.830,2.278,69,10,0,0,13,4,1.000,5.68
2xm2,-8.057,-0.133,-7.351,-1.871,-0.664,0.402,48,7,1,0,2,1,1.000,4.62
1ghz,-7.851,-0.122,-7.539,-2.697,-0.830,1.206,42,6,4,0,9,0,1.000,4.8
1fcz,-10.052,-0.193,-10.416,-5.083,-0.249,0.134,138,1,2,0,1,0,0.917,9.22
2fqo,-8.699,-0.149,-7.746,-2.036,-1.162,0.670,32,8,6,0,3,2,1.000,6.43
1d3d,-8.565,-0.129,-10.106,-6.949,-0.083,2.144,111,1,0,0,12,4,0.938,9.09
1oyq,-9.098,-0.098,-9.049,-4.775,-0.664,1.608,89,4,4,0,11,1,0.828,6.96
2avo,-10.025,-0.124,-10.796,-7.492,-0.498,2.412,115,5,1,0,14,4,1.000,8.85
3ppp,-6.397,-0.109,-6.089,-1.107,-0.166,0.402,38,2,0,0,3,0,1.000,5.22
