name,total,qq_pl,desolv_pl,vdw_pl,hbond_pl,qq_l,desolv_l,vdw_l,DrugScore,HMscore,PLP_tor,affinity
4mn3,-28.986,-2.156,9.742,-18.061,-4.282,-1.345,2.761,-3.396,-35.857,2.854,36.500,5.75
1kyv,-18.674,-1.718,10.483,-13.094,-3.874,-0.004,1.305,-1.160,22.257,4.706,16.800,5.92
4oc0,-21.636,-3.068,13.675,-15.754,-3.029,-1.210,1.844,-1.460,-11.629,0.357,14.700,6.5
1qxk,-18.915,-3.558,10.358,-14.224,-4.315,0.090,1.263,-2.316,40.557,1.742,20.600,5.05
4qtl,-3.435,1.163,8.450,-7.315,-0.794,0.554,1.248,-0.659,35.414,1.946,7.400,6.92
1olu,-20.864,-2.256,14.533,-12.103,-3.918,0.170,1.744,-1.357,-64.543,1.954,15.200,4.41
4pnu,-14.556,-1.610,5.592,-9.145,-2.168,-0.346,1.794,-2.311,3.986,3.125,8.100,4.89
3s76,-5.036,0.610,5.067,-4.614,-1.169,-0.061,0.183,-0.214,-2.243,0.432,0.000,5.05
3buh,-9.668,-1.769,2.858,-5.441,-1.248,0.019,0.254,-0.432,5.400,2.822,8.300,3.66
2h6b,-10.772,-1.668,4.208,-2.413,-2.289,0.001,0.302,-0.264,-51.529,2.347,2.400,5.39
2yay,-13.853,-1.594,17.275,-13.986,-5.642,1.625,2.487,-1.500,12.614,0.168,18.400,6.1
2wly,-12.589,-0.717,8.058,-11.013,-2.627,-1.050,1.803,-1.819,33.300,0.747,22.100,6.6
2csn,-10.517,-0.841,5.550,-6.899,-0.293,-1.052,0.787,-0.626,8.143,3.110,6.000,4.41
2j4g,-10.446,-1.326,6.967,-9.841,-2.347,-0.213,0.383,-0.277,35.500,0.739,11.600,6.6
4p6c,-7.880,-2.155,9.233,-7.578,-3.872,-0.167,0.904,-0.310,51.886,-0.000,13.400,4
4wr7,-7.435,0.857,4.825,-7.318,-0.500,0.106,0.319,-0.490,18.171,3.087,6.800,11.7
2i3i,-20.612,-2.331,6.408,-11.809,-1.985,-0.676,1.106,-1.876,-32.929,2.462,4.000,7.3
1stc,-21.296,-1.859,5.942,-13.996,-2.147,0.100,0.316,-0.537,7.357,6.194,2.200,8.1
6upj,-9.679,-0.418,2.433,-7.852,-1.608,0.117,0.163,-0.865,33.557,2.993,5.300,6.32
1wht,-4.406,0.029,6.008,-7.580,1.898,0.266,0.622,-0.477,9.714,0.674,7.200,3.7
1o1s,-15.563,-1.602,8.400,-12.640,-2.506,-0.970,0.680,-1.251,80.871,5.527,20.200,7.31
4b1j,-21.545,-3.629,19.017,-17.798,-4.306,-1.079,2.802,-2.006,44.043,2.022,24.700,7.3
3g2y,-6.058,-1.444,4.775,-4.961,-1.451,0.560,0.308,-0.451,2.500,-0.000,3.000,2
3kgu,-7.641,-0.203,4.142,-6.790,-0.993,-0.393,0.425,-0.366,31.286,2.484,3.200,5.92
5upj,-11.842,-0.647,2.583,-8.775,-1.354,0.111,0.172,-0.885,37.857,4.924,5.200,7.12
1pvn,-26.168,-6.237,15.583,-11.786,-5.454,-0.490,1.435,-0.998,-69.229,0.881,13.400,9.82
3su2,-22.532,-1.733,9.325,-16.233,-2.489,-0.694,1.727,-2.055,1.843,3.728,8.300,7.35
3sue,-23.050,-2.480,11.325,-18.138,-2.791,-0.241,1.449,-2.380,2.229,1.267,5.700,9.08
4i74,-13.053,-2.345,9.683,-12.623,-1.714,0.190,0.701,-0.779,33.700,0.907,8.600,6.72
2g9q,-9.712,-1.389,5.867,-5.111,-3.144,0.201,0.249,-0.152,-25.057,-0.000,9.500,6.4
1rd4,-17.447,-0.076,3.750,-11.796,-0.534,-0.184,0.531,-1.451,-5.829,5.396,2.800,7.74
3wtm,-11.171,-0.299,6.717,-9.950,-0.319,-0.060,0.502,-0.601,6.743,2.202,2.100,7
3ama,-15.067,-0.627,10.000,-11.324,-2.036,0.051,1.558,-1.356,9.843,4.527,0.000,6.53
4eb8,-13.081,-0.554,10.750,-10.857,-2.271,-0.082,1.036,-0.740,-5.500,1.307,11.200,9.82
3ujb,-21.340,-3.518,12.717,-13.847,-4.700,-1.516,1.269,-1.115,15.643,1.380,24.600,5.1
1dhj,-18.525,-3.205,12.167,-10.984,-2.418,-0.762,1.771,-1.115,-8.943,3.785,9.800,6.55
4mpn,-5.555,1.014,6.150,-8.397,-0.439,0.670,0.570,-0.806,18.057,0.756,4.500,6.62
1hnn,-12.047,-2.147,6.117,-8.220,-0.929,-0.539,0.286,-0.227,-4.457,0.970,0.000,6.24
3g0i,-11.656,-1.488,2.742,-5.449,-2.001,-0.273,0.213,-0.242,-6.929,3.332,9.000,3.6
2r3t,-27.456,-3.233,11.908,-17.816,-3.613,-1.053,2.616,-5.002,8.386,3.406,3.500,5.85
4ly9,-16.015,-0.555,9.258,-15.466,-1.012,-0.083,0.965,-1.405,9.557,0.949,7.800,8.15
1b6l,-21.956,-1.731,9.542,-14.703,-2.835,-0.758,1.705,-2.016,-8.186,3.586,14.100,8.3
3dd8,-11.584,0.732,5.508,-7.504,-1.002,-0.291,0.459,-0.755,-0.800,4.952,5.900,7.85
3hb4,-19.896,-0.303,5.092,-13.071,-1.153,-0.283,0.454,-0.632,-4.457,6.803,6.200,9.05
3oil,-9.364,0.805,6.508,-8.633,-0.646,-0.199,0.720,-0.636,-2.586,1.900,8.800,5.68
1hxb,-27.814,-1.604,11.033,-17.716,-3.289,-1.270,3.318,-4.545,-17.043,4.787,20.900,9.92
3m1k,-3.352,0.370,2.792,-4.081,-0.212,-0.138,0.048,-0.016,13.914,0.737,0.200,5.39
3pfp,-21.452,-4.440,11.300,-9.650,-6.942,-1.500,0.865,-0.816,-21.129,-0.000,28.100,6.44
3suv,-13.383,-3.498,6.925,-8.182,-2.672,-0.347,0.620,-0.419,0.043,0.385,9.500,4.55
3a6t,-12.275,-0.889,9.425,-9.954,-2.065,-0.972,1.434,-1.175,7.771,0.622,9.900,7.28
3wmc,-16.616,-2.591,4.758,-9.349,-1.216,-0.345,0.849,-0.844,-4.114,4.912,15.300,6.51
4k0o,-9.439,-1.268,7.425,-7.382,-2.793,-1.572,2.074,-1.565,32.629,0.168,24.900,3
4dq2,-28.846,-3.282,18.900,-19.824,-6.733,-1.155,1.760,-1.552,1.700,1.938,18.900,7.52
1jq8,-16.403,-0.328,10.233,-13.404,-1.131,-0.916,2.892,-1.700,11.914,4.855,21.400,6
2fpz,-7.992,-0.544,7.475,-6.617,-1.580,-0.007,0.102,-0.030,-6.643,-0.000,0.000,3.96
1os0,-17.777,-1.097,8.525,-12.903,-2.201,-1.004,2.079,-2.584,19.814,3.962,23.700,6.03
1v0k,-9.776,-1.910,8.350,-8.209,-3.228,-0.933,0.811,-0.568,42.500,-0.000,19.000,5.1
3m6r,-17.602,0.658,6.000,-11.718,-2.987,-0.305,0.716,-1.909,-20.900,2.716,24.600,7.49
4y59,-12.888,-1.073,6.150,-10.521,-1.788,0.019,0.109,-0.355,37.457,3.827,0.100,5.24
2rfh,-8.748,-1.457,5.075,-5.898,-1.286,-0.557,0.529,-0.701,11.186,1.307,3.700,6.82
4g8m,-14.746,-3.730,7.692,-7.916,-4.759,-0.994,0.756,-0.657,13.443,-0.000,9.100,7.89
2vmd,-6.651,-1.608,4.708,-4.550,-2.866,-0.859,0.474,0.075,28.100,-0.000,13.600,3.02
4tqn,-13.651,-1.409,3.750,-8.061,-0.945,-0.254,0.564,-0.717,-0.200,4.490,3.900,6.11
3ip8,-9.579,-1.739,4.933,-6.823,-2.575,-0.416,0.320,-0.284,27.657,1.307,6.900,2.28
2bo4,-5.933,-2.825,5.708,-4.613,-2.388,1.449,0.806,-0.312,2.714,-0.000,8.000,4.61
3sut,-19.185,-3.465,8.842,-11.895,-4.235,-0.754,1.302,-0.915,10.014,2.251,11.000,7.85
1f57,-7.565,-2.169,3.442,-3.138,-2.471,-0.719,0.178,-0.111,3.300,-0.000,7.100,5.64
2a14,-22.981,-3.903,14.217,-15.267,-5.273,-1.456,1.256,-1.144,20.614,1.277,20.800,5.7
1q8w,-13.033,-1.832,6.500,-8.074,-1.440,-0.599,0.522,-0.685,0.257,2.487,0.000,5.24
1yej,-18.637,-0.966,7.575,-13.524,-2.298,-0.385,0.687,-1.034,-5.343,2.857,16.100,7.46
4q7s,-5.440,0.174,1.950,-4.367,-0.441,0.000,0.000,0.000,2.914,1.623,0.000,4.42
1bnn,-8.927,0.858,5.033,-7.859,-0.749,-0.200,0.382,-0.487,10.957,2.899,1.500,10
1c1u,-10.757,-1.747,9.850,-9.564,-1.779,0.453,0.887,-0.465,-5.429,-0.000,1.700,8.25
4nra,-9.291,-0.362,1.808,-4.774,-0.572,-0.060,0.022,0.047,3.786,5.192,0.000,4.19
2x96,-21.165,-0.894,12.550,-17.385,-2.408,-1.325,2.658,-3.466,27.114,3.078,19.000,4.03
4nl1,-6.196,-1.116,1.850,-4.062,-0.004,-0.070,0.181,-0.089,16.929,3.180,2.900,3.89
1k6p,-23.865,-1.024,10.175,-17.657,-1.646,-1.009,1.920,-3.430,-5.571,3.274,24.200,7.36
2xye,-27.416,-1.412,9.450,-17.812,-3.447,-0.753,2.335,-5.462,8.243,5.022,30.000,8.34
1fzj,-39.228,-5.618,18.325,-21.584,-6.834,-1.803,6.206,-7.521,-26.686,6.026,46.800,8.1
1ec0,-26.686,-1.339,12.775,-21.349,-3.355,-0.736,3.349,-4.869,28.243,3.651,30.300,8.49
1t4v,-16.868,-2.135,8.117,-11.555,-1.572,0.070,0.425,-0.779,0.286,3.776,14.500,7.68
3s43,-18.356,-1.063,8.600,-14.412,-0.729,-0.421,1.596,-2.933,11.800,3.732,19.700,8.6
4jym,-5.006,0.000,0.575,-5.619,-0.000,0.000,0.000,0.000,25.457,1.547,0.000,5.04
3l7d,-22.663,-0.852,10.650,-12.623,-2.048,-0.119,1.001,-0.791,-128.443,-0.000,8.300,2.18
4cd5,-15.715,-5.222,9.733,-10.688,-5.236,-0.513,1.596,-1.211,45.886,0.084,26.500,6.71
2qfo,-5.689,-0.220,6.550,-4.501,-0.589,-0.138,0.266,-0.140,6.771,2.047,1.400,4.7
2hnx,-15.821,-1.734,2.583,-7.347,-1.200,0.000,-0.057,-0.824,-4.114,6.787,28.300,7.08
1dy4,-15.647,-4.367,5.383,-10.734,-1.927,0.181,0.326,-0.607,3.071,0.338,13.500,4.36
3s8l,-19.232,-3.244,10.050,-10.606,-5.581,-2.165,2.958,-3.130,22.329,1.074,19.200,5.64
1rbp,-12.992,-0.006,1.125,-10.141,-0.007,0.000,-0.162,-0.500,41.471,6.697,4.400,6.72
3u8j,-11.556,-1.852,5.350,-8.163,-1.211,0.255,0.266,-0.149,-1.957,2.045,0.000,8.51
1x1z,-17.442,-6.237,13.708,-10.580,-6.818,-0.361,1.449,-1.056,44.671,0.338,12.600,11.06
3pcn,-3.011,-1.003,4.850,-6.256,8.204,-0.153,0.334,-0.281,-28.443,1.604,1.700,3.66
4avh,-12.506,-2.935,7.467,-8.150,-4.506,-0.412,0.584,-0.695,49.800,2.299,26.300,7.23
1xge,-8.900,-1.331,5.892,-5.427,-3.025,-0.551,0.185,-0.102,5.743,-0.000,1.500,4.68
4qll,-16.250,-3.384,18.125,-17.400,-3.115,-2.707,3.784,-3.240,112.086,0.420,58.200,3.38
1xws,-18.810,-1.689,5.317,-11.533,-0.578,-0.075,1.030,-1.831,-17.300,5.252,9.800,8
2p2a,-22.577,-4.851,10.125,-14.924,-4.959,-0.667,0.978,-1.276,24.614,1.017,6.900,6.12
1mai,-17.863,-5.094,9.250,-7.045,-5.085,-5.094,2.680,-1.641,48.357,-0.000,21.200,6.68
2pyn,-24.137,-1.505,8.525,-15.784,-1.529,-0.689,1.793,-3.414,-10.614,5.162,17.600,7.57
3p8o,-24.335,-2.619,9.800,-15.775,-2.558,-1.089,2.034,-4.261,2.314,3.116,16.900,8.72
1qbs,-25.864,-1.113,8.467,-16.389,-3.040,-0.119,1.433,-3.869,4.686,6.914,21.900,9.47
3u7m,-14.679,-0.956,6.225,-10.987,-1.881,-0.540,0.961,-1.231,-11.129,0.674,13.700,7.45
3ebo,-14.022,-0.100,4.075,-9.219,-0.019,-0.321,0.242,-0.262,-39.243,2.392,2.900,4.72
5aut,-18.741,-0.613,4.750,-9.039,-0.868,0.501,0.756,-0.767,-101.971,3.165,0.800,5.17
4o07,-20.148,-1.011,5.608,-13.455,-0.864,-0.011,0.190,-1.195,-17.529,4.644,3.200,7.38
2qg0,-12.208,-0.885,10.492,-10.317,-1.435,-0.715,1.757,-1.847,5.629,0.876,0.000,5.72
1d4j,-23.930,-1.158,11.392,-19.905,-2.424,-0.440,2.827,-4.526,18.429,2.602,24.300,8.36
1od8,-12.788,-1.860,7.667,-8.772,-4.068,-1.201,0.646,-0.532,24.486,-0.000,17.000,5.1
3r7o,-21.170,-1.089,9.783,-15.277,-1.589,-0.734,1.295,-1.599,-0.857,4.582,2.900,8.36
1bzj,-11.450,-0.746,7.617,-9.738,-3.015,-0.310,0.566,-0.559,50.286,3.206,8.400,4.66
3hcm,-6.947,-0.910,1.175,-3.168,-0.000,-0.305,0.269,-0.537,7.457,3.790,1.100,3.3
1np0,-5.447,-1.247,5.875,-7.885,1.519,-0.151,0.348,-0.168,29.686,0.662,7.800,3.57
3nhi,-21.149,-1.810,3.275,-12.909,-1.427,-0.037,0.066,-0.795,9.429,7.609,31.100,8.43
5e8f,-20.305,-3.990,8.725,-12.455,-4.027,-0.147,3.823,-3.902,-12.800,1.663,52.600,8.64
3pcg,-6.868,-1.008,4.233,-6.008,2.625,0.068,0.252,-0.265,-24.086,1.389,0.500,2.3
1flr,-17.975,-1.898,6.583,-12.928,-1.602,-0.041,0.681,-1.126,15.586,4.410,0.300,10
1hps,-22.530,-0.884,9.325,-17.106,-2.981,-0.509,2.090,-4.316,6.600,2.152,26.400,9.22
3d78,-10.366,-0.294,2.183,-6.573,-0.726,-0.231,0.191,-0.487,1.343,3.436,3.500,7.64
4ymg,-23.828,-5.652,14.242,-15.368,-5.209,-1.190,1.256,-1.105,11.729,-0.000,21.700,4.68
2qw1,-3.248,-0.313,3.692,-3.095,-1.340,-0.636,0.459,-0.314,23.729,0.084,10.600,3.9
3su1,-22.292,-1.802,9.108,-15.692,-2.365,-0.693,1.780,-2.319,5.514,4.256,8.500,6.68
3f8f,-14.465,-0.737,6.225,-12.089,-0.021,-1.217,1.573,-1.101,31.200,4.171,15.200,6.63
4b5t,-4.752,0.263,2.283,-3.535,-1.540,0.067,0.045,-0.003,-2.100,0.527,1.000,3.33
4b2l,-8.494,-0.227,3.000,-6.239,-0.592,-0.052,0.515,-0.461,7.157,3.094,7.800,3.24
4app,-20.699,-0.600,7.267,-14.078,-1.680,-0.393,0.869,-1.591,-24.643,3.575,3.100,7.19
5afv,-10.843,-0.827,3.567,-7.221,-0.027,0.088,0.316,-0.036,1.000,4.745,6.200,5.59
3v2q,-12.192,1.812,1.150,-7.324,-0.012,0.000,-0.047,-0.447,-2.443,7.925,23.500,6.29
4n9c,-6.465,-0.101,4.725,-6.119,-0.185,0.001,0.072,-0.071,2.043,1.026,0.000,3.9
2fgv,-28.333,-1.602,11.475,-18.067,-2.827,-1.145,3.304,-4.631,-19.186,5.566,21.000,6.12
3acx,-15.240,-0.687,2.192,-10.831,-0.012,-0.013,0.022,-0.620,10.371,5.539,17.200,5.7
4gfo,-9.595,-0.004,4.900,-8.730,-0.879,0.046,0.395,-0.679,8.600,1.519,0.000,6.62
2o0u,-18.337,-0.316,4.600,-12.997,-0.776,-0.252,0.547,-1.186,-8.329,4.385,5.600,5.49
3agl,-34.536,-6.040,22.275,-20.248,-7.647,-1.222,4.854,-4.440,-29.671,3.182,43.400,7.8
4wt2,-25.442,-1.049,5.775,-15.072,-0.582,-0.179,1.345,-4.321,5.629,9.749,17.300,10.42
4ty6,-20.236,-1.811,8.442,-12.960,-2.820,-0.706,1.208,-2.056,-20.643,1.817,12.600,7.52
4ysl,-13.998,-1.834,7.592,-8.376,-3.379,-1.416,0.974,-0.791,-5.657,-0.000,18.200,5.8
3wtl,-11.683,-0.369,6.858,-10.290,-0.379,-0.065,0.496,-0.583,3.729,2.029,2.100,7.04
3st5,-21.086,-1.119,8.033,-15.884,-1.534,-0.586,1.739,-3.089,11.200,4.027,25.200,11.3
5yas,-3.315,-0.055,4.050,-4.299,-1.168,0.694,0.189,-0.217,42.757,3.073,7.000,3.26
1m2x,-7.125,-0.199,3.725,-5.687,-1.081,0.022,0.307,-0.475,-4.986,0.527,3.400,4.15
3eko,-5.797,-0.423,5.250,-6.794,-1.015,0.539,0.367,-0.662,18.600,0.338,2.900,6.7
4x3k,-29.422,-1.617,13.558,-19.036,-4.642,-1.033,3.385,-3.295,-54.843,2.817,54.700,4.56
3dk1,-22.018,-1.017,7.767,-15.893,-1.447,-0.552,1.579,-3.214,7.143,4.723,22.900,9.74
4rd3,-17.226,-6.602,16.392,-12.480,-5.472,0.663,2.225,-1.462,29.671,-0.000,19.100,6.47
2jjb,-22.354,-4.959,14.092,-13.021,-6.654,-0.327,1.829,-1.441,-14.686,-0.000,29.800,7.92
2uwp,-14.507,-0.308,5.625,-12.776,-0.435,-0.828,0.614,-1.276,5.471,0.767,5.900,6.81
3qfz,-9.737,-3.941,7.275,-5.990,-2.532,0.050,0.371,-0.187,13.886,-0.000,10.200,3.24
3l0v,-8.633,0.937,6.733,-9.350,-1.775,0.146,0.969,-1.006,8.457,0.527,3.700,7.64
4up5,-6.397,-0.284,4.267,-5.307,-0.800,-0.124,0.142,0.041,3.757,1.109,0.600,2.6
1q65,-12.258,-1.408,8.400,-8.840,-3.087,0.002,0.599,-0.545,-6.314,0.338,8.700,5.46
2bvs,-14.017,-0.883,8.025,-12.180,-1.607,-0.713,2.192,-0.365,-1.129,1.812,20.300,4.1
1njd,-11.497,-1.323,10.442,-9.188,-4.535,-0.694,0.748,-0.720,32.886,-0.000,11.300,5.57
1c83,-15.448,-3.745,8.542,-9.667,-2.865,0.430,0.830,-0.512,6.043,2.566,0.000,4.85
2uyn,-4.764,-1.120,3.442,-4.678,-1.513,0.436,0.061,-0.011,16.729,-0.000,1.500,2.7
4del,-7.281,0.430,8.325,-7.417,-3.660,-0.592,0.322,-0.256,36.114,-0.000,8.900,7.68
2jgs,-15.428,-1.983,6.325,-8.890,-2.268,-0.018,0.225,-0.291,-30.571,1.819,10.300,6.62
4k0y,-15.485,-1.489,6.125,-9.761,-0.604,-0.453,0.973,-0.930,-1.214,4.930,0.700,7.82
4c9x,-19.514,-0.918,6.692,-12.149,-0.849,-0.621,1.332,-1.715,6.971,7.626,6.500,7.32
2qta,-21.621,-1.810,17.875,-13.550,-3.179,-0.084,1.862,-1.331,-65.143,2.587,15.600,5.76
2g94,-29.954,-2.680,12.183,-19.483,-4.233,-1.084,2.273,-3.839,-25.329,2.527,31.900,9.52
3hl8,-10.091,-0.668,3.725,-6.990,-0.486,0.166,0.230,-0.297,-4.243,3.049,0.600,4.49
3i9g,-21.848,-3.910,5.683,-11.619,-2.693,-0.441,0.701,-1.200,8.386,6.062,35.300,8.96
3ip9,-9.595,-3.695,5.200,-4.860,-2.285,-0.406,0.171,-0.135,6.557,-0.000,4.600,5.62
4q7v,-4.638,0.848,1.842,-4.342,-0.120,0.000,0.000,0.000,-1.086,1.411,0.000,3.59
3nuo,-20.063,-1.039,8.683,-15.007,-1.642,-0.420,1.583,-2.876,5.886,3.732,20.800,9.8
2avs,-26.103,-1.735,11.217,-18.190,-2.152,-1.267,2.323,-3.375,-19.429,3.091,26.400,7.57
1bma,-16.716,-0.613,7.442,-13.485,-1.522,-0.564,1.555,-2.485,11.829,2.510,17.900,4.59
4ddy,-12.470,-2.016,7.442,-9.765,-2.582,-0.226,0.428,-0.605,11.914,-0.000,0.400,5.62
1qb6,-12.925,-2.263,12.342,-11.218,-2.575,0.647,1.541,-0.892,12.600,1.875,2.500,6.06
3ffp,-8.652,0.798,6.108,-7.357,-0.682,-0.328,0.490,-0.450,6.857,2.894,0.000,7.14
4acc,-13.435,-0.377,8.850,-10.669,-1.339,-0.225,1.465,-1.240,-1.729,2.610,5.900,7.7
4ha5,-12.978,-2.512,5.533,-8.167,-1.929,0.047,0.382,-0.806,11.186,2.619,1.300,7.24
2x91,-18.979,-2.326,7.942,-11.102,-2.947,-1.859,1.240,-1.804,4.729,2.360,27.700,6.74
1hvj,-31.122,-0.966,11.700,-18.700,-3.431,-1.375,4.029,-6.687,-31.929,5.991,31.600,11.4
3g2l,-11.154,-1.114,8.733,-11.518,-3.069,-0.216,0.837,-0.919,44.971,-0.000,13.200,3.87
2aog,-34.570,-3.499,14.967,-19.548,-6.475,-1.890,4.504,-5.772,-41.986,3.184,55.000,6.28
4el0,-21.660,-1.611,9.917,-11.483,-3.358,-0.502,0.970,-0.941,-94.586,-0.000,17.000,4.49
2yix,-22.491,-0.730,6.625,-13.448,-2.679,-0.385,0.607,-1.016,-29.943,5.107,3.400,8.48
1no6,-13.250,-4.668,7.042,-8.608,-2.345,0.732,1.109,-1.914,26.200,1.940,0.000,4.41
4zl4,-30.564,-4.172,13.725,-17.823,-5.960,-0.787,3.252,-3.971,-12.457,4.688,32.800,7.86
3ebl,-11.509,-2.024,5.567,-10.222,-1.900,0.041,0.542,-0.527,37.800,1.636,3.000,6.3
1m0b,-25.407,-2.762,11.850,-18.174,-3.838,-1.199,3.402,-4.571,25.586,3.395,29.500,8.82
3zyu,-13.961,-0.057,4.592,-8.901,-0.581,-0.209,1.336,-1.805,10.757,6.819,2.800,7
3ohi,-12.918,-2.637,12.442,-10.180,-5.048,-1.288,1.007,-0.545,53.086,-0.000,10.200,4.85
1g46,-8.582,1.043,4.933,-6.549,-0.608,-0.398,0.564,-0.655,3.900,3.569,1.300,8.8
1srg,-6.508,-2.746,5.817,-9.442,6.593,0.079,0.317,-0.464,22.314,3.053,1.500,5.3
1nw4,-17.869,-1.324,9.792,-10.041,-2.816,-0.409,0.914,-0.761,-62.029,0.853,11.700,9.07
4ngp,-25.232,-4.589,15.658,-16.740,-5.487,-0.652,2.193,-2.022,0.800,1.593,37.000,7.96
1qbo,-16.123,-2.289,10.742,-12.551,-2.331,0.520,1.018,0.375,-4.629,3.094,2.800,7.74
2w5g,-7.405,-3.390,12.142,-7.878,-2.665,1.367,3.606,-2.314,13.957,0.084,16.800,6.07
4jkw,-4.473,0.140,5.083,-5.555,-0.202,-1.457,0.661,-0.062,38.214,1.242,14.100,4.16
1x39,-16.181,-4.602,9.325,-11.269,-4.856,-0.079,0.878,-0.627,29.186,-0.000,10.300,9.22
3jdw,-4.653,-3.866,5.217,-3.581,3.126,-0.727,0.300,-0.247,1.143,-0.000,13.500,3.6
3hek,-14.499,-0.580,6.842,-11.401,-0.979,-0.033,0.520,-2.013,13.000,2.956,4.200,8.27
4fai,-10.876,0.130,3.717,-8.934,-0.226,-0.309,0.461,-0.158,-6.786,2.308,10.600,6.99
3qx9,-12.972,-6.686,11.150,-9.135,-3.061,1.765,2.482,-1.457,21.729,1.938,18.300,4.05
4oc1,-26.620,-3.019,14.533,-16.741,-4.642,-1.161,1.967,-1.415,-59.571,-0.000,18.500,6.6
3hzk,-10.582,-5.644,9.267,-7.468,-3.951,-0.070,3.283,-1.950,55.514,1.244,40.300,6.7
2ybu,-18.309,-1.159,7.283,-11.401,-1.805,0.021,0.442,-0.620,-21.000,4.675,6.600,6.38
1lol,-11.470,-2.267,9.425,-8.053,-4.728,-0.746,1.411,-1.110,42.171,1.181,14.100,6.39
2v2c,-6.316,-1.123,6.650,-5.538,-2.839,-0.710,0.282,-0.200,38.629,-0.000,8.600,3.41
3obu,-27.301,-3.208,10.000,-15.112,-2.931,-2.781,4.658,-5.361,-31.471,2.833,35.500,4.3
1y3v,-17.690,-1.756,9.633,-12.759,-2.269,0.449,0.685,-1.800,-3.886,2.682,4.200,5.64
4o09,-18.667,-0.488,4.567,-12.258,-0.861,0.004,0.080,-0.939,-16.314,5.000,3.700,7.7
3cyw,-18.075,-1.211,9.342,-13.445,-1.393,-0.423,1.717,-3.545,19.429,4.007,19.400,7.77
2qi0,-20.325,-0.815,8.142,-16.269,-0.942,-0.481,1.759,-3.555,18.700,3.981,16.100,7.38
3bxg,-11.825,-2.425,11.233,-9.692,-5.174,-1.442,0.784,-0.415,65.843,-0.000,22.000,4.96
1c86,-13.057,-4.501,7.417,-9.073,-3.621,0.471,0.679,-0.625,30.000,0.415,0.000,4.7
2gz2,-13.486,-4.301,13.258,-9.175,-3.396,-1.572,2.674,-1.524,24.643,-0.000,10.100,5.22
4zzd,-12.106,-0.424,7.358,-10.698,-0.316,-0.129,1.560,-0.679,11.857,4.228,19.100,6.6
1uho,-16.952,-0.032,5.158,-11.737,-0.596,-0.179,0.614,-1.497,1.529,5.825,8.100,9.22
1qft,-11.276,-3.673,4.158,-5.711,-1.894,-0.010,0.160,-0.139,-5.000,0.978,6.000,8.77
3u7k,-15.052,0.666,6.558,-11.752,-2.806,-0.655,1.105,-1.912,-8.643,0.338,10.200,7.07
1a28,-15.381,-0.360,1.375,-10.599,-0.328,-0.003,-0.019,-0.215,11.600,6.202,1.200,8.29
3lxk,-15.447,-0.801,8.742,-11.208,-1.180,-0.136,0.686,-0.404,-22.343,2.731,2.800,9.8
4ghi,-12.316,-0.192,7.042,-11.460,-0.098,0.541,0.498,-0.386,23.886,4.846,0.000,7.09
4k7i,-5.151,-0.306,2.292,-3.457,-1.255,-0.263,0.118,-0.034,6.386,1.011,1.500,2.82
4q6d,-8.686,0.896,3.925,-6.895,-0.579,-0.087,0.149,-0.372,0.314,2.938,0.000,7.36
2r43,-24.431,-3.287,10.492,-15.633,-3.411,0.158,2.270,-4.550,1.743,3.880,3.800,6
1cet,-14.358,-0.506,3.492,-6.605,-0.349,0.382,0.392,-0.651,-61.471,4.586,18.100,2.89
4hfp,-20.788,-1.374,11.233,-12.228,-2.686,-0.863,2.139,-3.161,-29.857,3.225,6.800,7.38
3ni5,-12.853,-0.468,5.983,-7.769,-2.112,-0.787,0.896,-1.360,9.529,3.667,9.600,7.55
2uy5,-8.423,-0.068,5.992,-9.345,-0.929,-0.316,0.332,-0.362,28.857,0.665,2.700,5.49
4i7l,-5.377,-0.149,1.400,-4.432,-0.599,0.000,0.052,-0.015,12.786,1.767,1.400,3.99
3b7u,-22.341,-2.957,7.633,-10.033,-3.439,-0.035,0.938,-1.526,-104.200,-0.000,9.300,7.74
3uz5,-7.108,0.618,2.583,-6.308,-0.026,0.000,0.000,0.000,9.929,2.947,0.000,7.22
2fw6,-13.972,-4.231,8.967,-7.588,-3.802,0.950,0.798,-0.514,-26.914,-0.000,11.000,2.92
1aid,-11.267,0.013,2.617,-7.753,-0.004,0.196,0.338,-0.725,21.186,6.846,13.400,4.82
1g7f,-19.802,-6.340,9.483,-11.818,-4.389,0.536,2.167,-2.762,15.600,1.644,20.700,5.47
3axz,-13.123,-0.972,11.692,-11.538,-3.244,-0.690,1.089,-0.780,18.557,0.007,11.700,3.43
4kxb,-18.301,-4.703,7.983,-10.721,-3.560,-0.685,1.272,-1.522,-2.186,-0.000,16.300,4.12
3jup,-13.773,-2.053,5.225,-8.189,-2.018,0.301,0.693,-0.685,-1.943,3.539,1.500,5.58
2reg,-8.655,-1.906,2.783,-5.744,-1.027,-0.108,0.098,-0.025,-6.814,0.159,7.400,5.64
4ht0,-7.031,0.688,6.775,-8.317,-0.608,0.030,0.617,-0.536,38.700,3.236,1.700,8
1xpz,-9.731,0.689,5.792,-6.988,-0.915,-0.296,0.728,-1.437,3.129,3.379,4.600,7.08
4b0b,-8.530,-0.165,6.792,-9.243,-0.249,-0.028,0.369,-0.362,16.300,1.166,1.500,3.33
