name,total,SMoG2016_KBP2016,SMoG2016_LJP,SMoG2016_Rotor,SMoG2016_lnMass,affinity
1f5l,-5.854,-105.224,67.500,3,5.443,5.28
1ony,-7.914,-202.439,113.713,18,6.380,6.77
1tq4,-7.951,-174.160,90.428,6,6.107,6.19
2arm,-6.147,-123.272,86.296,5,5.670,8.13
1ikt,-9.834,-223.078,36.921,13,5.864,3.4
1i7z,-9.914,-228.648,65.185,5,5.718,6.4
1m7i,-11.386,-321.368,168.083,12,6.708,5.4
1jyq,-8.066,-259.380,208.408,22,6.661,8.7
1adl,-7.712,-158.894,31.261,14,5.718,5.36
1epo,-9.274,-281.678,179.332,20,6.482,7.96
1bnu,-7.080,-118.806,41.740,3,5.940,9.7
1pph,-8.483,-196.140,91.378,8,6.062,5.92
1k1m,-9.114,-228.988,119.283,9,6.231,7.4
2a5b,-7.722,-155.405,64.681,2,5.660,3.93
1alw,-5.669,-82.033,25.205,3,5.204,6.52
1hms,-7.184,-146.687,32.625,15,5.643,6.37
1g7g,-6.946,-201.024,153.913,22,6.396,6.6
2h4g,-7.654,-145.014,49.136,5,5.919,6.52
1r1h,-10.296,-266.686,109.229,10,6.038,8.92
1fo0,-12.984,-481.933,292.850,37,6.891,5.59
2gl0,-7.968,-153.902,44.554,2,5.588,4.82
1yqj,-12.911,-322.469,82.321,5,6.127,8.14
1n46,-11.480,-288.847,97.504,4,5.906,10.52
1jn4,-8.824,-204.606,96.402,10,6.457,4.95
1qaw,-8.425,-181.630,55.246,3,5.323,5.12
1mes,-13.511,-371.174,129.060,10,6.339,7.7
1bnw,-6.449,-96.751,25.436,5,5.823,9.08
1uj6,-6.082,-123.509,77.799,6,5.447,3.05
1ghy,-7.969,-172.623,77.577,2,5.542,8.1
1w5x,-14.613,-422.362,152.589,15,6.585,8.4
2j2u,-10.158,-230.153,66.652,6,6.118,7.33
1c5q,-6.993,-107.688,23.890,1,5.714,6.36
1jfh,-7.441,-150.471,71.388,6,5.997,2.05
1b40,-10.275,-275.200,101.824,17,6.050,7.28
2ewb,-6.218,-109.376,57.281,6,5.784,6.1
1ai7,-5.569,-85.389,20.939,0,4.544,4.09
1utj,-5.676,-90.094,25.600,1,4.683,3.84
1rql,-4.437,-48.651,20.475,1,4.682,2.75
1d7i,-4.455,-43.511,11.917,2,4.820,3.6
1m2r,-8.710,-191.878,79.796,0,5.599,6.46
1oss,-6.048,-101.241,29.377,1,4.796,4.79
1ugp,-4.391,-48.547,10.999,2,4.478,2.89
2bpy,-12.189,-327.596,117.246,15,6.589,7.4
1a99,-5.795,-97.401,17.668,3,4.501,5.7
2c3l,-8.527,-183.797,65.922,1,5.456,5.07
1tog,-5.573,-88.364,34.675,3,5.011,3.22
2fqx,-8.661,-193.281,80.928,2,5.667,7.15
1g98,-6.191,-132.858,91.301,6,5.505,5.7
2a5c,-8.028,-156.250,46.350,2,5.610,4.62
1b3l,-8.436,-207.242,79.591,15,5.812,5.89
1c5s,-6.482,-107.655,31.589,1,5.176,6
1hih,-11.160,-304.650,110.383,19,6.352,8.05
1c3x,-5.980,-92.395,55.224,0,5.645,3.68
1nfu,-9.873,-220.698,69.984,5,6.138,7.74
1uwu,-7.237,-161.196,87.512,2,5.263,5.98
1ew9,-3.391,-21.460,37.734,1,4.852,3.22
2h5a,-6.639,-129.292,69.996,2,5.438,5.1
2aqu,-12.119,-375.454,184.382,22,6.557,9.32
1yds,-8.694,-191.428,61.372,5,5.584,5.92
1pkx,-9.050,-207.686,87.875,4,5.908,6.92
1e2k,-7.901,-158.142,53.991,2,5.530,4.94
1nli,-5.697,-94.572,45.434,0,4.906,3.59
2c97,-7.444,-145.923,50.431,6,5.697,6.14
1siv,-10.515,-298.975,130.640,21,6.360,8.08
1v2k,-11.061,-256.702,70.995,5,6.213,6.19
1hsh,-13.232,-356.631,107.226,14,6.421,9.42
1afl,-4.990,-116.802,153.947,8,6.229,6.28
1hyo,-5.346,-80.519,37.204,4,5.193,4.07
1cbx,-6.819,-140.296,65.219,5,5.338,6.35
1c5c,-7.817,-170.861,88.421,4,5.844,6.96
1ghz,-7.165,-135.798,55.549,2,5.538,4.8
1add,-9.007,-193.890,58.424,2,5.584,6.74
2fx6,-6.120,-100.497,31.248,0,4.891,3.7
1fzm,-11.916,-390.435,183.196,37,6.864,7.7
1qhc,-8.607,-223.425,139.055,14,6.681,7.57
1c5p,-5.835,-98.877,37.391,1,4.796,4.68
1j01,-7.324,-151.881,77.763,2,5.573,6.47
1mmq,-8.178,-176.272,74.606,8,6.123,7.52
2f7p,-7.797,-181.248,98.934,4,5.599,6.6
1d6w,-10.887,-282.511,121.177,8,6.275,5.96
1c5n,-6.828,-106.590,31.470,1,5.714,4.7
1a4k,-8.803,-193.643,68.084,8,6.062,8
1drj,-6.324,-121.741,63.935,0,5.011,7.4
1ocq,-8.305,-191.878,94.821,4,5.737,5.19
1nvr,-12.227,-308.103,106.908,2,6.147,8.11
1b58,-10.551,-282.071,100.097,17,6.087,6.59
1hxw,-12.625,-350.830,109.782,22,6.580,10.82
1uw6,-7.820,-150.467,30.115,1,5.095,7.34
1mjj,-9.941,-255.526,92.923,16,6.166,8.74
1jak,-7.350,-159.025,75.767,3,5.324,5.57
1k4h,-7.317,-141.785,52.315,4,5.576,5.11
1o2q,-8.331,-195.547,107.395,4,5.914,7.68
1ele,-6.846,-143.826,78.328,11,6.057,6.85
1hwr,-10.874,-270.359,88.226,8,6.007,8.33
1gvw,-10.050,-271.527,105.170,23,6.502,6.96
1e4h,-6.333,-86.934,46.389,0,6.181,8.41
1b38,-9.377,-232.252,113.497,8,6.229,6.6
1zdp,-6.560,-127.084,56.549,7,5.534,5.74
1zog,-7.359,-126.173,55.582,1,6.165,7.15
2cf8,-11.448,-276.375,81.098,5,6.114,8.1
1elr,-6.259,-172.272,126.706,27,6.500,4.96
1fao,-6.601,-146.953,115.658,8,6.214,7.37
1b32,-9.402,-245.208,91.646,18,6.012,7.1
1ppi,-12.955,-395.402,214.239,12,6.695,5.01
1y1z,-5.469,-91.976,44.139,1,4.754,3.08
1oz0,-10.219,-338.430,246.400,18,6.703,7.7
1lrh,-7.199,-137.856,44.609,2,5.226,6.82
2ccc,-6.833,-128.311,68.885,0,5.557,7.76
1d2e,-7.441,-172.171,116.461,6,6.107,6
1x8d,-5.878,-94.397,42.059,0,5.088,2.21
1yqy,-7.951,-172.467,76.538,6,5.847,7.62
1oe8,-5.242,-104.514,85.130,11,5.730,5.52
1h1s,-9.564,-229.595,95.250,6,5.997,8.22
2erz,-9.015,-187.462,51.977,2,5.730,5.66
1bxr,-8.996,-247.676,164.489,8,6.227,3.4
2bza,-5.620,-88.864,26.594,1,4.683,2.8
1br6,-7.684,-170.645,91.756,4,5.747,3.22
1g1d,-7.100,-133.834,52.892,5,5.730,9.44
2gv6,-8.658,-210.693,104.437,12,6.314,7.34
2bfr,-8.625,-178.406,56.921,6,6.057,5.25
1gyx,-5.385,-79.807,28.348,1,4.804,2.48
1g52,-7.298,-138.168,51.760,5,5.787,9.54
1c5o,-5.887,-100.690,37.717,1,4.796,3.49
2bmk,-6.641,-146.922,99.031,7,5.781,5.62
2gsu,-8.246,-167.749,57.797,4,5.850,3.59
2f8g,-11.735,-309.598,105.597,13,6.305,8.7
1jzs,-10.182,-242.839,53.598,17,6.215,6.6
2hu6,-9.729,-240.092,99.704,7,5.948,3.81
1ezq,-10.432,-275.444,117.906,11,6.132,9.05
1v1j,-6.241,-116.144,64.873,1,5.258,4.82
1t7j,-11.203,-275.978,70.610,13,6.225,8.7
