name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
1iih,-7.310,-0.090,-6.204,-0.692,-0.830,0.536,15,6,4,0,3,1,1.000,2.89
1f3e,-6.956,-0.116,-6.843,-1.880,-0.415,0.670,49,5,0,0,5,0,1.000,6.7
1n8v,-6.351,-0.190,-7.878,-2.577,-0.083,0.000,47,1,0,0,0,0,0.917,6.03
2gst,-10.392,-0.154,-10.602,-4.624,-1.162,0.402,83,8,6,0,3,0,1.000,6.07
1lpk,-10.040,-0.143,-9.792,-5.735,-0.581,1.742,119,3,4,0,10,3,1.000,7.55
7std,-7.339,-0.114,-7.494,-2.997,-0.083,0.804,64,1,0,0,5,1,0.933,10.72
1xbo,-10.344,-0.149,-9.823,-4.783,-1.162,1.340,76,10,4,0,9,1,1.000,6.04
1j4r,-8.720,-0.102,-9.822,-6.231,-0.249,1.876,98,3,0,0,11,3,0.829,7.72
1izi,-10.472,-0.136,-11.996,-7.907,-0.747,1.876,102,9,0,0,11,3,0.947,6.59
2c1p,-7.482,-0.130,-8.335,-3.889,-0.166,0.938,71,2,0,0,7,0,0.944,5.4
1qxk,-10.208,-0.110,-9.280,-5.076,-0.996,2.010,89,9,3,0,14,1,1.000,5.05
1ceb,-8.193,-0.227,-7.714,-1.634,-0.996,0.134,39,1,11,0,1,0,1.000,6
1xk5,-9.196,-0.038,-7.245,-2.741,-1.162,1.876,48,10,4,0,6,8,0.783,6
1g3e,-7.606,-0.134,-7.493,-2.249,-0.830,0.804,38,5,5,0,5,1,1.000,5.38
1tcw,-7.575,-0.117,-9.778,-5.702,-0.332,1.474,63,3,1,0,7,4,0.839,6.02
1afk,-9.151,-0.065,-7.231,-1.808,-1.411,1.206,32,7,10,0,7,2,0.900,6.62
1d3p,-8.771,-0.117,-9.796,-6.907,-0.083,2.412,115,1,0,0,15,3,0.906,7.39
2ihq,-8.309,-0.159,-8.871,-3.889,-0.166,0.402,99,2,0,0,2,1,1.000,8.49
2bpy,-9.005,-0.082,-9.399,-6.363,-0.498,2.680,75,6,0,0,17,3,0.865,7.4
1pzp,-5.866,-0.104,-7.603,-3.591,-0.000,1.206,50,0,0,0,6,3,1.000,3.31
1n1m,-6.930,-0.152,-7.039,-2.076,-0.415,0.670,44,2,3,0,5,0,1.000,5.7
1wcq,-10.026,-0.204,-9.295,-2.551,-1.660,0.134,50,3,17,0,1,0,1.000,6.26
2tmn,-7.813,-0.144,-7.092,-1.114,-1.162,0.402,15,4,10,0,3,0,1.000,5.89
2fgu,-10.649,-0.136,-11.899,-8.110,-0.581,2.010,124,6,1,0,13,2,1.000,9.18
2eum,-8.933,-0.094,-10.110,-5.300,-0.664,1.072,81,4,4,0,5,3,0.711,6.7
1gai,-10.599,-0.094,-9.374,-3.932,-1.162,0.938,73,12,2,0,6,1,0.760,8
2gv6,-8.349,-0.061,-7.600,-2.975,-0.747,1.340,56,5,4,0,8,2,0.571,7.34
1b32,-11.166,-0.172,-9.870,-4.179,-1.411,0.938,78,10,7,0,6,1,1.000,7.1
1ws4,-6.855,-0.126,-6.858,-1.627,-0.415,0.402,40,5,0,0,2,1,1.000,3
1c84,-9.141,-0.164,-8.343,-3.016,-0.913,0.804,70,4,7,0,6,0,1.000,5
1b5h,-10.672,-0.169,-9.447,-3.488,-1.411,0.670,65,9,8,0,5,0,1.000,6.01
1ro6,-7.868,-0.177,-8.762,-3.480,-0.332,0.268,77,4,0,0,2,0,0.938,6.46
1fcy,-10.179,-0.194,-10.848,-5.515,-0.249,0.134,139,1,2,0,1,0,0.923,8.52
1mrn,-12.475,-0.073,-9.232,-4.096,-1.660,1.742,98,6,14,0,7,6,0.950,4.52
1yej,-9.477,-0.091,-7.673,-3.214,-0.581,1.340,93,5,2,0,8,2,1.000,7.46
1pb8,-8.269,-0.266,-7.077,-0.697,-1.162,0.000,28,8,6,0,0,0,1.000,5.15
4tmk,-14.400,-0.070,-9.048,-4.320,-2.324,2.814,92,9,19,0,11,10,0.950,7.7
1e3v,-5.984,-0.083,-7.536,-3.039,-0.083,0.804,40,1,0,0,2,4,0.542,4.34
1rql,-6.696,-0.123,-5.958,-0.695,-0.581,0.536,19,4,3,0,3,1,1.000,2.75
1qb1,-9.011,-0.073,-8.201,-4.731,-0.664,2.412,82,4,4,0,16,2,0.821,6.77
1b55,-8.948,-0.025,-5.923,-1.119,-1.328,1.742,10,8,8,0,11,2,1.000,7.4
1b51,-10.372,-0.150,-8.969,-3.495,-1.328,1.072,64,9,7,0,7,1,1.000,7.37
2j7g,-8.648,-0.150,-7.924,-2.329,-0.913,0.536,54,7,4,0,2,2,1.000,7
2iuz,-8.764,-0.085,-7.611,-3.784,-0.083,1.474,129,1,0,0,11,0,1.000,5.55
1o7o,-9.575,-0.091,-7.492,-2.050,-1.162,0.938,55,12,2,0,6,1,1.000,4.49
1nfw,-8.591,-0.053,-6.696,-3.941,-0.083,2.546,106,1,0,0,17,2,1.000,8.96
1o2o,-8.670,-0.138,-8.672,-4.098,-0.830,1.474,64,6,4,0,11,0,1.000,6.36
1c5s,-7.215,-0.161,-7.146,-2.285,-0.581,0.938,46,3,4,0,7,0,1.000,6
1hyo,-7.964,-0.136,-6.714,-1.170,-0.996,0.670,30,10,2,0,3,2,1.000,4.07
1hlk,-7.134,-0.091,-7.321,-2.511,-0.664,1.072,30,3,5,0,8,0,0.733,5
1kzk,-9.811,-0.135,-10.741,-7.303,-0.498,2.278,108,2,4,0,16,1,1.000,10.39
1c5o,-6.543,-0.142,-6.500,-1.588,-0.498,0.804,32,2,4,0,6,0,1.000,3.49
1tlp,-9.400,-0.124,-9.789,-3.830,-1.411,0.670,43,11,6,0,5,0,0.826,7.55
1i7z,-7.233,-0.099,-7.387,-3.911,-0.000,1.742,77,0,0,0,9,4,1.000,6.4
1r6n,-8.201,-0.072,-8.185,-4.677,-0.166,1.876,102,2,0,0,10,4,0.655,7.4
1n4h,-7.972,-0.220,-10.067,-4.568,-0.415,0.134,67,2,3,0,1,0,1.000,6.55
1aaq,-9.513,-0.118,-10.040,-5.868,-0.830,1.876,66,8,2,0,12,2,1.000,8.4
1utn,-6.019,-0.190,-6.734,-1.586,-0.332,0.402,25,2,2,0,3,0,1.000,3.49
2dw7,-9.205,-0.255,-7.764,-0.937,-1.743,0.134,16,6,15,0,1,0,1.000,4.7
1swg,-7.846,-0.177,-8.051,-2.552,-0.415,0.134,70,5,0,0,0,1,1.000,7.36
1ghy,-7.822,-0.136,-7.804,-2.994,-0.664,1.072,52,3,5,0,6,2,1.000,8.1
1lkk,-9.964,-0.091,-9.424,-4.837,-1.245,1.876,61,12,3,0,11,3,0.926,6.85
2a5b,-6.460,-0.058,-6.385,-2.341,-0.166,1.340,38,2,0,0,10,0,1.000,3.93
1ct8,-8.832,-0.053,-7.173,-3.684,-0.415,2.144,81,5,0,0,13,3,0.900,6.52
1ppk,-8.249,-0.105,-8.877,-4.150,-0.581,1.072,57,7,0,0,6,2,1.000,7.66
1gz4,-9.432,-0.041,-6.478,-1.840,-1.162,1.742,39,6,8,0,9,4,1.000,3.7
1d4y,-9.141,-0.126,-10.498,-6.792,-0.498,2.010,76,6,0,0,11,4,1.000,11.1
1h4w,-7.100,-0.122,-6.320,-1.593,-0.581,1.072,41,3,4,0,8,0,1.000,4.66
1yds,-7.622,-0.122,-7.421,-2.726,-0.415,0.938,60,1,4,0,7,0,1.000,5.92
1hpx,-9.546,-0.130,-11.199,-7.410,-0.581,2.010,93,3,4,0,14,1,1.000,11.26
1upf,-5.547,-0.013,-5.338,-0.892,-0.166,0.938,17,2,0,0,4,3,1.000,4.6
1vyg,-7.892,-0.181,-9.206,-4.326,-0.332,0.670,74,0,4,0,5,0,1.000,8
2c94,-10.822,-0.113,-8.827,-3.487,-1.328,1.206,73,14,2,0,9,0,1.000,6.82
1qb9,-8.438,-0.078,-8.086,-4.297,-0.581,2.010,70,3,4,0,13,2,0.774,7.44
1txr,-9.524,-0.167,-8.890,-3.397,-1.079,0.804,66,5,8,0,4,2,1.000,7.74
1ez9,-9.181,-0.058,-7.837,-4.852,-0.581,2.814,86,3,4,0,15,6,0.958,5.1
1owe,-7.383,-0.128,-8.036,-4.062,-0.498,1.742,51,2,4,0,11,2,1.000,6.2
1nw4,-8.258,-0.122,-7.537,-2.510,-0.747,0.938,51,6,3,0,5,2,1.000,9.07
1ii5,-8.154,-0.198,-7.199,-1.170,-1.079,0.268,23,7,6,0,2,0,1.000,6.62
1t31,-9.033,-0.092,-9.729,-5.487,-0.498,1.474,101,6,0,0,11,0,0.750,8.64
1m83,-12.959,-0.126,-9.135,-2.231,-2.490,0.804,39,15,15,0,6,0,1.000,3.4
2i0a,-9.316,-0.123,-10.734,-7.111,-0.415,2.010,91,5,0,0,13,2,0.970,11.4
1jq8,-10.174,-0.087,-8.694,-6.041,-0.249,2.814,133,3,0,0,17,4,1.000,6
2hxm,-8.509,-0.119,-8.200,-3.390,-0.664,1.072,69,8,0,0,6,2,1.000,5.22
1g9r,-12.378,-0.110,-9.184,-3.429,-1.743,1.206,68,18,3,0,9,0,1.000,5.7
1o2n,-8.014,-0.115,-8.208,-4.553,-0.581,2.144,63,3,4,0,15,1,1.000,6.09
1v2w,-7.488,-0.063,-7.105,-2.965,-0.664,1.742,43,4,4,0,12,1,0.650,4.01
1zsf,-11.268,-0.148,-12.781,-8.443,-0.996,1.876,109,8,4,0,12,2,1.000,9.92
1uw6,-6.892,-0.143,-6.928,-2.297,-0.083,0.670,62,1,0,0,5,0,1.000,7.34
1siv,-10.372,-0.151,-11.391,-5.949,-1.162,0.938,69,11,3,0,6,1,1.000,8.08
2gvv,-6.953,-0.137,-7.274,-2.011,-0.581,0.536,35,7,0,0,3,1,0.900,3.9
1a4w,-9.004,-0.114,-10.001,-5.325,-0.664,1.206,77,5,3,0,6,3,0.931,5.92
1v2n,-8.797,-0.113,-8.382,-4.108,-0.664,1.608,75,4,4,0,10,2,0.913,5.9
1wdn,-9.014,-0.228,-7.500,-1.171,-1.245,0.134,38,9,6,0,1,0,1.000,6.3
1m2r,-7.751,-0.128,-7.780,-3.251,-0.249,0.938,83,3,0,0,7,0,1.000,6.46
1bnw,-6.839,-0.134,-7.765,-2.719,-0.498,0.670,29,2,4,0,4,1,0.889,9.08
1x8d,-6.728,-0.186,-7.266,-1.384,-0.664,0.000,20,8,0,0,0,0,1.000,2.21
1o36,-8.791,-0.110,-9.190,-5.235,-0.747,2.010,71,5,4,0,13,2,0.958,5.96
1g52,-7.198,-0.144,-8.387,-3.207,-0.498,0.536,40,2,4,0,4,0,0.929,9.54
1kel,-8.761,-0.114,-7.841,-2.578,-0.581,0.536,84,6,1,0,2,2,0.923,7.28
1ghw,-7.942,-0.128,-7.647,-3.239,-0.664,1.474,59,4,4,0,8,3,1.000,4.2
1fkg,-7.393,-0.104,-8.644,-4.198,-0.166,0.938,73,2,0,0,5,2,0.857,8
1o2w,-7.741,-0.096,-7.902,-3.845,-0.581,1.742,61,3,4,0,11,2,0.944,5.85
2b4l,-7.406,-0.178,-6.643,-1.176,-0.249,0.000,63,2,1,0,0,0,1.000,4.77
1bq4,-10.395,-0.100,-7.617,-0.662,-2.407,0.670,6,4,25,0,4,1,0.917,5.22
1apv,-8.944,-0.128,-9.833,-4.589,-0.830,0.804,61,10,0,0,5,1,1.000,9
1pzo,-6.523,-0.096,-7.329,-3.151,-0.166,1.206,46,2,0,0,6,3,1.000,3.32
1a4r,-8.433,-0.043,-6.432,-1.858,-0.830,1.474,38,8,2,0,8,3,0.900,6.66
1xt8,-7.989,-0.259,-7.033,-0.921,-1.162,0.268,20,4,10,0,2,0,1.000,6.85
1xjd,-9.045,-0.131,-9.801,-5.725,-0.332,1.474,105,2,2,0,10,1,0.964,9.48
5er2,-10.767,-0.101,-12.064,-7.994,-0.996,2.144,93,12,0,0,8,8,0.940,6.57
2avs,-10.339,-0.134,-11.239,-7.718,-0.581,2.278,117,6,1,0,13,4,1.000,7.57
1v11,-11.100,-0.111,-8.109,-3.005,-1.494,1.608,80,7,11,0,7,5,1.000,3.98
1erb,-7.217,-0.138,-8.540,-4.662,-0.000,1.340,73,0,0,0,9,1,0.955,8.1
2cbz,-10.024,-0.080,-7.697,-1.808,-1.743,1.072,30,11,10,0,7,1,0.800,3.93
1f0u,-9.415,-0.118,-9.215,-4.775,-0.830,1.608,88,6,4,0,12,0,0.963,7.16
1ppl,-9.278,-0.117,-10.126,-5.769,-0.747,1.608,76,9,0,0,8,4,0.967,8.55
1d4p,-8.691,-0.126,-8.613,-4.371,-0.498,1.474,84,2,4,0,10,1,0.955,6.3
1mmr,-7.980,-0.105,-8.671,-4.914,-0.415,1.876,65,5,0,0,11,3,0.920,5.4
1r1j,-10.206,-0.196,-10.693,-4.798,-1.079,0.402,96,7,6,0,2,1,1.000,8.64
1jgl,-8.439,-0.199,-9.199,-3.917,-0.332,0.268,100,4,0,0,2,0,1.000,8.7
1k1j,-8.937,-0.105,-9.114,-4.355,-0.747,1.206,78,5,4,0,8,1,0.815,7.55
1bn1,-7.265,-0.161,-8.601,-3.421,-0.498,0.536,40,2,4,0,4,0,1.000,9.34
1qbs,-10.318,-0.163,-12.065,-7.574,-0.747,1.474,106,9,0,0,9,2,1.000,9.47
1str,-8.307,-0.051,-7.816,-4.027,-0.581,2.010,58,7,0,0,14,1,0.690,4.77
1k1n,-8.568,-0.076,-8.419,-3.845,-0.830,1.474,53,6,4,0,10,1,0.655,6.82
1g46,-7.105,-0.117,-7.788,-2.474,-0.498,0.402,38,2,4,0,3,0,0.714,8.8
1m2x,-6.295,-0.090,-6.482,-2.087,-0.249,1.072,37,1,2,0,5,3,0.889,4.15
1gvw,-9.312,-0.111,-10.310,-5.902,-0.664,1.474,80,8,0,0,6,5,0.938,6.96
1yqj,-9.289,-0.138,-10.031,-6.389,-0.166,1.742,124,2,0,0,10,3,1.000,8.14
1cbx,-9.566,-0.251,-8.978,-2.502,-1.660,0.402,35,3,17,0,2,1,1.000,6.35
2csn,-6.500,-0.106,-7.133,-2.738,-0.249,1.072,38,1,2,0,7,1,1.000,4.41
1m1b,-7.791,-0.172,-6.942,-0.913,-1.079,0.268,15,7,6,0,2,0,1.000,4.66
1ogg,-9.630,-0.085,-8.857,-4.398,-0.581,1.340,94,7,0,0,9,1,0.760,5.19
1m0o,-9.530,-0.116,-8.011,-2.786,-1.079,1.072,58,6,7,0,7,1,1.000,2.31
1q8w,-6.662,-0.110,-7.421,-3.109,-0.166,1.072,49,1,1,0,6,2,1.000,5.24
1f0r,-8.656,-0.089,-7.962,-4.371,-0.249,1.876,106,2,1,0,12,2,1.000,7.66
1ghv,-7.848,-0.126,-7.606,-2.981,-0.747,1.340,46,5,4,0,8,2,1.000,4.35
1v2j,-6.833,-0.111,-6.218,-1.574,-0.498,1.072,37,2,4,0,8,0,1.000,3.25
1y0l,-7.361,-0.120,-7.507,-2.793,-0.166,0.670,80,2,0,0,3,2,0.857,9
1ew8,-9.183,-0.264,-7.326,-0.467,-1.909,0.268,11,3,20,0,1,1,1.000,2.26
1o0f,-8.231,-0.089,-7.611,-2.035,-1.162,0.804,27,6,8,0,4,2,1.000,5.3
2j7e,-8.972,-0.141,-7.900,-2.573,-0.913,0.804,63,7,4,0,6,0,1.000,7.32
1t32,-9.265,-0.115,-10.860,-7.320,-0.332,2.010,119,4,0,0,14,1,0.875,7.42
1gj8,-7.859,-0.069,-6.945,-3.641,-0.498,2.412,61,4,2,0,17,1,0.889,6.96
2hs1,-8.863,-0.114,-9.532,-6.177,-0.415,2.278,79,5,0,0,13,4,1.000,8.48
2fxu,-10.094,-0.119,-11.155,-7.079,-0.332,1.474,138,4,0,0,11,0,0.775,8.15
1qaw,-7.588,-0.169,-7.747,-2.133,-0.664,0.268,36,7,1,0,2,0,1.000,5.12
1bgq,-7.125,-0.110,-7.974,-3.847,-0.249,1.340,56,3,0,0,8,2,0.944,8.57
1bp0,-7.672,-0.110,-7.408,-1.813,-0.913,0.536,25,11,0,0,1,3,1.000,5.4
1szd,-10.001,-0.065,-7.540,-3.221,-1.245,2.144,55,10,5,0,12,4,1.000,4.54
1zp8,-9.216,-0.091,-9.478,-7.093,-0.249,3.082,103,3,0,0,21,2,1.000,8.77
1fkf,-9.174,-0.080,-9.802,-5.643,-0.415,1.474,87,5,0,0,7,4,0.750,9.4
1qji,-8.817,-0.099,-10.371,-6.448,-0.581,1.876,81,7,0,0,12,2,0.892,4.85
1x38,-9.307,-0.204,-9.296,-3.267,-1.079,0.268,69,7,6,0,2,0,1.000,8.77
1jmf,-7.566,-0.070,-6.626,-1.816,-0.664,1.072,27,8,0,0,1,7,1.000,5.77
2c97,-8.222,-0.071,-6.489,-1.647,-0.830,1.206,33,8,2,0,7,2,1.000,6.14
1sw2,-7.563,-0.129,-6.247,-1.150,-0.415,0.536,51,1,4,0,3,1,1.000,7.22
1bnv,-7.406,-0.143,-8.791,-3.394,-0.581,0.402,36,3,4,0,2,1,1.000,8.77
1x39,-9.394,-0.179,-9.153,-3.226,-1.245,0.536,55,9,6,0,2,2,1.000,9.22
1f0t,-8.450,-0.066,-7.206,-3.417,-0.581,2.010,69,3,4,0,13,2,0.842,6
1c5t,-7.280,-0.138,-6.871,-2.061,-0.664,1.072,36,4,4,0,7,1,1.000,4.1
1pph,-8.301,-0.116,-8.703,-3.408,-0.747,0.670,59,5,4,0,5,0,0.773,5.92
2aj8,-7.872,-0.125,-8.466,-3.452,-0.332,0.536,79,1,3,0,4,0,0.944,6.2
1kjr,-7.786,-0.049,-7.163,-3.559,-0.664,2.278,50,8,0,0,14,3,0.864,6.06
1c83,-8.817,-0.159,-8.074,-2.562,-0.830,0.536,66,4,6,0,4,0,1.000,4.85
1sbg,-9.710,-0.140,-10.696,-6.824,-0.664,2.010,94,6,2,0,12,3,1.000,7.74
1bhf,-9.294,-0.094,-9.447,-5.326,-0.913,2.010,71,4,7,0,11,4,0.862,4.38
2fzg,-8.678,-0.072,-6.800,-2.296,-1.162,1.876,21,3,11,0,11,3,1.000,3.38
1gyy,-7.340,-0.140,-7.042,-2.111,-0.249,0.536,69,1,2,0,3,1,1.000,3.64
1odj,-7.442,-0.055,-6.316,-2.291,-0.415,1.608,49,3,2,0,9,3,1.000,4.1
1lbf,-10.315,-0.138,-8.402,-2.277,-1.577,0.670,46,11,8,0,3,2,1.000,7.85
1u1w,-7.567,-0.168,-7.069,-1.589,-0.664,0.402,39,7,1,0,2,1,1.000,5.85
1g2k,-10.864,-0.145,-11.752,-7.497,-0.913,1.876,106,3,8,0,12,2,1.000,7.96
1sw1,-7.592,-0.162,-6.842,-1.611,-0.415,0.402,57,1,4,0,2,1,1.000,7.3
1ai4,-6.601,-0.115,-6.600,-1.803,-0.249,0.670,44,3,0,0,4,1,1.000,2.5
2gsu,-9.765,-0.108,-7.692,-1.835,-1.577,0.938,38,5,14,0,7,0,1.000,3.59
1v0k,-8.567,-0.151,-7.928,-2.269,-1.245,0.804,30,6,9,0,6,0,1.000,5.1
1c5y,-6.973,-0.114,-6.583,-2.073,-0.498,1.206,42,2,4,0,9,0,1.000,4.2
1v1j,-7.905,-0.144,-7.087,-1.626,-0.913,0.670,28,9,2,0,5,0,1.000,4.82
2ewa,-8.971,-0.153,-9.348,-4.985,-0.083,0.938,133,1,0,0,7,0,1.000,7.94
1xka,-9.682,-0.092,-7.900,-4.596,-0.498,2.412,114,2,4,0,15,3,1.000,6.88
1kpm,-8.924,-0.174,-10.598,-6.420,-0.166,1.206,114,2,0,0,8,1,0.966,5.8
1onz,-8.599,-0.144,-8.972,-3.594,-0.830,0.670,56,5,5,0,5,0,0.947,5.1
1gi4,-8.231,-0.123,-7.559,-2.500,-0.913,1.072,51,7,4,0,7,1,0.786,7.19
1od8,-8.348,-0.164,-8.179,-2.284,-1.079,0.402,37,8,5,0,3,0,1.000,5.1
1ezq,-11.114,-0.136,-9.859,-5.719,-0.664,1.742,145,4,4,0,13,0,1.000,9.05
1t7j,-8.513,-0.098,-8.631,-5.008,-0.415,2.010,70,5,0,0,14,1,1.000,8.7
2mas,-9.134,-0.206,-8.515,-2.505,-1.328,0.536,43,6,10,0,3,1,1.000,7.52
2bmk,-8.048,-0.078,-6.853,-2.311,-0.664,1.340,49,0,8,0,6,4,1.000,5.62
1ew9,-4.765,0.055,-4.887,-0.473,-0.000,0.804,12,0,0,0,6,0,1.000,3.22
2a4m,-5.568,-0.097,-6.678,-2.532,-0.000,1.072,39,0,0,0,7,1,1.000,4.52
1laf,-9.830,-0.223,-7.899,-1.404,-1.411,0.134,50,9,8,0,1,0,1.000,7.85
2cc7,-7.103,-0.122,-7.413,-2.801,-0.332,0.938,61,2,2,0,5,2,1.000,8.01
1pxp,-7.473,-0.117,-7.917,-4.141,-0.166,1.608,75,2,0,0,8,4,1.000,6.66
1cps,-7.668,-0.174,-7.997,-2.453,-0.996,0.670,25,5,7,0,5,0,1.000,6.66
1b38,-10.310,-0.075,-7.528,-2.258,-1.660,1.608,36,9,11,0,10,2,1.000,6.6
2d1n,-9.602,-0.129,-9.467,-5.461,-0.664,1.876,82,8,0,0,9,5,1.000,8.15
2j7b,-8.204,-0.137,-7.133,-1.404,-0.913,0.402,37,7,4,0,2,1,1.000,6.62
1efy,-7.878,-0.125,-7.724,-3.463,-0.249,1.206,79,3,0,0,7,2,1.000,8.22
1nq7,-8.417,-0.198,-10.159,-4.794,-0.415,0.268,73,2,3,0,2,0,0.913,6.8
1w3j,-7.296,-0.131,-6.529,-1.183,-0.664,0.536,34,8,0,0,3,1,1.000,6.32
1v2s,-6.763,-0.127,-6.364,-1.586,-0.498,0.938,36,2,4,0,7,0,1.000,4.17
1mrx,-10.079,-0.129,-9.979,-6.356,-0.415,2.010,113,2,3,0,15,0,0.964,7.26
1lyx,-6.582,-0.026,-5.456,-0.461,-0.581,0.804,10,4,3,0,5,1,1.000,4.54
1jqy,-8.800,-0.094,-8.312,-3.502,-0.664,1.072,75,7,1,0,6,2,0.850,4.92
3pcf,-7.251,-0.186,-7.261,-1.596,-0.581,0.134,46,5,2,0,1,0,1.000,6.05
1m7d,-8.148,-0.073,-7.777,-3.854,-0.581,1.876,57,7,0,0,11,3,1.000,6.23
1e6s,-7.752,-0.144,-7.096,-1.399,-0.747,0.268,39,6,3,0,2,0,1.000,3.22
1hii,-9.854,-0.152,-11.437,-6.812,-0.747,1.340,87,9,0,0,10,0,1.000,7.28
1ua4,-8.477,-0.094,-7.383,-2.324,-0.913,1.072,35,5,6,0,7,1,1.000,4.22
1hvh,-8.759,-0.091,-9.205,-5.901,-0.498,2.412,76,6,0,0,15,3,0.917,7.96
2aoe,-11.271,-0.116,-12.053,-7.198,-1.245,1.608,84,10,5,0,8,4,0.975,7.62
1gnn,-9.494,-0.090,-9.012,-5.242,-0.830,2.278,69,10,0,0,13,4,1.000,5.68
1ghz,-7.851,-0.122,-7.539,-2.697,-0.830,1.206,42,6,4,0,9,0,1.000,4.8
2fqo,-8.699,-0.149,-7.746,-2.036,-1.162,0.670,32,8,6,0,3,2,1.000,6.43
1d3d,-8.565,-0.129,-10.106,-6.949,-0.083,2.144,111,1,0,0,12,4,0.938,9.09
1oyq,-9.098,-0.098,-9.049,-4.775,-0.664,1.608,89,4,4,0,11,1,0.828,6.96
2avo,-10.025,-0.124,-10.796,-7.492,-0.498,2.412,115,5,1,0,14,4,1.000,8.85
1ajn,-6.148,-0.102,-6.549,-1.784,-0.083,0.536,35,1,0,0,3,1,1.000,2.63
1v0l,-8.145,-0.170,-8.100,-2.288,-0.996,0.402,38,6,6,0,3,0,1.000,7.55
1wc1,-9.776,-0.058,-7.023,-2.053,-1.494,1.742,36,11,7,0,8,5,0.900,4
1qf0,-10.073,-0.194,-11.998,-6.320,-0.996,0.536,96,8,4,0,3,1,1.000,7.38
1pgp,-7.299,-0.002,-5.251,-0.677,-0.830,1.474,9,8,2,0,5,6,1.000,5.7
1tq4,-9.508,-0.077,-7.386,-2.046,-1.328,1.206,31,14,2,0,4,5,1.000,6.19
1mes,-10.261,-0.155,-11.714,-7.357,-0.747,1.608,99,9,0,0,10,2,1.000,7.7
1a4k,-7.650,-0.089,-7.978,-3.934,-0.166,1.340,83,1,1,0,8,2,0.810,8
1jak,-9.951,-0.212,-8.184,-1.855,-1.245,0.134,66,6,9,0,1,0,1.000,5.57
1mrw,-9.793,-0.124,-9.823,-6.168,-0.581,2.144,96,3,4,0,14,2,0.964,9.7
1jmg,-7.380,-0.044,-6.095,-2.038,-0.581,1.742,30,7,0,0,4,9,1.000,6.07
2j4i,-9.202,-0.080,-8.081,-4.975,-0.166,2.278,108,2,0,0,16,1,0.957,9
1v2l,-6.589,-0.120,-6.297,-1.602,-0.415,0.938,37,1,4,0,7,0,1.000,4.29
1g85,-5.309,-0.178,-6.820,-1.870,-0.000,0.268,25,0,0,0,2,0,1.000,5.48
1kyv,-9.709,-0.135,-8.850,-3.874,-0.830,1.072,88,8,2,0,5,3,1.000,5.92
1ejn,-8.903,-0.105,-7.844,-3.589,-0.913,1.876,58,6,5,0,13,1,0.947,5.62
1fl3,-8.302,-0.106,-7.655,-4.313,-0.000,1.876,113,0,0,0,12,2,1.000,6.8
1br6,-8.861,-0.120,-7.979,-2.735,-0.830,0.804,62,10,0,0,4,2,0.857,3.22
1jyq,-12.732,-0.121,-11.623,-5.300,-1.909,0.804,90,17,6,0,6,0,0.903,8.7
2avm,-11.775,-0.120,-11.716,-7.346,-1.162,2.010,100,11,3,0,11,4,1.000,5.7
1p19,-6.963,0.001,-5.198,-1.626,-0.498,2.144,24,6,0,0,13,3,0.700,4.11
1fkh,-7.738,-0.133,-9.599,-5.287,-0.166,1.072,82,2,0,0,5,3,0.893,8.15
2f8g,-9.481,-0.122,-9.860,-6.154,-0.498,2.010,89,6,0,0,12,3,1.000,8.7
1o3j,-7.977,-0.133,-8.001,-3.459,-0.664,1.340,62,4,4,0,10,0,1.000,6.77
2bal,-6.943,-0.110,-8.291,-3.762,-0.249,0.938,46,3,0,0,5,2,0.905,6.31
1y3p,-11.074,-0.083,-9.215,-4.781,-1.494,2.278,66,11,7,0,11,6,1.000,4.82
2tpi,-8.079,-0.124,-7.204,-2.477,-0.581,1.072,47,5,2,0,8,0,1.000,4.31
3pcg,-7.275,-0.199,-7.405,-1.823,-0.498,0.134,49,4,2,0,0,1,1.000,2.3
1pdz,-6.188,-0.081,-5.943,-0.463,-0.664,0.402,7,4,4,0,2,1,1.000,3.7
1mq5,-9.765,-0.108,-8.896,-5.707,-0.249,2.278,118,3,0,0,15,2,1.000,9
1igj,-7.038,-0.076,-8.019,-3.924,-0.083,1.206,65,1,0,0,9,0,0.655,10
1ctu,-8.853,-0.144,-7.661,-2.098,-0.747,0.402,55,9,0,0,2,1,1.000,11.92
1qbo,-8.606,-0.078,-7.871,-4.082,-0.581,2.010,73,3,4,0,14,1,0.889,7.74
1jcx,-10.653,-0.099,-7.685,-1.113,-2.158,0.804,12,10,16,0,4,2,1.000,5.15
1bdq,-9.855,-0.136,-10.532,-6.660,-0.664,2.010,100,6,2,0,13,2,1.000,6.34
1nw7,-8.467,-0.107,-7.991,-3.149,-0.830,1.206,49,6,4,0,9,0,1.000,5.09
1n4k,-7.693,-0.027,-5.876,-0.702,-1.162,1.206,5,9,5,0,4,5,0.833,10.05
