name,average_score,HPSCORE,HMSCORE,HSSCORE,xscore_VDW,xscore_HB,xscore_HP,score_HM,xscore_HS,xscore_RT,affinity
3gvu,8.73,8.70,9.24,8.26,955.4,3.1,154.1,4.48,266.0,2.0,8
1amw,5.26,5.28,5.42,5.10,480.4,4.1,0.0,0.00,0.0,5.0,4.54
3ozp,6.54,6.30,6.94,6.37,581.4,6.7,46.2,1.95,146.9,4.0,6.62
2cbu,5.75,5.60,6.04,5.62,409.6,6.9,16.2,0.36,36.4,0.0,5.68
4ipi,4.56,4.50,4.69,4.48,228.1,4.9,7.4,0.00,36.4,3.0,5.32
4b35,5.08,5.00,5.44,4.81,280.8,1.0,49.4,1.94,93.3,1.0,2.89
1k22,7.07,7.08,7.22,6.91,723.0,5.6,96.7,2.28,229.1,7.0,8.4
1n51,7.00,6.81,7.12,7.07,736.5,5.3,69.7,2.19,283.9,8.0,4.85
1pbq,6.01,5.72,6.49,5.83,386.8,3.5,59.9,2.63,174.8,0.0,6.27
4q4o,6.49,6.26,6.95,6.26,569.4,6.0,44.9,2.04,123.4,3.0,7.46
1mrx,8.62,8.16,9.03,8.67,895.5,2.5,145.2,5.44,507.1,5.0,7.26
1o35,5.61,5.54,5.61,5.70,428.6,3.2,22.8,0.00,104.3,0.0,5
2z4o,7.80,7.68,8.18,7.53,934.7,3.0,105.3,3.96,284.8,10.0,9.57
3hvk,8.26,8.25,8.69,7.85,1010.9,7.8,78.9,2.26,111.1,6.0,8.52
2ya7,5.97,5.83,6.13,5.94,509.2,9.0,19.6,0.27,93.0,5.0,3.14
3d0b,7.19,7.42,7.43,6.72,665.3,1.0,161.0,3.61,231.3,3.0,6.54
4czs,6.48,6.59,6.69,6.17,768.1,9.5,66.5,1.90,152.2,17.0,5
3zj6,6.31,6.11,6.69,6.14,512.3,7.1,53.7,1.92,149.4,4.0,6.66
3g34,4.58,4.49,4.59,4.64,279.8,1.0,0.0,0.00,75.8,2.0,2.96
4cd0,6.80,6.50,7.34,6.56,634.4,4.8,63.0,3.18,198.4,5.0,9.7
2zxd,5.65,5.49,5.91,5.57,359.5,5.4,42.0,1.18,125.2,1.0,5.22
4r4o,6.93,6.35,8.00,6.44,522.5,1.6,95.3,6.15,272.6,2.0,5.82
1nhu,6.37,5.89,7.51,5.70,432.4,1.6,104.7,6.55,243.3,5.0,5.66
3eax,5.70,5.20,6.67,5.22,420.7,0.3,47.7,5.11,182.4,6.0,4.92
4bps,5.70,5.73,5.81,5.57,409.9,4.0,68.0,1.27,145.7,3.0,2.99
3pwk,4.81,4.74,4.86,4.82,246.6,5.0,17.8,0.00,80.4,2.0,3.35
4u43,5.65,5.56,5.88,5.51,422.1,1.0,41.9,1.35,105.0,0.0,4.32
5d21,5.16,4.93,5.56,4.98,329.5,5.6,5.4,1.01,47.9,3.0,8.38
1zhy,8.01,8.02,8.48,7.54,681.8,0.5,236.4,6.78,473.7,5.0,6.52
3pe1,7.28,7.17,7.98,6.68,598.3,2.6,133.2,4.54,191.9,0.0,9.65
3aas,5.23,5.04,5.36,5.30,342.7,4.1,14.6,0.53,122.1,2.0,4.51
4gql,8.45,8.37,8.67,8.32,1086.1,3.9,129.8,4.22,382.7,13.0,9.59
4o9v,7.45,7.17,7.99,7.18,758.7,4.3,85.5,3.71,237.0,5.0,8
3ujc,4.96,4.89,5.18,4.80,326.8,5.9,0.0,0.00,0.0,3.0,4.59
3uyr,6.00,6.15,6.20,5.66,804.0,2.2,85.8,3.69,256.0,23.0,6.9
1fkh,7.00,6.60,8.03,6.39,587.0,2.0,131.8,6.93,322.0,8.0,8.15
3f48,4.82,4.66,5.04,4.77,230.5,4.4,13.4,0.53,72.5,1.0,6.29
3ifl,6.70,6.73,7.15,6.22,852.4,8.5,85.0,3.75,211.5,22.0,8.08
1df8,6.01,6.10,6.15,5.79,515.3,4.9,71.5,1.33,124.3,5.0,9.7
4ibj,6.87,6.79,7.46,6.37,570.4,2.0,113.9,3.88,175.8,1.0,4.33
4fs4,6.58,6.39,7.08,6.27,531.8,2.5,89.5,3.44,204.0,2.0,6.57
3ddf,5.65,5.44,6.11,5.39,430.6,6.8,17.6,1.35,50.3,4.0,4.66
3arx,5.36,5.34,5.39,5.36,469.9,0.0,49.3,1.60,195.2,7.0,5.33
4zbf,7.50,7.96,7.61,6.93,693.3,1.6,218.2,4.10,289.8,5.0,7.13
4qf8,4.39,4.47,4.41,4.29,289.3,2.3,19.4,0.36,67.0,7.0,7.51
2cli,6.15,6.20,6.39,5.86,593.8,5.1,52.8,1.35,81.1,6.0,4.3
4ipn,5.49,5.52,5.61,5.35,534.9,4.8,5.6,0.00,19.4,6.0,3.39
1syh,6.22,6.16,6.35,6.14,506.6,9.0,42.9,0.36,100.2,3.0,6.41
3v3q,5.10,5.04,5.67,4.59,445.4,1.2,60.6,3.78,140.8,13.0,6.6
4el5,6.01,5.94,6.24,5.85,551.6,6.5,6.4,0.00,4.0,2.0,5.37
2qnp,8.80,8.17,10.03,8.19,909.6,2.9,157.4,8.54,433.1,8.0,6.41
1hvs,8.64,8.35,9.34,8.23,1050.3,4.5,154.0,6.66,431.2,15.0,10.3
2bvd,5.64,5.60,5.88,5.44,477.3,7.3,10.9,0.13,7.2,4.0,6
2o4r,8.55,8.65,8.58,8.42,810.2,3.8,223.3,4.58,482.7,4.0,9.4
1xap,8.89,9.05,9.44,8.19,733.6,1.9,285.5,7.08,445.5,0.0,8.7
2q54,8.36,8.11,8.71,8.26,953.9,4.6,134.8,4.74,419.8,10.0,9.01
4ido,6.81,6.66,7.15,6.62,725.5,11.5,0.0,0.00,0.0,5.0,4.93
3bug,4.97,4.82,5.27,4.82,245.9,1.8,53.0,2.13,162.1,3.0,3.18
4emr,5.77,5.81,5.93,5.59,626.2,5.3,0.0,0.00,0.0,7.0,7.49
1v2l,5.06,5.00,5.00,5.19,292.6,2.6,27.1,0.00,124.1,0.0,4.29
4r74,5.61,5.50,5.89,5.44,456.1,8.8,0.0,0.00,0.0,4.0,8.1
2q88,5.50,5.39,5.58,5.54,359.7,5.6,29.1,0.27,113.8,1.0,5.8
4gr3,7.25,7.20,7.34,7.21,890.0,4.9,80.8,2.55,283.5,13.0,7.81
1e6q,5.34,5.23,5.58,5.19,387.3,5.6,0.0,0.00,0.0,1.0,3.15
3v5p,6.79,6.78,7.13,6.47,633.8,2.9,92.6,2.65,167.7,3.0,8.96
3pgl,4.64,4.70,4.76,4.47,347.0,0.0,32.9,1.26,94.9,7.0,5.3
5a81,6.06,5.81,6.58,5.79,433.8,3.2,77.9,3.45,213.1,4.0,5.54
4pp3,7.91,8.22,7.81,7.69,636.4,2.3,234.7,3.78,411.8,0.0,7.82
2r58,4.13,4.25,4.30,3.85,224.0,0.0,30.5,1.07,40.3,6.0,2
3alt,4.51,4.50,4.68,4.35,271.5,4.1,0.0,0.00,0.0,4.0,2.92
4ymx,5.64,5.57,5.92,5.45,415.7,10.2,23.9,0.36,39.6,5.0,7.1
1onz,6.35,6.09,6.86,6.10,456.5,4.6,64.0,2.61,154.2,0.0,5.1
1o2r,6.67,6.41,6.91,6.69,625.9,3.6,43.4,1.73,193.3,2.0,5.21
3tif,6.12,6.08,6.33,5.94,649.4,6.4,0.0,0.00,0.0,5.0,5.38
4bs0,5.43,5.33,5.68,5.27,365.9,2.6,32.0,1.01,71.9,0.0,5.7
4io7,5.57,5.56,5.48,5.68,373.4,7.0,47.8,0.00,154.9,3.0,3.68
2hxm,5.78,5.70,5.86,5.77,515.2,5.8,20.9,0.34,102.5,5.0,5.22
3ml2,5.70,5.62,6.13,5.35,440.4,2.3,60.0,2.47,114.5,4.0,8.05
4zeb,6.61,6.59,6.85,6.40,791.2,9.8,0.0,0.00,0.0,9.0,6.52
4mc9,7.74,7.54,8.08,7.60,873.0,1.7,111.9,4.20,342.9,8.0,9.44
1i9o,5.23,5.06,5.72,4.91,342.5,1.9,36.4,2.28,85.8,3.0,8.42
2x8z,5.17,5.02,5.41,5.08,326.1,3.4,30.2,1.24,117.3,3.0,7.96
3gus,4.84,4.82,5.13,4.55,321.0,0.5,55.4,2.36,133.8,7.0,6.05
3be9,7.34,7.32,7.52,7.18,672.5,2.9,121.5,2.74,259.0,1.0,7.62
4avj,5.63,5.62,6.02,5.25,465.3,6.3,44.9,1.64,58.1,7.0,7.44
3znr,7.49,7.53,7.91,7.04,772.1,0.6,128.1,3.86,212.9,3.0,7.44
1bxo,8.28,7.91,8.82,8.12,869.6,6.1,134.8,5.23,418.0,9.0,10
4mhy,5.28,5.39,5.53,4.92,478.2,1.0,39.0,1.37,35.7,6.0,6.47
3kr4,6.23,5.94,6.57,6.19,517.2,5.4,63.0,2.74,256.3,7.0,7.6
1d4p,7.07,6.98,7.32,6.89,643.1,2.8,104.1,2.82,241.8,2.0,6.3
2p4j,9.50,9.05,9.69,9.75,1149.8,7.1,144.4,4.84,573.8,11.0,8.96
3ebh,6.91,6.72,7.27,6.73,599.3,8.0,97.9,3.04,262.3,7.0,6.32
4ufi,5.04,4.94,5.29,4.90,314.3,5.6,0.0,0.00,0.0,1.0,6.2
3qw5,6.00,5.93,6.39,5.67,632.9,7.0,55.7,2.70,164.1,15.0,6.45
4g8y,5.17,5.12,5.33,5.05,430.7,2.3,9.0,0.53,48.8,4.0,4.59
4mhz,5.14,5.27,5.38,4.77,462.3,0.1,37.8,1.37,32.0,6.0,6.87
4ynb,6.79,6.94,6.95,6.48,777.6,4.9,47.5,0.68,34.6,5.0,10.37
2gvv,5.65,5.46,5.85,5.65,369.2,3.6,66.1,2.15,235.1,4.0,3.9
3h78,5.28,5.26,5.52,5.06,293.8,1.4,63.2,1.64,114.4,0.0,4.24
4w9o,6.77,6.76,7.19,6.35,699.5,2.0,107.0,3.88,223.1,9.0,7.77
3vje,9.26,9.37,9.45,8.96,1047.5,10.3,246.5,5.93,553.1,17.0,8.01
4ca8,8.56,8.32,8.94,8.42,1070.0,5.5,121.0,4.64,394.9,13.0,6.68
4dsy,4.97,4.74,5.26,4.93,278.4,3.1,1.6,0.67,64.6,0.0,4.43
5dgu,7.68,7.57,8.21,7.26,919.4,2.4,117.0,4.87,290.6,12.0,11.35
4aje,5.65,5.31,6.12,5.53,350.6,5.9,36.8,2.19,159.8,3.0,3.68
1grp,4.79,4.74,4.98,4.65,258.0,7.6,10.8,0.00,23.2,4.0,3.72
4ovf,5.56,5.28,5.95,5.44,321.5,1.8,57.4,2.62,196.9,1.0,4.13
1gi1,5.62,5.54,5.61,5.71,424.2,3.5,24.1,0.00,107.9,0.0,5.47
2vl4,5.39,5.33,5.64,5.21,374.4,6.2,13.5,0.13,7.0,1.0,6.01
3qqa,6.93,6.85,7.49,6.46,632.8,1.0,138.4,5.08,289.8,7.0,5.82
2i4z,7.76,7.72,8.12,7.43,785.2,1.0,201.9,6.39,493.3,12.0,5.7
1fv0,6.36,6.23,6.89,5.97,583.9,1.0,50.9,2.53,80.4,1.0,5.93
1nu3,5.05,5.06,5.19,4.91,260.0,0.0,91.3,2.49,225.6,4.0,4
4b9k,7.25,7.05,8.01,6.68,632.2,3.8,117.8,4.69,203.0,3.0,6.17
4b76,5.56,5.61,5.52,5.56,459.1,0.2,55.8,1.01,162.9,3.0,4.54
4bt5,5.21,4.93,5.50,5.18,276.9,6.1,19.8,1.06,120.5,2.0,2.76
3x00,5.60,5.79,5.80,5.23,510.2,3.2,89.3,2.40,152.6,11.0,9.08
1b3f,6.70,6.82,6.77,6.52,813.2,7.8,55.3,1.07,134.7,13.0,6.89
2g71,6.38,6.57,6.49,6.07,651.4,0.9,79.5,1.60,109.1,4.0,7.46
4c2v,7.24,7.27,7.52,6.94,803.1,2.5,114.6,3.52,254.9,9.0,9
4y79,6.33,6.22,6.26,6.49,651.5,0.2,45.8,1.19,226.2,4.0,7.96
1sb1,7.25,7.16,7.26,7.32,757.2,1.8,113.3,2.99,365.3,7.0,6.89
3s75,4.67,4.61,4.79,4.60,227.5,3.0,17.4,0.27,57.8,1.0,6.82
3afk,4.70,4.64,5.03,4.42,344.3,6.5,2.0,0.79,14.4,9.0,3.6
4agc,7.89,7.95,8.34,7.37,764.4,1.7,165.3,4.49,260.4,2.0,10.7
2uwo,6.58,6.40,6.53,6.81,684.5,1.5,42.6,1.19,248.9,4.0,8.7
1bnq,5.29,5.22,5.38,5.27,429.1,3.6,25.5,0.80,125.5,6.0,9.49
1ro7,7.61,7.49,7.77,7.57,959.6,12.9,20.1,0.34,114.3,11.0,3.18
4u0f,6.27,6.18,6.69,5.93,452.3,2.6,94.2,2.95,173.2,1.0,5.92
2vsl,6.01,5.96,6.15,5.91,575.6,3.4,78.3,2.61,256.0,11.0,8.4
3zk6,7.28,6.91,8.22,6.71,680.4,1.8,126.5,6.50,310.6,8.0,6.34
2r3w,8.10,7.88,8.76,7.65,908.9,2.8,127.1,5.31,301.5,8.0,6.89
3ucj,5.08,4.98,5.15,5.11,313.0,2.2,24.7,0.52,115.0,1.0,6
4rlw,6.22,6.25,6.32,6.08,529.4,2.7,73.9,1.44,154.5,2.0,4.87
1wn6,6.99,6.85,7.45,6.67,714.4,11.2,49.0,1.76,97.1,8.0,4.68
1hi3,4.66,4.65,4.82,4.50,310.1,4.0,0.0,0.00,0.0,4.0,4.19
1str,5.91,6.00,6.05,5.68,672.6,4.6,59.3,2.02,170.3,15.0,4.77
1sbg,8.29,7.84,8.95,8.08,857.8,3.2,155.9,6.73,497.4,10.0,7.74
1w3j,5.11,4.99,5.36,4.96,322.7,6.0,0.0,0.00,0.0,1.0,6.32
4i5c,6.12,6.13,6.26,5.98,599.9,2.0,40.2,0.99,94.6,3.0,8.82
1gja,6.02,5.90,5.98,6.19,483.5,4.8,29.5,0.00,146.2,0.0,5.42
4aq6,5.22,5.24,5.34,5.09,322.7,3.0,52.0,0.97,107.5,2.0,4.8
2whp,5.52,5.66,5.64,5.27,440.5,1.0,72.1,1.55,115.7,4.0,4
2x7t,6.16,5.89,6.63,5.97,477.7,2.5,79.4,3.59,249.1,5.0,6.63
3nim,5.52,5.40,5.87,5.30,569.2,6.9,18.6,1.77,114.3,14.0,4.75
3d6o,4.86,4.71,5.25,4.63,313.2,3.0,4.5,1.07,25.2,3.0,4.11
1i9q,5.25,5.09,5.73,4.93,344.9,1.9,38.3,2.28,87.7,3.0,8.41
4b5w,4.60,4.42,4.83,4.55,167.2,4.9,12.4,0.53,71.5,1.0,3.33
4p6x,7.43,7.56,7.60,7.13,694.8,2.6,146.6,3.05,254.2,2.0,7.04
1o0f,5.15,5.09,5.37,4.99,388.6,6.3,0.0,0.00,0.0,4.0,5.3
2f80,7.62,7.45,8.13,7.29,865.4,3.2,109.5,4.51,290.0,10.0,8.18
3ekr,6.33,6.04,6.76,6.20,480.7,2.1,69.2,2.99,222.4,1.0,7.52
3ryx,5.34,5.28,5.62,5.13,386.2,2.9,35.6,1.31,77.6,3.0,8.14
3ikd,6.09,6.03,6.29,5.95,479.5,2.6,93.1,2.67,242.1,5.0,6.75
2oym,6.05,5.98,6.44,5.74,531.5,4.0,42.4,1.64,65.8,3.0,5
2e5y,5.56,5.49,5.82,5.36,490.0,9.6,0.0,0.00,0.0,7.0,5.85
1mfd,5.51,5.52,5.64,5.37,518.7,3.3,27.9,0.89,88.9,7.0,5.31
5ahw,6.14,6.03,6.39,6.00,586.9,5.7,0.0,0.00,0.0,1.0,5.17
3t0x,8.40,8.96,8.71,7.52,806.2,1.1,282.0,5.94,334.4,5.0,8
3ttm,4.74,4.86,4.87,4.49,247.3,3.2,48.1,0.72,51.5,3.0,8.52
1xgi,5.65,5.49,5.87,5.59,416.2,3.2,31.0,1.07,112.9,1.0,4.85
2qi3,7.44,7.10,8.07,7.15,790.8,2.0,117.3,5.72,377.4,11.0,10.2
3o75,5.52,5.39,5.82,5.34,421.9,9.4,0.0,0.00,0.0,4.0,6.68
3p3g,7.55,7.23,8.15,7.27,643.5,6.0,112.5,4.11,277.0,2.0,9.74
3zdh,5.17,5.28,5.23,5.01,451.8,0.0,37.9,0.89,80.7,5.0,7.35
3g3r,5.12,4.93,5.48,4.95,264.3,11.4,0.0,0.00,0.0,3.0,6.48
4fht,5.71,5.61,5.92,5.58,381.5,5.6,38.2,0.67,78.7,0.0,6.17
1uwf,5.38,5.22,5.76,5.17,381.4,6.6,22.2,1.24,70.0,5.0,6.82
3tk2,5.56,5.58,5.74,5.36,357.1,3.9,75.5,1.64,145.4,3.0,4.62
4lhm,5.26,5.21,5.48,5.08,396.2,2.6,25.5,0.92,60.2,3.0,3.39
1ua4,5.97,5.90,6.19,5.81,581.0,5.8,0.0,0.00,0.0,3.0,4.22
1xbo,6.98,6.97,7.54,6.42,698.2,4.1,91.3,3.23,112.3,5.0,6.04
4bco,7.25,7.18,7.42,7.15,751.3,1.7,71.5,1.76,172.7,0.0,6.88
2vpo,5.38,5.28,5.49,5.37,372.9,4.2,20.4,0.27,83.7,1.0,5.42
1igb,5.92,5.92,6.25,5.61,363.0,4.5,107.1,2.75,192.8,3.0,6.4
4kcx,5.67,5.54,6.20,5.28,444.3,0.1,75.5,3.69,175.9,6.0,4.43
2bak,8.03,7.98,8.51,7.59,948.6,2.6,100.8,3.54,180.8,5.0,7.43
3da9,6.87,6.65,7.39,6.56,562.4,2.7,130.7,4.87,330.4,6.0,5.51
4km0,6.05,5.80,6.54,5.81,386.4,3.1,78.2,3.13,199.9,1.0,6.04
3t85,5.16,5.11,5.17,5.18,446.0,4.0,10.8,0.27,103.1,7.0,7.95
1xq0,5.81,5.51,6.44,5.49,445.3,2.7,43.1,3.12,134.6,4.0,6.34
3adv,5.09,5.08,5.31,4.87,304.4,1.0,54.5,1.60,108.3,2.0,3.03
3nq3,5.25,5.69,5.17,4.88,301.4,0.0,170.6,3.03,266.9,8.0,3.78
4o3c,5.04,4.96,5.24,4.92,299.0,7.6,10.2,0.00,26.9,3.0,2.59
4kiu,6.64,6.67,6.73,6.50,658.5,4.4,60.2,0.97,121.0,3.0,3.85
4ewn,5.34,5.33,5.45,5.24,423.5,5.3,30.3,0.62,92.5,6.0,6.7
1m7y,6.79,6.69,7.11,6.58,683.0,13.4,38.8,0.86,88.7,9.0,10.96
3cd0,6.91,6.69,6.99,7.06,721.8,7.1,65.5,2.03,305.8,10.0,7.57
4ieh,8.72,8.53,9.61,8.01,1012.8,0.5,173.1,7.28,352.0,9.0,7.85
1thz,6.43,6.15,6.90,6.25,484.9,3.0,67.6,2.81,189.5,0.0,5.15
1zge,5.11,4.86,5.45,5.03,285.5,1.9,26.4,1.66,126.9,1.0,7.3
4bt4,5.20,4.95,5.50,5.16,275.7,6.1,21.8,1.06,117.3,2.0,3.34
1gnm,7.03,6.96,6.86,7.26,785.9,7.1,100.9,2.29,404.1,15.0,6.25
3zpu,9.11,8.51,9.92,8.91,996.7,5.5,148.9,6.96,500.7,9.0,8.38
3vw1,7.16,7.36,7.82,6.30,635.2,0.0,166.4,4.93,154.0,2.0,4.67
2tpi,5.96,5.58,6.21,6.09,478.2,3.9,35.5,2.11,252.2,5.0,4.31
4q19,6.70,6.69,6.97,6.44,616.5,3.3,108.0,3.04,235.0,6.0,8.05
1w3k,5.57,5.49,5.82,5.40,472.6,7.5,0.0,0.00,0.0,4.0,4.3
3b3s,4.91,4.90,4.99,4.84,245.5,2.7,56.5,1.18,151.1,3.0,2.55
1d3d,7.35,7.20,7.50,7.36,782.9,0.7,119.4,3.87,392.4,8.0,9.09
3ery,9.35,9.08,10.03,8.95,1206.5,9.0,185.4,7.38,530.8,22.0,5.66
1p57,5.63,5.54,5.67,5.67,431.2,2.4,27.3,0.34,111.2,0.0,4.4
2h4k,5.97,5.73,6.55,5.63,441.3,3.1,60.0,3.08,145.8,3.0,5.49
2c80,5.89,5.79,6.17,5.72,556.0,8.7,56.3,2.22,199.2,14.0,5.33
4j45,5.52,5.20,5.90,5.45,404.1,5.7,28.8,2.11,180.3,7.0,5.77
4tz2,6.05,5.81,6.63,5.72,404.8,1.7,72.5,3.29,161.4,0.0,3.46
3hvj,8.65,8.50,9.28,8.17,1020.7,8.0,101.1,3.63,179.2,6.0,8.7
2f1g,6.18,6.23,5.82,6.48,634.4,1.2,68.5,0.72,289.0,7.0,7.54
1atr,6.49,6.39,6.77,6.31,688.7,9.2,0.0,0.00,0.0,5.0,6.96
1ivp,8.61,8.15,9.51,8.17,1034.1,3.8,156.2,7.93,488.3,17.0,7.52
3w9k,5.92,5.99,6.12,5.64,497.8,0.0,143.5,4.47,350.3,12.0,6.32
2cbz,5.24,5.20,5.48,5.05,430.7,8.6,0.0,0.00,0.0,7.0,3.93
4ggz,6.12,6.28,6.21,5.85,526.2,5.0,85.6,1.33,125.2,5.0,10.18
2pvu,5.34,5.30,5.59,5.14,355.9,8.0,34.4,0.72,62.7,5.0,6.31
1r9l,4.76,4.72,4.94,4.63,296.8,2.8,0.0,0.00,0.0,1.0,5.4
3n9s,5.59,5.49,5.85,5.45,460.8,13.0,5.5,0.00,34.1,9.0,5.26
3c84,5.97,5.99,6.15,5.78,502.0,0.4,71.7,1.89,150.2,2.0,7.85
3gdt,4.58,4.58,4.74,4.42,292.7,3.9,0.0,0.00,0.0,4.0,7.19
4dfg,7.90,7.76,8.48,7.46,951.7,3.4,124.6,5.23,311.4,13.0,11.74
3suw,5.76,5.61,5.91,5.75,437.3,4.5,27.0,0.62,110.3,1.0,4.7
1rr6,5.71,5.66,5.95,5.50,517.4,3.9,7.4,0.30,0.9,2.0,10.25
1gj6,6.76,6.58,6.77,6.93,605.5,3.9,56.5,1.00,224.6,0.0,7
1lvu,5.79,5.69,6.01,5.66,525.2,6.2,13.2,0.53,57.0,5.0,5.32
2ewa,7.20,7.22,7.75,6.63,634.4,0.9,139.5,4.26,197.6,1.0,7.94
4mo4,5.16,5.21,5.29,4.99,484.9,3.6,0.0,0.00,0.0,6.0,4.22
4mn3,7.84,7.66,8.49,7.38,954.6,6.7,106.2,4.86,273.1,15.0,5.75
1kyv,6.74,6.44,7.16,6.63,673.2,6.8,26.7,1.80,140.6,5.0,5.92
4oc0,7.16,6.79,7.33,7.37,752.5,6.8,51.8,2.18,315.4,8.0,6.5
1qxk,6.34,6.53,6.51,6.00,728.9,5.1,76.9,1.98,136.8,13.0,5.05
4qtl,5.29,5.31,5.26,5.30,492.3,3.0,11.3,0.00,80.6,6.0,6.92
1olu,6.46,6.42,6.46,6.50,622.6,7.6,55.8,0.82,190.2,7.0,4.41
4pnu,6.21,5.76,7.07,5.79,453.2,4.2,71.7,4.78,221.6,6.0,4.89
3s76,4.55,4.48,4.76,4.42,221.9,4.0,0.0,0.00,0.0,1.0,5.05
3buh,5.33,5.18,5.62,5.19,311.9,2.0,63.5,2.32,185.8,3.0,3.66
2h6b,5.70,5.59,6.03,5.49,331.8,5.6,70.9,1.97,151.7,2.0,5.39
2yay,6.96,6.88,7.17,6.83,707.1,13.4,28.4,0.00,58.8,6.0,6.1
2wly,6.09,6.06,5.98,6.23,596.0,3.1,41.8,0.52,186.0,5.0,6.6
2csn,5.39,5.37,5.71,5.09,381.3,0.3,63.3,2.27,119.7,3.0,4.41
2j4g,6.09,6.09,6.16,6.03,514.2,3.8,63.6,1.14,157.6,3.0,6.6
4p6c,5.14,5.06,5.40,4.96,366.9,8.4,0.0,0.00,0.0,5.0,4
4wr7,5.26,5.15,5.50,5.12,398.4,2.8,23.2,1.14,88.9,4.0,11.7
2i3i,6.72,6.44,7.10,6.63,604.1,2.7,75.1,3.18,262.9,4.0,7.3
1stc,8.00,8.01,8.49,7.50,797.1,2.5,151.7,4.33,246.2,2.0,8.1
6upj,6.50,6.14,6.94,6.43,465.2,1.8,96.4,3.95,322.6,2.0,6.32
1wht,5.76,5.83,5.83,5.61,399.7,5.4,82.2,1.31,162.1,4.0,3.7
1o1s,7.08,6.82,7.75,6.68,690.0,4.6,122.5,5.49,333.2,12.0,7.31
4b1j,6.89,6.92,7.07,6.69,910.0,7.3,0.0,0.00,0.0,9.0,7.3
3g2y,4.92,4.72,5.09,4.94,262.5,2.5,16.7,0.82,118.5,1.0,2
3kgu,5.88,5.76,6.29,5.60,407.0,0.7,71.9,2.63,146.6,0.0,5.92
5upj,6.82,6.51,7.28,6.67,507.8,2.1,116.0,4.31,333.7,2.0,7.12
1pvn,6.30,6.16,6.60,6.13,605.1,8.9,0.0,0.00,0.0,3.0,9.82
3su2,8.09,7.61,8.66,7.99,861.7,5.1,96.5,4.66,367.5,7.0,7.35
3sue,8.32,8.01,8.47,8.47,934.3,5.5,106.8,3.31,407.5,7.0,9.08
4i74,6.46,6.44,6.61,6.31,659.1,5.9,25.5,0.27,46.5,3.0,6.72
2g9q,4.79,4.69,5.03,4.65,258.6,5.2,0.0,0.00,0.0,1.0,6.4
1rd4,7.11,7.12,7.41,6.80,665.1,0.2,139.7,4.00,288.9,4.0,7.74
3wtm,5.81,5.74,6.06,5.63,503.3,0.4,42.3,1.63,108.1,2.0,7
3ama,6.70,6.53,7.15,6.44,622.0,2.9,55.8,2.32,125.3,1.0,6.53
4eb8,5.91,5.94,6.11,5.67,573.0,3.7,20.8,0.42,10.9,3.0,9.82
3ujb,6.53,6.49,6.70,6.39,745.4,7.3,11.8,0.25,43.6,7.0,5.1
1dhj,6.19,6.23,6.51,5.83,602.8,3.4,62.8,2.00,95.5,6.0,6.55
4mpn,5.79,5.70,5.97,5.71,454.8,3.0,37.6,0.97,109.0,1.0,6.62
1hnn,5.72,5.77,5.95,5.42,415.3,2.0,69.3,1.60,93.5,1.0,6.24
3g0i,5.42,5.29,5.65,5.32,303.8,2.9,80.5,2.49,229.6,4.0,3.6
2r3t,8.70,8.45,9.61,8.03,984.4,4.6,145.7,6.24,285.8,8.0,5.85
4ly9,7.69,7.50,7.92,7.63,901.2,1.7,67.6,2.50,234.4,4.0,8.15
1b6l,7.94,7.55,8.37,7.89,845.0,3.4,101.7,4.30,367.7,6.0,8.3
3dd8,5.85,5.62,6.52,5.41,399.3,3.0,73.5,3.72,157.5,4.0,7.85
3hb4,8.29,8.49,8.79,7.60,750.9,1.3,232.7,5.88,337.7,2.0,9.05
3oil,6.01,5.84,6.11,6.08,473.1,2.9,59.0,1.69,229.7,3.0,5.68
1hxb,8.82,8.45,9.41,8.61,995.6,3.1,156.8,6.26,470.3,9.0,9.92
3m1k,4.61,4.55,4.78,4.51,212.1,0.8,23.9,0.74,68.4,0.0,5.39
3pfp,5.72,5.63,5.89,5.64,464.9,13.2,18.0,0.00,74.0,9.0,6.44
3suv,5.46,5.37,5.56,5.45,410.1,4.4,19.5,0.27,84.9,2.0,4.55
3a6t,5.88,5.80,6.13,5.72,550.6,6.0,8.8,0.36,26.9,4.0,7.28
3wmc,5.95,5.81,6.47,5.56,468.3,2.0,77.5,3.39,164.6,5.0,6.51
4k0o,4.93,4.90,5.13,4.74,390.5,4.7,1.3,0.27,11.2,6.0,3
4dq2,7.76,7.86,7.74,7.69,1030.5,10.1,40.6,0.00,100.1,10.0,7.52
1jq8,6.95,6.88,7.30,6.67,751.4,2.1,123.6,4.58,338.2,13.0,6
2fpz,5.10,5.00,5.08,5.23,324.5,2.1,16.2,0.00,111.9,0.0,3.96
1os0,7.04,6.91,7.56,6.64,674.4,4.7,125.7,4.64,293.3,10.0,6.03
1v0k,5.46,5.37,5.71,5.31,428.0,6.2,0.0,0.00,0.0,2.0,5.1
3m6r,6.67,6.54,6.89,6.57,632.3,5.8,90.1,2.79,274.4,9.0,7.49
4y59,6.79,6.84,7.09,6.43,577.9,2.9,103.1,2.37,144.1,0.0,5.24
2rfh,5.30,5.19,5.58,5.14,336.7,2.8,55.2,1.98,153.8,4.0,6.82
4g8m,5.69,5.62,5.91,5.56,374.9,8.5,44.4,0.72,94.6,3.0,7.89
