name,London_dG,hbond,hbondA,metal,metal_r,ionP,ionN,aroalk,repulse,flex,p,l,affinity
4auj,-17.2517,4.27939,2.48491,0,0,0,0,0.0429171,0,1.62643,-2.6296,-3.20412,7.74
4iva,-10.6869,0.170435,0,0,0,0,0,0.504372,0,1.14883,-2.92632,-3.99805,7.16
5cas,-14.2254,0.665323,0,0,0,0,0,0.453736,4.10973e-007,2.15499,-4.11112,-5.62525,8.85
4zwz,-13.7267,1.09082,0,0.857062,0.0629045,0,0,0.0917352,0.000142901,0.916066,-2.36032,-4.20421,8.7
4yc9,-11.3822,0.349052,0,0,0,0,-2.12127,0.216028,0,5.05927,-3.30938,-4.00713,8.89
3l79,-13.0802,1.32217,0.693147,0,0,0,0,0.0111493,0,0.622,-3.48033,-3.91581,2.46
3c56,-24.5628,5.11843,3.46574,0.290725,0.0751123,2.27449,-6.78365,0.0119072,0.00931152,0.759579,-3.32148,-4.14658,7.89
6rnt,-15.4888,2.37268,1.38629,0,0,0,-3.7316,0.0392985,0,0.37979,-2.7272,-3.03141,2.37
4zec,-19.6325,3.00729,0.693147,0,0,0.726416,-1.63688,0.141388,0.00556379,2.9963,-4.77657,-5.36019,5.82
3po1,-11.99,0.346528,0,0,0,0,-0.708077,0.353395,0.000276001,1.81063,-3.78105,-4.03134,4.02
2hzl,-10.5561,1.20885,0.693147,0,0,2.42777,-2.22438,0.038144,0.00508788,0.289633,-1.88714,-2.00717,6.57
966c,-22.0704,0.800711,0,1.75316,0.269137,0,-14.0944,0.0671108,0.00117194,1.77473,-2.59738,-4.53251,7.64
4b6r,-16.6215,1.99092,1.38629,0,0,0,-2.70004,0.020138,0.189382,1.49647,-4.1349,-4.48022,5.85
4pox,-19.2394,2.47359,0.693147,0,0,0.588072,-2.69739,0.0418449,9.28304e-008,2.04913,-5.03478,-5.13988,5.43
5cc2,-11.898,0.59367,0,0,0,0,-2.148,0.00669861,1.05619e-006,0.289633,-3.05745,-3.47372,4.1
2fmb,-17.181,0.668875,0,0,0,0,0,0.228149,0.195019,6.56887,-6.64568,-7.39243,8.7
3exe,-27.8746,2.97784,0.693147,0.294324,0.982122,2.2537,-21.5459,0.168693,0.000344309,1.21242,-4.61349,-6.16196,6.96
1gaf,-18.1695,3.24645,1.09861,0,0,0,-2.075,0.111439,0,1.41653,-3.65579,-4.01121,8
2wf5,-17.2545,2.90545,0.693147,0,0,0.199418,-3.44589,0.0712155,0,-0.10401,-3.21889,-3.24855,6
1met,-16.7256,0.942781,0.693147,0,0,0,0,0.15095,0.0956855,3.21397,-5.66696,-6.63689,9.4
3qbc,-12.6021,2.06545,0.693147,0,0,0,0,0.114865,0,0,-2.3365,-2.8598,4.97
4zip,-18.5063,1.38548,0.693147,0,0,0,0,0.26897,0.00278501,4.59593,-6.21487,-7.06536,9.68
1v2t,-11.9654,1.00879,0.693147,0,0,0,-2.35186,0.0539295,0,3.0441,-3.07233,-3.1288,4.71
1izh,-20.2467,1.38383,0.693147,0,0,0,0,0.199372,0.0111082,5.58409,-7.34871,-7.962,7.7
1fd0,-16.1664,0.928922,0,0,0,0.0700869,-1.40126,0.226339,0.00602756,1.2055,-4.29607,-6.1863,8.4
3ivc,-14.365,0.71698,0,0,0,0.713885,-2.26761,0.12005,0.0794828,2.82463,-4.02889,-5.16459,4.12
2aj8,-15.1291,0.727426,0.693147,0,0,1.65887,-5.77279,0.151349,0.0357645,1.00867,-3.52957,-4.19586,6.2
4cjq,-12.3602,0.894803,0.693147,0,0,0.776011,0,0.267633,0,2.73027,-3.40698,-4.31291,3.59
3qt6,-25.0667,5.06187,2.07944,0,0,1.15187,-8.38053,0.000861805,0,0.633456,-3.54848,-4.17719,5.37
4ad3,-22.0615,4.83304,0.693147,0,0,0.0564279,-3.60486,0.188697,0,0.6456,-3.76404,-3.61671,4.62
1sw2,-11.7076,0.476562,0,0,0,3.13532,-5.11619,0.364254,0.00113673,-0.129577,-2.47739,-2.16848,7.22
3hkn,-13.0195,0.904016,0,0.950113,0.0458942,0,0,0.0375722,1.33678,3.92963,-3.64704,-4.31933,5.35
4ef6,-13.3505,1.48429,1.38629,0,0,1.08183,-3.37866,0.0977201,0.00345092,0.919233,-2.4948,-3.13771,2.92
2ydt,-18.6677,3.45105,1.38629,0,0,0.280453,-3.44737,0.294507,0,0.6224,-3.21845,-3.5005,5.52
1nwl,-10.3365,0.51128,0,0,0,0,-1.00807,0.0764674,0.563174,3.20547,-3.24093,-3.57299,2.39
4cj4,-11.8106,1.00916,0.693147,0,0,0.734248,0,0.0727673,0,2.0059,-3.12488,-3.85848,3.36
4qjp,-13.303,0.320293,0,0.968161,0.174837,0,0,0.188667,0.00107877,2.63813,-2.96244,-5.10135,8.6
1k1o,-13.6837,0.470872,0,0,0,0,-2.33544,0.203481,0,2.6421,-4.36685,-4.40218,6.17
2weh,-9.03294,0.324371,0,0.851225,0.118411,0,0,0.0427494,0.000244972,0.554033,-1.12242,-2.46271,5.95
2xbw,-16.34,0.479329,0,0,0,0,0,0.173915,0,2.22307,-5.98571,-6.53142,8
3d1x,-19.3715,1.29364,0.693147,0,0,0,-2.03574,0.171308,0.00880209,4.17642,-6.26788,-7.05849,8.66
4ytc,-11.846,0.386021,0,0,0,0,0,0.504446,0,2.08467,-3.20804,-4.64192,7.89
4urz,-10.0342,0.559882,0,0,0,0,0,0.115573,0,1.10807,-2.80239,-3.07062,2.52
4aba,-10.0547,0.411987,0,0,0,0,-3.59351,0.212421,0,1.0296,-2.10311,-2.17596,3.82
3cz1,-7.72991,0.0175467,0,0,0,0,0,0.16655,0.0226716,0.934266,-2.05871,-2.52964,7.26
1dhi,-16.2508,1.42256,0,0,0,0,-5.86461,0.132429,0,2.6805,-3.30288,-4.44444,7.26
4keq,-15.8749,0.459365,0,0,0,4.23201,-12.3349,0.127376,0.000920163,0,-2.30661,-3.19561,3.82
3miy,-11.9417,0.618726,0,0,0,0,0,0.369107,0,1.94163,-3.23531,-4.35008,7.68
3sm2,-14.7765,0.631411,0,0,0,0,0,0.128785,0.000156502,2.49033,-5.00165,-5.74957,9.7
1sld,-12.9134,0.730749,0,0,0,0,0,0.241361,0.00221161,2.83163,-4.33271,-4.31832,6.57
4lrr,-10.3736,0.0085147,0,0,0,0,0,0.0356107,0.161562,1.10187,-3.03177,-4.52357,5.22
3f17,-12.8431,0.320374,0,1.67123,0.44014,0,0,0.134275,0,1.9771,-2.3123,-4.37596,8.63
3rm9,-11.3505,0.663148,0,0,0,0,-3.63794,0.130054,0,-0.2383,-2.41357,-2.45121,4.77
3shc,-12.0244,0.217326,0,0,0,0,-0.730944,0.246827,4.57101e-005,2.37063,-3.92696,-4.39148,5.72
3i73,-14.5912,0.745103,0,0,0,0.281184,0,0.544546,1.46877,0.520823,-5.10028,-5.87496,5.49
3tao,-14.0064,2.73651,2.07944,0,0,0,-1.50748,0,0,0.24159,-2.30137,-2.3693,5.14
4nbl,-13.6669,0.546848,0,0,0,0,0,0.435495,0.000767796,1.44183,-4.36267,-4.92043,6.33
3fvl,-12.4343,0.259325,0,0.132307,0.0194262,1.99261,-5.93016,0.125712,0.00141532,1.83847,-2.25288,-3.53904,6.07
4na9,-16.9284,1.13385,1.38629,0,0,0,-3.45016,0.238997,0,1.7901,-4.55082,-5.364,7.39
3bvb,-16.2065,1.17984,0.693147,0,0,0,0,0.0895567,0.00414351,2.49033,-5.09972,-6.0279,5.49
3ng4,-8.12823,0.597101,0,0,0,0,0,0,0,0.655266,-1.71875,-2.19374,5.43
3d6p,-8.76638,0.841092,0,0,0,0,0,0.00107393,0,0.550433,-1.82106,-2.21837,3.75
1hi4,-20.276,2.18691,0,0,0,0,-9.89161,0.190387,0.0240203,0.114379,-3.46047,-4.19369,4.49
2xc4,-15.5072,0.195882,0,0,0,0,0,0.136665,0.00102365,2.01382,-5.81966,-6.42564,8.05
2qwf,-18.9631,1.41582,0,0,0,3.75668,-10.962,0.00107432,0,2.08367,-3.90557,-4.02409,5.67
3ryv,-10.6798,0.515148,0,0.954121,0.0023506,0,0,0.119987,0,1.35067,-1.41159,-2.86629,7.07
4ibk,-11.2365,0.138573,0,0,0,0.252387,-3.13637,0.284103,0,2.31803,-2.71591,-3.72098,4.3
4u73,-19.1717,0.580322,0,1.39987,0.507513,6.7563,-17.7343,1.82783e-005,3.09101e-007,-0.174577,-1.40375,-2.81988,5.18
4oks,-11.486,0.720802,0.693147,0,0,0,-0.0849113,0.266893,0,2.8813,-2.83146,-4.35245,4.48
3sr4,-22.9305,3.60329,1.38629,0,0,1.30962,-3.28874,0.186957,1.73037e-006,1.93263,-5.22885,-5.91215,6.54
2avo,-18.7146,1.18861,0.693147,0,0,0.0616232,-2.16995,0.205893,0.000364475,3.31602,-5.73337,-6.85417,8.85
3n35,-10.2023,1.32948,0.693147,0,0,0,0,0.126894,0,0.622,-2.15741,-2.23052,3.37
2qd8,-15.8923,1.08361,0.693147,0,0,0,0,0.140567,0.00127808,2.7233,-4.92473,-6.07651,9.07
5dgw,-17.1736,1.30981,0,0,0,0.855193,-1.2858,0.116437,0.0386815,3.29693,-5.22037,-6.14961,11.05
1nh0,-21.7731,2.10102,0,0,0,0.494672,-1.43463,0.312907,0.000243944,6.91693,-6.84525,-7.99742,9.74
1gi4,-22.4595,0.610183,0,1.67816,0.128986,3.77486,-18.0313,0.196122,0,0.812233,-1.47719,-3.81781,7.19
4cl6,-10.8263,0.242531,0,0,0,0,0,0.15619,0,1.44183,-3.3735,-3.95625,5.39
2f7o,-17.1149,3.54924,2.07944,0.693995,0.873661,5.95223,-6.90803,0.30822,0,0.1614,-1.83497,-2.6161,7.44
3bu1,-11.6037,1.4097,0.693147,0,0,0,-3.34914,0.0746406,0,0.6452,-1.92215,-2.08928,8.15
5dqe,-11.7041,0.0843267,0,0,0,0,-3.18313,0.191852,2.1197e-005,1.30363,-3.20917,-3.65836,3.63
3m89,-15.0809,1.82311,0,0,0,0.170277,0,0.169068,9.69197e-006,1.0543,-3.82123,-4.50718,6.16
4kn0,-16.7392,0.94081,0,0,0,0,-1.81072,0.236977,0.000916888,2.6805,-5.53014,-5.59239,7.4
3s78,-8.85546,0.463587,0,0.731152,0.066463,0,0,0.100066,0,0.554033,-0.977329,-2.2127,6.47
5cbr,-22.951,3.80269,1.38629,0,0,1.99528,-5.86647,0.287679,9.15646e-006,1.41863,-4.4133,-4.85112,5.74
2zx7,-20.7255,3.11387,1.38629,0,0,1.95266,-6.37378,0.206588,0.00220668,1.191,-4.00342,-4.19475,10.49
1o3l,-14.0548,0.689968,0.693147,0,0,0,-4.00381,0.332877,0.00178193,1.59327,-3.42156,-4.09694,6.54
4kn1,-15.5979,0.622205,0,0,0,0,-1.68992,0.0647978,0.00614411,2.7037,-5.31177,-5.54937,6.84
3jzh,-11.9604,0.162687,0,0,0,0.411567,-0.0365608,0.626573,0.0551164,5.24552,-4.6486,-4.34507,3.4
4dew,-13.1806,1.14915,0.693147,0,0,0.998779,-5.17578,0.486438,1.67304,0.5226,-2.55273,-3.87875,7
1hvk,-19.9723,1.09223,0,0,0,0,0,0.265158,0,6.19653,-7.36425,-8.30775,10.96
1iiq,-24.2725,2.16032,0.693147,0,0,0,-6.04809,0.219374,0.0865619,5.72229,-7.1503,-7.69384,7.48
2wlz,-16.5357,1.77942,0,0,0,0,-2.78997,0.288606,0,1.1062,-4.23571,-4.13134,4.6
1x8t,-39.5849,7.71663,3.8712,0,0,5.41463,-20.9812,0.0869443,0,0.559246,-5.21552,-5.31667,7.8
8a3h,-21.3149,4.10944,3.17805,0,0,0.371034,-2.71845,0.137235,0.0113654,0.6456,-3.99886,-4.58849,4.06
3l4y,-17.2367,2.0045,1.38629,0,0,2.01538,-4.3183,0.120411,0.00698074,1.20339,-4.00134,-4.04803,7
1qbq,-12.79,0.503804,0,0,0,0,-4.8333,0.153382,0.00353085,2.12982,-3.46696,-3.03892,8.3
2eg7,-23.7646,1.27091,0,0.698733,0.263069,4.79098,-23.5399,0.00169035,6.32487e-006,0.517266,-2.03264,-3.54174,5.89
4eu0,-15.9263,1.9041,0.693147,0,0,0,-3.73869,0.155057,0.000156248,0.2223,-2.90289,-4.07791,6.4
1dmp,-16.9419,1.07115,0,0,0,0,0,0.340362,0,2.6659,-5.30021,-6.56233,9.55
2qzr,-15.9274,1.45524,0.693147,0,0,0,-4.44433,0.143304,0.0112087,1.1522,-3.3369,-4.40926,7.26
1o5c,-12.6941,0.758673,0.693147,0,0,0,-1.2996,0.0642012,0.179375,0.958033,-3.48589,-4.19865,5.22
2pwc,-20.6954,1.38342,1.09861,0,0,0,-7.32662,0.236265,0.0006633,2.08003,-5.19412,-6.11501,6.57
3gy2,-13.2837,0.775987,1.38629,0,0,1.17566,-2.87395,0.0882557,0,1.64993,-3.25898,-4.13611,5.74
4gqr,-11.3521,1.32037,0.693147,0,0,0,0,0.0677076,0.0119801,0.227633,-2.41776,-3.12596,3.96
4bck,-11.3004,0.748191,0,0,0,0,0,0.308835,0.0604423,3.12023,-3.12195,-3.93299,8.4
3s77,-9.70562,0.488174,0,0.987236,0.053785,0,0,0.127973,0,0.554033,-0.991735,-2.28679,7.21
3ehx,-17.3973,0.371287,0,0.794695,0.155757,2.05888,-9.90898,0.127646,0.105245,1.28817,-2.5504,-4.79807,7.6
3str,-17.0379,1.09727,0,1.0684,0.316027,0,0,0.198279,0.00150548,4.16003,-4.63434,-6.16635,8.4
1nje,-18.3115,1.99141,1.38629,0,0,0,-8.19245,0.0164534,0,0.35659,-3.24137,-3.89002,3.8
3uxl,-15.0109,1.37645,0,1.62633,0.439508,11.0082,-5.76097,0.0357897,0,0.812233,-1.25135,-2.57449,5.57
4ibd,-11.3893,0.176388,0,0,0,0.267956,-4.43837,0.227195,0,2.08507,-2.56319,-3.30751,3.67
1my4,-19.164,2.56653,1.38629,0,0,1.90527,-5.91492,0.155864,0,0.896033,-4.07471,-3.87224,6.98
2x7u,-12.3423,0.737367,0,0.912774,0.0788954,0,0,0.0799483,0.0653816,0.979633,-2.15167,-3.74255,5.27
2ihq,-12.2834,0.276754,0,0,0,0,0,0.203875,0.173008,1.0452,-3.3181,-5.44174,8.49
4og3,-10.6518,0.166363,0,0,0,0,-0.243838,0.216551,6.69003e-006,1.86073,-3.36242,-3.85134,6.55
2uxz,-17.9308,0.444507,0,0,0,0,0,0.305427,0.00719437,3.77166,-6.86292,-7.51761,8.48
2xp7,-15.5768,0.675656,0.693147,0,0,2.43998,-10.7711,0.0408254,0,0.8689,-2.48005,-3.34269,5.77
2cf9,-15.5948,0.720529,0,0,0,0.182074,-2.91164,0.420506,1.49677e-006,1.77233,-4.76265,-4.72922,7.82
3qxv,-16.9008,0.879291,0,0,0,0,-1.01031,0.478938,0.115569,2.6805,-5.38067,-6.29938,8.4
4cpw,-17.6154,0.370025,0,0,0,0,-2.02023,0.188137,0.03737,2.56989,-6.41575,-6.68172,7.5
2r59,-31.8917,3.75787,0.693147,0.408306,0.147387,8.37123,-17.8231,0.152219,0.00438824,2.78217,-5.26334,-6.97622,8.19
2cej,-19.4395,1.20862,0.693147,0,0,0,0,0.258836,0,3.49526,-6.78562,-7.55635,8.62
3i6o,-18.1569,1.33814,0,0,0,0,0,0.150355,0.00105322,2.15347,-5.72683,-6.89953,10.35
3vh9,-27.0103,0.247629,0,2.37761,0.906108,12.8541,-33.2509,0.10964,0,0,-0.871527,-2.97576,6.24
3v7x,-10.7719,0.518105,0,0.854248,0.0720429,0,0,0.147893,0,3.00987,-1.72568,-3.45468,8.57
1g7v,-13.3994,0.360098,0,0,0,1.35996,-4.87308,0.0541172,0.0513857,1.01201,-3.67484,-3.61897,6.4
1jev,-26.6093,2.91705,1.38629,0,0,0.662959,-8.04826,0.105987,0.000461493,3.89043,-6.96262,-7.34496,6.89
1b8o,-15.7194,2.62377,0,0,0,0.091328,0,0.0684642,0,0.622,-3.15282,-4.22198,10.64
3ujd,-21.6937,4.91877,2.48491,0,0,0.634537,-5.35327,0.10571,0,-0.530821,-3.21258,-2.58909,4.69
2wyg,-12.4376,0.0324356,0,0,0,0,0,0.373403,0.00183963,2.38687,-4.77064,-4.57486,8.7
1g53,-10.8074,0.458827,0,0.942947,0.102314,0,0,0.167719,0.0707081,1.6247,-1.69147,-3.28525,9.04
3b50,-19.2351,3.38866,0,0,0,0.369688,-3.70304,0.0860937,0,1.57603,-3.89168,-3.80148,7.55
1njc,-19.2736,2.59647,1.38629,0,0,0.0249786,-7.5439,0.0118323,0,0.35659,-3.25347,-3.95873,5.55
1nm6,-14.1922,0.15406,0,0,0,0.188433,-1.46667,0.221554,0,0.435433,-4.87457,-4.98662,10.05
1xkk,-16.6185,0.396921,0,0,0,0,0,0.56325,4.33791e-006,3.57603,-5.29863,-7.55835,8.52
1jaq,-16.8931,0.115517,0,0.606128,0.298807,6.54826,-15.2617,0.0395665,0.000116015,2.94623,-2.35461,-3.63017,4.48
1px4,-12.746,2.03619,0,0,0,0,0,0.257769,0,0.251233,-2.70189,-2.60704,3.23
3s45,-14.9393,0.810568,0,0,0,0,0,0.196094,0.0235571,2.49033,-4.74585,-5.766,8.49
2jiw,-17.1607,2.33198,0,0,0,0.505777,-4.06422,0.185063,0,0.9676,-3.63515,-3.68888,4.59
4i8x,-10.3905,0.876505,0.693147,0,0,0.48137,-2.30074,0.133963,0,0.579266,-1.84291,-2.47269,2.64
3v3l,-29.1799,6.06382,2.07944,0,0,0,-8.2124,0.260413,0,0.575379,-4.57664,-5.07056,6.43
2h3e,-23.9749,3.97212,2.48491,0,0,0.456984,-11.0292,5.54387e-005,0,1.46002,-3.74453,-3.91997,5.7
1w5y,-21.2103,1.26038,0.693147,0,0,0,0,0.341549,0.0381641,4.0556,-7.23653,-8.84657,8.48
3ppq,-7.19276,0.0135505,0,0,0,0,-0.106327,0.271451,0.000146488,-0.26541,-2.04907,-1.57604,4.55
1tni,-11.0489,0.634324,0,0,0,0,-2.90601,0.017727,0.000834947,0.688633,-2.76057,-2.53534,4
1c1v,-13.2767,0.652896,0,0.353394,0.0451057,3.52386,-3.69865,0.0972795,0,1.3603,-1.87449,-4.55159,7.64
1g45,-9.82237,0.614114,0.693147,0.675434,0.0952298,0,0,0.117472,0.00524974,1.85767,-1.43402,-2.92515,8.64
1u1w,-10.648,0.990201,1.09861,0,0,1.96193,-0.496029,0.0968663,0,0.289633,-2.08559,-3.13835,5.85
4a95,-13.5401,0.284609,0,0,0,0,-0.793991,0.622979,0.245247,2.5808,-4.81395,-4.76749,5.76
3wzn,-15.0595,2.26938,0,0,0,0,0,0.547757,0.000564202,0.850033,-3.27678,-3.71643,7
4pin,-15.8132,2.94816,0.693147,0,0,0.278842,-1.75544,0.017702,0,0.602466,-2.91917,-3.06958,5.4
3hp9,-10.81,0.635847,0.693147,0,0,0,-0.39309,0.191037,0,1.99542,-2.95439,-3.45793,4.59
3kqr,-15.9508,2.115,0.693147,0.180788,0.344942,6.69077,-13.2437,0.107027,0,-0.12721,-0.891208,-1.66915,4.43
1b2h,-23.5188,1.76203,0,0,0,3.51487,-11.6931,0.0439088,0,3.65983,-5.94718,-5.77044,4.54
1eb2,-16.5837,1.10202,0.693147,0,0,0,-2.44831,0.180704,0.0109044,2.47833,-4.86884,-5.48055,6.01
3djp,-11.4331,0.803406,0,0,0,0,-3.27929,0.00231226,0.0316662,0.37979,-2.27682,-2.85939,4.2
1okl,-10.7738,0.520068,0,0.657998,0.124357,0,0,0.199545,0.00170959,0.781666,-1.8758,-3.45549,6.03
2jfh,-12.7037,1.61384,0,0,0,0,0,0.106967,0,2.0307,-3.04884,-3.58931,3.06
1pzp,-7.92513,0.00129532,0,0,0,0.919841,0,0.270954,0.00833492,2.0429,-1.77903,-3.15255,3.31
3drg,-20.8792,0.800112,0.693147,0,0,0.087096,-1.25553,0.0602189,3.60058e-006,8.05233,-8.06884,-9.06361,7
2avm,-22.9445,2.08344,0,0,0,1.48393,-4.08894,0,7.46066e-005,8.02243,-7.58464,-7.68375,5.7
1sdv,-18.338,0.638133,0,0,0,0,-2.08756,0.211912,0,3.31602,-6.06313,-7.28364,8.74
1ws1,-14.6617,1.04698,0.693147,1.02608,0.171964,0,0,0.121629,0,2.82087,-3.60494,-4.31388,9.55
4az6,-19.4693,3.29022,0.693147,0,0,0,0,0.459907,0,1.43423,-4.91931,-4.65268,9.1
2xdk,-7.48047,0.0908599,0,0,0,0,0,0.134681,0.000102962,0.5226,-1.70241,-2.41218,3.6
4ca6,-30.9464,2.75633,0.693147,1.14589,0.238116,3.52482,-12.8265,0.431437,0,4.5464,-6.0679,-8.29043,6.74
2v2q,-10.9068,0.513538,0,0,0,0,0,0.298249,0,2.2812,-3.21274,-3.69073,4.15
1eoc,-15.1173,0.371895,0,1.1273,1.38938,4.17455,-16.8758,0.163272,0.0563449,0.289633,-1.44471,-3.32975,6.05
4ad6,-14.0304,2.53232,0.693147,0,0,0,0,0.0102219,0.000130111,0.6452,-2.74241,-3.18961,4.78
2gkl,-15.2722,0.641363,0.693147,1.24666,0.582214,2.50403,-12.8673,0.00753571,0,0.579266,-0.93947,-2.49233,5.35
4f9u,-10.8362,9.42503e-007,0,0.867975,0.0381856,0,0,0.121124,0,2.827,-2.6131,-3.50299,6.03
3bqc,-12.0091,0.906602,0,0,0,0,0,0.26006,0,0,-2.71149,-4.06431,5.73
3old,-35.5363,6.84123,2.77259,0,0,0.757935,-6.15899,0.232131,0.00993834,2.7666,-7.79245,-8.18426,5.9
1r4w,-17.0785,1.49038,0.693147,0,0,5.87859,-8.02321,0.0873861,0,2.89787,-3.71089,-3.74022,4.05
4q93,-11.5447,1.36003,0.693147,0,0,0,0,0.106844,1.63213e-008,0.579266,-2.58796,-3.09221,4.65
3ff3,-17.8899,1.98639,0,0,0,10.9436,-12.6842,0.000280138,0,0.455666,-1.81118,-2.69987,3.57
4xu0,-28.2718,2.90605,1.38629,0,0,1.08439,-7.35047,0.257446,0,2.59583,-7.31862,-8.59688,9.11
3u5l,-9.57839,0.0296673,0,0,0,0,0,0.390236,0,0.289633,-2.57895,-3.45108,6.19
1pz5,-14.5481,0.508882,0,0,0,0.277522,-0.228156,0.515253,0.0001719,9.99227,-6.01698,-5.8356,5.4
4zek,-16.3052,3.5219,0.693147,0,0,0.530177,0,0.012383,0,0.254066,-2.92865,-3.21408,5.66
3gc4,-26.4759,3.61803,0.693147,0,0,0,-10.6629,0.187905,8.25961e-005,1.19563,-4.84666,-5.96656,7.6
2p09,-21.0331,2.06407,0.693147,0,0,0.0152967,-12.8496,0.140049,0.000161588,0.685056,-3.10758,-4.21747,6.35
3hkq,-11.6037,0.917318,0,0.953155,0.0252121,0,0,0.0402126,0,0.128433,-1.53076,-2.77062,5.34
4pb2,-11.9076,1.66338,0,0,0,0,0,0.100405,4.44481e-014,0.622,-2.28883,-3.16305,4.8
4mre,-6.90815,0.0157098,0,0,0,0,0,0.167394,0,0,-1.70076,-1.84857,2.19
2r2w,-12.492,0.368431,0,0,0,0,-2.44063,0.0518778,0.00064428,1.3603,-3.62132,-3.98974,4.47
1h6h,-20.9699,4.36162,1.79176,0,0,0,-6.62067,0.0260193,0,2.80242,-3.17379,-3.16861,5.3
4xu2,-23.8223,2.86641,0.693147,0,0,0,0,0.261489,4.13963e-006,2.59583,-7.0214,-8.19512,9.23
3bgb,-18.3284,0.980097,0,0,0,0,-5.35925,0.141789,0.00974082,1.86443,-5.13443,-5.65611,6.05
2xyt,-13.858,0.591379,0,0,0,0.504411,0,0.359138,0.816548,0.548066,-4.91425,-5.17419,6.29
4fys,-21.2998,1.84314,1.09861,0,0,1.50236,-7.72428,0.230009,0.00025521,6.24073,-5.41942,-6.26088,4.82
2i0a,-17.0994,1.52506,0.693147,0,0,0,0,0.156267,7.18272e-005,3.80957,-5.35994,-6.17809,11.4
3bpc,-15.9189,2.63839,1.38629,0,0,0.327697,-4.52844,0.0411806,0,2.87327,-2.87028,-2.91355,4.8
4gqp,-11.6406,0.586194,0.693147,0,0,0,-2.87845,0.240889,8.33722e-005,0.596833,-3.09954,-2.65475,9.6
2y7i,-21.1984,3.12418,1.38629,0,0,3.15343,-8.92935,0.163924,0,0.939466,-3.68714,-3.67284,5.54
1ajq,-9.89783,0.730513,1.09861,0,0,0,-1.65493,0.149278,0.00110568,0.781033,-2.0716,-2.39459,4.31
3d1z,-16.9252,1.41141,0.693147,0,0,0,0,0.222106,0.0142654,2.49033,-5.15457,-6.10615,8.8
2cle,-14.8464,2.07197,0.693147,0,0,0,0,0.0966881,0.00551223,0.772813,-3.60791,-4.00662,3.55
3brn,-11.5746,0.760596,0.693147,0,0,0,-2.73565,0.184339,0,0.6452,-2.43625,-3.04133,8.7
4umb,-27.3623,3.01257,1.38629,0.897129,0.103677,5.82724,-23.5541,0.0590292,0.00032015,-0.0145771,-1.79591,-2.66243,4
4re2,-18.5075,3.3983,1.38629,0,0,0,-3.52564,0.353659,0.00615638,0.1614,-3.03291,-3.44179,4.98
3fzn,-30.2967,4.49636,3.17805,0.0817326,1.05361,1.43325,-15.524,0.263568,6.26217e-005,2.13209,-6.42397,-7.62829,4.01
2zz2,-24.9948,6.02112,2.77259,0,0,0.474302,-2.16685,0,0.000219223,0.81719,-3.98773,-4.89432,4.54
3sbi,-11.1934,0.546019,0,0.970157,0.0272227,0,0,0.124417,0,1.7629,-1.63832,-3.22102,7.92
2wuf,-10.9658,0.154803,0,0,0,0,-0.343515,0.137355,0.0135064,2.54003,-3.57857,-4.15868,4.29
1fcx,-15.6702,0.840349,0,0,0,0.0484047,-1.25512,0.22661,0.000599343,0.7449,-4.20329,-5.93002,7.19
3d8w,-10.2174,0.314309,0,0.871259,0.0361989,0,0,0.0068589,0,1.6621,-1.61962,-3.10206,8.15
4abf,-9.7876,0.213352,0,0,0,0,-3.03651,0.158763,0.00200709,0.507,-2.26515,-2.36786,4.62
1u33,-20.389,3.33849,1.38629,0,0,0,0,0.18738,0.00339002,1.2912,-5.20524,-5.43559,4.6
1tmn,-21.6704,0.780786,0,0.34299,0.200235,10.8959,-19.0915,0.103198,0,3.03113,-3.19632,-4.58741,7.3
3iww,-26.1512,2.2008,0,0.132192,0.0339853,4.78734,-13.6044,0.126146,0.00228772,3.4175,-5.70339,-6.47074,7.96
1p1o,-17.8078,2.66321,1.38629,0,0,4.86029,-5.77851,0.146831,0,0.896033,-3.09419,-3.38043,5.76
4f5y,-16.7512,1.39477,0,0,0,0,-0.643269,0.100638,0.000193266,0.2223,-4.74494,-5.68156,5.43
1zp8,-16.2814,0.445861,1.09861,0,0,0,0,0.260554,0.00692798,4.01133,-5.9035,-6.92018,8.77
4m14,-10.2043,0.470054,0,0,0,0,0,0.217858,0.00600893,2.00323,-2.81514,-3.50051,6.7
3rf4,-14.1234,0.483273,0,0,0,0,-5.66541,0.306935,6.07477e-008,1.99587,-3.14093,-4.13802,6.25
1fiv,-21.0938,0.858415,0,0,0,1.12773,0,0.305042,0.110966,6.9811,-8.20991,-9.28804,6.59
3sjf,-26.6299,2.22528,0,0.164335,0.0400624,4.75887,-13.3763,0.106795,2.08981e-005,3.1869,-5.9865,-6.64067,7.64
1q5k,-9.61577,0.158316,0,0,0,0,0,0.231698,0.000136077,2.10027,-2.49052,-3.86085,7.42
3njq,-10.1263,0.210717,0,0,0,0.565383,0,0.244286,0.000217023,2.5513,-2.78793,-4.05197,4.89
3jzj,-27.1069,5.28514,2.48491,0,0,0.126387,-1.39659,0.47731,0.000157865,1.7982,-6.30827,-6.2729,3.61
3gbe,-20.7103,4.42517,1.38629,0,0,1.11884,-6.07912,0.22914,0.0529789,0.1614,-2.62159,-2.89675,5
3bbb,-13.9688,0.570966,0,0,0,0,-5.35039,0.359114,0.00151385,1.70783,-2.82343,-4.17153,7
